identifier,name,popularity,Wikipedia
Ap77Er6X5srdxzzEUEO7YV,50's or 60's,1,50%27s%20or%2060%27s
ApUydAn48UkcTohE11EStu,Miles Flint,3,Miles%20Flint
ApYu6pc723hfcDwyYmH6ZH,Bezos,4,Bezos
ApulpBgThrwacmh2yOMn7T,Jamie Gorelick,41,Jamie%20Gorelick
Aq7uz3TW4NXfezPRuWoVtX,The Lord Blackwell,1,The%20Lord%20Blackwell
ArSJ70lE4Iuau20yUdxkG7,Michael Patsalos-Fox,5,Michael%20Patsalos-Fox
ArpmxpAZLeufZAYapA4uME,Kathy J. Warden,12,Kathy%20J.%20Warden
ArwqCHZ2SOCb4stHf4KAMC,Linda Chen,10,Linda%20Chen
AsH4C5IIKTIfWZbl7ORYhZ,David Lilley,32,David%20Lilley
AsbCcWEsvE4cIL85S89Gje,Tim Andree,10,Tim%20Andree
Asoqe0XGGt2evI3H4b1gQI,Davies,2,Davies
AsoqfRwaBCIayjQ6Od53tZ,Mark W. Begor,1,Mark%20W.%20Begor
AtHXc5Uo2sKd3gN2G2jArb,Scholz,1,Scholz
AtNzgsDNpcNfU1jNr8lM0l,Andrew Wilson (businessman),2,Andrew%20Wilson%20%28businessman%29
AuegT9taJDXdLpFNrtK0Y1,John Redmond,340,John%20Redmond
AursdXLUzSmdnylPr94Hof,Lynn J. Good,1,Lynn%20J.%20Good
Av8Bo6kXDWMerKwYz27boe,"Delos  "" Toby ""  Cosgrove",1,Delos%20%20%22%20Toby%20%22%20%20Cosgrove
AwjIpoqn1sQadUVCW3Hu6w,Sandra Peterson,1,Sandra%20Peterson
AxBEw9lOxxcfAm4SU9n3Dy,Thomas J. Wilson,17,Thomas%20J.%20Wilson
AxroNi7AqO6f426U3pcNmq,James Y. Chao,5,James%20Y.%20Chao
AyMN3faE0hVbrrlR2kmqwg,Martin Barrington,5,Martin%20Barrington
AyWPPuURiq3bVC6W1zeabj,Charlene de Carvalho-Heineken,31,Charlene%20de%20Carvalho-Heineken
V2y8cCFMRk9eKhNq6x5ZuN,Rob Sands,7,Rob%20Sands
V36EMIr6nTPdnjxdsSbTrk,Akira Shimada,8,Akira%20Shimada
V47LihW0x33cesMrA5Lrcj,Christopher Baldwin,29,Christopher%20Baldwin
V4sWhJSdsGvdBKrLq3ZLOX,Kevin R. Johnson,1,Kevin%20R.%20Johnson
V5VGpp835iwdmcsZpCIMwL,Karel Vinck,7,Karel%20Vinck
V6Hf8vlvZtTfC5gXXk13CH,Richard Carmona,71,Richard%20Carmona
V6beYkjftXfeEc1lFcZs2z,Vince_McMahon,3,Vince_McMahon
V7FQixPTZkNdaJE3arflOw,Redmondite Nationalists,1,Redmondite%20Nationalists
VBLADIAEYhWcNmd8FhVOmT,Howell M. Estes III,20,Howell%20M.%20Estes%20III
VCNpC1JWvKreKv7fYrulMU,Marcelo Claure,30,Marcelo%20Claure
VCasStLsVh5cQAQ6WoaKpM,Stephen J. Hemsley,6,Stephen%20J.%20Hemsley
VCi4IxfPyIwfiKXEpqauMP,C. Rice,1,C.%20Rice
VCkwTJRvN9Vfpg11jMUokW,'Condi' Rice,1,%27Condi%27%20Rice
VDIBRJOWRUBdzMnJ8Uiz4i,Wendell Weeks,7,Wendell%20Weeks
VEmOWKZjpRGasL05sQm86e,Hiromichi Shinohara,10,Hiromichi%20Shinohara
VFvrZ63eX5oc9uaT47JjOD,Charles Giancarlo,20,Charles%20Giancarlo
VGKqWjvSqF4cJ0sVH1QmJ9,Joshua Bekenstein,9,Joshua%20Bekenstein
VGattzCWLVpapETrEP2OKW,"Smith, Frederick W.",1,Smith%2C%20Frederick%20W.
VHZbBLJRk2jfAJ3TZFy1qr,Redmond,13,Redmond
VIUsyUIbR5Qc4Guveig29c,WS,1,WS
VJ5w68zFrktbyvXEpjiZBf,Ursula M. Burns,1,Ursula%20M.%20Burns
VJHJQA26r8Zb8IeDbBtuiK,Shellye Archambeau,7,Shellye%20Archambeau
VKHdLUFWpXpd9CrDuUXV5u,Sanford I. Weill,67,Sanford%20I.%20Weill
VKkr5mz82HddJigyJ1LeXt,Ann Mather,7,Ann%20Mather
VLcEPLCXUCobtRcKxnlmfD,Anil Ambani,117,Anil%20Ambani
VLpMvtauSSkd8oN4gC8T3P,William Mosley,21,William%20Mosley
VMH0YZRKyiMdBIE4DDXffr,Oscar Munoz,24,Oscar%20Munoz
VMemSwngdrtc1zBtbB4kit,Rupert Murdoch,1635,Rupert%20Murdoch
VNhuyCNcFCqcEgZTn9Dd0w,Reed Hastings and Patty Quillin,1,Reed%20Hastings%20and%20Patty%20Quillin
VO85k9DZb3pdswSEgW5HhU,Lambert,1,Lambert
VORjV4DmHjydXHQTy8w2g0,Daniel H. Schulman,1,Daniel%20H.%20Schulman
VQ3jZWq54UWcSHTYuXjZNf,Steve Cooper,1,Steve%20Cooper
VRKx5OMvmpzbuj8Td39ZJy,Nigel Travis,12,Nigel%20Travis
VSAQDDkWpgUal0OI9kmqXI,Yoram Ben-Zeev,8,Yoram%20Ben-Zeev
VSayI8uiahmf1EKv6V9hvq,Paul Levesque,12,Paul%20Levesque
VTFDIS69RLhaliodT71SRg,Jeff Harmening,2,Jeff%20Harmening
VUfzpFvD11Yftl4ZKEg6qp,Arnaults in LVMH,1,Arnaults%20in%20LVMH
VV2tE2wGMqObvkntQy0a8H,Michael Alfred Chaney,1,Michael%20Alfred%20Chaney
VV7obEXn97Qazc44bMFWMy,Nash Holdings LLC,106,Nash%20Holdings%20LLC
VVA3BwS3v8wcL2YIm8WcbC,Arthur Ochs Sulzberger Jr.,43,Arthur%20Ochs%20Sulzberger%20Jr.
VVNLZdpBQalecZNNwKhGBh,Howell_M._Estes_III,1,Howell_M._Estes_III
VVWy5NIT3oIejESDebyb0a,Daniel Schwartz,7,Daniel%20Schwartz
VW9TwjccijweHzimSlgs8g,"President and CEO, Saudi Aramco",2,President%20and%20CEO%2C%20Saudi%20Aramco
VWzlX88HsWtdPGibdlxZQ7,Stephen Chazen,6,Stephen%20Chazen
VXe0vTykxv6cbejmOUKZJr,Jeremy Stoppelman,52,Jeremy%20Stoppelman
VYGF7CHFTH0bbzbjP1gLFK,Marne L. Levine,1,Marne%20L.%20Levine
VYZemH4TKz9cItYZ1SLdP2,Mark_Zuckerberg,5,Mark_Zuckerberg
VabSjcr5ZRVcyBDvDo1gcY,David E. Constable,2,David%20E.%20Constable
VdB9FfzhFehefSF9qBVJlP,Adelson,2,Adelson
VdctsjV0463dpeXBG8mdqv,Alan Joyce,38,Alan%20Joyce
VefSAAbn3gAeixBCObW9VZ,Dana Walden,42,Dana%20Walden
VfEQhlTV7Age6vireNiXPX,U. B. Pravin Rao,3,U.%20B.%20Pravin%20Rao
VgRWOwxvgVrbnJQCsPegPk,Jim Donald,8,Jim%20Donald
VgldgjISfe9akKHGZjzc1z,Marc Rowan,13,Marc%20Rowan
VgoChT6z48aeh2ASmIu4Jf,Morrison,1,Morrison
Vh8WQlltxenaVy04T2USwB,Brian Sharples,7,Brian%20Sharples
Vhomy0S1ReZeJX6Cetm8Ks,Leighton,2,Leighton
ViMnWVrFDGOcEvWAuGdXE1,Evan,1,Evan
VioZrMpVaVdbe2pD0GkHls,Brian Moynihan,35,Brian%20Moynihan
VjkWapksxW8cKKQ67q93bW,Richard J. Kramer,8,Richard%20J.%20Kramer
VkFg45aHVV3cDsK3634Ikk,WILLIAMS,1,WILLIAMS
VkXWx8Ar89RdXqvT0lMKGo,William H. Rogers Jr.,9,William%20H.%20Rogers%20Jr.
VkcVZQtTbX5b2tE6AhBXbB,Captain Lawrence,2,Captain%20Lawrence
Vkom8TWANHFcdSCSUYvAWJ,Alan Joseph Joyce,1,Alan%20Joseph%20Joyce
VmBoSSngRL8fwXyLpeAqDH,after,1,after
VmMGGOwCd3ObAKMhCVGamg,Rob,1,Rob
VmNUP77kPcradb7xEBcEtE,Tim [Sweeney,1,Tim%20%5BSweeney
VmeVCgSyqz2cZ9F98g6SuL,David Porteous,4,David%20Porteous
VmtD8jtoi1gfSincfRtEnj,Mitchell and Emily Rales,1,Mitchell%20and%20Emily%20Rales
VnQYlvFKxXDbioK25tjzGr,Paul Achleitner,24,Paul%20Achleitner
VnX54SOSpSUdIq5gQPvj32,Fritz Henderson,2,Fritz%20Henderson
VneIJRpAYsgedcDImOIjIM,"Simon Wolfson, Baron Wolfson of Apsley Guise",2,Simon%20Wolfson%2C%20Baron%20Wolfson%20of%20Apsley%20Guise
VoyS8CeoawaeG8AczwJ3ez,David M Solomon,1,David%20M%20Solomon
VpsDBo79imqcTxHr4mfS0r,Koh Boon Hwee,12,Koh%20Boon%20Hwee
Vr8bTgUEnV2fz3lseT857H,Alexandre Van Damme,1,Alexandre%20Van%20Damme
VrRrzKI0Zekb8B9FjOlceb,Michael Roney,9,Michael%20Roney
Vtgxf3BzXPOddlb6YVzFnk,Michael L. Eskew,13,Michael%20L.%20Eskew
VuEuli09dckbky05RVw02G,Charles Morrison,34,Charles%20Morrison
VuHeE0j4zO6eJTGmD5iY0U,John B. Hess,11,John%20B.%20Hess
VuLoNPI9wxLanyhBqBRF3M,Ralph A. Sorenson,5,Ralph%20A.%20Sorenson
VuR4XsBtZzxdP9QXRS7gyk,Lord Wolfson,1,Lord%20Wolfson
VubNyhLxfp2dm2I1Y8nOSr,Erik Fyrwald,1,Erik%20Fyrwald
VujZfHBWQUrc56IzzPtXrx,Arthur O. Sulzberger Jr.,1,Arthur%20O.%20Sulzberger%20Jr.
VvKXd7AST85aWcHM1lJItN,Mukesh Ambani's,3,Mukesh%20Ambani%27s
VvVcIlDxLvIdakfWVmil78,John Winston Howard,4,John%20Winston%20Howard
VvYncMSEkrafwWU3eWQqnl,John '''Redmond''',1,John%20%27%27%27Redmond%27%27%27
Vvd2ssDtRrHbUGM4UqjGh3,Nicholls,8,Nicholls
VvehkDdv0FmdjtuXzXsmbq,Guillermo Nielsen,3,Guillermo%20Nielsen
VwOD3u04RE2etCdJZbDGzz,https://en.wikipedia.org/wiki/Peter_Thiel,1,https%3A//en.wikipedia.org/wiki/Peter_Thiel
VwUhvdgtCNwbrLDv1FBNN8,Ronald Fisher's,2,Ronald%20Fisher%27s
VwiY6oL64ZmaWHKBPC5Tl1,Brian L.,1,Brian%20L.
Vx6eVEUlStEbcS75EwDTiE,Dominic Blakemore,6,Dominic%20Blakemore
Vx8iw4wZL5WezpRhlBwqOl,Rodney McMullen,9,Rodney%20McMullen
VxIJ5QjeO4gd4echhLbLKt,Scott D. Sheffield,7,Scott%20D.%20Sheffield
VzNviwTjPC6dHvuME5nq8p,Hasso Plattner Foundation,1,Hasso%20Plattner%20Foundation
W09asaUpThjcXi4t9cmMRP,Mr Wren,1,Mr%20Wren
W0OHWlgV258dqpqX8Lko5B,Lei Jun,34,Lei%20Jun
W1Ner1Ar66Ddxfzk63Y3Zq,Susan and Michael Dell,1,Susan%20and%20Michael%20Dell
W1aOrzJtZw2fNS53ASvxaQ,"McMahon, Vince",3,McMahon%2C%20Vince
W1hnpaMqLF3cW3qfW8DguG,Tata,1,Tata
W21NrwU87MKaXPm5uaIdDk,Anne M. Mulcahy,19,Anne%20M.%20Mulcahy
W2Ebtv3HBYbejiP1KHJk71,Dr. John C. York,1,Dr.%20John%20C.%20York
W2TUnslSJ2if4bV1l0r62t,Jan Hammer Group,7,Jan%20Hammer%20Group
W2tYQwMFSYbddQuHXGL4MW,G.O. Gref,1,G.O.%20Gref
W3EuBK6GYVheZmwsScvOy8,"Gallois, Louis",1,Gallois%2C%20Louis
W3m3jvyryVfcsPdssIRebS,"Fisher, Sir Ronald A.",1,Fisher%2C%20Sir%20Ronald%20A.
W4CPHLBB2tZbNqMf1waVjh,Peter R. Voser,1,Peter%20R.%20Voser
W4CS8IWq8LpfYKDYh6YQA9,Herb,2,Herb
W4KNw4kcvtse0uV9T5SoPp,"Redmond, John",1,Redmond%2C%20John
W4vVB2rz3RRdDeD3c00y8t,Tom Fanning,1,Tom%20Fanning
W52axEYvxIXc1RXAHX42Or,Doug Kitani,3,Doug%20Kitani
W54JhGPvGq9dENNGacCaah,John Webster,317,John%20Webster
W57k8gzTQzNbOm4dT9nso2,Jochen Zeitz,22,Jochen%20Zeitz
W5luTErgB7Ic2OyCKRly5P,12 Tone Music,12,12%20Tone%20Music
W62R7ntzefge2e64r4P7Bw,the chief executive officer,3,the%20chief%20executive%20officer
W782LfTtbUSe8iGP70M4rY,comic book artist,1,comic%20book%20artist
W8CiXBblQoQbcBAO9zzCnj,Jim Skippen,2,Jim%20Skippen
W8SL4xqHPRqdSLqANC0dcx,Gary Kusin,5,Gary%20Kusin
WAOttq3Fy4wcE6WTmLp9eM,Charlie Scharf,2,Charlie%20Scharf
WAp1ZKS3hYOeMRqr83TDLz,Mary Laschinger,8,Mary%20Laschinger
WB0dbwiKZnsfhw5T4GDjAl,Finn,2,Finn
WB7jGp7NgQ9cFZjUt6lXEm,Arthur Jr.,1,Arthur%20Jr.
WBG1y4yQCA1dsdxHuGIaY2,Steve Schwartz,1,Steve%20Schwartz
WBmPAKzqyGCajQqnw1iIRt,Jeffrey T. Mezger,2,Jeffrey%20T.%20Mezger
WCawcGQbxqDbImJ0kLoFvK,Deepak Parekh,24,Deepak%20Parekh
WFFYEyEM9nub2PjGFue76X,Mark Zuckerberg's,3,Mark%20Zuckerberg%27s
WFPLFjnHuZHeavDYL8wvdW,Dara,1,Dara
WFYklEsPeFebZXekPOlX0k,Andrea,3,Andrea
WGRiFB4s46ZcteaGd8Ifib,the stinkfaced evil boss' future son-in-law and currently-future-evil boss himself,1,the%20stinkfaced%20evil%20boss%27%20future%20son-in-law%20and%20currently-future-evil%20boss%20himself
WGZhTyhqfakarXTtn5ahA3,Tom Golisano,108,Tom%20Golisano
WH52e5arrOkfCxZWfabq12,Henry Jordan,78,Henry%20Jordan
WHTNk1i4CqUcWbYbx8EZMR,Tony Vinciquerra,16,Tony%20Vinciquerra
WId6KkCfYKXePeVA4r0HyX, Alan Bennett's,1,%20Alan%20Bennett%27s
WJU17SHrXEdfehJpNQ9PxQ,Susan,1,Susan
WJtvTI7BU9qcTgzLbmEUZt,Mr Donald McGauchie,1,Mr%20Donald%20McGauchie
WKNBggCoZZ3blI04CzQRgJ,Fletcher,2,Fletcher
WKQOm714Bije8aHGxkRJiv,Hudson,6,Hudson
WKbwlNtO5xObefUiKoOujc,Stephen Pearce,26,Stephen%20Pearce
WLXSlkP4tE6eDIfszNjB5q,Lawrence F. Probst III,1,Lawrence%20F.%20Probst%20III
WLfYgqfekZEd4SKSCiWRDV,Arne Sorenson,17,Arne%20Sorenson
WLw3K1AGEFLfquIym9G31p,Eric Lefkofsky,24,Eric%20Lefkofsky
WM8s1tdqe3AbyzoDQVN4ll,Stephen M. Lacy,1,Stephen%20M.%20Lacy
WNNNRAkSnP8cvo8alhASU1,Stephanie,31,Stephanie
WNYDxFhkTLBelaBm1hLKwO,John Deere Corporation,1,John%20Deere%20Corporation
WNvwbMpHaAXe8iAmpi6ED9,Yves-Thibault de Silguy,19,Yves-Thibault%20de%20Silguy
WO7mm94WGV1dvWPF9Nzpap,Jay,1,Jay
WP6NT1SnzBBbz2Bdj52OA3,Thomas_McInerney,1,Thomas_McInerney
WPI1erkbe15bOflHymwURJ,Kevin Lofton,4,Kevin%20Lofton
WPdjtcyl2ZMdlKryEf7JCC,Rupert Christopher Soames,3,Rupert%20Christopher%20Soames
WPlIsuwmR7DcRlSuhi725U,Oscar Munoz (executive),6,Oscar%20Munoz%20%28executive%29
WQLa4irKvfOejBSU0tJLgA,Fisher's equation,1,Fisher%27s%20equation
WQTIqMvcPgPcBN7claN7RU,"Carl Hahn, Jr.",1,Carl%20Hahn%2C%20Jr.
WRBAhzJ1gZDajtMyaaaDSh,Viktor Alexeyevich Zubkov,1,Viktor%20Alexeyevich%20Zubkov
WRE5bac4BNQamikdkdTnfd,Roger Carr (businessman),3,Roger%20Carr%20%28businessman%29
WRocn8TpVQNdd1InHpoZ7j,Ron Hovsepian,1,Ron%20Hovsepian
WRpVsP4lDSoepcYbOCOK0g,David Schwimmer (banker),2,David%20Schwimmer%20%28banker%29
WS72tCNnvnfffeZSJPSuXs,Enrique Hernandez Jr.,7,Enrique%20Hernandez%20Jr.
WSHiSWfgPPzfJp7nFHC5sa,Larry_Page,2,Larry_Page
WTtn7rrmnBVbJny8WLVRzr,David Joseph,15,David%20Joseph
WU8yqrkz7HafLVcYI84FDm,Ralph E. Eberhart,1,Ralph%20E.%20Eberhart
WUkL6yFGvF2aYXWINkr2A4,Kevin,1,Kevin
WVv5lEBVi2jcHkK6uLM953,Guenter Butschek,1,Guenter%20Butschek
WWEB9Q7KD3AeVZuv8W9Zv4,Jeff Henley,4,Jeff%20Henley
WWPSjnqLgZuf2JC7qxydvN,Richard Haythornthwaite,4,Richard%20Haythornthwaite
WWxpko0adDwbuv5kRja7Hf,"Musk, Elon",1,Musk%2C%20Elon
WXcQYY80auCfXcIz6KFgEm,"Leysen, Thomas",1,Leysen%2C%20Thomas
WYMp4iha7JmfgQy4iKxla1,Claudio Descalzi,9,Claudio%20Descalzi
WYZ2Gf2ryuEdTuPG43DtWF,"Jordan, Henry",1,Jordan%2C%20Henry
WZ7CUqgXEN5d2T8NBdlFQe,David A. Brandon,1,David%20A.%20Brandon
WZVMSXW18pYcJeVSI6oFk0," < span style= "" color:white; "" > Robert Johnson < /span > ",1,%20%3C%20span%20style%3D%20%22%20color%3Awhite%3B%20%22%20%3E%20Robert%20Johnson%20%3C%20/span%20%3E%20
WZlUFYWq0WCanlPNHqF6Kg,Simon Thompson (businessman),2,Simon%20Thompson%20%28businessman%29
WaFcM0oMHc6eWPKHD4Xxe6,Ajit Jain,23,Ajit%20Jain
WaurpdX6EMJdbjIiBHVYGF,Andy McKenna,3,Andy%20McKenna
WbJIioS8FqRf01urqgOhCz,Mike Volpi,12,Mike%20Volpi
WbYvI9JvtbhdwHNKNuH5wM,Dr Porsche,1,Dr%20Porsche
WbpjWjObRE7aaHoG6S38eU,Thomas W. Horton,14,Thomas%20W.%20Horton
We6ey2PH1XUbtyxxCWDBtn,Abigail P. Johnson,1,Abigail%20P.%20Johnson
WeRwUQiy6X6bTvThNY2opU,William Winters,1,William%20Winters
WelXOm6POkZdjj2FweJJjJ,Jim Kennedy,3,Jim%20Kennedy
WgyLVta7v8HcTpQBjNc7rZ,Alicja Kornasiewicz,6,Alicja%20Kornasiewicz
WhTgcTUeat2dxW4FKihmuN,John Howard,2968,John%20Howard
Wijaf3Wc6gJbEtysiqxoSQ,Robert Kramer,64,Robert%20Kramer
Wik2dFDV4tUfc9qcBJdM3A,George R. Roberts,26,George%20R.%20Roberts
Wisl6asoQGVbl8ScNfUj7A,Keith Barr (businessman),1,Keith%20Barr%20%28businessman%29
Wjsw6U02VmEaquW1WBeFcJ,Patti Hart,3,Patti%20Hart
WltD71rRSFMdvR7ut5y4oW,M. Cooper,1,M.%20Cooper
WmWG9Q9xExMdbUqTCV4w2T,Quanndts,1,Quanndts
WmgMODW4KsqbLRyP2EUkaE,Robert S. Kapito,15,Robert%20S.%20Kapito
Wmi72uV8cF3eT07cKq5WIK,Ian Pearce,78,Ian%20Pearce
WpXfjETOUvCdg23F1hnBfb,Fran Horowitz,5,Fran%20Horowitz
WpuAHNTfg36cuquMX04CfQ,Nick Akins,7,Nick%20Akins
Wq5sQENzBokf45uOPR0t2B,PremjiInvest,2,PremjiInvest
WqNZ4zRYPLebmZFys73m34,David Cordani,8,David%20Cordani
WqSAWVo7uDyfKlxiG406f2,Robert Johnson’s,1,Robert%20Johnson%E2%80%99s
WqkduEvzkeHcWN0WAxNgwJ,Robin Watson,4,Robin%20Watson
Wqxwchi4K5YbADuBxb1jvN,his namesake,1,his%20namesake
Wrn14NKJTsQb849z4SsPmw,Sanford Weill,2,Sanford%20Weill
WsQYYEEDrW5aWXY5Uuy0wd,Ronald Tutor,7,Ronald%20Tutor
Wsia7IniBRydWa6nvCfPx8,Aditya Narayan Jha,2,Aditya%20Narayan%20Jha
WsjUjZ5tjuOd13nKBVEuV1,daughter,1,daughter
WtFkFlGMWklfMuY3oA1U2j,Mark Bertolini,14,Mark%20Bertolini
WtXE5AB6dkkauco23uvBe9,Seyoum Mesfin,53,Seyoum%20Mesfin
WveKy2UBpVMf7junnKcFjT,Veerman,1,Veerman
Ww4ic8gxSuGcRY7pIFWyhB,Own goal,1,Own%20goal
WwDIhkI2PH3dFrfoVyJElK,Charles T. Munger,4,Charles%20T.%20Munger
Wwt2Py8nS53d81ZYiCXg19,Jon Erik Reinhardsen,1,Jon%20Erik%20Reinhardsen
WxUjEcbYdjVetifUYAXg4E,Donald Knauss,5,Donald%20Knauss
WyKQ3myEyRBaqeXSrTcJAd,Shayne Elliott,11,Shayne%20Elliott
WyYtT6xSh51fEOeL5R5t05,De Silguy,1,De%20Silguy
Wynrh4H4ZfbfS3tRKyLx3z,Stephanie McMahon-Levesque,2,Stephanie%20McMahon-Levesque
WyszIXXJiJhbbhyt2WM0hj,Jean Paul Levesque,2,Jean%20Paul%20Levesque
X08z8BEHdZXbD1B2jjWb1n,Alexis M. Herman,1,Alexis%20M.%20Herman
X0CAEGhDskNeTeSjqVN339,Charles Gurassa,9,Charles%20Gurassa
X1kBodakA1laXHykLCpHyP,Adelson family,1,Adelson%20family
X2YfwZ0LoK1bg8sMmtKFaa,Nash Holdings,11,Nash%20Holdings
X3UYIjJcDD1bUUi9AUoW20,William Shaw (businessman),1,William%20Shaw%20%28businessman%29
X4gOqRehR1AfJljxw3sZsl,Mike Manley,9,Mike%20Manley
X5MZM3qwC7kfWn40JYM1by,Frederick Henderson,18,Frederick%20Henderson
X5NN8M90WRefE5CJlif97V,Alphabet Inc. CEO Sundar Pichai,1,Alphabet%20Inc.%20CEO%20Sundar%20Pichai
X5PWMKneQleeTD2HGMhtxj,Jonathan D. Gray,14,Jonathan%20D.%20Gray
X5UtoSLuqdGdHoIUQHghXP,Stewart W. Bainum Jr.,16,Stewart%20W.%20Bainum%20Jr.
X736NUL0xIDbOM5OjA3Ehr,Johnson,3,Johnson
X7D11r7UKdjc2a8zPzYDGP,Gary Kelly,3,Gary%20Kelly
X8CXIypOVPvcOcOLdKrGh3,Sanjay Mehrotra,15,Sanjay%20Mehrotra
X8N5C6RHToTdx2UYrgEPHS,Clark T Randt Jr.,1,Clark%20T%20Randt%20Jr.
X8ObUJVzcm8bFeRhomC2vS,Condoleezza Rice's,1,Condoleezza%20Rice%27s
X8YVrkfeU52d213ehhcRP8,Monumental Sports  &  Entertainment/Ted Leonsis,2,Monumental%20Sports%20%20%26%20%20Entertainment/Ted%20Leonsis
X91kaEsG9fjb1TKvheeMky,Scott Donnelly,1,Scott%20Donnelly
X9MByLNoABFc6LiGXtV1CX,Matthew K. Rose,24,Matthew%20K.%20Rose
X9lMIs11UEdeeP9sCIWzCL,Carlos Brito (businessman),4,Carlos%20Brito%20%28businessman%29
XA5s43InRj0dKHl4xKhPKy,Keith Creel,11,Keith%20Creel
XBFxEisFyz2eqVm8ibSyVx,Lachlan Keith Murdoch,1,Lachlan%20Keith%20Murdoch
XBJCwCjKD8nf3OPtdEvPdC,Richard J. Tobin,1,Richard%20J.%20Tobin
XBSAQN7YkH0cQHu3jsZ4ss,Hennessy's,1,Hennessy%27s
XC2eoeDRtXwfbSytReGyFL,Sataya Nadella,1,Sataya%20Nadella
XCKVyWv0sbhe1kAcM5S9zd,Leonard A. Lauder,10,Leonard%20A.%20Lauder
XEVNiUm5N99b9XJDLr7Tfp,James Park,9,James%20Park
XEZPfQRSfFreMQrK4kPGPn,Darren Woods,8,Darren%20Woods
XFI6Q8p8i7TfhmpDyIoIQb,Louis_C._Camilleri,2,Louis_C._Camilleri
XFeBdPck5qudQHkSPhiwh2,Jack West,1,Jack%20West
XG6aM9NhdpidNIv5jOpgHV,Stephen Squeri,5,Stephen%20Squeri
XGfTGYb63LxdIB5tFQ7Fdf,Robert A. Altman,24,Robert%20A.%20Altman
XGmvtLq7htnfUkh7EsgtmH,James C. Kennedy,18,James%20C.%20Kennedy
XGwLIFk4yDLarvlVLKtKCH,Ray Stata,16,Ray%20Stata
XIR6xCimgVpeOtETr55hZU,Virginia M. Rometty,1,Virginia%20M.%20Rometty
XIW0uxCz9pFeA1gwzjmnlU,Chuck Hull,27,Chuck%20Hull
XIb9lZEW6end7sycNiMAIU,Lord Davies,1,Lord%20Davies
XJmJ5DximWVe1tT6bxXJiG,John H. Tyson,18,John%20H.%20Tyson
XJq8tiAv4TXdys4wf7hyAr,co-founder of Nike,1,co-founder%20of%20Nike
XKseLOoTNZoeZUvgznrvwv,Kazuhiro Tsuga,5,Kazuhiro%20Tsuga
XL73ix9OerJbpXbdLS6ewy,former Secretary of State Condoleezza Rice,1,former%20Secretary%20of%20State%20Condoleezza%20Rice
XLZl18NAebpdcBn5MLUAwp,Lynn Elsenhans,9,Lynn%20Elsenhans
XNJQWVjdePEaZl3CpHHtcR,J.J. Webster,1,J.J.%20Webster
XNcltfN7uhOae3MTgIdg1F,Evangelos Mytilineos,6,Evangelos%20Mytilineos
XNg0wm1iyVqdCKO8GvI0Yd,Jan,1,Jan
XOlRuGTHji8ePjhjdW9D3N,Rob Kapito,1,Rob%20Kapito
XOrhGTDQGvtboNGhQA4wRF,John Deere salesman,1,John%20Deere%20salesman
XPG0L9kHw4BeiMnyzW95rE,Margot L. Pritzker,1,Margot%20L.%20Pritzker
XPawbVf7HaEdCG0B3f3eoC,Condoleezza,3,Condoleezza
XPtcFfBFCpubXACtR0lPP9,John Zimmer,22,John%20Zimmer
XQJKMR60UB0bLOz1ZFmXfv,Alexander M. Cutler,7,Alexander%20M.%20Cutler
XRtkqg9LCayeaNk3ZoLBim,James Dolan,32,James%20Dolan
XSHA5waCNvFe3Ofe3VnVns,Robert C. Hayes,1,Robert%20C.%20Hayes
XSQo6apntDJdum0iv0k1aB,Dolan,1,Dolan
XSryAaVN7IcerTZ9nSg8j3,Paul Bulcke,17,Paul%20Bulcke
XSxmFdQ1Sy7dbLG1au6eBQ,John Larsen,28,John%20Larsen
XTDsdf9ZjTNbhwViA91b91,David Clanachan,2,David%20Clanachan
XTuFoX3y1Usf8CYutvnd3e,Son Masayoshi,1,Son%20Masayoshi
XTweR8EWxvwe6OtaLOf3rq,Christine Poon,7,Christine%20Poon
XUDKRdxudfub4wRveaMskD,James M. Loree,5,James%20M.%20Loree
XUQEmnenO1tcB9b2sAgsLg,Carol Meyrowitz,6,Carol%20Meyrowitz
XV3WTUIIwDgd9AEINuYfRl,John Barton (businessman),1,John%20Barton%20%28businessman%29
XVFaH9ctI4JeV9Ogi5ldSk,Andy Puzder,4,Andy%20Puzder
XVM2yBCs9UUbwnkmfVEflb,Page,3,Page
XVjCFzqbF1YfIO5mjlHF9u,Leonard Blavatnik,54,Leonard%20Blavatnik
XYI2MH5hA6PfRMcNSBa34S,Frank Gibeau,17,Frank%20Gibeau
XYayStN2qKWbWsxqWErf4F,Goh Choon Phong,5,Goh%20Choon%20Phong
XYvUdJjVrRAeqrYbnPDDPg,Lachlan Murdoch,101,Lachlan%20Murdoch
XZjuXVRc8rrftRq97nmfo3,Gary C. Kelly,22,Gary%20C.%20Kelly
XZt4xTMA5epeqcRckMsjuw,Rupert Murdoch's,15,Rupert%20Murdoch%27s
XZvX4oyBeHbdpUn7EXnySf,Stephen Boyle,9,Stephen%20Boyle
XaDRPthL0S6e7gtI2KAqTC,Martin Lorentzon,9,Martin%20Lorentzon
XbQEx2itCl3acn0UMK6pus,Mark McLaughlin,56,Mark%20McLaughlin
XchjkhkquTvfbmQX7koMgs,Agnelli family,1,Agnelli%20family
Xd5rDLOfz4Ue5s12B4REDb,Franklin Hobbs,15,Franklin%20Hobbs
