identifier,name,CapitalIQ,description,birthPlace,Wikipedia,birthName,deathPlace,birthDate,deathDate
8ZeDY9PD8WdcASthD8L1I7,Leslie Melvin Brown,376948,,,,,,,
8ZjDUZfUetBfdm1Xnm3TzX,Jie Liao,140072662,,,,,,,
8ZkllLjaJcefnoDOZybcS5,Prakash Amrut Mody,2241133,,,,,,,
8ZoKBrD6D5kdMxcRISsv3m,Sylvie Rucar,344938345,,,,,,,
8ZsnhWVM2NTdzyKKWCCPgL,Dino Ennio Robusto,410393714,,,,,,,
8ZxhqBwNTMQcMIMNvkxYWn,Luther J. Russell,384052427,,,,,,,
8ZzOMg3bEi0eRGKEXxCtqn,Ronald Richard Dewhurst,415760420,,,,,,,
8a6sUxOZNWqe0jENcGYNiN,Juan Carlos-Torres Carretero,9256679,,,,,,,
8a8Utg6ojmcdjUVAfrEZx0,Darren J. Carroll,602756246,,,,,,,
8a8W9RbKXuOfhfeiPisiFn,Dhongchai Lamsam,8825381,,,,,,,
8aDedSn0a0KcfU8x0PR5BB,Robert Glenn Hubbard,116659703,,,,,,,
8aHg1btO4woc5saRjBVjKg,Jean-Pierre Clamadieu,560024246,,,,,,,
8aLGns8ESknbYNIpukKCxW,Tin Yau Sze,131456111,,,,,,,
8aR0enVQFXgeT3pQIlOwRt,Hans E. Vestberg,426250201,"Hans Vestberg (born 23 June 1965) is a Swedish businessman and CEO of Verizon Communications, where he has worked as executive vice president of the company's network and technology team, and as chief technology officer. Vestberg was previously the CEO of telecommunications company Ericsson, president of the Swedish Olympic Committee, and chairman of the Swedish Handball Federation. Early life and education Hans Vestberg was born in Hudiksvall, Sweden, in 1965.   He studied at Uppsala University in Uppsala, Sweden, where he received a degree in Business Administration and Economics in 1991.  Career Vestberg began his career in Hudiksvall at Ericsson Cables in 1991. He worked at Ericsson for 25 years, with management roles for the company in Sweden, China, Brazil, Mexico and the United States. He was CFO for Ericsson in Brazil from 1998 to 2000.  From 2000 to 2002, Vestberg was CFO for Ericsson in North America and comptroller for the Americas. He served as president for Ericsson in Mexico from 2002 to 2003. Afterward, he served as a senior vice president and executive vice president for Ericsson before he was named chief financial officer in 2007, a post he held through 2009.  Vestberg became the first CEO of Ericsson without an engineering background when he replaced Carl-Henric Svanberg in January 2010.  Ericsson ousted Vestberg on July 25, 2016, following poor financial results.  Vestberg joined Verizon as the company's chief technology officer and executive vice president of its network and technology team on April 3, 2017.  There, he oversaw Verizon's fiber network and the development of Verizon's nascent 5G network.  On June 8, 2018, Verizon announced that Vestberg would succeed Lowell McAdam as the company's chief executive officer on August 1, 2018. In June 2021, Verizon and Vestberg were openly criticized over a $40 million golden parachute alleging the scale constitutes boardroom misconduct.  Sports Vestberg was the chairman of the Swedish Handball Federation from 2007 to 2016.  He left the Swedish Handball Federation to serve as president of the Swedish Olympic Committee from 2016 to 2018 as the country vied to host the 2026 Winter Olympics in Stockholm and Åre.  Vestberg had previously played semipro handball in Brazil.","Hudiksvall, Sweden",en.wikipedia.org/wiki/Hans_Vestberg,,,,
8ab56jSrWKDf7kYmi91UvQ,Thomas J. Lynch,31264259,,,,,,,
8abD6EwRtkhcO6ZjYhWT6h,Naresh Chandra,,"Naresh Chandra (1 August 1934 – 9 July 2017) was a 1956 batch IAS officer of Rajasthan cadre, who served as the Cabinet Secretary of India, Defence Secretary of India, Home Secretary of India, Water Resources Secretary of India and Indian Ambassador to the United States. He was awarded India's second highest civilian honour, the Padma Vibhushan, for civil service, in 2007.    Early life Chandra was educated in Allahabad and obtained a postgraduate degree (MSc) in Maths from the Allahabad University.   Career Before IAS Naresh Chandra served as a lecturer in the Allahabad University before his selection as an IAS officer.  As an IAS officer Naresh Chandra served in various key capacities for both the Government of Rajasthan and the Union Government,  like as the Chief Secretary of Rajasthan, Commissioner and Secretary (Finance), Secretary (Industries) and Chairman of Rajasthan Electricity Board, and as the District Magistrate and Collector of Jodhpur, Jhunjhunu and Bharatpur districts in the Government of Rajasthan,  and as the Cabinet Secretary of India, Union Home Secretary, Union Defence Secretary, Union Water Resources Secretary, Joint Secretary in the Department of Heavy Industries of the Ministry of Heavy Industries and Public Enterprises, Director in the secretariat of Third Central Pay Commission, Deputy Secretary in the secretariat of Administrative Reforms Commission and as a Deputy Secretary in the Ministry of Agriculture in the Union Government.","Allahabad, United Provinces, British India",en.wikipedia.org/wiki/Naresh_Chandra,,"Panaji, Goa, India",,
8adhIQjI5j1b2LZaSHjPg9,Terence L. Graft,108461652,,,,,,,
8ai7qnySJiZe9lcJh9p1qI,Paul M. Galvin,116726935,,,,,,,
8amaAyi3tYXePXfQMjxBki,Jaime Alberto Rivero Santos,139064084,,,,,,,
8azdKUVIROlckz2XoXymDE,Alex S. Xu,555067352,,,,,,,
8b0XIT4KuY8cf6idtcI7pC,Richard A. Redeker,232458459,,,,,,,
8b5UcBjXtJ2eMO1gTIdw6s,Yuzhuo Zhang,660661912,,,,,,,
8b5z62xNcGIdQiiDHzelMB,Hyun-Soo Kim,247586894,,,,,,,
8bDRHTEQbMZb0tKBKaUqSY,Jeffrey Michael Browne,422881867,,,,,,,
8bDn5vyvW5Re9AbJ7oDFCg,Martin Brudermüller,,,,,,,,
8bGmhLSM7pCcqWRFQ1lpj1,Chanin Vongkusolkit,24424522,,,,,,,
8bJAW6DFiiXaaY8cdS4OPl,Hun-Wook Joo,127678161,,,,,,,
8bLWsIopo04eJaFOiT28G5,Robert A. Bruggeworth,673494256,,,,,,,
8bMoYPhWKkSfviyMAVJTt3,Douglas D. Wheat,270728063,,,,,,,
8bSULJ2UflSehZvctadaop,Debendranath Lingaraj Sarangi,283272540,,,,,,,
8bSgFjPy2jdf2dl3CFEB7F,Larry Seruma,559434904,,,,,,,
8bYXKUtFTiHcyE1F39JKhh,Bernard Rey,33349733,,,,,,,
8bd9Dm3KBqydG9paNUghdR,Yutaka Nishida,278582046,,,,,,,
8bnAeTraZQCdg69VT2Rmzf,Mark A. LeDoux,290607,,,,,,,
8bsnfS81kJPcaU6wTRpFr0,Rita A. Karachun,651512848,,,,,,,
8buKu34VVoAcnV3kuZaDMm,Kwon Ping Ho,40818945,,,,,,,
8bwAZ9nLZDBdZAtwhHA2I9,Nam-Goo Kim,24903383,,,,,,,
8bzUyP6mkiufVurmQOYeml,Alexis P. Michas,662179,,,,,,,
8c0iMPMWtz2etjy1tlUGG2,Paul Johann Halg,58528428,,,,,,,
8c8CpzM2F12cScN21sdaVT,Neil Janin,207154894,,,,,,,
8cFoDElHzTzdFkY3j6YFHk,Jing-Zhou Huang,305654406,,,,,,,
8cH36rKrwYgb3Ti5FDhiJ2,Timothy E. Conver,1709406,,,,,,,
8cHILGpyigOe3Gab08FS5H,Jan J. Nooitgedagt,237884390,,,,,,,
8cIhw96T0CLcsN3E69Qpv2,Gordon Muir Campbell,415803959,,,,,,,
8cYqLOT1Y2RfJ2FAZYt5lo,Christopher J. Frostad,29092791,,,,,,,
8cbwP8PlX4peWHW8sIqzmY,Toshiharu Asada,647773936,,,,,,,
8ch7FnoBtnQfTAiXjK7aAR,William Patrick Foley,601712500,,,,,,,
8cl9xhExNUKeMkkBgF1GlM,John Tobin Cahill,307341920,,,,,,,
8d11W4WCd43cTnnqsjJ8R5,J. Scott Price,266495263,,,,,,,
8d3jrVIwbWBcK9HkhYM3Ai,Ian M. Reid,560681157,,,,,,,
8d81ATRELLAbj7EltlBtCm,Siong Seng Teo,8748637,,,,,,,
8dDjTZETkFlbDmpsBljpYV,Charles Carey,417902997,,,,,,,
8da3LYxOhukbCuwGt0NUTn,Bryan I. Reyhani,324370528,,,,,,,
8dgVLVfZpataaCtbQ5tXr8,Nirmal Bhanwarlal Jain,29198643,,,,,,,
8diXN9SPT7xaei2lQzNWUU,Chun-Sung Yoon,216683784,,,,,,,
8dmJ6WCZY2jeMjvvVYSd3E,Anne M. Holloway,632243,,,,,,,
8do4fonp22MfixlFs6pg0B,Michael L. Stein,611026807,,,,,,,
8dpzOu6VyECdAciIDZNNwI,Katayoun Motiey,632696729,,,,,,,
8dqfvAmnlp6eD9giHJoDFa,Ian Paul Slater,39475049,,,,,,,
8dwpplL8brkc1qFKMqcZ6A,Gyu-Hwan Lee,49782205,,,,,,,
8dz5gZeij2hbrAujl6ufJJ,Catherine E. McLeod-Seltzer,24492068,,,,,,,
8e44TZku2x2dtqOnpz4UMt,Sathien Setthasit,278343852,,,,,,,
8eEi29tLlAqdN6XCJ0av1k,Byung-Jun Song,538605393,,,,,,,
8eISwmT5Ph3beCrWIXjaQc,Salar Kamangar,,,,,,,,
8eKYtAM6nmKcckuqf54Gu6,Herriot Tabuteau,242113841,,,,,,,
8eOQulqR58lblEY9PC1ylK,Tat Cheong Chiu,8387488,,,,,,,
8eWbmDFXJjocGH1RmKVxSB,Sun-Chung Chen,241716650,,,,,,,
8eajyZ7EH1MapokJgtUxpW,Renaud Hinse,4374366,,,,,,,
8eb9N0Fll6LfDNHJ1TGR4y,Kuan Tat Chee,280208303,,,,,,,
8ekdaYUDYEmaqaUMngQ4Og,Kirk W. Walters,133744669,,,,,,,
8elex43x9bke5qWC09EMvX,Barry Dov Zyskind,27674604,"Barry Zyskind is an American businessman in the insurance industry, and head of AmTrust Financial Services Inc. In the September 2016 edition of Best's Review, an A.M. Best publication, AmTrust was ranked the 11th largest commercial insurer in the US, up from 128th position in 2005. In the interview, CEO Zyskind attributed AmTrust's growth to its 'focus on small commercial customers, its proprietary technology platform, and its extensive database of loss history to help appropriately price and structure policies.'  Early life Zyskind has an MBA from New York University Stern School of Business. After university, he worked as an investment banker at Janney Montgomery Scott LLC.  AmTrust In 1998, Zyskind was named a director of AmTrust Financial Services, which was founded in the same year by his father-in-law, Michael Karfunkel and his brother, George Karfunkel.   As of 2016, he is chairman, CEO and president. He also holds key executive positions at the firm's many wholly owned subsidiaries such as AMT Warranty Corporation.  Non-executive roles Zyskind has been non-executive chairman at National General Holdings Corp since 2016. He holds the same position at Maiden Holdings Ltd and sits on the board of American Stock Transfer & Trust Co.","Los Angeles, California, US",en.wikipedia.org/wiki/Barry_Zyskind,,,,
8enruTBkGP2dDyCUlOSiCn,Naren K. Gursahaney,545409197,,,,,,,
8erWg1ZL4exbWeP5l0EhUD,Tamas Gyorgy Erdei,237755830,,,,,,,
8ergXZCSo8PfFQzNRaVi5q,Jeffrey Jay Kraws,423021299,,,,,,,
8erl5T2y5qIeHsifwkgjKt,Yoshiyuki Sankai,262019591,,,,,,,
8ev8XHjtxY9eRBZm1gPPV8,Kuldip Singh Dhingra,26117392,,,,,,,
8ex15tcgWGwbsJXwbHWSkz,Carl Henry Lindner,20550787,,,,,,,
8f02hqy5p26ayUzxTOrXW5,Carmine Marotta,432941546,,,,,,,
8f1LmCAq5EFbuIaB2797MA,Xingshan Wang,79001850,,,,,,,
8f2mA3vyGrMeqOK4XKCsCP,William Jeffrey Kennedy,636196097,,,,,,,
8fAExrd8RFBepIZEpoQLyQ,Timothy Michael Poole,305616719,,,,,,,
8fDZ9qLA5iKcdkZLGVem30,Devinder Kumar Jain,83643891,,,,,,,
8fFeKgVJyfEbSbj0b8iSPM,Robert Lawrence Phillips,12204224,,,,,,,
8fIY4GVZpomfeK27y7mz2a,Shigeru Yamashita,65051559,,,,,,,
8fOzvtBnA6hdDCMZIeYsUO,Dionisio Romero Paoletti,26184098,,,,,,,
8fPq3lyjzlgfmsDy48h3Nc,Jeffrey B. Straubel,,,,,,,,
8fQBpHEaZ1CdLd0hoWY1fy,William George Hames,8107748,,,,,,,
8fTl66tX8sDfYdFQezZNmd,Daniel S. Schwartz,115490219,"Daniel Schwartz (born 1980/1981) is an American businessman and the Executive Chairman of Restaurant Brands International Inc. as well as Co-Chairman of RBI's Board of Directors, the parent company of Burger King, Popeyes and Tim Hortons.  Early life and education Schwartz was raised in Long Island, New York. His father was a doctor. He is of Jewish descent. In 1998, he graduated from The Wheatley School. Schwartz holds a Bachelor of Science degree in Applied Economics and Management from Cornell University.  Career In 2005, Schwartz was hired by 3G Capital, a Brazilian investment firm. In 2010, 3G Capital acquired Burger King and Schwartz was appointed as CFO.  In August 2014, Restaurant Brands International Inc. (RBI) was created after the acquisition of the Tim Hortons brand and Schwartz was appointed Chief Executive Officer in December of that year.","Long Island, NY  < ref >  < /ref >",en.wikipedia.org/wiki/Daniel_Schwartz,,,< ref name=Peterson/ >,
8fcQkfyqWssbRAYGwKZedp,Victor Peng,43503909,"Victor Peng (born 1960) is a Taiwanese-American technology executive and CEO of Xilinx, an American technology company that supplies programmable logic devices.  Career Peng began his engineering career at Digital Equipment Corporation (DEC) in 1982. Then, from 1996 to 2008, he held several executive positions successively at Silicon Graphics, MIPS Technologies, Tzero Technologies, ATI and later AMD. He joined his current company Xilinx in January 2008. From 1998 to 2004, Peng led the development of graphics processing units (GPUs) and multimedia products at MIPS Technologies. He joined ATI in 2005 before it was acquired by AMD. Then, he served as corporate Vice President of the graphics products group (GPG) silicon engineering at AMD. He also led AMD's central silicon engineering team supporting graphics, console game products, CPU chipset and consumer business units. Peng was also corporate Vice President of the graphics products group (GPG) silicon engineering at AMD until 2008.  Peng successively held several C-level executive positions at the Programmable Products Group at Xilinx. He was responsible for the development and delivery of Xilinx programmable platforms including silicon and enabling technologies. He led the Programmable Platforms Development from November 2008 until April 2012. The following year, Peng served as the company Senior Vice President of programmable platforms group. From July 2014 to April 2017, Peng served as Senior Vice President and General manager of products at Xilinx, Inc. He was Chief Operating Officer at Xilinx from April 2017 and was appointed member of the board of directors in October of the same year. On January 29, 2018, he was appointed the fourth company CEO and succeeded Moshe Gavrielov as part of an official succession plan.","Taipei, Taiwan",en.wikipedia.org/wiki/Victor_Peng,,,,
8feq8Bbh62AbMDUOYEW9dP,Michael Collinson,306484989,,,,,,,
8fgmLYmhhDsdLpgpBCLMyQ,Nagavara Ramarao Narayana Murthy,140625733,,,,,,,
8fo33aXm7k4dQbC7Bp9Btb,Blaine E. Hurst,130335774,,,,,,,
8g0wuKZxRvXfVqIALamMho,Nick Huber,33840690,,,,,,,
8g2z8hVzs8Pf0WadKonrwR,George Alexander Cope,226525919,,,,,,,
8g3nI8amWjZdY2oKHiQyEq,Patrick Pouyanné,25693493,,,,,,,
8g5qzTb2VNxfVjxlRqXKM7,Robert Martin Friedland,383212428,,,,,,,
8gDd6olBaREcrumVTBBPhJ,Jeffrey N. Simmons,591032250,,,,,,,
8gE9rCofvh2cdBusrbYmA0,Georgios P. Zanias,608464572,,,,,,,
8gG7d6LFLV4cqqy9e7D2pF,Bradley S. Vizi,249327757,,,,,,,
8gGKdsn5qoycWSTE2pPhE6,Walter Harold Berukoff,119043535,,,,,,,
8gHIhypKDsmdeX7lrI3VoX,Zeng Gang Yu,631004420,,,,,,,
8gHhGMxAwDXehLVX0rVKPf,Marc H. McConnell,1088410,,,,,,,
8gOf24R53tRfBDWB6RCw1L,Izumi Nakajima,8277516,,,,,,,
8gPP4DhFY1tbD7qAAlkNgh,Stephen P. Weisz,137204947,,,,,,,
8gQKbdNeDu3eZwywpa6aW8,Hiromasa Kohama,52511323,,,,,,,
8gRaEnwubC9ceRKasX7gaB,Renee J. Hornbaker,6893137,,,,,,,
8gVPHnFUsqEbO1w9jeHPQa,James Bowling,290033937,,,,,,,
8gZ2D0K2CGYcqHHitPiUf0,Mark Cutifani,225837743,"Mark Cutifani (born 2 May 1958)  Mark Cutifani  miningweekly.com, accessed: 9 July 2010 is an Australian businessman and the current chief executive of diversified mining group, Anglo American plc  Anglo American's leadership, accessed: 14 April 2014  where he is also a member of the Board and Group Management Committee (GMC). Cutifani is a non-executive director of Anglo American Platinum, and chairman of the De Beers Group of Companies. He is also a Non-Executive Director of Total S.A. He was formerly CEO of South African gold mining company AngloGold Ashanti. Cutifani is a fellow of the Royal Academy of Engineering, a Board member of the Hydrogen Council. and recipient of the AusIMM Institute Medal.  Early life and education Cutifani was born and grew up in Wollongong, Australia.  Mark Cutifani, a veteran miner from the boots up The Financial Times website, published: 26 January 2014, accessed: 6 June 2014 After leaving high school in 1976, he joined Coal Cliff colliery and enrolled in the University of Wollongong to complete a degree in Mining Engineering. He graduated in 1982,  Mark Cutifani  University of Wollongong website, accessed: 9 July 2010 top of his class.  Anglo turns to an Aussie miner to dig it out of a $6bn hole The Sunday Times, published: 21 July 2013, website accessed: 6 May 2014 He was also the winner of numerous awards including the Atlas Copco Travelling Bursary for the top mining student in Australasia in 1982.  Career Early career After working for Coal Cliff, he joined Kalgoorlie Gold Mines, and later the Western Mining Corporation, Normandy Mining and Sons of Gwalia. He became the managing director of Sons of Gwalia in March 2000. In October 2006, Cutifani was appointed as Chief Operating Officer for Inco Limited and then Vale's global Nickel business, based in Canada.","Wollongong, Australia",en.wikipedia.org/wiki/Mark_Cutifani,,,,
8gh37ILIqpLdPSSowdbem4,Mahesh Aditya,535729920,,,,,,,
8gkWpKaGUGKeTmmXJK9cou,Warren G. Lichtenstein,10667099,,,,,,,
8h1vk5EB9N5bZ0N9JI9xNH,Terence Donald O'Connor,222624018,,,,,,,
8h2GCaewhRHeA8eK5Fef7B,Thomas Reynaud,36219657,,,,,,,
8h3kQbkEK13cHzu5xWxNeB,Wen-Yao Hong,660793220,,,,,,,
8h6bKvd3BlUfwnNZforVEs,Carl-Johan Hagman,238364157,,,,,,,
8hDItASqqVXaXCm40CePqi,Ross Warner,552858055,,,,,,,
8hExOOH0zuubwzWUMTVu3z,John P. Kelley,51277931,,,,,,,
8hIHE85GTLRcqKNOxsS9U4,Peter S. Greenleaf,566234198,,,,,,,
8hLPekI35UYfxc1kfl5heM,Michael John Fry,25038246,,,,,,,
8haAu2hyrp7d6v71qJzOy7,Norman Ashton,633781542,,,,,,,
8hhIOGmMfJyaiSQpBI1NMw,Laura J. Alber,1746388,"Laura J. Alber (born 1968) is an American businesswoman who in 2010 became the CEO of Williams-Sonoma, Inc.  Early life Alber earned a B.A. in psychology from the University of Pennsylvania.   While attending Penn, Alber had a small business selling velvet floppy hats.  She said she got the idea after observing the floppy hat trend while a student at the University of Edinburgh. As a student, she took a wide range of classes, which she has said later served her well as a business executive. After graduation from Penn, Alber drove to California with no plan and took a series of odd jobs until taking an entry-level job at Gap Inc.  Career She joined Williams-Sonoma in 1995 as a senior buyer in the Pottery Barn subsidiary brand.  Alber was promoted several times. She has said that her most important job, prior to becoming CEO of Williams-Sonoma, was serving as director of the Pottery Barn catalog, giving her the opportunity to “own” a business line from start to finish. She later became president of Pottery Barn, serving in that capacity from 2002 to 2006.  & ticker=WSM:US Laura Alber: Executive Profile & Biography - BusinessWeek  Alber moved to the newly created role of president of Williams-Sonoma in 2006, where she continued her lead of Pottery Barn and the company's global supply chain, distribution, and worldwide logistics. Williams-Sonoma, Inc. - Executive Biographies  In 2010, she was elected to the company's board and named as CEO, replacing retiring W. Howard Lester.",,en.wikipedia.org/wiki/Laura_J._Alber,,,1968,
8hlfde0bdX1aZkoOyzMXii,Wang Ying,583856922,,,,,,,
8hp19llY7VQbnE4Gk7iIZd,Germain Lamonde,415789,,,,,,,
8hugKCA2HxKeb0WOF3eUc7,Alexander Valentinovich Novak,306481913,,,,,,,
8huxSSOBz9RdmZXyzX97fj,Brian F. Coleman,340052,,,,,,,
8hyGQOHOM76dqDwXNjDdVK,Oliver Kharraz,47590351,,,,,,,
8i0mnlCVClvfFwYY6W1UeU,John M. R. Kneuer,610585387,,,,,,,
8i3iu9jKtC2e2Xjmf6yedq,Yu Yu,116116505,,,,,,,
8iBsNAejplbf4omisxBMIX,William D. Watkins,545742761,,,,,,,
8iPRIIzY5kFe7mQ4gImStr,Henri Penchas Juan Nin Penchas,10965733,,,,,,,
8iTidRfmiAVcX6UbdftSH8,David Hugh Armstrong,269673421,,,,,,,
8iUlam17p0PcizBMZc2PFU,Herman Chadwick Piñera,333837620,,,,,,,
8ieozquFqp0fUWB0pCEz5F,David C. Merritt,7222467,,,,,,,
8ifudkaYIwyegp1xjIEWYu,John C. Conde,228993387,,,,,,,
8inWmNpfxmidkoiFjSAvTY,Richard A. Crookes,240462930,,,,,,,
8ipVt1wwVYAawSFvGwSMgm,John Edward Demyan,415921,,,,,,,
8ivvf2Gw8hVdypST9o44Bq,Darin G. Holderness,384487954,,,,,,,
8jE7iYhbpKSbqXbsQDq3oA,Henry Philip Linginfelter,171182928,,,,,,,
8jOnMds56VQd1pN4531Qpx,Nick W. Jones,260421737,,,,,,,
8jRQ9JbdVTAfwwbbTd1f6m,Jonathan Carter Goodman,8248364,,,,,,,
8jRw1utwYYmdL0p2U2IE2r,Heikki Bergholm,43026416,,,,,,,
8jWfUXByof8bWKcC45okEu,Bill Lennie,,,,,,,,
8jWr7FcohKQcLIyUjEhfpo,Paul Damian Price,301325825,,,,,,,
8jfyPFnEhtpeV5lVFYmUem,Yanhong Li,816656,"Robin Li Yanhong ( ; born 17 November 1968) is a Chinese software engineer and billionaire internet entrepreneur. He is the co-founder of the search engine Baidu. He also developed RankDex, the first web search engine with page-ranking and site-scoring algorithms. One of the richest people in China, he has a net worth of US$14.7 billion as of April 2021. Li studied information management at Peking University and computer science at the University at Buffalo. In 1996, he created RankDex, the first web search engine with page-ranking and site-scoring algorithms. "" About: RankDex "" , rankdex.com; accessed 3 May 2014. In 2000, he founded Baidu with Eric Xu. Li has been CEO of Baidu since January 2004. The company was listed on NASDAQ on August 5, 2005. Li was included as one of the 15 Asian Scientists To Watch by Asian Scientist Magazine on 15 May 2011.  In August 2014, Li was appointed by the United Nations Secretary General, Ban Ki-Moon, as co-chair of the Independent Expert Advisory Group on Data Revolution for Sustainable Development. Li is a member of the 12th Chinese People's Political Consultative Conference.  Early years Li was born in Yangquan, Shanxi Province, where he spent most of his childhood. Both of his parents were factory workers. Li was the fourth of five children, and the only boy.","Yangquan, Shanxi",en.wikipedia.org/wiki/Robin_Li,,,,
8jgKkSTfIEwbGoSS0K0ZFm,Siri Ganjarerndee,48998191,,,,,,,
8jkjNEKYzzCalZh3cz0DC4,Ming Li,39656654,,,,,,,
8jlXrYoigEifqQWnh6Jpt8,Chun Kuen Woo,242331392,,,,,,,
8jmWQDSYbacd9lXzrAK95s,George B. Kaiser,323264,,,,,,,
8jqtEIMRVCkeunKwHc8bis,Zhiyong Zhang,44230517,,,,,,,
8jtchYJVc3Sf2cOku8yGZ7,Frederick J. Horowitz,33572604,,,,,,,
8kCUA0zFiQFdeLBK9EG9wT,Philip Wayne Chronican,333170547,,,,,,,
8kDdbA8ideBcCuK3B8ZKto,Arthur V. Ty,214883036,,,,,,,
8kDp8FDnm3Nas2ADLZW07v,Earl Ray Lewis,656524,,,,,,,
8kFiHGNH1yUfunVqhPNGbX,Xiande Li,85151452,,,,,,,
8kLwkh98RGrfIaPEj6KBEf,Jennifer Lynne Bath,553144583,,,,,,,
8kOvn1Z5i9OeazP8DHBikg,Eran Broshy,206500219,,,,,,,
8kPYPoUrqBheFxbIyfK3I5,Seth Lederman,112021598,,,,,,,
8kSYYZvEq7jcaq8K6sZw46,Craig A. Roy,596651553,,,,,,,
8kVLcgExwteaVRkddIocQF,Pia Tischhauser,,,,,,,,
8kc1kGWFsrqeOG09X4BlB2,Robert S. Ellin,140588409,,,,,,,
8kcwa6LB0MrcHjUfj3JZhT,Tom Sweet,,,,,,,,
8ki3hhTSDQEdhYbVw3OOo3,Condoleezza Rice,261761089,"Condoleezza "" Condi "" Rice (  ; born November 14, 1954) is an American diplomat, political scientist, civil servant, and professor who is the current director of the Hoover Institution at Stanford University. Rice served as the 66th United States Secretary of State from 2005 to 2009 and as the 20th United States National Security Advisor from 2001 to 2005. A member of the Republican Party, Rice was the first female African-American secretary of state and the first woman to serve as National Security Advisor. Until the election of Barack Obama as president in 2008, Rice and her predecessor, Colin Powell, were the highest-ranking African Americans in the history of the federal executive branch (by virtue of the secretary of state standing fourth in the presidential line of succession). Rice was born in Birmingham, Alabama, and grew up while the South was racially segregated. She obtained her bachelor's degree from the University of Denver and her master's degree in political science from the University of Notre Dame. In 1981 she received a PhD from the School of International Studies at the University of Denver.   She worked at the State Department under the Carter administration and served on the National Security Council as the Soviet and Eastern Europe Affairs Advisor to President George H. W. Bush during the dissolution of the Soviet Union and German reunification from 1989 to 1991. Rice later pursued an academic fellowship at Stanford University, where she later served as provost from 1993 to 1999. On December 17, 2000, she joined the Bush administration as President George W. Bush's National Security Advisor. In Bush's second term, she succeeded Colin Powell as Secretary of State. She was the second female secretary of state, after Madeleine Albright. Following her confirmation as Secretary of State, Rice pioneered the policy of Transformational Diplomacy directed toward expanding the number of responsible democratic governments in the world and especially in the Greater Middle East. That policy faced challenges as Hamas captured a popular majority in Palestinian elections, and influential countries including Saudi Arabia and Egypt maintained authoritarian systems (with U.S. backing). While in the position, she chaired the Millennium Challenge Corporation's board of directors.  In March 2009, Rice returned to Stanford University as a political science professor and the Thomas and Barbara Stephenson Senior Fellow on Public Policy at the Hoover Institution.   In September 2010, she became a faculty member of the Stanford Graduate School of Business and a director of its Global Center for Business and the Economy. In January 2020, it was announced that Rice would succeed Thomas W. Gilligan as the next director of the Hoover Institution on September 1, 2020. She is on the Board of Directors of Dropbox and Makena Capital Management, LLC.    Early life Rice was born in Birmingham, Alabama, the only child of Angelena (née Ray) Rice, a high school science, music, and oratory teacher, and John Wesley Rice, Jr., a high school guidance counselor, Presbyterian minister, and dean of students at Stillman College, a historically black college in Tuscaloosa, Alabama. Her name, Condoleezza, derives from the music-related term con dolcezza, which in Italian means, "" with sweetness "" . Rice has roots in the American South going back to the pre-Civil War era, and some of her ancestors worked as sharecroppers for a time after emancipation. Rice discovered on the PBS series Finding Your Roots that she is of 51% African, 40% European, and 9% Asian or Native American genetic descent, while her mtDNA is traced back to the Tikar people of Cameroon.   In her 2017 book, , she writes, "" My great-great-grandmother Zina on my mother's side bore five children by different slave owners "" and "" My great-grandmother on my father's side, Julia Head, carried the name of the slave owner and was so favored by him that he taught her to read. "" Rice grew up in the Titusville neighborhood of Birmingham, and then Tuscaloosa, Alabama, at a time when the South was racially segregated. The Rices lived on the campus of Stillman College.","Birmingham, Alabama, U.S.",en.wikipedia.org/wiki/Condoleezza_Rice,,,,
8kxbtlqIwulayhhSvbn26r,Kenneth T. Sim,555207448,,,,,,,
8kxxtWnH1N3cTuRDVxPSET,Philip Amery,320261921,,,,,,,
8l1pGsltthiebNrC2R4VcU,Robert John Whitfield,536366773,,,,,,,
8l6l2j4t4GaeiS3cBBLMfi,Chuang Qiang Zhou,618589606,,,,,,,
8lFwYFaSFvrdCsDgDKZx4z,Kunishi Mori,216490316,,,,,,,
8lMm6pvoeiybW9bPXiCYxY,Bao-Lang Chen,140878598,,,,,,,
8lQN5ox6sNObOulcsAVPG8,William L. Mansfield,216949094,,,,,,,
8lWGYCjGDribyIg6eQ6krY,Seref Safa,664131289,,,,,,,
8lY66YpVVYMcbyBYVIsrgz,Siang Hui Chin,223919773,,,,,,,
8lh7cTfYyODdtYjfZK2E9c,Craig A. Roberts,338070899,,,,,,,
8llBz5FyQFHackOhwZfvzz,Kazumasa Terada,47526072,,,,,,,
