day_keyword,caption_name,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
december 11,December 11,AAEntity,December 11,,dgm_chineseday,4a4e8694172b0978983af0f733fa2e00,dgm_chineseday__4a4e8694172b0978983af0f733fa2e00
december 12,December 12,AAEntity,December 12,,dgm_chineseday,4dc60c530c7d38cbdb0d135ff0341a4c,dgm_chineseday__4dc60c530c7d38cbdb0d135ff0341a4c
december 13,December 13,Refinery,December 13,,dgm_chineseday,31823ea4f88ad80e8b9b150df133ae7a,dgm_chineseday__31823ea4f88ad80e8b9b150df133ae7a
december 14,December 14,Keyphrase,December 14,,dgm_chineseday,aa7df69f90c187ac331f62d5c9b5b76d,dgm_chineseday__aa7df69f90c187ac331f62d5c9b5b76d
december 15,December 15,Person,December 15,,dgm_chineseday,c5f57d3f6a78c54aa6898255205106b4,dgm_chineseday__c5f57d3f6a78c54aa6898255205106b4
december 16,December 16,Refinery,December 16,,dgm_chineseday,da23144b1ca607f297e1f0e47c27a370,dgm_chineseday__da23144b1ca607f297e1f0e47c27a370
december 17,December 17,ForeignMinister,December 17,,dgm_chineseday,b43a194e5406764a9f531b080680ae3b,dgm_chineseday__b43a194e5406764a9f531b080680ae3b
december 18,December 18,Consulates,December 18,,dgm_chineseday,3295725626ae63d52d504d31a22f6631,dgm_chineseday__3295725626ae63d52d504d31a22f6631
december 19,December 19,Shipping,December 19,,dgm_chineseday,78a67ce95ad88997905cdd260e7f70fb,dgm_chineseday__78a67ce95ad88997905cdd260e7f70fb
december 20,December 20,Keyphrase,December 20,,dgm_chineseday,da0325c8ce1765df715dc447bdc5d7aa,dgm_chineseday__da0325c8ce1765df715dc447bdc5d7aa
december 21,December 21,CompanyKeyword,December 21,,dgm_chineseday,137092cfa682339598616d0e59723ba1,dgm_chineseday__137092cfa682339598616d0e59723ba1
december 22,December 22,ForeignMinister,December 22,,dgm_chineseday,b9acfff95c6f6929428f61222c82f363,dgm_chineseday__b9acfff95c6f6929428f61222c82f363
december 23,December 23,DiplomaticFacilities,December 23,,dgm_chineseday,c6ac61f255812881f547939e4a480bb4,dgm_chineseday__c6ac61f255812881f547939e4a480bb4
december 24,December 24,Person,December 24,,dgm_chineseday,38ffe8f741b5ac5d036e1da439b0ae24,dgm_chineseday__38ffe8f741b5ac5d036e1da439b0ae24
december 25,December 25,FTO,December 25,,dgm_chineseday,f6d45531638347fb89c9d220039b805d,dgm_chineseday__f6d45531638347fb89c9d220039b805d
december 26,December 26,Exec,December 26,,dgm_chineseday,a051ded525be09f0e1884c8557406eca,dgm_chineseday__a051ded525be09f0e1884c8557406eca
december 27,December 27,Organization,December 27,,dgm_chineseday,190ccbf7e59b2748e168f0655ec41445,dgm_chineseday__190ccbf7e59b2748e168f0655ec41445
december 28,December 28,Legislator,December 28,,dgm_chineseday,d060e7d2476d6143c57da65e74568001,dgm_chineseday__d060e7d2476d6143c57da65e74568001
december 29,December 29,Keyphrase,December 29,,dgm_chineseday,4d1d4b4f42a8a7ff7b67d101ab0c2c97,dgm_chineseday__4d1d4b4f42a8a7ff7b67d101ab0c2c97
december 30,December 30,Consulates,December 30,,dgm_chineseday,e61e0bead5d01084137cac71930ec99f,dgm_chineseday__e61e0bead5d01084137cac71930ec99f
december 31,December 31,DiplomaticFacilities,December 31,,dgm_chineseday,bc10f055a085acc88c3d34150f8e005c,dgm_chineseday__bc10f055a085acc88c3d34150f8e005c
