handle,caption_name,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
radioclydenews,Radio Clyde News,Keyphrase,Radio Clyde News,,basementions_mentionereng,96c009b52a469b1ed44d7d23c1a86109,basementions_mentionereng__96c009b52a469b1ed44d7d23c1a86109
portsmouthnews,"The News, Portsmouth",Refinery,"The News, Portsmouth",,basementions_mentionereng,e0c1bf7326487614bbfb5d18d160fbcd,basementions_mentionereng__e0c1bf7326487614bbfb5d18d160fbcd
northwaleslive,North Wales Live,ForeignMinistry,North Wales Live,,basementions_mentionereng,e4b3d110c7bc021d6c145ea37a9580b1,basementions_mentionereng__e4b3d110c7bc021d6c145ea37a9580b1
bbcnorfolk,BBC Radio Norfolk,News,BBC Radio Norfolk,,basementions_mentionereng,23398efb3a054565010965790ad1ab53,basementions_mentionereng__23398efb3a054565010965790ad1ab53
essexlive,Essex Live,Diplomat,Essex Live,,basementions_mentionereng,79053fdf3676330d3ef24f4a489908ae,basementions_mentionereng__79053fdf3676330d3ef24f4a489908ae
wiltshire_live,Wiltshire Live,CompanyKeyword,Wiltshire Live,,basementions_mentionereng,e3bb1c1218f5bf2466659d447d81d570,basementions_mentionereng__e3bb1c1218f5bf2466659d447d81d570
edinburghlive_,Edinburgh Live,ForeignMinister,Edinburgh Live,,basementions_mentionereng,cb4f41d613303b884395ac78873996a3,basementions_mentionereng__cb4f41d613303b884395ac78873996a3
berkshire_live,Berkshire Live,Wells,Berkshire Live,,basementions_mentionereng,eb92994646e198f6ee58de259dad5b47,basementions_mentionereng__eb92994646e198f6ee58de259dad5b47
ffp,The Fife Free Press,Pipeline,The Fife Free Press,,basementions_mentionereng,936b6e60dad5fb8d25294bf3b6369221,basementions_mentionereng__936b6e60dad5fb8d25294bf3b6369221
nottslive,Nottinghamshire Live,Exec,Nottinghamshire Live,,basementions_mentionereng,18be281b2193de7b1e1ac8d8fb416f4e,basementions_mentionereng__18be281b2193de7b1e1ac8d8fb416f4e
westlothiancour,West Lothian Courier,FTO,West Lothian Courier,,basementions_mentionereng,e6fd0245f3b0c3fba967d6521fda4957,basementions_mentionereng__e6fd0245f3b0c3fba967d6521fda4957
devonlivenews,Devon Live News,Pipeline,Devon Live News,,basementions_mentionereng,1326aa6d56544c9e5e95bef7f13266d0,basementions_mentionereng__1326aa6d56544c9e5e95bef7f13266d0
hampshirelive,Hampshire Live,Pipeline,Hampshire Live,,basementions_mentionereng,868c7801f609261acf59c9156490f01a,basementions_mentionereng__868c7801f609261acf59c9156490f01a
walesonline,Wales Online,Media,Wales Online,,basementions_mentionereng,6a8529aaa6f8a181e37f3e0858784c5a,basementions_mentionereng__6a8529aaa6f8a181e37f3e0858784c5a
glasgow_live,Glasgow Live,Diplomat,Glasgow Live,,basementions_mentionereng,ab3ac1b8f024fff774a8885c38cd138a,basementions_mentionereng__ab3ac1b8f024fff774a8885c38cd138a
somersetlive,Somerset Live,Exec,Somerset Live,,basementions_mentionereng,bfbd25a20733237e65ab766962b4deb3,basementions_mentionereng__bfbd25a20733237e65ab766962b4deb3
bbcsouthnews,BBC South,Shipping,BBC South,,basementions_mentionereng,8a35dd30884193c4e2acd384efdc94ab,basementions_mentionereng__8a35dd30884193c4e2acd384efdc94ab
bbchw,BBC Hereford & Worcester,ForeignMinister,BBC Hereford & Worcester,,basementions_mentionereng,7d47080af703a08c6f772a5c135e9ff6,basementions_mentionereng__7d47080af703a08c6f772a5c135e9ff6
bbcwiltshire,BBC Radio Wiltshire,Wells,BBC Radio Wiltshire,,basementions_mentionereng,26d0db294fe66d36c83d5c15bf99519a,basementions_mentionereng__26d0db294fe66d36c83d5c15bf99519a
cyprusmail,Cyprus Mail,Media,Cyprus Mail,,basementions_mentionereng,af200ec6512263bb9c045ad53e5eaf10,basementions_mentionereng__af200ec6512263bb9c045ad53e5eaf10
gbcnewsroom,GBC News,Exec,GBC News,,basementions_mentionereng,9609c01d94e49571c16229715f45144b,basementions_mentionereng__9609c01d94e49571c16229715f45144b
bbclancashire,BBC Lancashire,Shipping,BBC Lancashire,,basementions_mentionereng,3ffc5bb22bbbca12de78bb4c9015d111,basementions_mentionereng__3ffc5bb22bbbca12de78bb4c9015d111
