keyword,caption_name,topic_id,entity_type,threshold,groups,Paired term,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
bioplastic,bioplastic,188220,Startups,general.alert3,,,Startups,bioplastic,,dgm_vcstartup_terms,29bbe4a38a5350246410b01e51282881,dgm_vcstartup_terms__29bbe4a38a5350246410b01e51282881
conductive polymers,conductive polymers,188220,Startups,general.alert3,,,Startups,conductive polymers,,dgm_vcstartup_terms,c2b58fe7d3958730d8c37812b214dc22,dgm_vcstartup_terms__c2b58fe7d3958730d8c37812b214dc22
cryogenic treatment,cryogenic treatment,188220,Startups,general.alert3,,,Startups,cryogenic treatment,,dgm_vcstartup_terms,5cc7fff9c85a18dee6c111bee2497384,dgm_vcstartup_terms__5cc7fff9c85a18dee6c111bee2497384
dynamic armor,dynamic armor,188220,Startups,general.alert3,,,Startups,dynamic armor,,dgm_vcstartup_terms,9e4d057a6be4eca27d41f4a3a6c779aa,dgm_vcstartup_terms__9e4d057a6be4eca27d41f4a3a6c779aa
fullerene,fullerene,188220,Startups,general.alert3,,,Startups,fullerene,,dgm_vcstartup_terms,ee55e4bf8fda0fd5c4ca626b23b77b83,dgm_vcstartup_terms__ee55e4bf8fda0fd5c4ca626b23b77b83
graphene,graphene,188220,Startups,general.alert3,,,Startups,graphene,,dgm_vcstartup_terms,4a5cac67ef7dd52dc16c3942739ab5d4,dgm_vcstartup_terms__4a5cac67ef7dd52dc16c3942739ab5d4
lab-on-a-chip,lab-on-a-chip,188220;188202,Startups,general.alert3,,,Startups,lab-on-a-chip,,dgm_vcstartup_terms,612db5fe876fb1055ee9318b150ace78,dgm_vcstartup_terms__612db5fe876fb1055ee9318b150ace78
high-temperature superconductivity,high-temperature superconductivity,188220,Startups,general.alert3,,,Startups,high-temperature superconductivity,,dgm_vcstartup_terms,3f9ced17d9571a2e74730bfabd269a7e,dgm_vcstartup_terms__3f9ced17d9571a2e74730bfabd269a7e
magnetorheological fluid,magnetorheological fluid,188220;188219,Startups,general.alert3,,,Startups,magnetorheological fluid,,dgm_vcstartup_terms,5caacb669863fe572bc34609e2922303,dgm_vcstartup_terms__5caacb669863fe572bc34609e2922303
high-temperature superfluidity,high-temperature superfluidity,188220;188160,Startups,general.alert3,,,Startups,high-temperature superfluidity,,dgm_vcstartup_terms,805f9ce677645d1df64c1b39c80e0fc9,dgm_vcstartup_terms__805f9ce677645d1df64c1b39c80e0fc9
metamaterials,metamaterials,188220,Startups,general.alert3,,,Startups,metamaterials,,dgm_vcstartup_terms,a53883c837475b72ef09607069eb8003,dgm_vcstartup_terms__a53883c837475b72ef09607069eb8003
metal foam,metal foam,188220,Startups,general.alert3,,,Startups,metal foam,,dgm_vcstartup_terms,d11e446ef2fa0ae7dd0a9416879abdf5,dgm_vcstartup_terms__d11e446ef2fa0ae7dd0a9416879abdf5
multi-function structures,multi-function structures,188220,Startups,general.alert3,,,Startups,multi-function structures,,dgm_vcstartup_terms,ae622242d3f0151b8184fb8d0e2268d4,dgm_vcstartup_terms__ae622242d3f0151b8184fb8d0e2268d4
nanomaterials,nanomaterials,188220,Startups,general.alert3,,,Startups,nanomaterials,,dgm_vcstartup_terms,c3f2a51128de66947f17c9b68c155d1a,dgm_vcstartup_terms__c3f2a51128de66947f17c9b68c155d1a
carbon nanotubes,carbon nanotubes,188220,Startups,general.alert3,,,Startups,carbon nanotubes,,dgm_vcstartup_terms,a58a812578b7621cad5b1b378e282895,dgm_vcstartup_terms__a58a812578b7621cad5b1b378e282895
programmable matter,programmable matter,188220,Startups,general.alert3,,,Startups,programmable matter,,dgm_vcstartup_terms,a527b30382305fc7ef1c990237481bb9,dgm_vcstartup_terms__a527b30382305fc7ef1c990237481bb9
quantum dots,quantum dots,188220,Startups,general.alert3,,,Startups,quantum dots,,dgm_vcstartup_terms,27b916375c151674a142adc4d79127bf,dgm_vcstartup_terms__27b916375c151674a142adc4d79127bf
silicene,silicene,188220,Startups,general.alert3,,,Startups,silicene,,dgm_vcstartup_terms,46ffbc11aa5f8648b068bd08dc1d0539,dgm_vcstartup_terms__46ffbc11aa5f8648b068bd08dc1d0539
superalloy,superalloy,188220,Startups,general.alert3,,,Startups,superalloy,,dgm_vcstartup_terms,fafc8d86507bda7622090a1a820b5f3b,dgm_vcstartup_terms__fafc8d86507bda7622090a1a820b5f3b
synthetic diamond,synthetic diamond,188220,Startups,general.alert3,,,Startups,synthetic diamond,,dgm_vcstartup_terms,cd99eed6796b1bc42f0e34921fd71dee,dgm_vcstartup_terms__cd99eed6796b1bc42f0e34921fd71dee
time crystals,time crystals,188220,Startups,general.alert3,,,Startups,time crystals,,dgm_vcstartup_terms,41c56bd5d97a703ba83023c7978938d3,dgm_vcstartup_terms__41c56bd5d97a703ba83023c7978938d3
translucent concrete,translucent concrete,188220,Startups,general.alert3,,,Startups,translucent concrete,,dgm_vcstartup_terms,faef9b5529e52cb6ccfc0a8e1db6ccb5,dgm_vcstartup_terms__faef9b5529e52cb6ccfc0a8e1db6ccb5
optoelectronics,optoelectronics,188233;188202,Startups,general.alert3,,,Startups,optoelectronics,,dgm_vcstartup_terms,3190314412c05404c73436775b26c166,dgm_vcstartup_terms__3190314412c05404c73436775b26c166
volumetric displays,volumetric displays,188202;188325,Startups,general.alert3,,,Startups,volumetric displays,,dgm_vcstartup_terms,19cf5b14fc3a24a7b72df95f9f4a6ba7,dgm_vcstartup_terms__19cf5b14fc3a24a7b72df95f9f4a6ba7
laser video displays,laser video displays,188202;188326,Startups,general.alert3,,(venture; vc; startup),Startups,laser video displays,,dgm_vcstartup_terms,f0e9599407ddad67677725c2080357b9,dgm_vcstartup_terms__f0e9599407ddad67677725c2080357b9
(laser video displays; venture),laser video displays,188202;188326,Startups,general.alert3,,(venture; vc; startup),Startups,laser video displays,,dgm_vcstartup_terms,36de684c888e89d173703be511b4961e,dgm_vcstartup_terms__36de684c888e89d173703be511b4961e
(laser video displays; startup),laser video displays,188202;188326,Startups,general.alert3,,(venture; vc; startup),Startups,laser video displays,,dgm_vcstartup_terms,8f38fa8ca15f82a4bfb53f9df28dd031,dgm_vcstartup_terms__8f38fa8ca15f82a4bfb53f9df28dd031
(laser video displays; vc),laser video displays,188202;188326,Startups,general.alert3,,(venture; vc; startup),Startups,laser video displays,,dgm_vcstartup_terms,d2735e885a7fca6a72f6337bf9febd51,dgm_vcstartup_terms__d2735e885a7fca6a72f6337bf9febd51
(laser video displays; technology),laser video displays,188202;188326,Startups,general.alert3,,(venture; vc; startup),Startups,laser video displays,,dgm_vcstartup_terms,7ea5e57097255de14f526cb324c560b0,dgm_vcstartup_terms__7ea5e57097255de14f526cb324c560b0
holographic display,holographic display,188202;188327,Startups,general.alert3,,,Startups,holographic display,,dgm_vcstartup_terms,317e6ada97f549fcfdb524324251d246,dgm_vcstartup_terms__317e6ada97f549fcfdb524324251d246
optical transistor,optical transistor,188202,Startups,general.alert3,,,Startups,optical transistor,,dgm_vcstartup_terms,af494c93042dae2e8d334aaa6a61d521,dgm_vcstartup_terms__af494c93042dae2e8d334aaa6a61d521
screenless display,screenless display,188202;188327,Startups,general.alert3,,,Startups,screenless display,,dgm_vcstartup_terms,caa792e5cc9495265950c279af21f520,dgm_vcstartup_terms__caa792e5cc9495265950c279af21f520
digital scent technology,digital scent technology,188202,Startups,general.alert3,,,Startups,digital scent technology,,dgm_vcstartup_terms,4a9abf1f1eab8237788ce3ed89d073c2,dgm_vcstartup_terms__4a9abf1f1eab8237788ce3ed89d073c2
electronic nose,electronic nose,188202;188339,Startups,general.alert3,,,Startups,electronic nose,,dgm_vcstartup_terms,ebe23ca4cb64230d8c9616b3ebddf702,dgm_vcstartup_terms__ebe23ca4cb64230d8c9616b3ebddf702
e-textiles,e-textiles,188202,Startups,general.alert3,,,Startups,e-textiles,,dgm_vcstartup_terms,3d443b94607d52cfe8a2b0a78f904472,dgm_vcstartup_terms__3d443b94607d52cfe8a2b0a78f904472
flexible electronics,flexible electronics,188202,Startups,general.alert3,,,Startups,flexible electronics,,dgm_vcstartup_terms,e25f93d08a686874b8bb39a6f9804450,dgm_vcstartup_terms__e25f93d08a686874b8bb39a6f9804450
memristor,memristor,188202,Startups,general.alert3,,,Startups,memristor,,dgm_vcstartup_terms,98c3c9061b30ce25b036e9055a7733f6,dgm_vcstartup_terms__98c3c9061b30ce25b036e9055a7733f6
molecular electronics,molecular electronics,188202;188220,Startups,general.alert3,,,Startups,molecular electronics,,dgm_vcstartup_terms,bab50a28e3a566d018d2a6f1ddb6b86f,dgm_vcstartup_terms__bab50a28e3a566d018d2a6f1ddb6b86f
nanoelectromechanical systems,nanoelectromechanical systems,188202;188220,Startups,general.alert3,,,Startups,nanoelectromechanical systems,,dgm_vcstartup_terms,a33aca885653d7e2dc0a58943b9b7d52,dgm_vcstartup_terms__a33aca885653d7e2dc0a58943b9b7d52
solid-state transformer,solid-state transformer,188202,Startups,general.alert3,,,Startups,solid-state transformer,,dgm_vcstartup_terms,5b8cbdf257aa51a68942780d51f67108,dgm_vcstartup_terms__5b8cbdf257aa51a68942780d51f67108
spintronics,spintronics,188202;188231,Startups,general.alert3,,,Startups,spintronics,,dgm_vcstartup_terms,55d9713c3ee1da0671a972a540519c19,dgm_vcstartup_terms__55d9713c3ee1da0671a972a540519c19
thermal copper pillar bump,thermal copper pillar bump,188202,Startups,general.alert3,,,Startups,thermal copper pillar bump,,dgm_vcstartup_terms,5e4bd8f625609f22e110484975b1c691,dgm_vcstartup_terms__5e4bd8f625609f22e110484975b1c691
three-dimensional integrated circuit,three-dimensional integrated circuit,188202,Startups,general.alert3,,,Startups,three-dimensional integrated circuit,,dgm_vcstartup_terms,10c3d625647ed06b3b48611315534135,dgm_vcstartup_terms__10c3d625647ed06b3b48611315534135
twistronics,twistronics,188202,Startups,general.alert3,,,Startups,twistronics,,dgm_vcstartup_terms,560830f49a3b1071375c45c2b7fd1e97,dgm_vcstartup_terms__560830f49a3b1071375c45c2b7fd1e97
airborne wind turbine,airborne wind turbine,188160,Startups,general.alert3,,,Startups,airborne wind turbine,,dgm_vcstartup_terms,a2667647b48f69c5b4f12a8a3f06600e,dgm_vcstartup_terms__a2667647b48f69c5b4f12a8a3f06600e
americium battery,americium battery,188160,Startups,general.alert3,,,Startups,americium battery,,dgm_vcstartup_terms,d8a4d85d52a0df01f46cecaad48a8ade,dgm_vcstartup_terms__d8a4d85d52a0df01f46cecaad48a8ade
artificial photosynthesis,artificial photosynthesis,188160,Startups,general.alert3,,,Startups,artificial photosynthesis,,dgm_vcstartup_terms,a8745402c38555498f917e6db2fbf32a,dgm_vcstartup_terms__a8745402c38555498f917e6db2fbf32a
concentrated solar power,concentrated solar power,188160,Startups,general.alert3,,,Startups,concentrated solar power,,dgm_vcstartup_terms,b37c2f3fc057bd53ab5b64f1998a0b33,dgm_vcstartup_terms__b37c2f3fc057bd53ab5b64f1998a0b33
electric double-layer capacitor,electric double-layer capacitor,188160,Startups,general.alert3,,,Startups,electric double-layer capacitor,,dgm_vcstartup_terms,4f590ca7c91f26cb3a371ac0c45cab12,dgm_vcstartup_terms__4f590ca7c91f26cb3a371ac0c45cab12
energy harvesting,energy harvesting,188160,Startups,general.alert3,,,Startups,energy harvesting,,dgm_vcstartup_terms,7c647d2d8d90c3096d9e00ebbbbf615b,dgm_vcstartup_terms__7c647d2d8d90c3096d9e00ebbbbf615b
flywheel energy storage,flywheel energy storage,188160,Startups,general.alert3,,,Startups,flywheel energy storage,,dgm_vcstartup_terms,128e636db44735e60ed038c036180761,dgm_vcstartup_terms__128e636db44735e60ed038c036180761
fusion power,fusion power,188160,Startups,general.alert3,,,Startups,fusion power,,dgm_vcstartup_terms,c4090d54fcb089a915af403340034c8a,dgm_vcstartup_terms__c4090d54fcb089a915af403340034c8a
generation iv nuclear reactor,generation iv nuclear reactor,188160,Startups,general.alert3,,,Startups,generation iv nuclear reactor,,dgm_vcstartup_terms,729fb683da49384d94582e1c43a73d26,dgm_vcstartup_terms__729fb683da49384d94582e1c43a73d26
gravity battery,gravity battery,188160,Startups,general.alert3,,,Startups,gravity battery,,dgm_vcstartup_terms,93220473657379387765016022b05690,dgm_vcstartup_terms__93220473657379387765016022b05690
home fuel cell,home fuel cell,188160,Startups,general.alert3,,,Startups,home fuel cell,,dgm_vcstartup_terms,a25ec225ab975a758768593305180f82,dgm_vcstartup_terms__a25ec225ab975a758768593305180f82
lithium-air battery,lithium-air battery,188160,Startups,general.alert3,,,Startups,lithium-air battery,,dgm_vcstartup_terms,839e6a5c8ca444f6615dc77a7c87d248,dgm_vcstartup_terms__839e6a5c8ca444f6615dc77a7c87d248
lithium iron phosphate battery,lithium iron phosphate battery,188160,Startups,general.alert3,,,Startups,lithium iron phosphate battery,,dgm_vcstartup_terms,677f8a47b0712f4e35879b4603968bed,dgm_vcstartup_terms__677f8a47b0712f4e35879b4603968bed
lithium–sulfur battery,lithium–sulfur battery,188160,Startups,general.alert3,,,Startups,lithium–sulfur battery,,dgm_vcstartup_terms,254a35382a0225229fc639c8434dd6cd,dgm_vcstartup_terms__254a35382a0225229fc639c8434dd6cd
magnesium battery,magnesium battery,188160,Startups,general.alert3,,,Startups,magnesium battery,,dgm_vcstartup_terms,aee2693b3a55597e23231366db74a0ab,dgm_vcstartup_terms__aee2693b3a55597e23231366db74a0ab
magnonics,magnonics,188160,Startups,general.alert3,,,Startups,magnonics,,dgm_vcstartup_terms,4d24ad563f528a6dcb77600c7101cd8b,dgm_vcstartup_terms__4d24ad563f528a6dcb77600c7101cd8b
molten salt reactor,molten salt reactor,188160,Startups,general.alert3,,,Startups,molten salt reactor,,dgm_vcstartup_terms,d0d4a43a99e6df16dd5aabc4d45f250b,dgm_vcstartup_terms__d0d4a43a99e6df16dd5aabc4d45f250b
nanowire battery,nanowire battery,188160,Startups,general.alert3,,,Startups,nanowire battery,,dgm_vcstartup_terms,46bb07df6a9eaa31c83da75ac6914eef,dgm_vcstartup_terms__46bb07df6a9eaa31c83da75ac6914eef
nantenna,nantenna,188160,Startups,general.alert3,,,Startups,nantenna,,dgm_vcstartup_terms,786326fa37db456b916ba4e1b088fb57,dgm_vcstartup_terms__786326fa37db456b916ba4e1b088fb57
ocean thermal energy conversion,ocean thermal energy conversion,188160,Startups,general.alert3,,,Startups,ocean thermal energy conversion,,dgm_vcstartup_terms,7901a2c449eea321d3b4a5eb9ef88d53,dgm_vcstartup_terms__7901a2c449eea321d3b4a5eb9ef88d53
solid-state battery,solid-state battery,188160,Startups,general.alert3,,,Startups,solid-state battery,,dgm_vcstartup_terms,4cec8237c12451bace6165f6db00a474,dgm_vcstartup_terms__4cec8237c12451bace6165f6db00a474
smart grid,smart grid,188160,Startups,general.alert3,,,Startups,smart grid,,dgm_vcstartup_terms,934856e0f7507ecde92b71d00350cb55,dgm_vcstartup_terms__934856e0f7507ecde92b71d00350cb55
space-based solar power,space-based solar power,188160,Startups,general.alert3,,,Startups,space-based solar power,,dgm_vcstartup_terms,6ba5fff0c1d40267a920b96524c26081,dgm_vcstartup_terms__6ba5fff0c1d40267a920b96524c26081
thorium nuclear fuel cycle,thorium nuclear fuel cycle,188160,Startups,general.alert3,,,Startups,thorium nuclear fuel cycle,,dgm_vcstartup_terms,816217162c1bdec101cf176ed9999de2,dgm_vcstartup_terms__816217162c1bdec101cf176ed9999de2
vortex engine,vortex engine,188160,Startups,general.alert3,,,Startups,vortex engine,,dgm_vcstartup_terms,584972009f2aed6585c921cb3a03d746,dgm_vcstartup_terms__584972009f2aed6585c921cb3a03d746
wireless energy transfer,wireless energy transfer,188160,Startups,general.alert3,,,Startups,wireless energy transfer,,dgm_vcstartup_terms,0d52738c7c2ccdb566b4be635fad0c65,dgm_vcstartup_terms__0d52738c7c2ccdb566b4be635fad0c65
zero-energy building,zero-energy building,188160,Startups,general.alert3,,,Startups,zero-energy building,,dgm_vcstartup_terms,5c4256a8ddfa24e431ac859f4a9233ad,dgm_vcstartup_terms__5c4256a8ddfa24e431ac859f4a9233ad
computer-generated imagery,computer-generated imagery,188319;188233,Startups,general.alert3,,,Startups,computer-generated imagery,,dgm_vcstartup_terms,b211b0a908278d984397ecf907f5e55a,dgm_vcstartup_terms__b211b0a908278d984397ecf907f5e55a
immersive virtual reality,immersive virtual reality,188319;188234,Startups,general.alert3,,,Startups,immersive virtual reality,,dgm_vcstartup_terms,c40c5135efc4f72f1e21aedbea1d0e78,dgm_vcstartup_terms__c40c5135efc4f72f1e21aedbea1d0e78
6g cellular communications,6g cellular communications,188328,Startups,general.alert3,,,Startups,6g cellular communications,,dgm_vcstartup_terms,37a79c421ee87333076cd0b53b50eb36,dgm_vcstartup_terms__37a79c421ee87333076cd0b53b50eb36
ambient intelligence,ambient intelligence,188328,Startups,general.alert3,,,Startups,ambient intelligence,,dgm_vcstartup_terms,4690774aafa62d5d4aec8d74bc8d617a,dgm_vcstartup_terms__4690774aafa62d5d4aec8d74bc8d617a
artificial general intelligence,artificial general intelligence,188328,Startups,general.alert3,,,Startups,artificial general intelligence,,dgm_vcstartup_terms,a9d9457d28cc5cdeb20963930a32c487,dgm_vcstartup_terms__a9d9457d28cc5cdeb20963930a32c487
carbon nanotube field-effect transistor,carbon nanotube field-effect transistor,188328;188202,Startups,general.alert3,,,Startups,carbon nanotube field-effect transistor,,dgm_vcstartup_terms,0c05e87c6c0adf26ade728fb1dd46270,dgm_vcstartup_terms__0c05e87c6c0adf26ade728fb1dd46270
civic technology,civic technology,188328,Startups,general.alert3,,,Startups,civic technology,,dgm_vcstartup_terms,5d6ece440b6c8023219cfa2fd2604975,dgm_vcstartup_terms__5d6ece440b6c8023219cfa2fd2604975
dna digital data storage,dna digital data storage,188328;188202,Startups,general.alert3,,,Startups,dna digital data storage,,dgm_vcstartup_terms,f094916b23ac1586371fa309a9a92473,dgm_vcstartup_terms__f094916b23ac1586371fa309a9a92473
exascale computing,exascale computing,188328;188203,Startups,general.alert3,,,Startups,exascale computing,,dgm_vcstartup_terms,06afc1a5028591e18aa103119882b2e0,dgm_vcstartup_terms__06afc1a5028591e18aa103119882b2e0
emerging memory technologies,emerging memory technologies,188328;188203,Startups,general.alert3,,,Startups,emerging memory technologies,,dgm_vcstartup_terms,529149e6f09a1294a4ebbb7fe9f40232,dgm_vcstartup_terms__529149e6f09a1294a4ebbb7fe9f40232
emerging magnetic data storage technologies,emerging magnetic data storage technologies,188328;188203,Startups,general.alert3,,,Startups,emerging magnetic data storage technologies,,dgm_vcstartup_terms,593ba3bd1e64b3b3c23f8d1555296fe6,dgm_vcstartup_terms__593ba3bd1e64b3b3c23f8d1555296fe6
fourth-generation optical discs,fourth-generation optical discs,188328;188206,Startups,general.alert3,,,Startups,fourth-generation optical discs,,dgm_vcstartup_terms,702578d665dbac5e9bec328cff6ff952,dgm_vcstartup_terms__702578d665dbac5e9bec328cff6ff952
3d optical data storage,3d optical data storage,188328;188207,Startups,general.alert3,,,Startups,3d optical data storage,,dgm_vcstartup_terms,05b9f1f961fa89096f55d00018e8244d,dgm_vcstartup_terms__05b9f1f961fa89096f55d00018e8244d
holographic data storage,holographic data storage,188328;188208,Startups,general.alert3,,,Startups,holographic data storage,,dgm_vcstartup_terms,07d3baba3c7b403bfa7ab8f53fa323e1,dgm_vcstartup_terms__07d3baba3c7b403bfa7ab8f53fa323e1
exocortex,exocortex,188328;188326,Startups,general.alert3,,,Startups,exocortex,,dgm_vcstartup_terms,fb0289933bd2785f66eba849b87524d4,dgm_vcstartup_terms__fb0289933bd2785f66eba849b87524d4
li-fi,li-fi,188328;188326,Startups,general.alert3,,,Startups,li-fi,,dgm_vcstartup_terms,6470fb30d4ff9eabb54eb99e95d990dd,dgm_vcstartup_terms__6470fb30d4ff9eabb54eb99e95d990dd
machine vision,machine vision,188328;188234,Startups,general.alert3,,,Startups,machine vision,,dgm_vcstartup_terms,35f706a328e40e3a199e3d2904cdaa22,dgm_vcstartup_terms__35f706a328e40e3a199e3d2904cdaa22
