keyword,caption_name,guid,groups,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
fortune brands headquarters,Fortune Brands  headquarters,e537f74a913ce473ba82dfdc270fe345,,LegislativeCommittee,Fortune Brands  headquarters,,dgm_corp_hq,bcd95ef04d7021895210078175f2b1e7,dgm_corp_hq__bcd95ef04d7021895210078175f2b1e7
forward air headquarters,Forward Air headquarters,f882e4c9a76b39e2b3dd61259186b9dc,,IndustryTerm,Forward Air headquarters,,dgm_corp_hq,cc6b9c8658bf7699ab7fe18b997fdd97,dgm_corp_hq__cc6b9c8658bf7699ab7fe18b997fdd97
fosun international headquarters,Fosun International headquarters,8ea0e27f84cef906fa332e672809d840,,LegislativeCommittee,Fosun International headquarters,,dgm_corp_hq,1258c87b1dab1a2254768e9a30632293,dgm_corp_hq__1258c87b1dab1a2254768e9a30632293
foxconn headquarters,Foxconn headquarters,47c0f2668111049bfad9693332e4c8c0,,Keyphrase,Foxconn headquarters,,dgm_corp_hq,9a8affed5e44b57676486703fe616097,dgm_corp_hq__9a8affed5e44b57676486703fe616097
foxconn industrial internet headquarters,Foxconn Industrial Internet headquarters,da3128310f1e3b2b70598a43d94955cb,,News,Foxconn Industrial Internet headquarters,,dgm_corp_hq,aca3d5a881c0880ccea41ac43a707185,dgm_corp_hq__aca3d5a881c0880ccea41ac43a707185
foxconn international headquarters,Foxconn International headquarters,ffb0c6aafa8911ca52acc7677b349004,,News,Foxconn International headquarters,,dgm_corp_hq,3d824fa36230b98080edf542af204fb0,dgm_corp_hq__3d824fa36230b98080edf542af204fb0
frasers group headquarters,Frasers Group headquarters,4470a467024a52138910b2f6a93b6107,,AAEntity,Frasers Group headquarters,,dgm_corp_hq,35fb5696538f708d032558a49e9c8a54,dgm_corp_hq__35fb5696538f708d032558a49e9c8a54
freeport-mcmoran headquarters,Freeport-McMoRan headquarters,2c311268410c49193ff2c55fc30e0c2f,,Wells,Freeport-McMoRan headquarters,,dgm_corp_hq,65143c694c53c95ce98e4d5d1853bb1f,dgm_corp_hq__65143c694c53c95ce98e4d5d1853bb1f
fresenius headquarters,Fresenius headquarters,1504c1016c1c6cf5ec8e565d8a4b3f22,,Diplomat,Fresenius headquarters,,dgm_corp_hq,7923ae2cfc3ee659a96d1fbb4fa6099d,dgm_corp_hq__7923ae2cfc3ee659a96d1fbb4fa6099d
fresenius se & co. kgaa headquarters,Fresenius SE & Co. KGaA headquarters,2eb65e47853e79f97fddccb70abcf51c,,ForeignMinister,Fresenius SE & Co. KGaA headquarters,,dgm_corp_hq,dd0c20aab69b8f08995e5f863b3bc91b,dgm_corp_hq__dd0c20aab69b8f08995e5f863b3bc91b
freshmark headquarters,Freshmark headquarters,f50ddc809ffa1d0b5f52f08d9aa1cb4d,,Keyphrase,Freshmark headquarters,,dgm_corp_hq,97bb76eb00b88ef088eb3af17281327c,dgm_corp_hq__97bb76eb00b88ef088eb3af17281327c
frontier communications corporation headquarters,Frontier Communications Corporation headquarters,6e78421a4f14a45bbdb6d890de763b71,,CompanyKeyword,Frontier Communications Corporation headquarters,,dgm_corp_hq,a553de35b5f44eba718680fbf4b14c7e,dgm_corp_hq__a553de35b5f44eba718680fbf4b14c7e
fubon financial holdings headquarters,Fubon Financial Holdings headquarters,1a13af6eef7dcb387ccf628719755189,,LegislativeCommittee,Fubon Financial Holdings headquarters,,dgm_corp_hq,c6dfe9bfac0b63f735e483fb119a6955,dgm_corp_hq__c6dfe9bfac0b63f735e483fb119a6955
fuji electric headquarters,Fuji Electric headquarters,28f85426f291d0a3a6fc66ca6da7faf1,,AAEntity,Fuji Electric headquarters,,dgm_corp_hq,1e8f31d6f660a6599464fd2cd2405194,dgm_corp_hq__1e8f31d6f660a6599464fd2cd2405194
fuji media holdings headquarters,Fuji Media Holdings headquarters,faf4a1fd63ca971c992a97481f72771c,,Organization,Fuji Media Holdings headquarters,,dgm_corp_hq,78c9c736f3fd4e8e2111bad0bf1ae8e9,dgm_corp_hq__78c9c736f3fd4e8e2111bad0bf1ae8e9
fujifilm headquarters,Fujifilm headquarters,25779cd5361956f272bc7a7ff237c0be,,Shipping,Fujifilm headquarters,,dgm_corp_hq,f324091f34e289b8670c3bad81896709,dgm_corp_hq__f324091f34e289b8670c3bad81896709
fujikura headquarters,Fujikura  headquarters,f09b528387903932efe9e0730506ffac,,AAEntity,Fujikura  headquarters,,dgm_corp_hq,171fbce82283402d0373908478115d0a,dgm_corp_hq__171fbce82283402d0373908478115d0a
fujitsu headquarters,Fujitsu headquarters,3ff2e3216146292dea2bc94442e8e866,,Refinery,Fujitsu headquarters,,dgm_corp_hq,c5ffe7abd5269d0336bb54e0474c3df9,dgm_corp_hq__c5ffe7abd5269d0336bb54e0474c3df9
furukawa electric headquarters,Furukawa Electric  headquarters,24e104a15676c202f5e646048937230c,,AAEntity,Furukawa Electric  headquarters,,dgm_corp_hq,0c28505eb8eaf4dc807ec436e62fdce3,dgm_corp_hq__0c28505eb8eaf4dc807ec436e62fdce3
fuyo general lease headquarters,Fuyo General Lease headquarters,596cd96ec1bdf388be0ff3d95c0d3805,,AAEntity,Fuyo General Lease headquarters,,dgm_corp_hq,179783ecaf5ef5a4ffddd3180063ca37,dgm_corp_hq__179783ecaf5ef5a4ffddd3180063ca37
gamestop headquarters,GameStop headquarters,98de9123a483e64f0cfbb3ef1309c8e7,,DiplomaticFacilities,GameStop headquarters,,dgm_corp_hq,c1365a95ce6605782484134facf56813,dgm_corp_hq__c1365a95ce6605782484134facf56813
golden agri-resources headquarters,GAR headquarters,c341007586c259feff4a8509e23eb0f5,,Exec,GAR headquarters,,dgm_corp_hq,e1dbc4fb4d85f553b6914b55fe78b0e2,dgm_corp_hq__e1dbc4fb4d85f553b6914b55fe78b0e2
groupe bruxelles lambert headquarters,GBL headquarters,63816f349b2add8ff509efdfe3b441df,,Wells,GBL headquarters,,dgm_corp_hq,095505054daa0bc688b74425d296c08e,dgm_corp_hq__095505054daa0bc688b74425d296c08e
gd power development headquarters,GD Power Development headquarters,94d159a1039d09466cdebc9afe07f250,,ForeignMinister,GD Power Development headquarters,,dgm_corp_hq,160e08855133a8e21db5f61752ba7f57,dgm_corp_hq__160e08855133a8e21db5f61752ba7f57
gea group aktiengesellschaft headquarters,GEA Group Aktiengesellschaft headquarters,abd9c3fdc3564915ca864d75d217cbbb,,space,GEA Group Aktiengesellschaft headquarters,,dgm_corp_hq,02730d2a400c1ae36b500a7088c6d4d4,dgm_corp_hq__02730d2a400c1ae36b500a7088c6d4d4
geely auto headquarters,Geely Auto headquarters,896a954ec77425e80505fe3a68046fa5,,Media,Geely Auto headquarters,,dgm_corp_hq,b90cc617262e674f66a49712c40ff7c6,dgm_corp_hq__b90cc617262e674f66a49712c40ff7c6
gemdale corporation headquarters,Gemdale Corporation headquarters,42585b68e0557030e1838ca205e3b6cb,,Refinery,Gemdale Corporation headquarters,,dgm_corp_hq,c3625ab3ebb95ff37e170b7db6473258,dgm_corp_hq__c3625ab3ebb95ff37e170b7db6473258
general insurance corporation of india headquarters,General Insurance Corporation of India headquarters,841d562f64d962b1aea9e08102b9c965,,Consulates,General Insurance Corporation of India headquarters,,dgm_corp_hq,b52f5042f0611d70a04097a78f1dd607,dgm_corp_hq__b52f5042f0611d70a04097a78f1dd607
genuine parts company headquarters,Genuine Parts Company headquarters,3d7d9e92f57ac02559ca132cc78ec0c4,,Consulates,Genuine Parts Company headquarters,,dgm_corp_hq,444b5601f138c0e0e8ff8168f37c3ab2,dgm_corp_hq__444b5601f138c0e0e8ff8168f37c3ab2
genworth financial headquarters,Genworth Financial headquarters,5cdf6b86f9dc19c9658243bc0d004281,,Diplomat,Genworth Financial headquarters,,dgm_corp_hq,020a90b7cff93bdf6d4b00e36688b593,dgm_corp_hq__020a90b7cff93bdf6d4b00e36688b593
genxone headquarters,genXone headquarters,0e06911361e323504fa9958d8a0f7864,,Pipeline,genXone headquarters,,dgm_corp_hq,e0a9ba78dde7c6c173139bd3d909dc83,dgm_corp_hq__e0a9ba78dde7c6c173139bd3d909dc83
gerdau headquarters,Gerdau headquarters,71e425396ed78928cf2ba5ae09c66549,,News,Gerdau headquarters,,dgm_corp_hq,e0d77bb542e35f1e75f5052f966e135c,dgm_corp_hq__e0d77bb542e35f1e75f5052f966e135c
gestamp headquarters,Gestamp headquarters,2fcce8a628a8cec62e35c42fe689237c,,Consulates,Gestamp headquarters,,dgm_corp_hq,4587c4b74d80a65d71e285a5a3683348,dgm_corp_hq__4587c4b74d80a65d71e285a5a3683348
gezhouba group headquarters,Gezhouba Group headquarters,4b1ab49a50a0d201db15f4e33bd95f31,,Legislator,Gezhouba Group headquarters,,dgm_corp_hq,45a281138238d6eb8510998bef34de40,dgm_corp_hq__45a281138238d6eb8510998bef34de40
giacci management services headquarters,Giacci Management Services headquarters,d2038bab4d452f878be4319cbd39c02d,,Person,Giacci Management Services headquarters,,dgm_corp_hq,432c8257723a00bc972cc0ff122a649a,dgm_corp_hq__432c8257723a00bc972cc0ff122a649a
gilbane headquarters,Gilbane headquarters,d466a23adf9f4fe50c9733c7e7b89298,,IndustryTerm,Gilbane headquarters,,dgm_corp_hq,29a4efd4c3d7d18fa529b2efcccf9203,dgm_corp_hq__29a4efd4c3d7d18fa529b2efcccf9203
givaudan headquarters,Givaudan headquarters,98f3fdc0ece35a98414586d8e28d9779,,ForeignMinister,Givaudan headquarters,,dgm_corp_hq,6827ba4529b589da7a4727dca02fddee,dgm_corp_hq__6827ba4529b589da7a4727dca02fddee
glaxosmithkline headquarters,GlaxoSmithKline headquarters,bea1fc82c36a818d154d2973ba1615d1,,Legislator,GlaxoSmithKline headquarters,,dgm_corp_hq,2b74cfe82857dfd0e4e9987e9b29c9c1,dgm_corp_hq__2b74cfe82857dfd0e4e9987e9b29c9c1
global brands manufacture headquarters,Global Brands Manufacture headquarters,07c2117e10ce9340937c93bcc323d96b,,Pipeline,Global Brands Manufacture headquarters,,dgm_corp_hq,12a691e8927897dd4918fa892617b116,dgm_corp_hq__12a691e8927897dd4918fa892617b116
global energy international headquarters,Global Energy International headquarters,6cfd0fbd5d4b9dc78343f137869a20ed,,News,Global Energy International headquarters,,dgm_corp_hq,240f2090953656dd0aee31d41d3714af,dgm_corp_hq__240f2090953656dd0aee31d41d3714af
global payments headquarters,Global Payments  headquarters,176f47c7c2c2a4ba625cd881fbc5e1e1,,Shipping,Global Payments  headquarters,,dgm_corp_hq,ae9ddb5e92b17642854ef861e72cd7ff,dgm_corp_hq__ae9ddb5e92b17642854ef861e72cd7ff
globalfoundries headquarters,GlobalFoundries headquarters,a4754d865660fb2d1b14e6d4d2261801,,ForeignMinister,GlobalFoundries headquarters,,dgm_corp_hq,99e026d6bc0ac6f2536209cd3a9a23d2,dgm_corp_hq__99e026d6bc0ac6f2536209cd3a9a23d2
go-ahead group headquarters,Go-Ahead headquarters,1d95e85d59316e5416d9b9b5637b7181,,LegislativeCommittee,Go-Ahead headquarters,,dgm_corp_hq,9046cf923650dd511e00ea69e6af5216,dgm_corp_hq__9046cf923650dd511e00ea69e6af5216
goertek headquarters,GoerTek headquarters,0f9be7dc872c804e7fbe6bfeba79ccb2,,ForeignMinistry,GoerTek headquarters,,dgm_corp_hq,2d18cff4a4b0ec19597b9e741d399b1d,dgm_corp_hq__2d18cff4a4b0ec19597b9e741d399b1d
golden state foods headquarters,Golden State Foods headquarters,e1f4f795bcd7719432fc3f633a0527d4,,FTO,Golden State Foods headquarters,,dgm_corp_hq,531ce2d5473277517094949419992cd8,dgm_corp_hq__531ce2d5473277517094949419992cd8
goldwind headquarters,Goldwind headquarters,c7911f0ee26016dc1ba99cbefb65b50c,,Shipping,Goldwind headquarters,,dgm_corp_hq,9fd3d809b9292cc053f0f9f81e35dda5,dgm_corp_hq__9fd3d809b9292cc053f0f9f81e35dda5
gome retail holdings headquarters,GOME Retail Holdings headquarters,f41f2a1689fe53c5909b99d793f4e888,,space,GOME Retail Holdings headquarters,,dgm_corp_hq,3a4f5517b4709ca36afeaf2e6acee6e6,dgm_corp_hq__3a4f5517b4709ca36afeaf2e6acee6e6
grand baoxin auto headquarters,Grand Baoxin Auto headquarters,c6eab4e2b495ee462c6ada3f2f5bc825,,LegislativeCommittee,Grand Baoxin Auto headquarters,,dgm_corp_hq,9c2f215b58bd3c1d865cddc51dc89499,dgm_corp_hq__9c2f215b58bd3c1d865cddc51dc89499
grand industrial holding headquarters,Grand Industrial Holding headquarters,f72d43876d9c32865cdd683675cc28e3,,CompanyKeyword,Grand Industrial Holding headquarters,,dgm_corp_hq,1898730f364a04c50552f28a130e3a1d,dgm_corp_hq__1898730f364a04c50552f28a130e3a1d
grandjoy holdings group headquarters,Grandjoy Holdings Group headquarters,ac98b3c7ca01a63fc3a8d4a8eac7a285,,ForeignMinister,Grandjoy Holdings Group headquarters,,dgm_corp_hq,f22532fe4d6de30ac8a7de3054c687d0,dgm_corp_hq__f22532fe4d6de30ac8a7de3054c687d0
graphic packaging holding company headquarters,Graphic Packaging Holding Company headquarters,957ee960433e11b23d132d2c07a7a0bb,,Legislator,Graphic Packaging Holding Company headquarters,,dgm_corp_hq,3cce894003d52a125d2a6873bed4f271,dgm_corp_hq__3cce894003d52a125d2a6873bed4f271
grasim industries headquarters,Grasim Industries headquarters,957a78e7a6148583a83aa48941b15656,,CompanyKeyword,Grasim Industries headquarters,,dgm_corp_hq,9af6dbf96d449038e8ca31eda09b29b2,dgm_corp_hq__9af6dbf96d449038e8ca31eda09b29b2
grasim industries headquarters,Grasim Industries  headquarters,957a78e7a6148583a83aa48941b15656,,Legislator,Grasim Industries  headquarters,,dgm_corp_hq,4a0c7f7f0b6a6cd93427a8152aaba470,dgm_corp_hq__4a0c7f7f0b6a6cd93427a8152aaba470
great eastern holdings headquarters,Great Eastern Holdings headquarters,07711a37fa18271ea4ff54a67a96bf4a,,DiplomaticFacilities,Great Eastern Holdings headquarters,,dgm_corp_hq,43aeca991cf5f2cc5c3926ec699f5d9a,dgm_corp_hq__43aeca991cf5f2cc5c3926ec699f5d9a
great wall motors headquarters,Great Wall Motors headquarters,9682f0f2a0a9e8ca7765e3007ecb6420,,Refinery,Great Wall Motors headquarters,,dgm_corp_hq,1c70ed2ebbf8be3b0d5ec1682d84668b,dgm_corp_hq__1c70ed2ebbf8be3b0d5ec1682d84668b
great-west lifeco headquarters,Great-West Lifeco headquarters,19590207502f6344b2b318fa3f28f923,,Organization,Great-West Lifeco headquarters,,dgm_corp_hq,f97754a5cdb38667ae156feb74d40d0e,dgm_corp_hq__f97754a5cdb38667ae156feb74d40d0e
gree electric appliances headquarters,Gree Electric Appliances headquarters,e33c21efa54a0cc8ed86c186021a747c,,Media,Gree Electric Appliances headquarters,,dgm_corp_hq,2ad3a8a3f03b02c889932936ab304172,dgm_corp_hq__2ad3a8a3f03b02c889932936ab304172
greenland holdings headquarters,Greenland Holdings headquarters,6710800a0b2c9ca643648e3607b7ceca,,ForeignMinistry,Greenland Holdings headquarters,,dgm_corp_hq,81b04226c5ca4710301b87724c043ea4,dgm_corp_hq__81b04226c5ca4710301b87724c043ea4
greenland holdings corporation headquarters,Greenland Holdings Corporation headquarters,,,Keyphrase,Greenland Holdings Corporation headquarters,,dgm_corp_hq,02e9b7d77038233b23a19f7d7f3f8374,dgm_corp_hq__02e9b7d77038233b23a19f7d7f3f8374
greentown china headquarters,Greentown China headquarters,b3606ccafa4de2cef73b1f9357e7d471,,CompanyKeyword,Greentown China headquarters,,dgm_corp_hq,06665cfaa68e7aca27e1d9dfd9460cfc,dgm_corp_hq__06665cfaa68e7aca27e1d9dfd9460cfc
greenyard headquarters,Greenyard headquarters,f1b9062abc75600db5672081abe69fa7,,space,Greenyard headquarters,,dgm_corp_hq,eafc38e950ac7030214e33f8a1ae0901,dgm_corp_hq__eafc38e950ac7030214e33f8a1ae0901
group 1 automotive headquarters,Group 1 Automotive headquarters,9a56981907d6084096fc05b020180e39,,Exec,Group 1 Automotive headquarters,,dgm_corp_hq,e6579d3f93a83a9273d6702db52532a3,dgm_corp_hq__e6579d3f93a83a9273d6702db52532a3
groupe casino headquarters,Groupe Casino headquarters,c6dcd7633917c162ddfc18586a37d7ab,,LegislativeCommittee,Groupe Casino headquarters,,dgm_corp_hq,5ac45f67953f2c8f6a7f682bc2077eaf,dgm_corp_hq__5ac45f67953f2c8f6a7f682bc2077eaf
groupe renault headquarters,Groupe Renault headquarters,23ff0f92fc23e46c4372545c9ebe3756,,space,Groupe Renault headquarters,,dgm_corp_hq,1adae0391455156d002f0d7768118302,dgm_corp_hq__1adae0391455156d002f0d7768118302
groupe seb headquarters,Groupe SEB headquarters,cea92aa350624b9ab9e9b244bcffcbb0,,Wells,Groupe SEB headquarters,,dgm_corp_hq,78ad24e832adeb6b09c10b88615e0e79,dgm_corp_hq__78ad24e832adeb6b09c10b88615e0e79
grupo aval headquarters,Grupo Aval headquarters,17f950b14a853fff9dd0a1893c2cd831,,AAEntity,Grupo Aval headquarters,,dgm_corp_hq,2f6995204407979aa63a5911326beca4,dgm_corp_hq__2f6995204407979aa63a5911326beca4
grupo comercial chedraui headquarters,Grupo Comercial Chedraui headquarters,a30971c290c11620794a5f8c717a9e20,,AAEntity,Grupo Comercial Chedraui headquarters,,dgm_corp_hq,e328d07e128863aaddfa6ea4cea48e1a,dgm_corp_hq__e328d07e128863aaddfa6ea4cea48e1a
grupo de inversiones suramericana headquarters,Grupo de Inversiones Suramericana headquarters,5e7aa7523e3984e528d3b48245fbfe3c,,Exec,Grupo de Inversiones Suramericana headquarters,,dgm_corp_hq,f23da415c9b21f5b6d4dec3822d79c73,dgm_corp_hq__f23da415c9b21f5b6d4dec3822d79c73
grupo grifols headquarters,Grupo Grifols headquarters,f0cec11745cf99e54a810812d044d992,,space,Grupo Grifols headquarters,,dgm_corp_hq,45eaccda272fd523cb032c1480ef3d8e,dgm_corp_hq__45eaccda272fd523cb032c1480ef3d8e
grupo méxico headquarters,Grupo México headquarters,baf36cbab1f91b05bee40b5fa81dfa71,,space,Grupo México headquarters,,dgm_corp_hq,2014a770c5e9b12f1ff1968791107ff5,dgm_corp_hq__2014a770c5e9b12f1ff1968791107ff5
gs e&c headquarters,GS E&C headquarters,b867a70d9481dbc8bbcf879949ee8701,,Keyphrase,GS E&C headquarters,,dgm_corp_hq,89fdeb9edbe1f5a4d64afeaecc520359,dgm_corp_hq__89fdeb9edbe1f5a4d64afeaecc520359
gs retail headquarters,GS Retail headquarters,4d873662fc3b5550d7268d2bde71a218,,IndustryTerm,GS Retail headquarters,,dgm_corp_hq,430b44c21d1398e568cda995d9b692d7,dgm_corp_hq__430b44c21d1398e568cda995d9b692d7
guangdong haid group headquarters,Guangdong Haid Group headquarters,9a1de5b0ebfc077880077fce211faf18,,DiplomaticFacilities,Guangdong Haid Group headquarters,,dgm_corp_hq,b362b45570bd98981a9bdf8d218c3459,dgm_corp_hq__b362b45570bd98981a9bdf8d218c3459
guangzhou automobile group headquarters,Guangzhou Automobile Group headquarters,9ab1b503c8dbb9441b861e71624d5533,,Pipeline,Guangzhou Automobile Group headquarters,,dgm_corp_hq,61f8f0e08c992334c29fd7f431e158cd,dgm_corp_hq__61f8f0e08c992334c29fd7f431e158cd
guangzhou baiyunshan pharmaceutical headquarters,Guangzhou Baiyunshan Pharmaceutical headquarters,e40ffe1f3e0baceeb689616e5966a4f4,,Media,Guangzhou Baiyunshan Pharmaceutical headquarters,,dgm_corp_hq,7dca7d027d3269d74c24a252394ae9ad,dgm_corp_hq__7dca7d027d3269d74c24a252394ae9ad
guangzhou port co headquarters,Guangzhou Port headquarters,1ab75bc6674587b2f0c23318a0a80eea,,Keyphrase,Guangzhou Port headquarters,,dgm_corp_hq,1d9c4ddc7c348e549fe8510d839ee1fe,dgm_corp_hq__1d9c4ddc7c348e549fe8510d839ee1fe
guangzhou port group headquarters,Guangzhou Port Group headquarters,1ab75bc6674587b2f0c23318a0a80eea,,Exec,Guangzhou Port Group headquarters,,dgm_corp_hq,3be73f22c39028d7f28a7b5f8e8d60a7,dgm_corp_hq__3be73f22c39028d7f28a7b5f8e8d60a7
guangzhou r&f properties headquarters,Guangzhou R&F Properties headquarters,083b323c3100ca3bbcbc08d41c6dc9b1,,IndustryTerm,Guangzhou R&F Properties headquarters,,dgm_corp_hq,ee2161cf763b10b25a0586ea7a6bdaa0,dgm_corp_hq__ee2161cf763b10b25a0586ea7a6bdaa0
gudang garam headquarters,Gudang Garam headquarters,5bb6d7b47bda20eb96f07fc13e6412a7,,Wells,Gudang Garam headquarters,,dgm_corp_hq,561a5adbfd70c3161c1a9441018b308d,dgm_corp_hq__561a5adbfd70c3161c1a9441018b308d
guotai junan securities headquarters,Guotai Junan Securities headquarters,167bea0f32d841391d71f5192167388d,,Refinery,Guotai Junan Securities headquarters,,dgm_corp_hq,26ab8886049ca6f0f7e7a8ea5ccfda2a,dgm_corp_hq__26ab8886049ca6f0f7e7a8ea5ccfda2a
h-e-b headquarters,H-E-B headquarters,dfcab08a746591ba1ef594ef3c15a602,,FTO,H-E-B headquarters,,dgm_corp_hq,8ed4c87b59e93aa4fcf0c951bb64a38b,dgm_corp_hq__8ed4c87b59e93aa4fcf0c951bb64a38b
h2o retailing corporation headquarters,H2O Retailing Corporation headquarters,ff0a4449fc74e32980fb4e8283c4a4c5,,FTO,H2O Retailing Corporation headquarters,,dgm_corp_hq,eb0e1e0d04bae03651ca0f8b43324edf,dgm_corp_hq__eb0e1e0d04bae03651ca0f8b43324edf
haier smart home headquarters,Haier headquarters,4576d77a5b1bfa36d71afcd3d01b854f,,Media,Haier headquarters,,dgm_corp_hq,e423e8e0f68d1b791dda5fc28bc459bb,dgm_corp_hq__e423e8e0f68d1b791dda5fc28bc459bb
hainan airlines headquarters,Hainan Airlines headquarters,48b5e9c796950c123f7cf1e5cc5376f6,,Media,Hainan Airlines headquarters,,dgm_corp_hq,b9cc049dc17d22e642ec7f73e1d2029f,dgm_corp_hq__b9cc049dc17d22e642ec7f73e1d2029f
haitong securities headquarters,Haitong Securities headquarters,73e63e74ebb16ac8c7b03bfb0d1d2f3c,,ForeignMinister,Haitong Securities headquarters,,dgm_corp_hq,68cade5a110f66acf6d1c365c168035a,dgm_corp_hq__68cade5a110f66acf6d1c365c168035a
hakuhodo headquarters,Hakuhodo headquarters,8778d0fcce332848c7de1aa9fb617571,,Wells,Hakuhodo headquarters,,dgm_corp_hq,79e9ba61998d2927e5fd243c5145d428,dgm_corp_hq__79e9ba61998d2927e5fd243c5145d428
hamburg sud headquarters,Hamburg Sud headquarters,352ae19dcce2ab38594f7e3e74b80745,,IndustryTerm,Hamburg Sud headquarters,,dgm_corp_hq,02e311592b5368d49f36e38bf1c43e36,dgm_corp_hq__02e311592b5368d49f36e38bf1c43e36
hana financial group headquarters,Hana Financial Group headquarters,9e3e3f46c6550223564768be133f2784,,AAEntity,Hana Financial Group headquarters,,dgm_corp_hq,426b5cc285b78d32baf733e245754472,dgm_corp_hq__426b5cc285b78d32baf733e245754472
hankook tire & technology headquarters,Hankook Tire & Technology headquarters,aa352f0f84731b82c70cfa6942f677cc,,ForeignMinister,Hankook Tire & Technology headquarters,,dgm_corp_hq,cdce2fa3a90e318fb6f6cc18e4e0adda,dgm_corp_hq__cdce2fa3a90e318fb6f6cc18e4e0adda
hankyu hanshin holdings headquarters,Hankyu Hanshin Holdings headquarters,829a759c5fb2d8733f2fcf99b246a27e,,Diplomat,Hankyu Hanshin Holdings headquarters,,dgm_corp_hq,e505aef9d30b72ef588f19b023ff833b,dgm_corp_hq__e505aef9d30b72ef588f19b023ff833b
hannover rück se headquarters,Hannover Rück SE headquarters,b3c384a22adbc73d63846744c1435d65,,Exec,Hannover Rück SE headquarters,,dgm_corp_hq,8b865c4ef4879747d8dffdddf45c0c3f,dgm_corp_hq__8b865c4ef4879747d8dffdddf45c0c3f
hanon systems headquarters,Hanon Systems headquarters,a5ba904137efd19a3b0743614fc12b1f,,ForeignMinistry,Hanon Systems headquarters,,dgm_corp_hq,0107d536efe8b0f6228ed6cc4e4bbf47,dgm_corp_hq__0107d536efe8b0f6228ed6cc4e4bbf47
hanwha headquarters,Hanwha headquarters,1034590a38cc56f36830ab6fffad5a9f,,ForeignMinister,Hanwha headquarters,,dgm_corp_hq,d3bc0cdaca5253ac0a3d6f5f23b61722,dgm_corp_hq__d3bc0cdaca5253ac0a3d6f5f23b61722
hanwha corporation headquarters,Hanwha Corporation headquarters,8df53a4d3b47621cf50350ab5a170665,,Diplomat,Hanwha Corporation headquarters,,dgm_corp_hq,39089f4e8cf757770dcd118f68759991,dgm_corp_hq__39089f4e8cf757770dcd118f68759991
hanwha general insurance headquarters,Hanwha General Insurance headquarters,7d0549c69bfb56a9429185ef69528a65,,space,Hanwha General Insurance headquarters,,dgm_corp_hq,a981326b14ac70460fe40147016272f0,dgm_corp_hq__a981326b14ac70460fe40147016272f0
hanwha life insurance headquarters,Hanwha Life Insurance headquarters,726b6ec49b52039bd2e04e5afde92416,,News,Hanwha Life Insurance headquarters,,dgm_corp_hq,4b956f72e27c459f09db0ac96384c016,dgm_corp_hq__4b956f72e27c459f09db0ac96384c016
hanwha solutions headquarters,Hanwha Solutions headquarters,1034590a38cc56f36830ab6fffad5a9f,,Exec,Hanwha Solutions headquarters,,dgm_corp_hq,406e1d10a4e74d2bcb57b68d4a0c6d8b,dgm_corp_hq__406e1d10a4e74d2bcb57b68d4a0c6d8b
hapag-lloyd headquarters,Hapag-Lloyd headquarters,7e62fce221252d106d9c3ac122f44ef2,,Pipeline,Hapag-Lloyd headquarters,,dgm_corp_hq,52a7fff3506cf42f17691f2e383bba89,dgm_corp_hq__52a7fff3506cf42f17691f2e383bba89
harbor freight tools headquarters,Harbor Freight Tools headquarters,fdf56fdef849cd06fbaba9e37feecd92,,News,Harbor Freight Tools headquarters,,dgm_corp_hq,6ecdf71aeb80dcb9c4704869a030b59f,dgm_corp_hq__6ecdf71aeb80dcb9c4704869a030b59f
harel insurance investments & financial services headquarters,Harel Insurance Investments & Financial Services headquarters,4e274e68d69c051b56b3435b4b9f71b6,,ForeignMinistry,Harel Insurance Investments & Financial Services headquarters,,dgm_corp_hq,eb33cd68861fa52ea2bd74cdd9ef1ac8,dgm_corp_hq__eb33cd68861fa52ea2bd74cdd9ef1ac8
harel insurance investments and financial services headquarters,Harel Insurance Investments and Financial Services  headquarters,4e274e68d69c051b56b3435b4b9f71b6,,Organization,Harel Insurance Investments and Financial Services  headquarters,,dgm_corp_hq,35729fd54aa5cc30f4fa611cc2c960db,dgm_corp_hq__35729fd54aa5cc30f4fa611cc2c960db
harim holdings headquarters,Harim Holdings headquarters,0757454106922815c92c99dc055108ae,,Person,Harim Holdings headquarters,,dgm_corp_hq,2f1dccc47fed17d5158184c6b76ece71,dgm_corp_hq__2f1dccc47fed17d5158184c6b76ece71
hasbro headquarters,Hasbro headquarters,a397493fd4a2651260b827b0aedc0e30,,Keyphrase,Hasbro headquarters,,dgm_corp_hq,1dc7b0d34526d01f12ad6d6adaffc551,dgm_corp_hq__1dc7b0d34526d01f12ad6d6adaffc551
haseko headquarters,Haseko headquarters,b983bc9942a669aa05ea83e54ab37909,,Organization,Haseko headquarters,,dgm_corp_hq,238210c55edfe7ee61a041cfa8b3759b,dgm_corp_hq__238210c55edfe7ee61a041cfa8b3759b
hays plc headquarters,Hays plc headquarters,cf5b1ce8bb2998fd6f9ab43041bf7de1,,Exec,Hays plc headquarters,,dgm_corp_hq,81407d380047bfed17009883693c59cc,dgm_corp_hq__81407d380047bfed17009883693c59cc
