keyword,caption_name,priority,topic_id,threshold,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
(virtual; law; council; meeting),Virtual law council meeting,1,188120,general.alert5,Organization,Virtual law council meeting,,burbio_events,1e252c43b61db1fa787c7b9643dfbbf3,burbio_events__1e252c43b61db1fa787c7b9643dfbbf3
(virtual; council; meeting),Virtual council meeting,2,188120,general.alert5,Diplomat,Virtual council meeting,,burbio_events,24fc2b15d0e15cbbaa6be55c0d7e3187,burbio_events__24fc2b15d0e15cbbaa6be55c0d7e3187
(virtual; pre-council; meeting),Virtual pre-council meeting,1,188120,general.alert5,Refinery,Virtual pre-council meeting,,burbio_events,2d18c315beaf62dd8ccde799d5a5fe6e,burbio_events__2d18c315beaf62dd8ccde799d5a5fe6e
(virtual; municipal; authority; meeting),Virtual municipal authority meeting,1,188120,general.alert5,IndustryTerm,Virtual municipal authority meeting,,burbio_events,608b819b7bb4175bd9cf441d8f67a5a5,burbio_events__608b819b7bb4175bd9cf441d8f67a5a5
(virtual; transportation; appeals),Virtual transportation appeals meeting,1,188120,general.alert5,Media,Virtual transportation appeals meeting,,burbio_events,985608a97d0d08cc048ba184cb2dd5ac,burbio_events__985608a97d0d08cc048ba184cb2dd5ac
(virtual; transportation; board),Virtual transportation board meeting,1,188120,general.alert5,IndustryTerm,Virtual transportation board meeting,,burbio_events,e54d0bb4950a972e809a8d95ebec7dbf,burbio_events__e54d0bb4950a972e809a8d95ebec7dbf
(virtual; transportation; meeting),Virtual transportation meeting,2,188120,general.alert5,ForeignMinister,Virtual transportation meeting,,burbio_events,83db6f9b37d1baab21a9c4c0e317e191,burbio_events__83db6f9b37d1baab21a9c4c0e317e191
(virtual; transportation; committee),Virtual transportation committee meeting,1,188120,general.alert5,News,Virtual transportation committee meeting,,burbio_events,79751100acd4edc902fb75c2be1ab6e2,burbio_events__79751100acd4edc902fb75c2be1ab6e2
(virtual; transportation; commission),Virtual transportation commission meeting,1,188120,general.alert5,Consulates,Virtual transportation commission meeting,,burbio_events,332ab6991cfd07d81ed5c913841210a8,burbio_events__332ab6991cfd07d81ed5c913841210a8
(virtual; transportation; authority),Virtual transportation authority meeting,1,188120,general.alert5,Media,Virtual transportation authority meeting,,burbio_events,014e27b98bede7ca7e42f7b169ea2d95,burbio_events__014e27b98bede7ca7e42f7b169ea2d95
(virtual; transportation; forum),Virtual transportation forum,1,188120,general.alert5,Organization,Virtual transportation forum,,burbio_events,16b713b7ea22bac5e357b4a658186e4c,burbio_events__16b713b7ea22bac5e357b4a658186e4c
(virtual; traffic; appeals),Virtual traffic appeals meeting,1,188120,general.alert5,Wells,Virtual traffic appeals meeting,,burbio_events,9b2d168236254f4a74f592c2d3c37952,burbio_events__9b2d168236254f4a74f592c2d3c37952
(virtual; traffic; board),Virtual traffic board meeting,1,188120,general.alert5,Legislator,Virtual traffic board meeting,,burbio_events,a197d1e8bf4752342986274e2d245b0a,burbio_events__a197d1e8bf4752342986274e2d245b0a
(virtual; traffic; meeting),Virtual traffic meeting,2,188120,general.alert5,Legislator,Virtual traffic meeting,,burbio_events,a7ff5b5c965a154899a09d425358cf23,burbio_events__a7ff5b5c965a154899a09d425358cf23
(virtual; traffic; committee),Virtual traffic committee meeting,1,188120,general.alert5,Media,Virtual traffic committee meeting,,burbio_events,843f1dc46972362a304f63b75febd26d,burbio_events__843f1dc46972362a304f63b75febd26d
(virtual; traffic; commission),Virtual traffic commission meeting,1,188120,general.alert5,Refinery,Virtual traffic commission meeting,,burbio_events,2fd9cf5632176492cdac6fcb64e509c8,burbio_events__2fd9cf5632176492cdac6fcb64e509c8
(virtual; traffic; authority),Virtual traffic authority meeting,1,188120,general.alert5,Legislator,Virtual traffic authority meeting,,burbio_events,e823c5aa13a81a4c8523108814de4743,burbio_events__e823c5aa13a81a4c8523108814de4743
(virtual; traffic; forum),Virtual traffic forum,1,188120,general.alert5,News,Virtual traffic forum,,burbio_events,0746c237e9904dc78959941f74f2d3e0,burbio_events__0746c237e9904dc78959941f74f2d3e0
(virtual; public; safety; appeals),Virtual public safety appeals meeting,1,188120,general.alert5,Exec,Virtual public safety appeals meeting,,burbio_events,310b4412be12a65d297c022c68a532b9,burbio_events__310b4412be12a65d297c022c68a532b9
(virtual; public; safety; board),Virtual public safety board meeting,1,188120,general.alert5,CompanyKeyword,Virtual public safety board meeting,,burbio_events,82f81ac9d7d4355b66f0a322377c6cf4,burbio_events__82f81ac9d7d4355b66f0a322377c6cf4
(virtual; public; safety; meeting),Virtual public safety meeting,2,188120,general.alert5,AAEntity,Virtual public safety meeting,,burbio_events,99a5b2c88f416c4b4d0f8f4748040f17,burbio_events__99a5b2c88f416c4b4d0f8f4748040f17
(virtual; public; safety; committee),Virtual public safety committee meeting,1,188120,general.alert5,Wells,Virtual public safety committee meeting,,burbio_events,2f190b8fc2e1355e94852b45c8078efd,burbio_events__2f190b8fc2e1355e94852b45c8078efd
(virtual; public; safety; commission),Virtual public safety commission meeting,1,188120,general.alert5,IndustryTerm,Virtual public safety commission meeting,,burbio_events,a6697ed1c3253468257452e61fd3ab9c,burbio_events__a6697ed1c3253468257452e61fd3ab9c
(virtual; public; safety; authority),Virtual public safety authority meeting,1,188120,general.alert5,space,Virtual public safety authority meeting,,burbio_events,459f0ee7a2deb093188d3edc2574afff,burbio_events__459f0ee7a2deb093188d3edc2574afff
(virtual; public; safety; forum),Virtual public safety forum,1,188120,general.alert5,space,Virtual public safety forum,,burbio_events,7df4bf5877a111a0be3ae57f9718d13b,burbio_events__7df4bf5877a111a0be3ae57f9718d13b
(virtual; economic; development; board),Virtual economic development board meeting,1,188120,general.alert5,ForeignMinister,Virtual economic development board meeting,,burbio_events,aade381f5542faddb5c25f1519467e56,burbio_events__aade381f5542faddb5c25f1519467e56
(virtual; economic; development; meeting),Virtual economic development meeting,2,188120,general.alert5,ForeignMinistry,Virtual economic development meeting,,burbio_events,88cfe4309fd9d9ea586e2d17f8813cbe,burbio_events__88cfe4309fd9d9ea586e2d17f8813cbe
(virtual; economic; development; committee),Virtual economic development committee meeting,1,188120,general.alert5,Wells,Virtual economic development committee meeting,,burbio_events,210a103d516d25283d6ffa30284eab59,burbio_events__210a103d516d25283d6ffa30284eab59
(virtual; economic; development; commission),Virtual economic development commission meeting,1,188120,general.alert5,CompanyKeyword,Virtual economic development commission meeting,,burbio_events,bc7f2bfb66bf216d17e66a6be5d87a2a,burbio_events__bc7f2bfb66bf216d17e66a6be5d87a2a
(virtual; economic; development; authority),Virtual economic development authority meeting,1,188120,general.alert5,Media,Virtual economic development authority meeting,,burbio_events,5cdecb92f7a0938f20599052f28a6ce3,burbio_events__5cdecb92f7a0938f20599052f28a6ce3
(virtual; economic; development; forum),Virtual economic development forum,1,188120,general.alert5,LegislativeCommittee,Virtual economic development forum,,burbio_events,533ad0b86174b4112793844565ff27ed,burbio_events__533ad0b86174b4112793844565ff27ed
(virtual; redevelopment; board),Virtual redevelopment board meeting,1,188120,general.alert5,Shipping,Virtual redevelopment board meeting,,burbio_events,66f10814ef3161a7ae85ebfe460d62f3,burbio_events__66f10814ef3161a7ae85ebfe460d62f3
(virtual; redevelopment; meeting),Virtual redevelopment meeting,2,188120,general.alert5,ForeignMinistry,Virtual redevelopment meeting,,burbio_events,b39f181be0baae52d36ce7790437862a,burbio_events__b39f181be0baae52d36ce7790437862a
(virtual; redevelopment; committee),Virtual redevelopment committee meeting,1,188120,general.alert5,Diplomat,Virtual redevelopment committee meeting,,burbio_events,fe1f11d4555d6b50fe30a49ad2ceb72f,burbio_events__fe1f11d4555d6b50fe30a49ad2ceb72f
(virtual; redevelopment; commission),Virtual redevelopment commission meeting,1,188120,general.alert5,DiplomaticFacilities,Virtual redevelopment commission meeting,,burbio_events,51776cfdb382d204c93640dd91640e95,burbio_events__51776cfdb382d204c93640dd91640e95
(virtual; redevelopment; authority),Virtual redevelopment authority meeting,1,188120,general.alert5,CompanyKeyword,Virtual redevelopment authority meeting,,burbio_events,c82b452da2cbd91d1f066ffd621ae9fb,burbio_events__c82b452da2cbd91d1f066ffd621ae9fb
(virtual; redevelopment; forum),Virtual redevelopment forum,1,188120,general.alert5,FTO,Virtual redevelopment forum,,burbio_events,746875790fdc4d2364127040d797df06,burbio_events__746875790fdc4d2364127040d797df06
(virtual; municipal; court),Virtual municipal court session,1,188120,general.alert5,Refinery,Virtual municipal court session,,burbio_events,242e91ca2ca5a7628f7df87115a33c36,burbio_events__242e91ca2ca5a7628f7df87115a33c36
(virtual; advisory; board),Virtual advisory board meeting,1,188120,general.alert5,Organization,Virtual advisory board meeting,,burbio_events,86288a609f027b85cb5e400646aa5e30,burbio_events__86288a609f027b85cb5e400646aa5e30
(virtual; advisory; meeting),Virtual advisory meeting,2,188120,general.alert5,ForeignMinistry,Virtual advisory meeting,,burbio_events,82174ef008268627439398959e658d2d,burbio_events__82174ef008268627439398959e658d2d
(virtual; advisory; committee),Virtual advisory committee meeting,1,188120,general.alert5,AAEntity,Virtual advisory committee meeting,,burbio_events,16ab903c0718c0ef5098f649eabbf33a,burbio_events__16ab903c0718c0ef5098f649eabbf33a
(virtual; advisory; commission),Virtual advisory commission meeting,1,188120,general.alert5,Shipping,Virtual advisory commission meeting,,burbio_events,3951930a5cc02370f63c2747a77e41bd,burbio_events__3951930a5cc02370f63c2747a77e41bd
(virtual; advisory; authority),Virtual advisory authority meeting,1,188120,general.alert5,Consulates,Virtual advisory authority meeting,,burbio_events,729d75462d11e53fe9b7e5a70ab69436,burbio_events__729d75462d11e53fe9b7e5a70ab69436
(virtual; advisory; forum),Virtual advisory forum,1,188120,general.alert5,Refinery,Virtual advisory forum,,burbio_events,54d214bd41ccc55c134f52cf7b2b574d,burbio_events__54d214bd41ccc55c134f52cf7b2b574d
(virtual; meeting),Virtual meeting,5,,general.alert5,Person,Virtual meeting,,burbio_events,471ea1316aee7a6dc822d300efd2dd01,burbio_events__471ea1316aee7a6dc822d300efd2dd01
(virtual; law; board),Virtual law board meeting,1,188120,general.alert5,LegislativeCommittee,Virtual law board meeting,,burbio_events,8b86ceb8abebc4ce5c12c0701682715a,burbio_events__8b86ceb8abebc4ce5c12c0701682715a
(virtual; law; meeting),Virtual law meeting,2,188120,general.alert5,IndustryTerm,Virtual law meeting,,burbio_events,5429eea4528b3d7e74faf67252d1474e,burbio_events__5429eea4528b3d7e74faf67252d1474e
(virtual; law; committee),Virtual law committee meeting,1,188120,general.alert5,IndustryTerm,Virtual law committee meeting,,burbio_events,9ec765b254407a2b46dd9e874e80a530,burbio_events__9ec765b254407a2b46dd9e874e80a530
(virtual; law; commission),Virtual law commission meeting,1,188120,general.alert5,Person,Virtual law commission meeting,,burbio_events,33651c62a70c3925b30a3f22fb155478,burbio_events__33651c62a70c3925b30a3f22fb155478
(virtual; law; authority),Virtual law authority meeting,1,188120,general.alert5,ForeignMinister,Virtual law authority meeting,,burbio_events,3df0a766d30bc5efa777ddf50f875915,burbio_events__3df0a766d30bc5efa777ddf50f875915
(virtual; law; forum),Virtual law forum,1,188120,general.alert5,ForeignMinistry,Virtual law forum,,burbio_events,84e156729b84034bf905db5972512e40,burbio_events__84e156729b84034bf905db5972512e40
(virtual; housing; board),Virtual housing board meeting,1,188120,general.alert5,Pipeline,Virtual housing board meeting,,burbio_events,35e0887848df618d5260c253f5b3ee79,burbio_events__35e0887848df618d5260c253f5b3ee79
(virtual; housing; meeting),Virtual housing meeting,2,188120,general.alert5,Organization,Virtual housing meeting,,burbio_events,6812d4a3979a36bb0844fd73fabcd22d,burbio_events__6812d4a3979a36bb0844fd73fabcd22d
(virtual; housing; committee),Virtual housing committee meeting,1,188120,general.alert5,Refinery,Virtual housing committee meeting,,burbio_events,7247e5850d0ff143e863d137da6e48e1,burbio_events__7247e5850d0ff143e863d137da6e48e1
(virtual; housing; commission),Virtual housing commission meeting,1,188120,general.alert5,CompanyKeyword,Virtual housing commission meeting,,burbio_events,96127ad7136b40b542c0bed2f3ff9bdb,burbio_events__96127ad7136b40b542c0bed2f3ff9bdb
(virtual; housing; authority),Virtual housing authority meeting,1,188120,general.alert5,Pipeline,Virtual housing authority meeting,,burbio_events,747ccf9af4dd349924d5d83631efd97e,burbio_events__747ccf9af4dd349924d5d83631efd97e
(virtual; housing; forum),Virtual housing forum,1,188120,general.alert5,ForeignMinistry,Virtual housing forum,,burbio_events,57727275af177ac3ebe8cb0028329b93,burbio_events__57727275af177ac3ebe8cb0028329b93
(virtual; executive; board),Virtual executive board meeting,1,188120,general.alert5,Refinery,Virtual executive board meeting,,burbio_events,c503b8336fc0a5ecdfe15f58986428a1,burbio_events__c503b8336fc0a5ecdfe15f58986428a1
(virtual; executive; meeting),Virtual executive meeting,2,188120,general.alert5,ForeignMinister,Virtual executive meeting,,burbio_events,911d4c3a9efd9f1d83f0f23c9e2bcd37,burbio_events__911d4c3a9efd9f1d83f0f23c9e2bcd37
(virtual; executive; committee),Virtual executive committee meeting,1,188120,general.alert5,Legislator,Virtual executive committee meeting,,burbio_events,44e8f6b539b07dabf32d361d754d6f34,burbio_events__44e8f6b539b07dabf32d361d754d6f34
(virtual; executive; commission),Virtual executive commission meeting,1,188120,general.alert5,Wells,Virtual executive commission meeting,,burbio_events,753181cf4a77d10aa4969d29a4e918eb,burbio_events__753181cf4a77d10aa4969d29a4e918eb
(virtual; executive; authority),Virtual executive authority meeting,1,188120,general.alert5,Consulates,Virtual executive authority meeting,,burbio_events,527b218cbe74f4b6ba75464c8061a452,burbio_events__527b218cbe74f4b6ba75464c8061a452
(virtual; executive; forum),Virtual executive forum,1,188120,general.alert5,DiplomaticFacilities,Virtual executive forum,,burbio_events,923a02ad8f752b5c38d30faa95335ee4,burbio_events__923a02ad8f752b5c38d30faa95335ee4
(virtual; election; board),Virtual election board meeting,1,188120,general.alert5,News,Virtual election board meeting,,burbio_events,500d7d80008ed9f905667159fb46f774,burbio_events__500d7d80008ed9f905667159fb46f774
(virtual; election; meeting),Virtual election meeting,2,188120,general.alert5,AAEntity,Virtual election meeting,,burbio_events,9b1b8f6c25a4c54a41bb0f9a78e29a4a,burbio_events__9b1b8f6c25a4c54a41bb0f9a78e29a4a
(virtual; election; committee),Virtual election committee meeting,1,188120,general.alert5,ForeignMinister,Virtual election committee meeting,,burbio_events,bc2f766226adc7999fd24cb15886c2ce,burbio_events__bc2f766226adc7999fd24cb15886c2ce
(virtual; election; commission),Virtual election commission meeting,1,188120,general.alert5,Legislator,Virtual election commission meeting,,burbio_events,a2a2bccb9660d1d737cfda601949a9ff,burbio_events__a2a2bccb9660d1d737cfda601949a9ff
(virtual; election; authority),Virtual election authority meeting,1,188120,general.alert5,AAEntity,Virtual election authority meeting,,burbio_events,e706eb667125a3e0745a2640b9234d6b,burbio_events__e706eb667125a3e0745a2640b9234d6b
(virtual; election; forum),Virtual election forum,1,188120,general.alert5,ForeignMinister,Virtual election forum,,burbio_events,769ecdb3f96ec90f22da30a7503e48b0,burbio_events__769ecdb3f96ec90f22da30a7503e48b0
(virtual; environmental; board),Virtual environmental board meeting,1,188120,general.alert5,DiplomaticFacilities,Virtual environmental board meeting,,burbio_events,f7938e6a5a4da4ce979bd3e49c50f2c4,burbio_events__f7938e6a5a4da4ce979bd3e49c50f2c4
(virtual; environmental; meeting),Virtual environmental meeting,2,188120,general.alert5,LegislativeCommittee,Virtual environmental meeting,,burbio_events,72fc63ae988b12b098967260ab238adb,burbio_events__72fc63ae988b12b098967260ab238adb
(virtual; environmental; committee),Virtual environmental committee meeting,1,188120,general.alert5,CompanyKeyword,Virtual environmental committee meeting,,burbio_events,79939e479594717288fe836b3985df42,burbio_events__79939e479594717288fe836b3985df42
(virtual; environmental; commission),Virtual environmental commission meeting,1,188120,general.alert5,Diplomat,Virtual environmental commission meeting,,burbio_events,b1a4510b6de14294432bdfd811ba7e57,burbio_events__b1a4510b6de14294432bdfd811ba7e57
(virtual; environmental; authority),Virtual environmental authority meeting,1,188120,general.alert5,Keyphrase,Virtual environmental authority meeting,,burbio_events,262c70267d45940b73a09046fad21a53,burbio_events__262c70267d45940b73a09046fad21a53
(virtual; environmental; forum),Virtual environmental forum,1,188120,general.alert5,IndustryTerm,Virtual environmental forum,,burbio_events,e9b2f0a619419e69c4c28bc66ed1727e,burbio_events__e9b2f0a619419e69c4c28bc66ed1727e
(virtual; user; board),Virtual user board meeting,1,188120,general.alert5,AAEntity,Virtual user board meeting,,burbio_events,8ab2a79affbbf68baa1add800f04b226,burbio_events__8ab2a79affbbf68baa1add800f04b226
(virtual; user; meeting),Virtual user meeting,2,188120,general.alert5,Organization,Virtual user meeting,,burbio_events,3f211c21c97ea736e12ea977e2e17c05,burbio_events__3f211c21c97ea736e12ea977e2e17c05
(virtual; user; committee),Virtual user committee meeting,1,188120,general.alert5,Diplomat,Virtual user committee meeting,,burbio_events,8982f2ce6605ea93ba2d4717b2d690d0,burbio_events__8982f2ce6605ea93ba2d4717b2d690d0
(virtual; user; commission),Virtual user commission meeting,1,188120,general.alert5,Person,Virtual user commission meeting,,burbio_events,37f19fc420346045851443cc1f504d52,burbio_events__37f19fc420346045851443cc1f504d52
(virtual; user; authority),Virtual user authority meeting,1,188120,general.alert5,Consulates,Virtual user authority meeting,,burbio_events,d5473fa97deb69f7eea98075f33c2ebf,burbio_events__d5473fa97deb69f7eea98075f33c2ebf
(virtual; user; forum),Virtual user forum,1,188120,general.alert5,Consulates,Virtual user forum,,burbio_events,8b41e4b50fbf869162cb4cd0d7c4f7ae,burbio_events__8b41e4b50fbf869162cb4cd0d7c4f7ae
(virtual; ambulance; board),Virtual ambulance board meeting,1,188120,general.alert5,DiplomaticFacilities,Virtual ambulance board meeting,,burbio_events,b332b43371b724b1b49d7018685ff293,burbio_events__b332b43371b724b1b49d7018685ff293
(virtual; ambulance; meeting),Virtual ambulance meeting,2,188120,general.alert5,IndustryTerm,Virtual ambulance meeting,,burbio_events,2cc3b5c62cfe4e0eb76c58c7acd67c71,burbio_events__2cc3b5c62cfe4e0eb76c58c7acd67c71
(virtual; ambulance; committee),Virtual ambulance committee meeting,1,188120,general.alert5,News,Virtual ambulance committee meeting,,burbio_events,67e4e9d0cefe50c0da785ea58c9777da,burbio_events__67e4e9d0cefe50c0da785ea58c9777da
(virtual; ambulance; commission),Virtual ambulance commission meeting,1,188120,general.alert5,Refinery,Virtual ambulance commission meeting,,burbio_events,06bebf9d0dba64ffbf00f4b01a58c200,burbio_events__06bebf9d0dba64ffbf00f4b01a58c200
(virtual; ambulance; authority),Virtual ambulance authority meeting,1,188120,general.alert5,IndustryTerm,Virtual ambulance authority meeting,,burbio_events,2786017bef21e73768f82a6cb61796e1,burbio_events__2786017bef21e73768f82a6cb61796e1
(virtual; ambulance; forum),Virtual ambulance forum,1,188120,general.alert5,FTO,Virtual ambulance forum,,burbio_events,925c39ec85ddcd8db45c34467eef4a0f,burbio_events__925c39ec85ddcd8db45c34467eef4a0f
(virtual; police; board),Virtual police board meeting,1,188120,general.alert5,AAEntity,Virtual police board meeting,,burbio_events,c48af922ffe99ddd9b5db6045224f440,burbio_events__c48af922ffe99ddd9b5db6045224f440
(virtual; police; meeting),Virtual police meeting,2,188120,general.alert5,DiplomaticFacilities,Virtual police meeting,,burbio_events,aa54371f823b26c84a2e017058c89613,burbio_events__aa54371f823b26c84a2e017058c89613
(virtual; police; committee),Virtual police committee meeting,1,188120,general.alert5,Media,Virtual police committee meeting,,burbio_events,5a12c9ff6ad01435780435f63653ced9,burbio_events__5a12c9ff6ad01435780435f63653ced9
(virtual; police; commission),Virtual police commission meeting,1,188120,general.alert5,Refinery,Virtual police commission meeting,,burbio_events,c3c9bf92b7d3be942a8af2d46cedb9e8,burbio_events__c3c9bf92b7d3be942a8af2d46cedb9e8
(virtual; police; authority),Virtual police authority meeting,1,188120,general.alert5,ForeignMinister,Virtual police authority meeting,,burbio_events,f7c155c855eb2d1f928659b66e9b0d49,burbio_events__f7c155c855eb2d1f928659b66e9b0d49
(virtual; police; forum),Virtual police forum,1,188120,general.alert5,space,Virtual police forum,,burbio_events,96ff2a5c3a8b3f9c66e6a7fbaca47706,burbio_events__96ff2a5c3a8b3f9c66e6a7fbaca47706
(virtual; Fire; department; board),Virtual fire department board meeting,1,188120,general.alert5,Organization,Virtual fire department board meeting,,burbio_events,6160bfd5b592bc6ff6c526dce62b31a8,burbio_events__6160bfd5b592bc6ff6c526dce62b31a8
(virtual; Fire; department; meeting),Virtual fire department meeting,2,188120,general.alert5,DiplomaticFacilities,Virtual fire department meeting,,burbio_events,085009d24e868d61f0711968518cf5f8,burbio_events__085009d24e868d61f0711968518cf5f8
(virtual; Fire; department; committee),Virtual fire department committee meeting,1,188120,general.alert5,Person,Virtual fire department committee meeting,,burbio_events,377f137cb5488bbf47316740f2ebcc6e,burbio_events__377f137cb5488bbf47316740f2ebcc6e
(virtual; Fire; department; commission),Virtual fire department commission meeting,1,188120,general.alert5,LegislativeCommittee,Virtual fire department commission meeting,,burbio_events,aa3c48a71cc37519a7419a49f0dee66d,burbio_events__aa3c48a71cc37519a7419a49f0dee66d
(virtual; Fire; department; authority),Virtual fire department authority meeting,1,188120,general.alert5,Consulates,Virtual fire department authority meeting,,burbio_events,64c01b5680fd7f13c1a6ee623e6bc2db,burbio_events__64c01b5680fd7f13c1a6ee623e6bc2db
(virtual; Fire; department; forum),Virtual fire department forum,1,188120,general.alert5,Keyphrase,Virtual fire department forum,,burbio_events,75f503cf756ed66ba4c23338a4945ca2,burbio_events__75f503cf756ed66ba4c23338a4945ca2
(virtual; school; board),Virtual school board meeting,1,188120,general.alert5,Refinery,Virtual school board meeting,,burbio_events,af955da95f0dfac2d6368b734bdefb42,burbio_events__af955da95f0dfac2d6368b734bdefb42
(virtual; school; meeting),Virtual school meeting,2,188120,general.alert5,Wells,Virtual school meeting,,burbio_events,6aca22774879d5f8c0a27ecffd951414,burbio_events__6aca22774879d5f8c0a27ecffd951414
(virtual; school; committee),Virtual school committee meeting,1,188120,general.alert5,Person,Virtual school committee meeting,,burbio_events,ba89f066763e4045ae843e4ad3303a90,burbio_events__ba89f066763e4045ae843e4ad3303a90
(virtual; school; commission),Virtual school commission meeting,1,188120,general.alert5,Wells,Virtual school commission meeting,,burbio_events,3ff27eb7a5b7deb01d33d825b2e199be,burbio_events__3ff27eb7a5b7deb01d33d825b2e199be
(virtual; school; authority),Virtual school authority meeting,1,188120,general.alert5,Legislator,Virtual school authority meeting,,burbio_events,675b1642a8a3d78537c41b0a3a5a30d8,burbio_events__675b1642a8a3d78537c41b0a3a5a30d8
(virtual; school; forum),Virtual school forum,1,188120,general.alert5,Shipping,Virtual school forum,,burbio_events,d9d605e8476428afd3bf47b272c330fc,burbio_events__d9d605e8476428afd3bf47b272c330fc
(virtual; anniversary; board),Virtual anniversary board meeting,1,188120,general.alert5,space,Virtual anniversary board meeting,,burbio_events,61618ba696b5906a9ed8edb05bc9cf9f,burbio_events__61618ba696b5906a9ed8edb05bc9cf9f
(virtual; anniversary; meeting),Virtual anniversary meeting,2,188120,general.alert5,Pipeline,Virtual anniversary meeting,,burbio_events,6427a95a3177dfda34eac29269b1b11c,burbio_events__6427a95a3177dfda34eac29269b1b11c
(virtual; anniversary; committee),Virtual anniversary committee meeting,1,188120,general.alert5,Person,Virtual anniversary committee meeting,,burbio_events,3cca10caa4491e25db458d226f25dd0d,burbio_events__3cca10caa4491e25db458d226f25dd0d
(virtual; anniversary; commission),Virtual anniversary commission meeting,1,188120,general.alert5,CompanyKeyword,Virtual anniversary commission meeting,,burbio_events,44b75371e616795cca08baf50fa32523,burbio_events__44b75371e616795cca08baf50fa32523
(virtual; anniversary; authority),Virtual anniversary authority meeting,1,188120,general.alert5,Media,Virtual anniversary authority meeting,,burbio_events,927932c397b8663c9be5dec9fe14b1d9,burbio_events__927932c397b8663c9be5dec9fe14b1d9
(virtual; anniversary; forum),Virtual anniversary forum,1,188120,general.alert5,FTO,Virtual anniversary forum,,burbio_events,bedd8cd955328af1002673d54b6e0e6f,burbio_events__bedd8cd955328af1002673d54b6e0e6f
(virtual; parks; recreation; board),Virtual parks and recreation board meeting,1,188120,general.alert5,Keyphrase,Virtual parks and recreation board meeting,,burbio_events,2b7d6937fffb819830769d78eb9eda02,burbio_events__2b7d6937fffb819830769d78eb9eda02
(virtual; parks; recreation; meeting),Virtual parks and recreation meeting,2,188120,general.alert5,Keyphrase,Virtual parks and recreation meeting,,burbio_events,e2bc121bf1219c87b4e9daa7e3be179b,burbio_events__e2bc121bf1219c87b4e9daa7e3be179b
(virtual; parks; recreation; committee),Virtual parks and recreation committee meeting,1,188120,general.alert5,Keyphrase,Virtual parks and recreation committee meeting,,burbio_events,e9a6a6367e019990448fa7d8e37047bf,burbio_events__e9a6a6367e019990448fa7d8e37047bf
(virtual; parks; recreation; commission),Virtual parks and recreation commission meeting,1,188120,general.alert5,FTO,Virtual parks and recreation commission meeting,,burbio_events,974c8df8c73c154f1a26789cc96c67c1,burbio_events__974c8df8c73c154f1a26789cc96c67c1
(virtual; parks; recreation; authority),Virtual parks and recreation authority meeting,1,188120,general.alert5,Legislator,Virtual parks and recreation authority meeting,,burbio_events,514d144e5ba1d6c0b0c249fa5a17d96c,burbio_events__514d144e5ba1d6c0b0c249fa5a17d96c
(virtual; parks; recreation; forum),Virtual parks and recreation forum,1,188120,general.alert5,Diplomat,Virtual parks and recreation forum,,burbio_events,4ed7fba0d6c2beedd209d16dcffeb2ae,burbio_events__4ed7fba0d6c2beedd209d16dcffeb2ae
(virtual; building; board),Virtual building board meeting,1,188120,general.alert5,DiplomaticFacilities,Virtual building board meeting,,burbio_events,04fab1ddd11029af75043bb9aefbfef3,burbio_events__04fab1ddd11029af75043bb9aefbfef3
(virtual; building; meeting),Virtual building meeting,2,188120,general.alert5,ForeignMinistry,Virtual building meeting,,burbio_events,6d7005f50d8e1fa88ffbd7c682a3e48d,burbio_events__6d7005f50d8e1fa88ffbd7c682a3e48d
(virtual; building; committee),Virtual building committee meeting,1,188120,general.alert5,Media,Virtual building committee meeting,,burbio_events,d26cde91d5a71f9c3cf9c0ff4ac7416f,burbio_events__d26cde91d5a71f9c3cf9c0ff4ac7416f
(virtual; building; commission),Virtual building commission meeting,1,188120,general.alert5,Legislator,Virtual building commission meeting,,burbio_events,544041bafc43355045b8186f8fbc3792,burbio_events__544041bafc43355045b8186f8fbc3792
(virtual; building; authority),Virtual building authority meeting,1,188120,general.alert5,space,Virtual building authority meeting,,burbio_events,6312743744708487d2b14c7b19343ef4,burbio_events__6312743744708487d2b14c7b19343ef4
(virtual; building; forum),Virtual building forum,1,188120,general.alert5,Refinery,Virtual building forum,,burbio_events,5ed4a3e4021c71645858f888de22cd50,burbio_events__5ed4a3e4021c71645858f888de22cd50
(virtual; ordinance; board),Virtual ordinance board meeting,1,188120,general.alert5,Shipping,Virtual ordinance board meeting,,burbio_events,59631f082d7e9d67ac9a9f020a9516b8,burbio_events__59631f082d7e9d67ac9a9f020a9516b8
(virtual; ordinance; meeting),Virtual ordinance meeting,2,188120,general.alert5,Organization,Virtual ordinance meeting,,burbio_events,eaafc80f109ef46782e86c4fde0785d8,burbio_events__eaafc80f109ef46782e86c4fde0785d8
(virtual; ordinance; committee),Virtual ordinance committee meeting,1,188120,general.alert5,Refinery,Virtual ordinance committee meeting,,burbio_events,7c29ea8deb0bd1bbaa6f453762dbf965,burbio_events__7c29ea8deb0bd1bbaa6f453762dbf965
(virtual; ordinance; commission),Virtual ordinance commission meeting,1,188120,general.alert5,FTO,Virtual ordinance commission meeting,,burbio_events,68da68b21a38ebcd8b5336460d146b6a,burbio_events__68da68b21a38ebcd8b5336460d146b6a
