handle,caption_name,location_lower,include_groups,entity_type,location,lat,long,exclude_groups,,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
guinea7com,Guinean news outlet Guinee 7,guinea,agriculture minister;agriculture ministry,hnmn,Guinea,9.945587,-9.696645,,,Hnmn,Guinean news outlet Guinee 7,,dgm_agr_mentioner_entities,d55f5297441cc4809bd1efcab236b2e6,dgm_agr_mentioner_entities__d55f5297441cc4809bd1efcab236b2e6
guineenews,Guinean news outlet Guinee News,guinea,agriculture minister;agriculture ministry,hnmn,Guinea,9.945587,-9.696645,,,Hnmn,Guinean news outlet Guinee News,,dgm_agr_mentioner_entities,38094acbcdcd351561da402465954ac8,dgm_agr_mentioner_entities__38094acbcdcd351561da402465954ac8
mediaguinee,Guinean news outlet Media Guinee,guinea,agriculture minister;agriculture ministry,hnmn,Guinea,9.945587,-9.696645,,,Hnmn,Guinean news outlet Media Guinee,,dgm_agr_mentioner_entities,ba1c74bf35ab5b6eed48cd573d78198a,dgm_agr_mentioner_entities__ba1c74bf35ab5b6eed48cd573d78198a
odemocratagb,Bissau-Guinean news outlet O Democrata,guinea-bissau,agriculture minister;agriculture ministry,hnmn,Guinea-Bissau,11.803749,-15.180413,,,Hnmn,Bissau-Guinean news outlet O Democrata,,dgm_agr_mentioner_entities,098480149947ca73b2141ef40b158452,dgm_agr_mentioner_entities__098480149947ca73b2141ef40b158452
demwaves,Guyanese news outlet Demerara Waves News,guyana,agriculture minister;agriculture ministry,hnmn,Guyana,4.860416,-58.93018,,,Hnmn,Guyanese news outlet Demerara Waves News,,dgm_agr_mentioner_entities,84cadc741a093a13d36ada64c2893563,dgm_agr_mentioner_entities__84cadc741a093a13d36ada64c2893563
gychronicle,Guyanese news outlet Guyana Chronicle,guyana,agriculture minister;agriculture ministry,hnmn,Guyana,4.860416,-58.93018,,,Hnmn,Guyanese news outlet Guyana Chronicle,,dgm_agr_mentioner_entities,f6c1a9638c0fea06245aaaedb0236478,dgm_agr_mentioner_entities__f6c1a9638c0fea06245aaaedb0236478
inewsguyana,Guyanese news outlet iNews Guyana,guyana,agriculture minister;agriculture ministry,hnmn,Guyana,4.860416,-58.93018,,,Hnmn,Guyanese news outlet iNews Guyana,,dgm_agr_mentioner_entities,1fc642411226ee6f62209a81d8444d9b,dgm_agr_mentioner_entities__1fc642411226ee6f62209a81d8444d9b
stabroeknews,Guyanese news outlet Stabroek News,guyana,agriculture minister;agriculture ministry,hnmn,Guyana,4.860416,-58.93018,,,Hnmn,Guyanese news outlet Stabroek News,,dgm_agr_mentioner_entities,6be9fbe7e8dcb27c6077e81c49d5021c,dgm_agr_mentioner_entities__6be9fbe7e8dcb27c6077e81c49d5021c
alterpresse,Haitian news outlet Alter Presse,haiti,agriculture minister;agriculture ministry,hnmn,Haiti,18.971187,-72.285215,,,Hnmn,Haitian news outlet Alter Presse,,dgm_agr_mentioner_entities,1a89e917260492b43f6b3a6148540d23,dgm_agr_mentioner_entities__1a89e917260492b43f6b3a6148540d23
hpnhaiti,Haitian news outlet Haiti Press Network,haiti,agriculture minister;agriculture ministry,hnmn,Haiti,18.971187,-72.285215,,,Hnmn,Haitian news outlet Haiti Press Network,,dgm_agr_mentioner_entities,c9cf0ea931fee77ba64071cdd03bf44b,dgm_agr_mentioner_entities__c9cf0ea931fee77ba64071cdd03bf44b
haiti24_,Haitian news outlet Haiti24,haiti,agriculture minister;agriculture ministry,hnmn,Haiti,18.971187,-72.285215,,,Hnmn,Haitian news outlet Haiti24,,dgm_agr_mentioner_entities,ff4f971810c4e24fbf81ff03a405ed04,dgm_agr_mentioner_entities__ff4f971810c4e24fbf81ff03a405ed04
maradiofm,Haitian news outlet Radio RFM 104.9,haiti,agriculture minister;agriculture ministry,hnmn,Haiti,18.971187,-72.285215,,,Hnmn,Haitian news outlet Radio RFM 104.9,,dgm_agr_mentioner_entities,f37de931054e869307b0db5170f48374,dgm_agr_mentioner_entities__f37de931054e869307b0db5170f48374
vantbefinfo,Haitian news outlet Vant Bef Info,haiti,agriculture minister;agriculture ministry,hnmn,Haiti,18.971187,-72.285215,,,Hnmn,Haitian news outlet Vant Bef Info,,dgm_agr_mentioner_entities,10b4fa9bdaed705dbdada262aa6b9360,dgm_agr_mentioner_entities__10b4fa9bdaed705dbdada262aa6b9360
canal6honduras,Honduran news outlet Canal6Honduras,honduras,agriculture minister;agriculture ministry,hnmn,Honduras,15.199999,-86.241905,,,Hnmn,Honduran news outlet Canal6Honduras,,dgm_agr_mentioner_entities,f69fd73b0d13c25607d37c7bfd77ac7a,dgm_agr_mentioner_entities__f69fd73b0d13c25607d37c7bfd77ac7a
hchtelevdigital,Honduran news outlet HCH Digital Television,honduras,agriculture minister;agriculture ministry,hnmn,Honduras,15.199999,-86.241905,,,Hnmn,Honduran news outlet HCH Digital Television,,dgm_agr_mentioner_entities,e55f5abc32d19c1694bfb33adc788d6a,dgm_agr_mentioner_entities__e55f5abc32d19c1694bfb33adc788d6a
hondurasrosales,Honduran news outlet Honduras Rosales,honduras,agriculture minister;agriculture ministry,hnmn,Honduras,15.199999,-86.241905,,,Hnmn,Honduran news outlet Honduras Rosales,,dgm_agr_mentioner_entities,2e80c7980bd8280cafe40b322b131e86,dgm_agr_mentioner_entities__2e80c7980bd8280cafe40b322b131e86
hoymismotsi,Honduran news outlet Noticieros Hoy Mismo,honduras,agriculture minister;agriculture ministry,hnmn,Honduras,15.199999,-86.241905,,,Hnmn,Honduran news outlet Noticieros Hoy Mismo,,dgm_agr_mentioner_entities,a1d27408b6a17f4254847acd24e251ef,dgm_agr_mentioner_entities__a1d27408b6a17f4254847acd24e251ef
qhubotvoficial,Honduran news outlet Q'hubo TV,honduras,agriculture minister;agriculture ministry,hnmn,Honduras,15.199999,-86.241905,,,Hnmn,Honduran news outlet Q'hubo TV,,dgm_agr_mentioner_entities,f4a97991183978d62276741bfd6d826e,dgm_agr_mentioner_entities__f4a97991183978d62276741bfd6d826e
appledaily_hk,Hong Kong news outlet Apple Daily Hong Kong,hong kong,agriculture minister;agriculture ministry,hnmn,Hong Kong,22.3193039,114.1693611,,,Hnmn,Hong Kong news outlet Apple Daily Hong Kong,,dgm_agr_mentioner_entities,33247f0bfe2d090c77b1fc30d952ff43,dgm_agr_mentioner_entities__33247f0bfe2d090c77b1fc30d952ff43
hkfp,Hong Kong news outlet Hong Kong Free Press,hong kong,agriculture minister;agriculture ministry,hnmn,Hong Kong,22.3193039,114.1693611,,,Hnmn,Hong Kong news outlet Hong Kong Free Press,,dgm_agr_mentioner_entities,cf37579965d1346ecbfd0b48a2f4130a,dgm_agr_mentioner_entities__cf37579965d1346ecbfd0b48a2f4130a
rthk_enews,Hong Kong news outlet RTHK News,hong kong,agriculture minister;agriculture ministry,hnmn,Hong Kong,22.3193039,114.1693611,,,Hnmn,Hong Kong news outlet RTHK News,,dgm_agr_mentioner_entities,279f03d408d94e64499e047d0633b3de,dgm_agr_mentioner_entities__279f03d408d94e64499e047d0633b3de
scmphongkong,Hong Kong news outlet South China Morning Post Hong Kong,hong kong,agriculture minister;agriculture ministry,hnmn,Hong Kong,22.3193039,114.1693611,,,Hnmn,Hong Kong news outlet South China Morning Post Hong Kong,,dgm_agr_mentioner_entities,6a2915c46ca272f40e7d33d1860ed7d0,dgm_agr_mentioner_entities__6a2915c46ca272f40e7d33d1860ed7d0
standnewshk,Hong Kong news outlet Stand News,hong kong,agriculture minister;agriculture ministry,hnmn,Hong Kong,22.3193039,114.1693611,,,Hnmn,Hong Kong news outlet Stand News,,dgm_agr_mentioner_entities,cd564ee2d33e61ab1cdfb30075c1d1c7,dgm_agr_mentioner_entities__cd564ee2d33e61ab1cdfb30075c1d1c7
dailynews,Hungarian news outlet Daily News Hungary,hungary,agriculture minister;agriculture ministry,hnmn,Hungary,47.162494,19.5033041,,,Hnmn,Hungarian news outlet Daily News Hungary,,dgm_agr_mentioner_entities,59b6c5c27320ab4881ce9a3ff16568bb,dgm_agr_mentioner_entities__59b6c5c27320ab4881ce9a3ff16568bb
hvg_hu,Hungarian news outlet HVG,hungary,agriculture minister;agriculture ministry,hnmn,Hungary,47.162494,19.5033041,,,Hnmn,Hungarian news outlet HVG,,dgm_agr_mentioner_entities,19fe83a42561dcbc34458cd57b09d596,dgm_agr_mentioner_entities__19fe83a42561dcbc34458cd57b09d596
hungarytoday,Hungarian news outlet Hungary Today,hungary,agriculture minister;agriculture ministry,hnmn,Hungary,47.162494,19.5033041,,,Hnmn,Hungarian news outlet Hungary Today,,dgm_agr_mentioner_entities,90d3611344da9f8f72104800d0f65baa,dgm_agr_mentioner_entities__90d3611344da9f8f72104800d0f65baa
indexhu,Hungarian news outlet Index Hungary,hungary,agriculture minister;agriculture ministry,hnmn,Hungary,47.162494,19.5033041,,,Hnmn,Hungarian news outlet Index Hungary,,dgm_agr_mentioner_entities,8d7a6d94a07f15faa4cb953c071988fb,dgm_agr_mentioner_entities__8d7a6d94a07f15faa4cb953c071988fb
magyarnemzeton,Hungarian news outlet Magyar Nemzet,hungary,agriculture minister;agriculture ministry,hnmn,Hungary,47.162494,19.5033041,,,Hnmn,Hungarian news outlet Magyar Nemzet,,dgm_agr_mentioner_entities,1517079936980cd5d2bb6b019a238895,dgm_agr_mentioner_entities__1517079936980cd5d2bb6b019a238895
icenews,Icelandic news outlet Ice News,iceland,agriculture minister;agriculture ministry,hnmn,Iceland,64.963051,-19.020835,,,Hnmn,Icelandic news outlet Ice News,,dgm_agr_mentioner_entities,4d1ab295d1d38104e067d5f51c3bbde0,dgm_agr_mentioner_entities__4d1ab295d1d38104e067d5f51c3bbde0
icelandmontiro,Icelandic news outlet IcelandMonitor,iceland,agriculture minister;agriculture ministry,hnmn,Iceland,64.963051,-19.020835,,,Hnmn,Icelandic news outlet IcelandMonitor,,dgm_agr_mentioner_entities,954b87c19eb0ee8f20a2d23ba163c720,dgm_agr_mentioner_entities__954b87c19eb0ee8f20a2d23ba163c720
rvkgrapevine,Icelandic news outlet Reykjavik Grapevine,iceland,agriculture minister;agriculture ministry,hnmn,Iceland,64.963051,-19.020835,,,Hnmn,Icelandic news outlet Reykjavik Grapevine,,dgm_agr_mentioner_entities,2cc2f220936d69f631b7bb3a9a88afaa,dgm_agr_mentioner_entities__2cc2f220936d69f631b7bb3a9a88afaa
vidskiptabladid,Icelandic news outlet Vidskiptadladid,iceland,agriculture minister;agriculture ministry,hnmn,Iceland,64.963051,-19.020835,,,Hnmn,Icelandic news outlet Vidskiptadladid,,dgm_agr_mentioner_entities,2e9c76b8d54b3263b20582c6680a3628,dgm_agr_mentioner_entities__2e9c76b8d54b3263b20582c6680a3628
ani,Indian news outlet ANI,india,agriculture minister;agriculture ministry,hnmn,India,20.593684,78.96288,,,Hnmn,Indian news outlet ANI,,dgm_agr_mentioner_entities,7b64c3c669a71178f644e8dcc792450b,dgm_agr_mentioner_entities__7b64c3c669a71178f644e8dcc792450b
indiatoday,Indian news outlet India Today,india,agriculture minister;agriculture ministry,hnmn,India,20.593684,78.96288,,,Hnmn,Indian news outlet India Today,,dgm_agr_mentioner_entities,5e26cd58c62c1b7473ffb1fd4f606e85,dgm_agr_mentioner_entities__5e26cd58c62c1b7473ffb1fd4f606e85
ndtv,Indian news outlet NDTV,india,agriculture minister;agriculture ministry,hnmn,India,20.593684,78.96288,,,Hnmn,Indian news outlet NDTV,,dgm_agr_mentioner_entities,38bd22932bbf29100589b223e3d98242,dgm_agr_mentioner_entities__38bd22932bbf29100589b223e3d98242
timesofindia,Indian news outlet The Times Of India,india,agriculture minister;agriculture ministry,hnmn,India,20.593684,78.96288,,,Hnmn,Indian news outlet The Times Of India,,dgm_agr_mentioner_entities,dc13e03a3dc1eac271669ba8c84570df,dgm_agr_mentioner_entities__dc13e03a3dc1eac271669ba8c84570df
timesnow,Indian news outlet Times Now,india,agriculture minister;agriculture ministry,hnmn,India,20.593684,78.96288,,,Hnmn,Indian news outlet Times Now,,dgm_agr_mentioner_entities,17438acc612893e5d110746037e0a111,dgm_agr_mentioner_entities__17438acc612893e5d110746037e0a111
detikcom,Indonesian news outlet Detik,indonesia,agriculture minister;agriculture ministry,hnmn,Indonesia,-0.789275,113.921327,,,Hnmn,Indonesian news outlet Detik,,dgm_agr_mentioner_entities,f0b6b1cf854ef1d3eea79f06d5eee89f,dgm_agr_mentioner_entities__f0b6b1cf854ef1d3eea79f06d5eee89f
komascom,Indonesian news outlet Kompas,indonesia,agriculture minister;agriculture ministry,hnmn,Indonesia,-0.789275,113.921327,,,Hnmn,Indonesian news outlet Kompas,,dgm_agr_mentioner_entities,a5dcb54cd3edbef7af4ca812633e21f4,dgm_agr_mentioner_entities__a5dcb54cd3edbef7af4ca812633e21f4
korantempo,Indonesian news outlet Koran Tempo,indonesia,agriculture minister;agriculture ministry,hnmn,Indonesia,-0.789275,113.921327,,,Hnmn,Indonesian news outlet Koran Tempo,,dgm_agr_mentioner_entities,b864094c08d9d20d7944deeb9d0d6302,dgm_agr_mentioner_entities__b864094c08d9d20d7944deeb9d0d6302
okezonenews,Indonesian news outlet Okezone,indonesia,agriculture minister;agriculture ministry,hnmn,Indonesia,-0.789275,113.921327,,,Hnmn,Indonesian news outlet Okezone,,dgm_agr_mentioner_entities,87e0bbdad75f7038cd4ffb529260a675,dgm_agr_mentioner_entities__87e0bbdad75f7038cd4ffb529260a675
vivacoid,Indonesian news outlet VIVAcoid,indonesia,agriculture minister;agriculture ministry,hnmn,Indonesia,-0.789275,113.921327,,,Hnmn,Indonesian news outlet VIVAcoid,,dgm_agr_mentioner_entities,8dcf3902985faa2581c17a2f9fe44e4d,dgm_agr_mentioner_entities__8dcf3902985faa2581c17a2f9fe44e4d
etemadonline,Iranian news outlet Etemad,iran,agriculture minister;agriculture ministry,hnmn,Iran,32.427908,53.688046,,,Hnmn,Iranian news outlet Etemad,,dgm_agr_mentioner_entities,6eb0a4bd2622559499eb4078ce25449b,dgm_agr_mentioner_entities__6eb0a4bd2622559499eb4078ce25449b
irannewspaper,Iranian news outlet Iran Newspaper,iran,agriculture minister;agriculture ministry,hnmn,Iran,32.427908,53.688046,,,Hnmn,Iranian news outlet Iran Newspaper,,dgm_agr_mentioner_entities,5189c212a5e454b474fd757e9068ba48,dgm_agr_mentioner_entities__5189c212a5e454b474fd757e9068ba48
kaleme,Iranian news outlet Kaleme,iran,agriculture minister;agriculture ministry,hnmn,Iran,32.427908,53.688046,,,Hnmn,Iranian news outlet Kaleme,,dgm_agr_mentioner_entities,fd21c26965977518e83363f066b340f7,dgm_agr_mentioner_entities__fd21c26965977518e83363f066b340f7
khabaronlinee,Iranian news outlet Khabar,iran,agriculture minister;agriculture ministry,hnmn,Iran,32.427908,53.688046,,,Hnmn,Iranian news outlet Khabar,,dgm_agr_mentioner_entities,7b05806ef27bb48a36534e7380c7ca35,dgm_agr_mentioner_entities__7b05806ef27bb48a36534e7380c7ca35
sharghdaily,Iranian news outlet Shargh,iran,agriculture minister;agriculture ministry,hnmn,Iran,32.427908,53.688046,,,Hnmn,Iranian news outlet Shargh,,dgm_agr_mentioner_entities,f1f40708b84acb4b0779bcc8546e1432,dgm_agr_mentioner_entities__f1f40708b84acb4b0779bcc8546e1432
EnglishFars,Iranian news outlet Fars News Agency,Iran,agriculture minister;agriculture ministry,hnmn,Iran,32.427908,53.688046,,,Hnmn,Iranian news outlet Fars News Agency,,dgm_agr_mentioner_entities,ed9936a659b5eb9fc14a128b413792b9,dgm_agr_mentioner_entities__ed9936a659b5eb9fc14a128b413792b9
assabahaljadeed,Iraqi news outlet Assabah Al-Jadeed,iraq,agriculture minister;agriculture ministry,hnmn,Iraq,33.223191,43.679291,,,Hnmn,Iraqi news outlet Assabah Al-Jadeed,,dgm_agr_mentioner_entities,5c75066b4050b55aa7ba94eb5eb15055,dgm_agr_mentioner_entities__5c75066b4050b55aa7ba94eb5eb15055
wa3ediq,Iraqi news outlet Iraq International News Agency,iraq,agriculture minister;agriculture ministry,hnmn,Iraq,33.223191,43.679291,,,Hnmn,Iraqi news outlet Iraq International News Agency,,dgm_agr_mentioner_entities,1f4957a73919196b4709eaf7b21328df,dgm_agr_mentioner_entities__1f4957a73919196b4709eaf7b21328df
iraqinews_com,Iraqi news outlet Iraqi News,iraq,agriculture minister;agriculture ministry,hnmn,Iraq,33.223191,43.679291,,,Hnmn,Iraqi news outlet Iraqi News,,dgm_agr_mentioner_entities,865f737991f93a8286a50b6e89ffd257,dgm_agr_mentioner_entities__865f737991f93a8286a50b6e89ffd257
rudawkurdish,Iraqi news outlet Rudaw,iraq,agriculture minister;agriculture ministry,hnmn,Iraq,33.223191,43.679291,,,Hnmn,Iraqi news outlet Rudaw,,dgm_agr_mentioner_entities,eac35f732ac54aff7e94cc02df482088,dgm_agr_mentioner_entities__eac35f732ac54aff7e94cc02df482088
rudawkurdi,Iraqi news outlet Rudaw Kurdi,iraq,agriculture minister;agriculture ministry,hnmn,Iraq,33.223191,43.679291,,,Hnmn,Iraqi news outlet Rudaw Kurdi,,dgm_agr_mentioner_entities,22e3a8cbdc48e66a9cb5b077731cac65,dgm_agr_mentioner_entities__22e3a8cbdc48e66a9cb5b077731cac65
breakingnewsie,Irish news outlet Breaking News IE,ireland,agriculture minister;agriculture ministry,hnmn,Ireland,53.1423672,-7.6920536,,,Hnmn,Irish news outlet Breaking News IE,,dgm_agr_mentioner_entities,65ac95618d081bdb459798875111c5a1,dgm_agr_mentioner_entities__65ac95618d081bdb459798875111c5a1
independent_ie,Irish news outlet Independent IE,ireland,agriculture minister;agriculture ministry,hnmn,Ireland,53.1423672,-7.6920536,,,Hnmn,Irish news outlet Independent IE,,dgm_agr_mentioner_entities,2f0878e632e9861fcaf6f0b9730b4383,dgm_agr_mentioner_entities__2f0878e632e9861fcaf6f0b9730b4383
rtenews,Irish news outlet RTE News,ireland,agriculture minister;agriculture ministry,hnmn,Ireland,53.1423672,-7.6920536,,,Hnmn,Irish news outlet RTE News,,dgm_agr_mentioner_entities,40fa58ea2e664d8e9625721f9b8512db,dgm_agr_mentioner_entities__40fa58ea2e664d8e9625721f9b8512db
irish_news,Irish news outlet The Irish News,ireland,agriculture minister;agriculture ministry,hnmn,Ireland,53.1423672,-7.6920536,,,Hnmn,Irish news outlet The Irish News,,dgm_agr_mentioner_entities,e485f6ded0db6b54a1182e20febc8c40,dgm_agr_mentioner_entities__e485f6ded0db6b54a1182e20febc8c40
irishtimes,Irish news outlet The Irish Times,ireland,agriculture minister;agriculture ministry,hnmn,Ireland,53.1423672,-7.6920536,,,Hnmn,Irish news outlet The Irish Times,,dgm_agr_mentioner_entities,59cbd56ccb6ddeba54b3138521120d0e,dgm_agr_mentioner_entities__59cbd56ccb6ddeba54b3138521120d0e
3fmradio,Manx news outlet 3FMradio,isle of man,agriculture minister;agriculture ministry,hnmn,Isle of Man,54.236107,-4.548056,,,Hnmn,Manx news outlet 3FMradio,,dgm_agr_mentioner_entities,88aff9c0fd1e0d90e41d58159a3139ae,dgm_agr_mentioner_entities__88aff9c0fd1e0d90e41d58159a3139ae
iomnewspapers,Manx news outlet Isle of Man Newspapers,isle of man,agriculture minister;agriculture ministry,hnmn,Isle of Man,54.236107,-4.548056,,,Hnmn,Manx news outlet Isle of Man Newspapers,,dgm_agr_mentioner_entities,1a515a044f41762f3a482f805028fec7,dgm_agr_mentioner_entities__1a515a044f41762f3a482f805028fec7
manxradio,Manx news outlet Manx Radio,isle of man,agriculture minister;agriculture ministry,hnmn,Isle of Man,54.236107,-4.548056,,,Hnmn,Manx news outlet Manx Radio,,dgm_agr_mentioner_entities,67aff39fc53f2e969469bd5a4c0ac8b6,dgm_agr_mentioner_entities__67aff39fc53f2e969469bd5a4c0ac8b6
haaretzcom,Israeli news outlet Haaretz,israel,agriculture minister;agriculture ministry,hnmn,Israel,31.046051,34.851612,,,Hnmn,Israeli news outlet Haaretz,,dgm_agr_mentioner_entities,5dc75cc319560f904391e5ee19be4c18,dgm_agr_mentioner_entities__5dc75cc319560f904391e5ee19be4c18
jerusalem_post,Israeli news outlet The Jerusalem Post,israel,agriculture minister;agriculture ministry,hnmn,Israel,31.046051,34.851612,,,Hnmn,Israeli news outlet The Jerusalem Post,,dgm_agr_mentioner_entities,242859ab192b38c16476c733ac313941,dgm_agr_mentioner_entities__242859ab192b38c16476c733ac313941
themarker,Israeli news outlet The Marker,israel,agriculture minister;agriculture ministry,hnmn,Israel,31.046051,34.851612,,,Hnmn,Israeli news outlet The Marker,,dgm_agr_mentioner_entities,d5a85edf7df896b5cfd0d6f4408f500a,dgm_agr_mentioner_entities__d5a85edf7df896b5cfd0d6f4408f500a
timesofisrael,Israeli news outlet The Times of Israel,israel,agriculture minister;agriculture ministry,hnmn,Israel,31.046051,34.851612,,,Hnmn,Israeli news outlet The Times of Israel,,dgm_agr_mentioner_entities,dfcfac396c2b89804e30fd649accf0b9,dgm_agr_mentioner_entities__dfcfac396c2b89804e30fd649accf0b9
yediotahronot,Israeli news outlet Yediot Ahronot,israel,agriculture minister;agriculture ministry,hnmn,Israel,31.046051,34.851612,,,Hnmn,Israeli news outlet Yediot Ahronot,,dgm_agr_mentioner_entities,070392562cca6f15a66d02724e5ca8a6,dgm_agr_mentioner_entities__070392562cca6f15a66d02724e5ca8a6
agenzia_ansa,Italian news outlet Agenzia ANSA,italy,agriculture minister;agriculture ministry,hnmn,Italy,41.87194,12.56738,,,Hnmn,Italian news outlet Agenzia ANSA,,dgm_agr_mentioner_entities,a46588c6762b24b26443289998bf5b6a,dgm_agr_mentioner_entities__a46588c6762b24b26443289998bf5b6a
corriere,Italian news outlet Corriere della Sera,italy,agriculture minister;agriculture ministry,hnmn,Italy,41.87194,12.56738,,,Hnmn,Italian news outlet Corriere della Sera,,dgm_agr_mentioner_entities,c4b724165e058f81691211f736c92317,dgm_agr_mentioner_entities__c4b724165e058f81691211f736c92317
fattoquotidiano,Italian news outlet Il Fatto Quotidiano,italy,agriculture minister;agriculture ministry,hnmn,Italy,41.87194,12.56738,,,Hnmn,Italian news outlet Il Fatto Quotidiano,,dgm_agr_mentioner_entities,ff36ea781b0f49f33873c3e16c48654c,dgm_agr_mentioner_entities__ff36ea781b0f49f33873c3e16c48654c
sole24ore,Italian news outlet Il Sole 24,italy,agriculture minister;agriculture ministry,hnmn,Italy,41.87194,12.56738,,,Hnmn,Italian news outlet Il Sole 24,,dgm_agr_mentioner_entities,61609ba42cb7a179f93e6a3a070b5907,dgm_agr_mentioner_entities__61609ba42cb7a179f93e6a3a070b5907
repubblica,Italian news outlet Repubblica,italy,agriculture minister;agriculture ministry,hnmn,Italy,41.87194,12.56738,,,Hnmn,Italian news outlet Repubblica,,dgm_agr_mentioner_entities,f7e98ae7b005838b6c08da1c6e54fdf8,dgm_agr_mentioner_entities__f7e98ae7b005838b6c08da1c6e54fdf8
jamaicagleaner,Jamaican news outlet Jamaica Gleaner,jamaica,agriculture minister;agriculture ministry,hnmn,Jamaica,18.109581,-77.297508,,,Hnmn,Jamaican news outlet Jamaica Gleaner,,dgm_agr_mentioner_entities,b0995140ecd04d0d29740e226ca42095,dgm_agr_mentioner_entities__b0995140ecd04d0d29740e226ca42095
jamaicaobserver,Jamaican news outlet Jamaica Observer,jamaica,agriculture minister;agriculture ministry,hnmn,Jamaica,18.109581,-77.297508,,,Hnmn,Jamaican news outlet Jamaica Observer,,dgm_agr_mentioner_entities,f4e481dcab2ea7bb346750fd2e4cd8cd,dgm_agr_mentioner_entities__f4e481dcab2ea7bb346750fd2e4cd8cd
jamaicastar,Jamaican news outlet Jamaica Star,jamaica,agriculture minister;agriculture ministry,hnmn,Jamaica,18.109581,-77.297508,,,Hnmn,Jamaican news outlet Jamaica Star,,dgm_agr_mentioner_entities,d9b6d6cc026d62919da700cd041b325e,dgm_agr_mentioner_entities__d9b6d6cc026d62919da700cd041b325e
jisnews,Jamaican news outlet JIS News,jamaica,agriculture minister;agriculture ministry,hnmn,Jamaica,18.109581,-77.297508,,,Hnmn,Jamaican news outlet JIS News,,dgm_agr_mentioner_entities,b1dfd10401aad376d8d6834684c2c961,dgm_agr_mentioner_entities__b1dfd10401aad376d8d6834684c2c961
loopjamaica,Jamaican news outlet Loop Jamaica,jamaica,agriculture minister;agriculture ministry,hnmn,Jamaica,18.109581,-77.297508,,,Hnmn,Jamaican news outlet Loop Jamaica,,dgm_agr_mentioner_entities,cb32c55246a59a7659114e9bd3a5b5b3,dgm_agr_mentioner_entities__cb32c55246a59a7659114e9bd3a5b5b3
asahi,Japanese news outlet Asahi Shimbun,japan,agriculture minister;agriculture ministry,hnmn,Japan,36.204824,138.252924,,,Hnmn,Japanese news outlet Asahi Shimbun,,dgm_agr_mentioner_entities,7840125ae28449797f65a900fd53a1e0,dgm_agr_mentioner_entities__7840125ae28449797f65a900fd53a1e0
nhk_news,Japanese news outlet NHK News,japan,agriculture minister;agriculture ministry,hnmn,Japan,36.204824,138.252924,,,Hnmn,Japanese news outlet NHK News,,dgm_agr_mentioner_entities,d352fa9206e1d55b93ede30adb30bf54,dgm_agr_mentioner_entities__d352fa9206e1d55b93ede30adb30bf54
sankei_news,Japanese news outlet Sankei News,japan,agriculture minister;agriculture ministry,hnmn,Japan,36.204824,138.252924,,,Hnmn,Japanese news outlet Sankei News,,dgm_agr_mentioner_entities,3ac406e41028cee7e4805ae0037466d9,dgm_agr_mentioner_entities__3ac406e41028cee7e4805ae0037466d9
nikkei,Japanese news outlet The Nikkei,japan,agriculture minister;agriculture ministry,hnmn,Japan,36.204824,138.252924,,,Hnmn,Japanese news outlet The Nikkei,,dgm_agr_mentioner_entities,4961a92b3026896411dd6f573e124c9f,dgm_agr_mentioner_entities__4961a92b3026896411dd6f573e124c9f
yomiuri_online,Japanese news outlet Yomiuri Online,japan,agriculture minister;agriculture ministry,hnmn,Japan,36.204824,138.252924,,,Hnmn,Japanese news outlet Yomiuri Online,,dgm_agr_mentioner_entities,e36bd979d01b1fbe87f06f40b8899cf6,dgm_agr_mentioner_entities__e36bd979d01b1fbe87f06f40b8899cf6
jepnews,Jersey news outlet Jersey Evening Post,jersey,agriculture minister;agriculture ministry,hnmn,Jersey,49.2137711,-2.1357662,,,Hnmn,Jersey news outlet Jersey Evening Post,,dgm_agr_mentioner_entities,dfc29b565ee842eaa939bfec00e02a51,dgm_agr_mentioner_entities__dfc29b565ee842eaa939bfec00e02a51
bailiwickxpress,Jersey news outlet Bailiwick Express,jersey,agriculture minister;agriculture ministry,hnmn,Jersey,49.2137711,-2.1357662,,,Hnmn,Jersey news outlet Bailiwick Express,,dgm_agr_mentioner_entities,19d977b627aa43c93824d94cb1cf52b0,dgm_agr_mentioner_entities__19d977b627aa43c93824d94cb1cf52b0
albawabaenglish,Jordanian news outlet Al Bawaba News,jordan,agriculture minister;agriculture ministry,hnmn,Jordan,36.0635222,-95.8829515,,,Hnmn,Jordanian news outlet Al Bawaba News,,dgm_agr_mentioner_entities,502c55f9448be8efc3b7411a49b6358f,dgm_agr_mentioner_entities__502c55f9448be8efc3b7411a49b6358f
alrai,Jordanian news outlet Al Ra'i,jordan,agriculture minister;agriculture ministry,hnmn,Jordan,36.0635222,-95.8829515,,,Hnmn,Jordanian news outlet Al Ra'i,,dgm_agr_mentioner_entities,47f26889bba32266c10eceb3169b9fb5,dgm_agr_mentioner_entities__47f26889bba32266c10eceb3169b9fb5
alghadnews,Jordanian news outlet Alghad News,jordan,agriculture minister;agriculture ministry,hnmn,Jordan,36.0635222,-95.8829515,,,Hnmn,Jordanian news outlet Alghad News,,dgm_agr_mentioner_entities,06b299e6b8cc8139c7061d913ee36944,dgm_agr_mentioner_entities__06b299e6b8cc8139c7061d913ee36944
