company,guid,company_caption,tier,location,lat,lon,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
aerovias de mexico,e033d1d90ea50a530861ef856078d85b,Aeromexico,Tier 2,"Mexico City, Distrito Federal, Mexico",19.4326077,-99.133208,Keyphrase,Aeromexico,,us_sec_company,d9081f064363f29632545202a80215c0,us_sec_company__d9081f064363f29632545202a80215c0
aerovironment,4d73514df62db9efb11aa4e693e7d6e9,AeroVironment,Other,"Simi Valley, CA, USA",34.2694474,-118.781482,DiplomaticFacilities,AeroVironment,,us_sec_company,08c4d5761b1cc0ae1ea0f4b61e1f3e9e,us_sec_company__08c4d5761b1cc0ae1ea0f4b61e1f3e9e
aerpio pharmaceuticals,bc2e9ec22c71ea939a8536c90d6af9e4,Aerpio Pharmaceuticals,Other,"Cincinnati, OH, USA",39.1031182,-84.5120196,Exec,Aerpio Pharmaceuticals,,us_sec_company,3c42e8b27b6186c7f1e84b19f4e39ba4,us_sec_company__3c42e8b27b6186c7f1e84b19f4e39ba4
aeterna zentaris,2a69d9c7f412ad9961c9bc2b5f1dc9c6,Aeterna Zentaris,Other,"Summerville, SC, USA",33.0185039,-80.1756481,Refinery,Aeterna Zentaris,,us_sec_company,6c20b101c88b9e92570a0647ec812bae,us_sec_company__6c20b101c88b9e92570a0647ec812bae
aethlon medical,f925548a47bad459e0221c21d1758636,Aethlon Medical,Other,"San Diego, CA, USA",32.715738,-117.1610838,Legislator,Aethlon Medical,,us_sec_company,01cf7073ddf1bf619f8ea0da609a6b77,us_sec_company__01cf7073ddf1bf619f8ea0da609a6b77
aetna,ade4c68cba85e3beb73a3413c0888b7d,Aetna,Tier 2,"Hartford, CT, USA",41.7658043,-72.6733723,IndustryTerm,Aetna,,us_sec_company,4e0ca6b9ddbad03dfbdf2c06c08b1a9c,us_sec_company__4e0ca6b9ddbad03dfbdf2c06c08b1a9c
affiliated managers group,340d3a0c1d5d64efb27e0fcb261ec948,Affiliated Managers Group,Other,"West Palm Beach, FL, USA",26.7153424,-80.0533746,Shipping,Affiliated Managers Group,,us_sec_company,d6329680abf85de443c8a432267f1682,us_sec_company__d6329680abf85de443c8a432267f1682
affimed nv,9131855e8fb7a03b53dcb254c96ae69e,Affimed N.V.,Other,"Heidelberg, Baden-Württemberg, Germany",49.3987524,8.6724335,LegislativeCommittee,Affimed N.V.,,us_sec_company,ab4441d9840092bb0d5e199507efd5cd,us_sec_company__ab4441d9840092bb0d5e199507efd5cd
aflac,5367c43b852ae374e6076d251c5d52d5,Aflac,Tier 2,"Columbus, GA, USA",32.4609764,-84.9877094,CompanyKeyword,Aflac,,us_sec_company,743175e5acf0b474b670895f03747c14,us_sec_company__743175e5acf0b474b670895f03747c14
ag mortgage investment trust,6bf271ef6e480b1a4600ce4eab32bba8,AG Mortgage Investment Trust,Other,"New York, NY, USA",40.7127753,-74.0059728,Shipping,AG Mortgage Investment Trust,,us_sec_company,6ea052e69cabe2e9b4bcb0e4dbe8c80e,us_sec_company__6ea052e69cabe2e9b4bcb0e4dbe8c80e
agco corp,154fafb538d72b697312eb76efdfc81a,AGCO,Other,"Duluth, GA, USA",34.0028786,-84.1446376,Wells,AGCO,,us_sec_company,ae57532f9d583ddc35b480eed70ebaa1,us_sec_company__ae57532f9d583ddc35b480eed70ebaa1
ageagle aerial systems,cdf5c9d5dfc29939a13a8c6194521893,AgEagle Aerial Systems,Other,"Neodesha, KS, USA",37.4183929,-95.6802581,space,AgEagle Aerial Systems,,us_sec_company,3e92898780dfe5f7a71e6a88a13f5a18,us_sec_company__3e92898780dfe5f7a71e6a88a13f5a18
agenus,131d16d4fe36008f27813ef99a9f399b,Agenus,Other,"Lexington, MA, USA",42.4473497,-71.2271531,News,Agenus,,us_sec_company,b25e48d74d51bc6b6e1434f5ae8be5e2,us_sec_company__b25e48d74d51bc6b6e1434f5ae8be5e2
agex therapeutics,179b0582d7cc88cdb9584dae5d8b2b60,AgeX Therapeutics,Other,"Alameda, CA, USA",37.7798721,-122.2821855,News,AgeX Therapeutics,,us_sec_company,8adcbb1ae43e7bb559f68f7a4712b692,us_sec_company__8adcbb1ae43e7bb559f68f7a4712b692
agile therapeutics,a216096aa0c4652b5d79a6a88f1b0e16,Agile Therapeutics,Other,"Princeton, NJ, USA",40.3572976,-74.6672226,Media,Agile Therapeutics,,us_sec_company,0c335abbb623f32424651b6fba38ec49,us_sec_company__0c335abbb623f32424651b6fba38ec49
agilent technologies,ae19beeb0ab50de59aae6e45eba04be3,Agilent Technologies,Other,"Santa Clara, CA, USA",37.3541079,-121.9552356,Shipping,Agilent Technologies,,us_sec_company,f7eee0d769bf0c68e9319823db1bd7cf,us_sec_company__f7eee0d769bf0c68e9319823db1bd7cf
agilysys,b55b86c1694ac7c2858d491705d1a2fa,Agilysys,Other,"Alpharetta, GA, USA",34.0753762,-84.2940899,LegislativeCommittee,Agilysys,,us_sec_company,ef818e00dde6e448406ff6ba3bb9baee,us_sec_company__ef818e00dde6e448406ff6ba3bb9baee
agios pharmaceuticals,6dbdb467f92b427494b9ff693418e7e3,Agios Pharmaceuticals,Other,"Cambridge, MA, USA",42.3736158,-71.1097335,Refinery,Agios Pharmaceuticals,,us_sec_company,04f97affd8da03906067f13266840eae,us_sec_company__04f97affd8da03906067f13266840eae
agnc investment,b31abd4be346add5bad44d6e0799e0e9,AGNC Investment,Other,"Bethesda, MD, USA",38.984652,-77.0947092,Consulates,AGNC Investment,,us_sec_company,3d3b4b54559bb96d94c31626f764021e,us_sec_company__3d3b4b54559bb96d94c31626f764021e
agnico eagle mines,8a80643e9bf64880802bf5e25495d589,Agnico Eagle Mines Limited,Other,"Toronto, Ontario, Canada",43.653226,-79.3831843,Shipping,Agnico Eagle Mines Limited,,us_sec_company,0e828997476e504d7d3913a1a218208c,us_sec_company__0e828997476e504d7d3913a1a218208c
agree realty corp,2947d2361d692b8b83380ce4755eaf06,Agree Realty,Other,"Bloomfield Hills, MI,USA",42.583645,-83.2454883,Pipeline,Agree Realty,,us_sec_company,34aa205eab9286b3227a151234ed2091,us_sec_company__34aa205eab9286b3227a151234ed2091
agrofresh solutions,8b0af3aad2998c4bf0b9e5f4cf378702,AgroFresh Solutions,Other,"Philadelphia, PA, USA",39.9525839,-75.1652215,Pipeline,AgroFresh Solutions,,us_sec_company,06bb40bbd4b23bb868f406bee7f593b8,us_sec_company__06bb40bbd4b23bb868f406bee7f593b8
ah belo corp,c5aa7e7d8487ddb03aaa58ac128a2837,A.H. Belo,Other,"Dallas, TX, USA",32.7766642,-96.7969879,News,A.H. Belo,,us_sec_company,7227f17491903115e66f592462160f5d,us_sec_company__7227f17491903115e66f592462160f5d
aileron therapeutics,3a0b37a51d08d266bc59b1e7c9e53ce2,Aileron Therapeutics,Other,"Watertown, MA, USA",42.3709299,-71.1828321,Keyphrase,Aileron Therapeutics,,us_sec_company,52bbee8f6ef1298605a0da1b825629ac,us_sec_company__52bbee8f6ef1298605a0da1b825629ac
aimmune therapeutics,01b30b77d6279bb93a2696cba0d182ab,Aimmune Therapeutics,Other,"Brisbane, CA, USA",37.6807661,-122.3999715,Diplomat,Aimmune Therapeutics,,us_sec_company,fbdae46de0db0b599db26760f81c51b3,us_sec_company__fbdae46de0db0b599db26760f81c51b3
air canada,e2437347300ecc96b6855502ea951918,Air Canada,Tier 2,"Saint-Laurent, Quebec, Canada",45.4985638,-73.7497567,Refinery,Air Canada,,us_sec_company,007c83c5a8b525fe69bee934b97eab97,us_sec_company__007c83c5a8b525fe69bee934b97eab97
air industries group,cebc3f9d7d57e526f15b4e1a4ea30ae9,Air Industries Group,Other,"Bay Shore, NY, USA",40.7250986,-73.2453946,Diplomat,Air Industries Group,,us_sec_company,7d639a019673f29e8f50a314146061d1,us_sec_company__7d639a019673f29e8f50a314146061d1
air lease corp,11316d286a4c89c6b7b0d14f95b4b4f5,Air Lease,Other,"Los Angeles, CA, USA",34.0522342,-118.2436849,Keyphrase,Air Lease,,us_sec_company,a9fef51c9b3c0f7c3a315b9fad16b978,us_sec_company__a9fef51c9b3c0f7c3a315b9fad16b978
air new zealand,f94614ad75d52350d3bba59afc450cd1,Air New Zealand,Tier 2,"Auckland, New Zealand",-36.8483048,174.7624886,Media,Air New Zealand,,us_sec_company,007d80a5e9b5bb88802b49a3db1be0a2,us_sec_company__007d80a5e9b5bb88802b49a3db1be0a2
air products and chemicals,16663054d4cf729ade9087e03c647c89,Air Products and Chemicals,Other,"Allentown, PA, USA",40.6022939,-75.4714098,Keyphrase,Air Products and Chemicals,,us_sec_company,1027d9b917491cc1f697c1a9773e983b,us_sec_company__1027d9b917491cc1f697c1a9773e983b
air t,e1dd09d946f4c61f4def3bb531a31568,Air T,Other,"Denver, NC, USA",35.5316576,-81.0295793,FTO,Air T,,us_sec_company,d305d9131a1b9c1fcabeb60aa422b45e,us_sec_company__d305d9131a1b9c1fcabeb60aa422b45e
air transport services group,3a89d0eb48637b0631c9caed532e5f39,Air Transport Services Group,Other,"Wilmington, OH, USA",39.4453393,-83.8285375,Person,Air Transport Services Group,,us_sec_company,0cee76f94c418981a5c71a8d66ceb255,us_sec_company__0cee76f94c418981a5c71a8d66ceb255
airbnb,549f9e87cdd69547c3f20392345a00b5,Airbnb,Tier 2,"San Francisco, CA, USA",37.7749295,-122.4194155,Keyphrase,Airbnb,,us_sec_company,34d6787a8f4dc5e87c4a6ced115a4ad2,us_sec_company__34d6787a8f4dc5e87c4a6ced115a4ad2
airbus,252db0d6399cb907417e6bc9b56042d5,Airbus,Tier 2,"Leiden, Zuid-Holland, Netherlands",52.1601144,4.4970097,CompanyKeyword,Airbus,,us_sec_company,02d897be2937469b99acf280c2ad1d41,us_sec_company__02d897be2937469b99acf280c2ad1d41
airgain,971e33f1182d115ef5011fa16163add4,Airgain,Other,"San Diego, CA, USA",32.715738,-117.1610838,Wells,Airgain,,us_sec_company,3b37c508ece27cb2d2c892c9dbee0213,us_sec_company__3b37c508ece27cb2d2c892c9dbee0213
akamai technologies,0c41a8ffd017cc702c77c4879fb77472,Akamai Technologies,Other,"Cambridge, MA, USA",42.3736158,-71.1097335,AAEntity,Akamai Technologies,,us_sec_company,753482bf90dc30a0611508c010db92f0,us_sec_company__753482bf90dc30a0611508c010db92f0
akari therapeutics,19825a5c1e8d158039913720c9e7afc9,"Akari Therapeutics, Plc",Other,"London, UK",51.5073509,-0.1277583,Refinery,"Akari Therapeutics, Plc",,us_sec_company,c2b0b18a1a359bc15ccf3f73aaa194d8,us_sec_company__c2b0b18a1a359bc15ccf3f73aaa194d8
akebia therapeutics,80504e39382b791daf975feaffc01006,Akebia Therapeutics,Other,"Cambridge, MA, USA",42.3736158,-71.1097335,DiplomaticFacilities,Akebia Therapeutics,,us_sec_company,0dc9409d398b4aa5b22e3773e2f228fc,us_sec_company__0dc9409d398b4aa5b22e3773e2f228fc
akero therapeutics,68f2d07121995ea2b4f872c38b50306b,Akero Therapeutics,Other,"Cambridge, MA, USA",42.3736158,-71.1097335,Person,Akero Therapeutics,,us_sec_company,2623a30e6a9d6a8e6df00e3184e3e1fe,us_sec_company__2623a30e6a9d6a8e6df00e3184e3e1fe
akers biosciences,d66532258dd939a24b77fc7b10cb40ea,Akers Biosciences,Other,"Thorofare, NJ, USA",39.8422093,-75.1969346,FTO,Akers Biosciences,,us_sec_company,c3a1d0c5c1916aa70d9e9b7df817014b,us_sec_company__c3a1d0c5c1916aa70d9e9b7df817014b
akoustis technologies,16c20f18c91366fe7f0f521a3c62994f,Akoustis Technologies,Other,"Huntersville, NC, USA",35.410694,-80.8428504,News,Akoustis Technologies,,us_sec_company,c59bc67343117072a9885bfff2833205,us_sec_company__c59bc67343117072a9885bfff2833205
alamo group,11fc782d38fab4783a6d236e6c380a6d,Alamo Group,Other,"Seguin, TX, USA",29.5688411,-97.9647269,IndustryTerm,Alamo Group,,us_sec_company,817aa6ab71572993170e6c802fff67db,us_sec_company__817aa6ab71572993170e6c802fff67db
alamos gold,208993b35a789d7f73003a6fcc7ac999,Alamos Gold,Other,"Toronto, Ontario, Canada",43.653226,-79.3831843,Person,Alamos Gold,,us_sec_company,e5ef186ed6d329270d1f0980ab9496ea,us_sec_company__e5ef186ed6d329270d1f0980ab9496ea
alarmcom holdings,d244c3749c296b914a32019bd7071647,Alarm.com Holdings,Other,"Tysons, VA, USA",38.9187222,-77.2310925,Person,Alarm.com Holdings,,us_sec_company,87840e646f7a49386c230ece775ae957,us_sec_company__87840e646f7a49386c230ece775ae957
alaska air,b0f8c459eef3e7bdb07610abf2424682,Alaska Airlines,Tier 2,"Seattle, WA, USA",47.6062095,-122.3320708,ForeignMinister,Alaska Airlines,,us_sec_company,3430e236bfcb1e0edbb74afb1bd1eb5d,us_sec_company__3430e236bfcb1e0edbb74afb1bd1eb5d
alaska communications systems group,7885a8a4268817e9b3ffa2acb21be44a,Alaska Communications Systems Group,Other,"Anchorage, AK,USA",61.2180556,-149.9002778,Person,Alaska Communications Systems Group,,us_sec_company,33e24ec92082c1b2d168a2b9eb2e2fef,us_sec_company__33e24ec92082c1b2d168a2b9eb2e2fef
albany international,bd09f2248047d93ac0732cd2ad883bc1,Albany International,Other,"Rochester, NH, USA",43.304526,-70.9756186,Shipping,Albany International,,us_sec_company,10e2b45041f4d808e74e017a2797467e,us_sec_company__10e2b45041f4d808e74e017a2797467e
albemarle corp,c5f60750814c75ec644016c571114e54,Albemarle,Other,"Charlotte, NC, USA",35.2270869,-80.8431267,Pipeline,Albemarle,,us_sec_company,e0bd0e1b6e797247545657763eabc036,us_sec_company__e0bd0e1b6e797247545657763eabc036
albertsons,949eebc349bda3ce68cb04fe43baa843,Albertsons,Tier 2,"Boise, ID, USA",43.6150186,-116.2023137,Consulates,Albertsons,,us_sec_company,6023cf5a7abd2ff4bbe0af316000a612,us_sec_company__6023cf5a7abd2ff4bbe0af316000a612
albireo pharma,132505cf5f96635b89ca7ce6256a607a,Albireo Pharma,Other,"Boston, MA, USA",42.3600825,-71.0588801,Pipeline,Albireo Pharma,,us_sec_company,0331ea72dd9af9d2472cc96fbf8cadc5,us_sec_company__0331ea72dd9af9d2472cc96fbf8cadc5
alcoa corp,912c7f4c962b842002462c097711a224,Alcoa,Tier 2,"Pittsburgh, PA, USA",40.4406248,-79.9958864,Wells,Alcoa,,us_sec_company,156a649e3a00b89ba95427b7c9703d3a,us_sec_company__156a649e3a00b89ba95427b7c9703d3a
aldeyra therapeutics,ac35566b7eb5f32507c77f66d7fdb347,Aldeyra Therapeutics,Other,"Lexington, MA, USA",42.4473497,-71.2271531,Exec,Aldeyra Therapeutics,,us_sec_company,ee01b48084f89db1af916927b51ddeec,us_sec_company__ee01b48084f89db1af916927b51ddeec
alector,b8c8a6dad69ee0794b86bf27baf7a98b,Alector,Other,"South San Francisco, CA, USA",37.654656,-122.4077498,Diplomat,Alector,,us_sec_company,2d87f04fd73012a28f8818c64cc7e6d3,us_sec_company__2d87f04fd73012a28f8818c64cc7e6d3
alexander & baldwin,1a0feb3ecec0fba3a8ba085b5a9d3153,Alexander & Baldwin,Other,"Honolulu, HI, USA",21.3069444,-157.8583333,News,Alexander & Baldwin,,us_sec_company,553984bfe7c35d01329865f9dfeda686,us_sec_company__553984bfe7c35d01329865f9dfeda686
alexanders,093cb038dad876c3511bdc59633e5cfa,Alexander's,Other,"Paramus, NJ, USA",40.9445428,-74.0754189,News,Alexander's,,us_sec_company,8ad8498ae7c49a8462a23660e1ea09f3,us_sec_company__8ad8498ae7c49a8462a23660e1ea09f3
alexandria real estate equities,2d94096110b8bce4c049a00fd01194dd,Alexandria Real Estate Equities,Other,"Pasadena, CA, USA",34.1477849,-118.1445155,News,Alexandria Real Estate Equities,,us_sec_company,5754e35ead7b01561c11fa5c591cecab,us_sec_company__5754e35ead7b01561c11fa5c591cecab
alexco resource,f1327b7f2cd78ec97e6658d30bb5a125,Alexco Resource,Other,"Vancouver, British Columbia, Canada",49.2827291,-123.1207375,CompanyKeyword,Alexco Resource,,us_sec_company,8632aea3adf4290c40a700474343b98c,us_sec_company__8632aea3adf4290c40a700474343b98c
alexion pharmaceuticals,0561c22457ce25c15c5251b4100d79e7,Alexion Pharmaceuticals,Other,"Boston, MA, USA",42.3600825,-71.0588801,Consulates,Alexion Pharmaceuticals,,us_sec_company,a96a05cec87166f2aeca876c4124768e,us_sec_company__a96a05cec87166f2aeca876c4124768e
algonquin power & utilities,3d653d3be3491d47a9631847691a47c7,Algonquin Power & Utilities,Other,"Oakville, Ontario, Canada",43.467517,-79.6876659,Refinery,Algonquin Power & Utilities,,us_sec_company,245b4433900925aae6cad05370ecfc31,us_sec_company__245b4433900925aae6cad05370ecfc31
alibaba group holding,9bd32051d5285fda29726490330c9852,Alibaba Group Holding Limited,Other,"Hangzhou, China",30.274084,120.15507,Person,Alibaba Group Holding Limited,,us_sec_company,f4bd0564166c1f01022e48e35077cbd0,us_sec_company__f4bd0564166c1f01022e48e35077cbd0
alico,6ac0214fc6e9c565b16389f0e565fd53,Alico,Other,"Fort Myers, FL, USA",26.640628,-81.8723084,Diplomat,Alico,,us_sec_company,67e42a6b7a043368f48b705068bf94c6,us_sec_company__67e42a6b7a043368f48b705068bf94c6
align technology,64e6bf3be4d4d0d2f127e048511a1455,Align Technology,Other,"San Jose, CA, USA",37.3382082,-121.8863286,Diplomat,Align Technology,,us_sec_company,d7333a303a0a958c30ab333c19eb6b63,us_sec_company__d7333a303a0a958c30ab333c19eb6b63
alimera sciences,95108d9a949a4fbf7bed3c76772ed106,Alimera Sciences,Other,"Alpharetta, GA, USA",34.0753762,-84.2940899,Wells,Alimera Sciences,,us_sec_company,3517120569d0ad9a2a43719e5217a791,us_sec_company__3517120569d0ad9a2a43719e5217a791
alithya group,1047f129b721083c1c409af94a59622f,Alithya Group,Other,"Montreal, Quebec, Canada",45.5016889,-73.567256,Wells,Alithya Group,,us_sec_company,943387988a8da1fd9d5ffd6cf17555f7,us_sec_company__943387988a8da1fd9d5ffd6cf17555f7
alj regional holdings,f0947cd0db6f9f45898a81d151db1ca7,ALJ Regional Holdings,Other,"New York, NY, USA",40.7127753,-74.0059728,Person,ALJ Regional Holdings,,us_sec_company,af7838cb4a4544e6f53c925322992c4e,us_sec_company__af7838cb4a4544e6f53c925322992c4e
alkermes,eec294759d6b0f8e0ab24ef15e4fba1b,Alkermes plc,Other,"Dublin, Co. Dublin, Ireland",53.3498053,-6.2603097,ForeignMinister,Alkermes plc,,us_sec_company,3265931cee7f548391d628e56a0fb65d,us_sec_company__3265931cee7f548391d628e56a0fb65d
allakos,d578d0a2f2590df5b13bcaa540368e50,Allakos,Other,"Redwood City, CA, USA",37.4847955,-122.228141,Shipping,Allakos,,us_sec_company,bfb863f2921ede3502fe3ea617578f73,us_sec_company__bfb863f2921ede3502fe3ea617578f73
alleghany,037f6fd4bcfeb6e41cf30d7fe3ea842d,Alleghany,Other,"New York, NY, USA",40.7127753,-74.0059728,DiplomaticFacilities,Alleghany,,us_sec_company,b817bf48b68b37fea54f0689c214d457,us_sec_company__b817bf48b68b37fea54f0689c214d457
allegheny technologies,4d86c1d58dae29da9468a58746a84bc4,Allegheny Technologies Incorporated,Other,"Pittsburgh, PA, USA",40.4406248,-79.9958864,Pipeline,Allegheny Technologies Incorporated,,us_sec_company,2112e4c3e79fde8efd9f4cfa2c05bae4,us_sec_company__2112e4c3e79fde8efd9f4cfa2c05bae4
allegheny technologies,9fef58919e08d44bac08bd538d7a5637,Atomera Incorporated,Other,"Los Gatos, CA, USA",37.2358078,-121.9623751,CompanyKeyword,Atomera Incorporated,,us_sec_company,f472a5b2b0179f64e86ccac4021695cf,us_sec_company__f472a5b2b0179f64e86ccac4021695cf
allegiance bancshares,049b68035e7536d851203340cb8acbd8,Allegiance Bancshares,Other,"Houston, TX, USA",29.7604267,-95.3698028,CompanyKeyword,Allegiance Bancshares,,us_sec_company,aea246755545681d3663dd396ea806e4,us_sec_company__aea246755545681d3663dd396ea806e4
allegiant travel,6cff2051b567eae22c4b7eacd9b63cab,Allegiant Air,Tier 2,"Las Vegas, NV, USA",36.1699412,-115.1398296,LegislativeCommittee,Allegiant Air,,us_sec_company,8082f5071280ebc17570d382e79faae4,us_sec_company__8082f5071280ebc17570d382e79faae4
allegion,a43078d61adceb703985096ece3185a9,Allegion plc,Other,"Dublin, Co. Dublin, Ireland",53.3498053,-6.2603097,Keyphrase,Allegion plc,,us_sec_company,48e62475bda6ce012914aa34a4c2d912,us_sec_company__48e62475bda6ce012914aa34a4c2d912
allena pharmaceuticals,05e4d2af6a0d6df12504f104d8b789d9,Allena Pharmaceuticals,Other,"Newton, MA, USA",42.3370413,-71.2092214,Legislator,Allena Pharmaceuticals,,us_sec_company,8dfabf9364c743b164b59fdba988d4a6,us_sec_company__8dfabf9364c743b164b59fdba988d4a6
allergan,7617854c31f0ae2f268b73a8666f22c4,Allergan,Tier 2,"Irvine, CA, USA",33.6845673,-117.8265049,Legislator,Allergan,,us_sec_company,9c9844e263784c56c0eb550d69ac2142,us_sec_company__9c9844e263784c56c0eb550d69ac2142
allete,cc3831dd2208e94c20236f40a2bd78d4,ALLETE,Other,"Duluth, MN, USA",46.7866719,-92.1004852,Exec,ALLETE,,us_sec_company,844527189bc4e74aafd29ffbb10d7034,us_sec_company__844527189bc4e74aafd29ffbb10d7034
alliance data systems,7bd58a4cfcbee8688be7574fff5d8455,Alliance Data Systems,Other,"Plano, TX, USA",33.0198431,-96.6988856,Wells,Alliance Data Systems,,us_sec_company,0122e6f04ab938d4f74e6c35bbfef649,us_sec_company__0122e6f04ab938d4f74e6c35bbfef649
alliance resource partners,4d9be2697d2c44f02b0870baf15178dc,Alliance Resource Partners,Other,"Tulsa, OK, USA",36.1539816,-95.992775,ForeignMinister,Alliance Resource Partners,,us_sec_company,2a729e3fe8d6a11e131d99396a329b35,us_sec_company__2a729e3fe8d6a11e131d99396a329b35
alliancebernstein holding,81943bbf3ac1ff2d5375f7b0ad71ec91,AllianceBernstein Holding L.P.,Other,"New York, NY, USA",40.7127753,-74.0059728,Consulates,AllianceBernstein Holding L.P.,,us_sec_company,b798ef82d101f39e26032f14427f1efb,us_sec_company__b798ef82d101f39e26032f14427f1efb
alliant energy corp,1cd2c8c8879bc36c62ad81c0ba79c29d,Alliant Energy,Other,"Madison, WI, USA",43.0730517,-89.4012302,space,Alliant Energy,,us_sec_company,7049611ef6f11fa37d4c564f33b078d1,us_sec_company__7049611ef6f11fa37d4c564f33b078d1
allied healthcare products,97b30abe7968d6f657b968c56519cead,Allied Healthcare Products,Other,"St. Louis, MO, USA",38.6270025,-90.1994042,Media,Allied Healthcare Products,,us_sec_company,72c95db3e0a9576cf934baae7a3b4df2,us_sec_company__72c95db3e0a9576cf934baae7a3b4df2
allied motion technologies,f0d41994c408a3edeb5ad8f1e141d66c,Allied Motion Technologies,Other,"Amherst, NY, USA",42.9790067,-78.792272,Wells,Allied Motion Technologies,,us_sec_company,38944568fa9263f35a5cb4ba7e85f088,us_sec_company__38944568fa9263f35a5cb4ba7e85f088
allison transmission holdings,5f24928853d3a65c6ad1649e1a057118,Allison Transmission Holdings,Other,"Indianapolis, IN, USA",39.768403,-86.158068,Diplomat,Allison Transmission Holdings,,us_sec_company,e0d23459f07e35e5cf67259ea0681c0d,us_sec_company__e0d23459f07e35e5cf67259ea0681c0d
allogene therapeutics,5f4357d601a7e9155cb2ef7990698f2f,Allogene Therapeutics,Other,"South San Francisco, CA, USA",37.654656,-122.4077498,News,Allogene Therapeutics,,us_sec_company,c672e7b801c77682ffc490ea1d4895b2,us_sec_company__c672e7b801c77682ffc490ea1d4895b2
allot,e80759e1453e3849e5fa7832cf070ee1,Allot,Other,"Hod-Hasharon, Israel",32.149961,34.8838788,News,Allot,,us_sec_company,81ce5e34c6448bb665850caccf902e40,us_sec_company__81ce5e34c6448bb665850caccf902e40
allscripts healthcare solutions,48fbf647d5a68d9b5ae5962250b6bc4b,Allscripts Healthcare Solutions,Other,"Chicago, IL, USA",41.8781136,-87.6297982,Exec,Allscripts Healthcare Solutions,,us_sec_company,41a566e15e257ad763f341ab9b01b86e,us_sec_company__41a566e15e257ad763f341ab9b01b86e
allstate,f67f3048e18d4885872c548f1f16cf93,Allstate,Tier 2,"Northbrook, IL, USA",42.1275267,-87.8289548,Person,Allstate,,us_sec_company,97a3054db25a74a9027d6d90a3f60784,us_sec_company__97a3054db25a74a9027d6d90a3f60784
