keyword,caption_name,location,topic_id,guid,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
cosmos 2485,Cosmos 2485 navigation/global positioning satellite,a1433,188261,,Media,Cosmos 2485 navigation/global positioning satellite,,dgm_space,3627fe148f0cc7d5cc8bebe40abe7f30,dgm_space__5e03a25621cb104a8379089db8129f03
cosmos 2514,Cosmos 2514 navigation/global positioning satellite,a1433,188261,,FTO,Cosmos 2514 navigation/global positioning satellite,,dgm_space,46ca2127ef761e1a17ae6623863aea7f,dgm_space__6dcab9ea5807479998078f16fd71542f
cosmos 2522,Cosmos 2522 navigation/global positioning satellite,a1433,188261,,Wells,Cosmos 2522 navigation/global positioning satellite,,dgm_space,99823076ec08dd0cba9d1a1fc31c6a4c,dgm_space__15a815329cb7009df75da0edfa127633
cosmos 2516,Cosmos 2516 navigation/global positioning satellite,a1433,188261,,Diplomat,Cosmos 2516 navigation/global positioning satellite,,dgm_space,3e2b71e2f17ff3d8f0d6787f02902706,dgm_space__c2ea31b2a51735851f6b2c2436a45190
cosmos 2500,Cosmos 2500 navigation/global positioning satellite,a1433,188261,,Organization,Cosmos 2500 navigation/global positioning satellite,,dgm_space,664f7920530ffda93008426f18938c07,dgm_space__82bfc97c9d786859ed9663a2f2532024
cosmos 2527,Cosmos 2527 navigation/global positioning satellite,a1433,188261,,FTO,Cosmos 2527 navigation/global positioning satellite,,dgm_space,e790b3fc4958abae73134e92d8aef7b5,dgm_space__f563e33e28e2bee24dcad2066f1ec681
cosmos 2529,Cosmos 2529 navigation/global positioning satellite,a1433,188261,,Organization,Cosmos 2529 navigation/global positioning satellite,,dgm_space,a7df5ebeff31e215c96bf57df8c6625e,dgm_space__d2b35cf207c36cc7f36a9f82077cd38e
cosmos 2534,Cosmos 2534 navigation/global positioning satellite,a1433,188261,,Consulates,Cosmos 2534 navigation/global positioning satellite,,dgm_space,e9b97c67ec84cfd3ae45b8d5e5ac9f42,dgm_space__b33705dc3b57a0d80b91e687ec3ff2c8
cosmos 2544,Cosmos 2544 navigation/global positioning satellite,a1433,188261,,IndustryTerm,Cosmos 2544 navigation/global positioning satellite,,dgm_space,844e6de1fb948cef243b7d31a1c3fb7f,dgm_space__386de8a1701a76b31b8e5fcd2766a527
cosmos 2545,Cosmos 2545 navigation/global positioning satellite,a1433,188261,,space,Cosmos 2545 navigation/global positioning satellite,,dgm_space,7210f106a1cc7383b258c01ab1240b10,dgm_space__c955ad80dbea73c204218911b73c40b8
gonets m-11,Gonets M-11 communications satellite,a1433,188261,,Wells,Gonets M-11 communications satellite,,dgm_space,ad93cd6217e6d40fce347b7e96cba088,dgm_space__da5ebaff3d41721b125f959d0ac49317
gonets m-12,Gonets M-12 communications satellite,a1433,188261,,Media,Gonets M-12 communications satellite,,dgm_space,009283894ef222bb20a72bf81aeeb942,dgm_space__e223e1de88682b04be7090b37c8f8315
gonets m-13,Gonets M-13 communications satellite,a1433,188261,,IndustryTerm,Gonets M-13 communications satellite,,dgm_space,449f72f8c43026cfa504339ed72d1d60,dgm_space__a28bbb37648113f0e274b79dae0cef6c
gonets m-14,Gonets M-14 communications satellite,a1433,188261,,Shipping,Gonets M-14 communications satellite,,dgm_space,78d23e5aef5e2a7bb66dd4dd3a3b5284,dgm_space__77fada13742a085107ba0eb9ce6096e6
gonets m-16,Gonets M-16 communications satellite,a1433,188261,,Person,Gonets M-16 communications satellite,,dgm_space,b48dc7922bce89f595cbbcf587f44739,dgm_space__97279bc9092bb6e8ec4836f987deb383
gonets m-17,Gonets M-17 communications satellite,a1433,188261,,Wells,Gonets M-17 communications satellite,,dgm_space,df70808f3b01a1bf5e91aec2d7d20ed7,dgm_space__d6f10a91b57ebc449f8611d4bdf111b6
gonets m-18,Gonets M-18 communications satellite,a1433,188261,,Legislator,Gonets M-18 communications satellite,,dgm_space,7324e11ae24c6b6e9635c22c8bd68618,dgm_space__ab59b5601c27a73fd14b897753505d24
gonets m-19,Gonets M-19 communications satellite,a1433,188261,,Pipeline,Gonets M-19 communications satellite,,dgm_space,adfc90f59dcd260c6d22cfc20c5f21e2,dgm_space__6ebf3246de60fea906a6f811b2db816d
gonets m-20,Gonets M-20 communications satellite,a1433,188261,,Wells,Gonets M-20 communications satellite,,dgm_space,c1b3b2139b4d2c1a9a86057fba4521a9,dgm_space__69fbb061d62e57b65eed59bb50e15acd
gonets-m-24,Gonets-M-24 communications satellite,a1433,188261,,Organization,Gonets-M-24 communications satellite,,dgm_space,246b6669aac66966aea760cdf9752d64,dgm_space__05981a2bfbc2c2e0b1b16b47a307a96b
gonets m-25,Gonets M-25 communications satellite,a1433,188261,,Exec,Gonets M-25 communications satellite,,dgm_space,46a5672af5a9985d89154d335a66f26b,dgm_space__5a246eecbb4cd5cb610aa465856f0b42
gonets m-26,Gonets M-26 communications satellite,a1433,188261,,FTO,Gonets M-26 communications satellite,,dgm_space,5c4eb51fd0795dd465ecd350709edb58,dgm_space__517abc841aad1498959f864851890248
gonets m-27,Gonets M-27 communications satellite,a1433,188261,,LegislativeCommittee,Gonets M-27 communications satellite,,dgm_space,b4c4ae294520c8df58662fadf855bd5b,dgm_space__e980af737968007a00f50a65216df374
gonets m-28,Gonets M-28 communications satellite,a1433,188261,,Pipeline,Gonets M-28 communications satellite,,dgm_space,85b411e7ba1b812f04af49002bb6ffbf,dgm_space__90bedf0553a53407bc6415ac1f488f48
gonets m-29,Gonets M-29 communications satellite,a1433,188261,,IndustryTerm,Gonets M-29 communications satellite,,dgm_space,db4ff5e15b1a0bb06b552a062bc64808,dgm_space__d78e2a5b43abcb148fdb078b5bf64132
gonets m-30,Gonets M-30 communications satellite,a1433,188261,,Media,Gonets M-30 communications satellite,,dgm_space,7c6f89742257cc4ca5a9a3df195077ec,dgm_space__cd16a4da6991e66b89bc5a26c5eb346b
gonets m-31,Gonets M-31 communications satellite,a1433,188261,,Shipping,Gonets M-31 communications satellite,,dgm_space,f4eae30bcefc0181dfcf017c1ed0bcf2,dgm_space__e6cfdbedb947ccf58dd04a720b0cb109
gonets m-32,Gonets M-32 communications satellite,a1433,188261,,Media,Gonets M-32 communications satellite,,dgm_space,819a2491f32d58d31b089a5cf80d36bc,dgm_space__9c33ba111b980b0a63fcd89c51ab043d
canopus-b,Canopus-B earth observation satellite,a1433,188261,,Keyphrase,Canopus-B earth observation satellite,,dgm_space,c7f8385a65ad3190f6d8638674338e2e,dgm_space__53cd044852bc6685fe482da38eae49f9
kanopus-v-ik-2,Kanopus-V-IK-2 earth observation satellite,a1433,188261,,FTO,Kanopus-V-IK-2 earth observation satellite,,dgm_space,4305c953106c2b771245a293066ebf64,dgm_space__dd947b7a1def8d1c4e24a64b01574ed5
kanopus-v-ik-3,Kanopus-V-IK-3 earth observation satellite,a1433,188261,,Keyphrase,Kanopus-V-IK-3 earth observation satellite,,dgm_space,619b93531f20224a4f8896fb081f70b2,dgm_space__769043d91a038b3dac69c5ca279a22a2
kanopus-v-ik-4,Kanopus-V-IK-4 earth observation satellite,a1433,188261,,Wells,Kanopus-V-IK-4 earth observation satellite,,dgm_space,ccb6561a7423a3c420cfd8382a848b10,dgm_space__9966b87061ff3ea0181c806b62037222
kanopus-v-ik-5,Kanopus-V-IK-5 earth observation satellite,a1433,188261,,Diplomat,Kanopus-V-IK-5 earth observation satellite,,dgm_space,52d3770794be7324541f27d899be38b4,dgm_space__3603df443db334202f84518192ddafc6
kanopus-v-ik-6,Kanopus-V-IK-6 earth observation satellite,a1433,188261,,IndustryTerm,Kanopus-V-IK-6 earth observation satellite,,dgm_space,5924c72091b53489b061870dc576ff2f,dgm_space__17367d38d9434db6e437e66863fd2ce4
cosmos 2487,Cosmos 2487 earth observation satellite,a1433,188261,,ForeignMinister,Cosmos 2487 earth observation satellite,,dgm_space,74164f4bee1d4934789b2ab96c316ae5,dgm_space__3dda9e1cf7849b8ca2acd8cf4529d357
cosmos 2455,Cosmos 2455 earth observation satellite,a1433,188261,,Media,Cosmos 2455 earth observation satellite,,dgm_space,726e232bac395acb8f003839532a2be8,dgm_space__b14ff5f480bccd6c0a7611e53c10d9e4
cosmos 2524,Cosmos 2524 earth observation satellite,a1433,188261,,Wells,Cosmos 2524 earth observation satellite,,dgm_space,c2e2d254398d977bd1657e10ae934b47,dgm_space__4f13f6d7face9b3ff355e622c61ebd5a
cosmos 2528,Cosmos 2528 earth observation satellite,a1433,188261,,Refinery,Cosmos 2528 earth observation satellite,,dgm_space,43e385a80bb9e39880c7a68c7488ea4c,dgm_space__cee5eed2f9afa1733208468909c424de
cosmos 2549,Cosmos 2549 earth observation satellite,a1433,188261,,News,Cosmos 2549 earth observation satellite,,dgm_space,b2b14c19812ad8c8e61d40c408b7f8c4,dgm_space__6949a46f711b6a1dbf72bd3b5593f882
cosmos 2502,Cosmos 2502 earth observation satellite,a1433,188261,,Organization,Cosmos 2502 earth observation satellite,,dgm_space,f6582f5364713b594ad90e959d9e07d1,dgm_space__3749a4723f40f04d133504df1d02d9d9
luch 5a,Luch 5A communications satellite,a1433,188261,,Exec,Luch 5A communications satellite,,dgm_space,b9a10b6ec32e4a6918ddec119991b5f9,dgm_space__9435b5a420f0aafd5da907c58fdc1eb3
luch 5b,Luch 5B communications satellite,a1433,188261,,Legislator,Luch 5B communications satellite,,dgm_space,352fb57fb3db21a0a046dbbe4490d0a8,dgm_space__08f9ec5677a2e746525cef4d06a62165
luch 5v,Luch 5V communications satellite,a1433,188261,,Consulates,Luch 5V communications satellite,,dgm_space,bb04201978e9258c5e7ce7101b27afc9,dgm_space__a3122c6b94e628dd752127ca6567202b
luch/olympus,Luch/Olympus communications satellite,a1433,188261,,DiplomaticFacilities,Luch/Olympus communications satellite,,dgm_space,e9831a6729861e7e7a14225699fb2abb,dgm_space__a1538816e1ad088bbd2ce4f2da70a7de
meridian-3,Meridian-3 communications satellite,a1433,188261,,DiplomaticFacilities,Meridian-3 communications satellite,,dgm_space,2fb3cb8dafa80b0104000c10d0a09625,dgm_space__c2028c51143cd66afebb5456fea9e1d6
meridian-4,Meridian-4 communications satellite,a1433,188261,,IndustryTerm,Meridian-4 communications satellite,,dgm_space,64ff8c94219ebdfcf4588dc44fb89e89,dgm_space__640b0e97345f8e27b819bf0e95d95e8c
meridian-6,Meridian-6 communications satellite,a1433,188261,,Refinery,Meridian-6 communications satellite,,dgm_space,74f1da6bd594a44d2eaa58970b07312b,dgm_space__ab9723530ebd683fdd329c95fbd16c6b
meridian-7,Meridian-7 communications satellite,a1433,188261,,News,Meridian-7 communications satellite,,dgm_space,c70450c5a88fdb024c98c802b00a2699,dgm_space__68cb06c286687dd7dd9b9e61de3faa71
meridian-8,Meridian-8 communications satellite,a1433,188261,,CompanyKeyword,Meridian-8 communications satellite,,dgm_space,c4b5a8a21e014448bfa358f4ea44642b,dgm_space__7616bcbc8941649d50000e61c953c5da
meridian-9,Meridian-9 communications satellite,a1433,188261,,CompanyKeyword,Meridian-9 communications satellite,,dgm_space,ad72fa2fc090dbf1145649df3e809f06,dgm_space__d936e5fca26148a7136166a46274f74c
meteor-m 2.2,Meteor-M 2.2 earth observation satellite,a1433,188261,,Media,Meteor-M 2.2 earth observation satellite,,dgm_space,430c168660dedeb4f08dcd8828d53f84,dgm_space__08ebc86574c33d6057c79bf2c9a1a8ca
meteor-m n-2,Meteor-M N-2 earth observation satellite,a1433,188261,,Wells,Meteor-M N-2 earth observation satellite,,dgm_space,b3a648ca50a2a5e896408aa907e4e227,dgm_space__53b93766447c7e932db3c727f2985edc
mvl-300,MVL-300 space science satellite,a1433,188261,,ForeignMinistry,MVL-300 space science satellite,,dgm_space,781352c1933fbdd6f8a35493e128a1fa,dgm_space__feda7b61595f42b26826ac946433601c
mozhayets 4,Mozhayets 4 technology development satellite,a1433,188261,,Refinery,Mozhayets 4 technology development satellite,,dgm_space,7ff6e81b5d9c11bd924d78a5b66ab4e5,dgm_space__c2f6fb6a7060f4bcdca16eb68205a012
norbi,Norbi space science satellite,a1433,188261,,space,Norbi space science satellite,,dgm_space,0f7b50957fdf7470bab912c4dad248d3,dgm_space__25de274529bdf68529feafd557162921
cosmos 2486,Cosmos 2486 earth observation satellite,a1433,188261,,Keyphrase,Cosmos 2486 earth observation satellite,,dgm_space,f3cf3a76b261bd3208f216136a4801a2,dgm_space__506f1c770a80104349965ec8110ab4c8
cosmos 2506,Cosmos 2506 earth observation satellite,a1433,188261,,DiplomaticFacilities,Cosmos 2506 earth observation satellite,,dgm_space,a25bf74a303ec53abb59115185128793,dgm_space__1eeaa77ee8bc4eabdec0cbba48f6bbab
radio-rosto,Radio-ROSTO communications satellite,a1433,188261,,Person,Radio-ROSTO communications satellite,,dgm_space,52553b3bb893b582225f0d68831cbd03,dgm_space__64d318c27478f18bb88739d876d4bbd8
raduga 1-m2,Raduga 1-M2 communications satellite,a1433,188261,,ForeignMinister,Raduga 1-M2 communications satellite,,dgm_space,ce93ac95d98f98768bf504f831f4c198,dgm_space__0dc7534564e1bb8555a18dd67be235f0
raduga 1-m3,Raduga 1-M3 communications satellite,a1433,188261,,Diplomat,Raduga 1-M3 communications satellite,,dgm_space,97433a0daac4e14d4c97177ef4d7018e,dgm_space__f1b7b0a1f4584e43cf23fa9e6e72776c
relek,Relek earth observation satellite,a1433,188261,,ForeignMinister,Relek earth observation satellite,,dgm_space,9e014c7051fed56c375260d7678b8377,dgm_space__66dd0385b6b5245d0545b59db64dc4d8
resurs-p1,Resurs-P1 earth observation satellite,a1433,188261,,Keyphrase,Resurs-P1 earth observation satellite,,dgm_space,faaa15b8757f8c3458a338298bd8edb1,dgm_space__1566d8c800897ed4c149b53dd99d46c8
resurs-p2,Resurs-P2 earth observation/communications/space science satellite,a1433,188261,,FTO,Resurs-P2 earth observation/communications/space science satellite,,dgm_space,eef13c0ad17cebbaa802c7f2300d602f,dgm_space__89c0b12fcd2299359edcd9b3085d2285
resurs-p3,Resurs-P3 earth observation satellite,a1433,188261,,Diplomat,Resurs-P3 earth observation satellite,,dgm_space,ac24488af7dee24bf5f119024ff18fca,dgm_space__4aad2d4e026a567284225800d633a30d
cosmos 2416,Cosmos 2416 communications satellite,a1433,188261,,space,Cosmos 2416 communications satellite,,dgm_space,a8dc9fc9a3408e022018c64d17a3bc44,dgm_space__07f685a798d68fe828ee6f9f9560c5a0
cosmos 2437,Cosmos 2437 communications satellite,a1433,188261,,Refinery,Cosmos 2437 communications satellite,,dgm_space,bbede57e22d1f5b96e182bafc31c90af,dgm_space__1c04352fce15735c0a04377116784204
cosmos 2438,Cosmos 2438 communications satellite,a1433,188261,,Legislator,Cosmos 2438 communications satellite,,dgm_space,1ca9568c824ee6d8a98d91ff8fc85097,dgm_space__442bac1566d9eafc7c23d679f3a26265
cosmos 2439,Cosmos 2439 communications satellite,a1433,188261,,News,Cosmos 2439 communications satellite,,dgm_space,0eadeb25899a49fb95e290c8226498ac,dgm_space__c6b1dc95ee61bb45f6dc993d8df7b1a9
cosmos 2451,Cosmos 2451 communications satellite,a1433,188261,,FTO,Cosmos 2451 communications satellite,,dgm_space,f9b87fc03d9254faefa2d9604a3b4440,dgm_space__d596e43987795cd590b35546ba08709b
cosmos 2453,Cosmos 2453 communications satellite,a1433,188261,,Person,Cosmos 2453 communications satellite,,dgm_space,4a0dac0124010a558eb663dfe79e04e5,dgm_space__29fba79fe8232f9c46f85bc8e89d5be2
cosmos 2467,Cosmos 2467 communications satellite,a1433,188261,,Pipeline,Cosmos 2467 communications satellite,,dgm_space,9b61ab1254ee6bb7b4f22d9db90178c4,dgm_space__131fb926c274752c52d724cdf43fab91
cosmos 2468,Cosmos 2468 communications satellite,a1433,188261,,Consulates,Cosmos 2468 communications satellite,,dgm_space,cbf7e6cb998096ae7fc1625f21cc6cd6,dgm_space__429124e384d503d4094be89ad45c5ec7
cosmos 2481,Cosmos 2481 communications satellite,a1433,188261,,Diplomat,Cosmos 2481 communications satellite,,dgm_space,805a1ba8e72b08fe151003ec006190fe,dgm_space__d20cbebb438cb881ff083006196f148f
cosmos 2482,Cosmos 2482 communications satellite,a1433,188261,,Consulates,Cosmos 2482 communications satellite,,dgm_space,329d77447522b178c2d9351a80b607f5,dgm_space__cc2b5b1a687c93561e97eaf9e2e4f103
cosmos 2483,Cosmos 2483 communications satellite,a1433,188261,,Person,Cosmos 2483 communications satellite,,dgm_space,ec932c7cf1c6ccc6eaa982c0b4d6d04a,dgm_space__ec7dd237b9c8faf3f90ee528e1ecd9ce
cosmos 2484,Cosmos 2484 communications satellite,a1433,188261,,FTO,Cosmos 2484 communications satellite,,dgm_space,c04b2d6a61a2a4ee5b405f402fe38b63,dgm_space__30a71e9e4ce44c98caee8500041127bb
cosmos 2488,Cosmos 2488 communications satellite,a1433,188261,,ForeignMinister,Cosmos 2488 communications satellite,,dgm_space,87da59ae6e3a34d3678d36d8b503efdc,dgm_space__aee71ed951d5342e8d18f2425c5d0043
cosmos 2489,Cosmos 2489 communications satellite,a1433,188261,,Pipeline,Cosmos 2489 communications satellite,,dgm_space,971507f6fdf1c16e69a1047c3318d4f6,dgm_space__d5a49bdd492dcb6e3d82997477951fbc
cosmos 2490,Cosmos 2490 communications satellite,a1433,188261,,Refinery,Cosmos 2490 communications satellite,,dgm_space,6732ce672d0d662694f183aea1d6c639,dgm_space__37fee7960af40c25169ffe94ee16aa40
cosmos 2496,Cosmos 2496 communications satellite,a1433,188261,,Shipping,Cosmos 2496 communications satellite,,dgm_space,c45ee08c685342322f710cebb9582436,dgm_space__070e6fec8533b1f412276f6a60f339f7
cosmos 2497,Cosmos 2497 communications satellite,a1433,188261,,Refinery,Cosmos 2497 communications satellite,,dgm_space,0dcf9921e89de3d055099ca56807ff3b,dgm_space__e5cd411421e23a254005e70f0d3be479
cosmos 2498,Cosmos 2498 communications satellite,a1433,188261,,Consulates,Cosmos 2498 communications satellite,,dgm_space,4bd39058bd91e6a8df900ad37d5f7ad8,dgm_space__d8a5e99c2ebbfc885d6fb44e9923009f
cosmos 2507,Cosmos 2507 communications satellite,a1433,188261,,Exec,Cosmos 2507 communications satellite,,dgm_space,4f2e0110e0848b583cfc369025864ee1,dgm_space__1b9adcf7fd9b8af0e336913127430180
cosmos 2508,Cosmos 2508 communications satellite,a1433,188261,,AAEntity,Cosmos 2508 communications satellite,,dgm_space,552fbe3d18bb1498e54259c78f8cc583,dgm_space__d042fe1dc15391be8a11cd366c21ec32
cosmos 2509,Cosmos 2509 communications satellite,a1433,188261,,FTO,Cosmos 2509 communications satellite,,dgm_space,4e0299e59aefcfb8e914551c3beab2b1,dgm_space__148e60d7b6ef29fceecff3dfb341afdd
cosmos 2530,Cosmos 2530 communications satellite,a1433,188261,,Shipping,Cosmos 2530 communications satellite,,dgm_space,6e0ef416dc9365e761d89d30955961bd,dgm_space__5ff0f3913b6ecf6edd257d6277b4e6e0
cosmos 2531,Cosmos 2531 communications satellite,a1433,188261,,Exec,Cosmos 2531 communications satellite,,dgm_space,83fe83819162476bbdf617204b2c60ef,dgm_space__4bb89f1bb1682e318582b7462143818b
cosmos 2532,Cosmos 2532 communications satellite,a1433,188261,,AAEntity,Cosmos 2532 communications satellite,,dgm_space,16211b0a1e40a96e1ca4737a01e9ec8d,dgm_space__30bba703d06e4894d3520452e856fdb4
sokrat,SOKRAT space science satellite,a1433,188261,,Organization,SOKRAT space science satellite,,dgm_space,812f24640d6e17947c1502aca8223932,dgm_space__70a246df0b76ee2e7a3cbc0e0bfca008
cosmos 2385,Cosmos 2385 communications satellite,a1433,188261,,Organization,Cosmos 2385 communications satellite,,dgm_space,27ae4377288da37ff8ae1a145a6e22f6,dgm_space__f5a5041a844473a10f092ec8b3decc4f
cosmos 2386,Cosmos 2386 communications satellite,a1433,188261,,Person,Cosmos 2386 communications satellite,,dgm_space,3e90ae8409cc4ba4ac8b4764b2518aa5,dgm_space__34b04c2c0802c3e143490e326d0ab2d0
cosmos 2390,Cosmos 2390 communications satellite,a1433,188261,,FTO,Cosmos 2390 communications satellite,,dgm_space,ede359336d46001cc94a96fa7840fcad,dgm_space__e0154335bc82cdcf951d9b6d026436c3
cosmos 2391,Cosmos 2391 communications satellite,a1433,188261,,Diplomat,Cosmos 2391 communications satellite,,dgm_space,9b47379a0c4124010305ed54cf91e05f,dgm_space__f1b27aa49f6811b33f1caa96f31f7c2e
cosmos 2400,Cosmos 2400 communications satellite,a1433,188261,,Pipeline,Cosmos 2400 communications satellite,,dgm_space,18c82543b91fbbafa44eb88fed744f04,dgm_space__d528a78a326bd6c21d27cd36884e8e4f
cosmos 2401,Cosmos 2401 communications satellite,a1433,188261,,ForeignMinistry,Cosmos 2401 communications satellite,,dgm_space,2fda48d6d3085176be7486e7688c4727,dgm_space__0aacb5180d05cad0654ee3851e7f1d5f
cosmos 2408,Cosmos 2408 communications satellite,a1433,188261,,DiplomaticFacilities,Cosmos 2408 communications satellite,,dgm_space,725076133798964b80fa1134acf4468b,dgm_space__ccd9c28d4c291690bee4c5f349f4be29
cosmos 2409,Cosmos 2409 communications satellite,a1433,188261,,Pipeline,Cosmos 2409 communications satellite,,dgm_space,ba5f469c2c922cb4825c5e704cf96443,dgm_space__50cd23748eb556b70cf0adf40b39bcf1
cosmos 2428,Cosmos 2428 earth observation satellite,a1433,188261,,Consulates,Cosmos 2428 earth observation satellite,,dgm_space,146c789f378140ba800fe44a99ba45aa,dgm_space__e99422772187cbaf285340363d211e8c
vdnh-80,VDNH-80 space science satellite,a1433,188261,,Person,VDNH-80 space science satellite,,dgm_space,e74a3c34846ac69745ca6434f7eed3e4,dgm_space__4c1c81162d7fffca6974bfd7c61b22e6
yamal-202,Yamal-202 communications satellite,a1433,188261,,Keyphrase,Yamal-202 communications satellite,,dgm_space,1133430c972f34a3cdd169833097e4d5,dgm_space__7e0456a238a3816e970d694b24e63743
yamal-300k,Yamal-300K communications satellite,a1433,188261,,Person,Yamal-300K communications satellite,,dgm_space,1cb3a06ee0e9c97cc282db9f742bba55,dgm_space__d679fb9dd15c77f3621da87e7a1b6b28
yamal-401,Yamal-401 communications satellite,a1433,188261,,News,Yamal-401 communications satellite,,dgm_space,6b44f96e5054e69f2b9585a6b6def290,dgm_space__581aab2a912ae254e873bcaece1b62d5
yamal-402,Yamal-402 communications satellite,a1433,188261,,ForeignMinister,Yamal-402 communications satellite,,dgm_space,0c50dae446ce89613bf8b85372326e8c,dgm_space__a1667f0a799c53ebcccf8c18d4c248c4
yamal-601,Yamal-601 communications satellite,a1433,188261,,Media,Yamal-601 communications satellite,,dgm_space,b27a3704d7ea8fc52b38692ccc9b8a23,dgm_space__7d7e38c5faf2a7935ca5fe5f9beb729c
yarilo-1,Yarilo-1 space science satellite,a1433,188261,,Person,Yarilo-1 space science satellite,,dgm_space,7b6f7ca2946c3f2c8b8d71720ae65d85,dgm_space__3cb6eba0efae583a5ae1d9b4b6f32816
yarilo-2,Yarilo-2 space science satellite,a1433,188261,,Exec,Yarilo-2 space science satellite,,dgm_space,14e109dec1d5bb5c1b66c9de6c84e5c9,dgm_space__c8287257499fb93396af128fc43593b3
perseus m1,Perseus M1 communications satellite,a1433,188261,,Legislator,Perseus M1 communications satellite,,dgm_space,935775df1a2b01ff8622f8fb95ce35d1,dgm_space__449ba81626031b49724c1e2be518ce27
perseus m2,Perseus M2 communications satellite,a1433,188261,,Media,Perseus M2 communications satellite,,dgm_space,8b7cdb3b2cfb4df167f46d39d90bbaec,dgm_space__c68709fee86016865b93ee588784063e
ksu cubesat,KSU Cubesat technology development satellite,a1105,188261,,AAEntity,KSU Cubesat technology development satellite,,dgm_space,1b3378d35adb46668459dde5f4069724,dgm_space__fbc448775e69ef36f863baa7b5f82e44
saudicomsat-1,Saudicomsat-1 technology development satellite,a1105,188261,,Refinery,Saudicomsat-1 technology development satellite,,dgm_space,f686cbe35ab76da3554979f1a12a0043,dgm_space__5ff89e9406b875037bb7f68fa3b69eb6
saudicomsat-2,Saudicomsat-2 technology development satellite,a1105,188261,,IndustryTerm,Saudicomsat-2 technology development satellite,,dgm_space,c45ac3d34d45869d60b608769bb73580,dgm_space__11a0c3141a9a5c87ac627d7a54d8cd93
saudicomsat-3,Saudicomsat-3 communications satellite,a1105,188261,,Shipping,Saudicomsat-3 communications satellite,,dgm_space,c624f8d20d3b5747e8f471ee2bb9d946,dgm_space__d9b46182cd7c1bab7d67253c19079fb5
saudicomsat-4,Saudicomsat-4 communications satellite,a1105,188261,,space,Saudicomsat-4 communications satellite,,dgm_space,1e8cce1be3655df95fc70ced6d289ae1,dgm_space__2ee571cf82c29a3e09dbf6b7e9c11571
saudicomsat-5,Saudicomsat-5 communications satellite,a1105,188261,,FTO,Saudicomsat-5 communications satellite,,dgm_space,23d6592e0ad56442980d78fe45557912,dgm_space__db8a65a3cdc04349523037f3b28ff95c
saudicomsat-6,Saudicomsat-6 communications satellite,a1105,188261,,DiplomaticFacilities,Saudicomsat-6 communications satellite,,dgm_space,552263aff356c47c9ad024e650d443dd,dgm_space__63de3391c7be5aa7e532a3d40ada0ce1
saudicomsat-7,Saudicomsat-7 communications satellite,a1105,188261,,Pipeline,Saudicomsat-7 communications satellite,,dgm_space,84bab6d362b85f9ec10560b2c959f3e6,dgm_space__226e94a4ed82418dc81747ccc8e8106b
saudisat 1c,Saudisat 1C communications satellite,a1105,188261,,Person,Saudisat 1C communications satellite,,dgm_space,398c52c12999aa39058df6375e8b2bc0,dgm_space__0ee805b80523c4f581db9587539a5310
saudisat-2,Saudisat-2 earth observation satellite,a1105,188261,,FTO,Saudisat-2 earth observation satellite,,dgm_space,21a7f0d21069a4dfa2d416a4f4db7a90,dgm_space__facc32e8a1294baec6a7276fec70449a
saudisat-3,Saudisat-3 earth observation satellite,a1105,188261,,Exec,Saudisat-3 earth observation satellite,,dgm_space,c75a7f4d6ec84f178546e0caa7a9f412,dgm_space__475ea65598a87a39246b78b6ac3833ac
saudisat-5a,Saudisat-5A earth observation satellite,a1105,188261,,IndustryTerm,Saudisat-5A earth observation satellite,,dgm_space,d79434f282c032f98ce45a8dac7a6eb8,dgm_space__53e506f30a12bbd8d2c01c7f1fc66fac
saudisat-5b,Saudisat-5B earth observation satellite,a1105,188261,,Pipeline,Saudisat-5B earth observation satellite,,dgm_space,e4dbd014672fa954396d16007984b436,dgm_space__b5b0e4101af77b7d191172925203c3af
athenoxat-1,Athenoxat-1 technology development satellite,a479,188261,,Diplomat,Athenoxat-1 technology development satellite,,dgm_space,7e9ef0d95123e434df7a55cf1d4fdf1f,dgm_space__3871a4eb3b15bf803da57e9348f96ede
elsa-d,ELSA-d technology development satellite,a479,188261,,CompanyKeyword,ELSA-d technology development satellite,,dgm_space,e3d74e977be4f6f05a7bd12ac7c01e08,dgm_space__b19896cdec9f856de8df7a300851c0c1
kent ridge 1,Kent Ridge 1 earth observation satellite,a479,188261,,Legislator,Kent Ridge 1 earth observation satellite,,dgm_space,5b8adc0eaedeaa12aa32dd62fb8d6c19,dgm_space__d1a8e79014c3ce2b48794a374c90c97b
spooqy-1,SpooQy-1 space science satellite,a479,188261,,Refinery,SpooQy-1 space science satellite,,dgm_space,90ed7636dd4130e412971d622513efc0,dgm_space__0992edf21712707e80fde73cf4a34174
teleos 1,TeLEOS 1 earth observation satellite,a479,188261,,space,TeLEOS 1 earth observation satellite,,dgm_space,0b23fd078bad078ec401e8db70f44023,dgm_space__61fc0c958111fd3e3a6c9cf665269f5b
velox 2,Velox 2 technology development satellite,a479,188261,,Organization,Velox 2 technology development satellite,,dgm_space,8016825ca9c92feab91c42b6856ec1d5,dgm_space__9b2bea949252626f214fac1b87980a7d
velox c1,Velox C1 technology development satellite,a479,188261,,Wells,Velox C1 technology development satellite,,dgm_space,dfedcba66748037ca3cf22d71b2bbacd,dgm_space__2db2a5f1a852a8efe012b648f3ac8938
