german_text,caption_text,location_tag,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
birkenwerder,"Birkenwerder Station, Berlin, Germany","S Birkenwerder, Berlin",Diplomat,"Birkenwerder Station, Berlin, Germany",,s_u_bahnhof_locations,1170854196aa179aeead7f1926aeb681,s_u_bahnhof_locations__1170854196aa179aeead7f1926aeb681
blankenburg,"Blankenburg Station, Berlin, Germany","S Blankenburg, Berlin",ForeignMinistry,"Blankenburg Station, Berlin, Germany",,s_u_bahnhof_locations,a1df971036c079b54fc1efe8f648f612,s_u_bahnhof_locations__a1df971036c079b54fc1efe8f648f612
blankenfelde,"Blankenfelde Station, Berlin, Germany","S Blankenfelde, Berlin",Refinery,"Blankenfelde Station, Berlin, Germany",,s_u_bahnhof_locations,a5b939984ac309ff0d18d0efcfda8b08,s_u_bahnhof_locations__a5b939984ac309ff0d18d0efcfda8b08
borgsdorf,"Borgsdorf Station, Berlin, Germany","S Borgsdorf, Berlin",Media,"Borgsdorf Station, Berlin, Germany",,s_u_bahnhof_locations,6e80378a35ba5e395b8c140f391255d3,s_u_bahnhof_locations__6e80378a35ba5e395b8c140f391255d3
bornholmer straße,"Bornholmer Strasse Station, Berlin, Germany","S Bornholmer Strasse, Berlin",Diplomat,"Bornholmer Strasse Station, Berlin, Germany",,s_u_bahnhof_locations,071caed680cb3d2997a413c2d18dff09,s_u_bahnhof_locations__071caed680cb3d2997a413c2d18dff09
botanischer garten,"Botanischer Garten Station, Berlin, Germany","S Botanischer Garten, Berlin",AAEntity,"Botanischer Garten Station, Berlin, Germany",,s_u_bahnhof_locations,f70056623eb722e8f2f30299e4548131,s_u_bahnhof_locations__f70056623eb722e8f2f30299e4548131
buch,"Buch Station, Berlin, Germany","S Buch, Berlin",Pipeline,"Buch Station, Berlin, Germany",,s_u_bahnhof_locations,ab1fb2615f3d84b7e0444dc72e3aa6e5,s_u_bahnhof_locations__ab1fb2615f3d84b7e0444dc72e3aa6e5
buckower chaussee,"Buckower Chaussee Station, Berlin, Germany","S Buckower Chaussee, Berlin",Media,"Buckower Chaussee Station, Berlin, Germany",,s_u_bahnhof_locations,73a2d982bf360a0f0d50190461c6a06b,s_u_bahnhof_locations__73a2d982bf360a0f0d50190461c6a06b
charlottenburg,"Charlottenburg Station, Berlin, Germany","S Charlottenburg, Berlin",LegislativeCommittee,"Charlottenburg Station, Berlin, Germany",,s_u_bahnhof_locations,9993944789b6064f8708762e556d154b,s_u_bahnhof_locations__9993944789b6064f8708762e556d154b
eichborndamm,"Eichborndamm Station, Berlin, Germany","S Eichborndamm, Berlin",Refinery,"Eichborndamm Station, Berlin, Germany",,s_u_bahnhof_locations,95da9e207efa54906bc41a1f2134baae,s_u_bahnhof_locations__95da9e207efa54906bc41a1f2134baae
eichwalde,"Eichwalde Station, Berlin, Germany","S Eichwalde, Berlin",Legislator,"Eichwalde Station, Berlin, Germany",,s_u_bahnhof_locations,c45c1546e6ffed83a55837c711e82ecb,s_u_bahnhof_locations__c45c1546e6ffed83a55837c711e82ecb
erkner,"Erkner Station, Berlin, Germany","S Erkner, Berlin",News,"Erkner Station, Berlin, Germany",,s_u_bahnhof_locations,39ec13adb3ffffd7ae8d9c933d666c77,s_u_bahnhof_locations__39ec13adb3ffffd7ae8d9c933d666c77
feuerbachstraße,"Feuerbachstrasse Station, Berlin, Germany","S Feuerbachstrasse, Berlin",FTO,"Feuerbachstrasse Station, Berlin, Germany",,s_u_bahnhof_locations,81159f9f140162b02c0ce437cbd69d02,s_u_bahnhof_locations__81159f9f140162b02c0ce437cbd69d02
flughafen ber – terminal 1-2,"Flughafen BER – Terminal 1-2 Station, Berlin, Germany","S Flughafen BER – Terminal 1-2, Berlin",Refinery,"Flughafen BER – Terminal 1-2 Station, Berlin, Germany",,s_u_bahnhof_locations,1f692db115b0e3270fd15cba53c45258,s_u_bahnhof_locations__1f692db115b0e3270fd15cba53c45258
flughafen ber – terminal 5,"Flughafen BER – Terminal 5 Station, Berlin, Germany","S Flughafen BER – Terminal 5, Berlin",News,"Flughafen BER – Terminal 5 Station, Berlin, Germany",,s_u_bahnhof_locations,9cf6b930de0e7a64a03f97a4404649ec,s_u_bahnhof_locations__9cf6b930de0e7a64a03f97a4404649ec
frankfurter allee,"Frankfurter Allee Station, Berlin, Germany","S Frankfurter Allee, Berlin",LegislativeCommittee,"Frankfurter Allee Station, Berlin, Germany",,s_u_bahnhof_locations,d025c2e282dca961b23c95e1cf241a9a,s_u_bahnhof_locations__d025c2e282dca961b23c95e1cf241a9a
fredersdorf,"Fredersdorf Station, Berlin, Germany","S Fredersdorf, Berlin",FTO,"Fredersdorf Station, Berlin, Germany",,s_u_bahnhof_locations,b4ceceda5e0c720f5046529cdedb8b9d,s_u_bahnhof_locations__b4ceceda5e0c720f5046529cdedb8b9d
friedenau,"Friedenau Station, Berlin, Germany","S Friedenau, Berlin",Legislator,"Friedenau Station, Berlin, Germany",,s_u_bahnhof_locations,6220a9b3da498c46da38b917eb1885a4,s_u_bahnhof_locations__6220a9b3da498c46da38b917eb1885a4
friedrichsfelde ost,"Friedrichsfelde Ost Station, Berlin, Germany","S Friedrichsfelde Ost, Berlin",Exec,"Friedrichsfelde Ost Station, Berlin, Germany",,s_u_bahnhof_locations,ca8a2e17deb2bd1112caa8ee7056832a,s_u_bahnhof_locations__ca8a2e17deb2bd1112caa8ee7056832a
friedrichshagen,"Friedrichshagen Station, Berlin, Germany","S Friedrichshagen, Berlin",Person,"Friedrichshagen Station, Berlin, Germany",,s_u_bahnhof_locations,f27705a160d53dbd6c5d78de4f9a9e68,s_u_bahnhof_locations__f27705a160d53dbd6c5d78de4f9a9e68
frohnau,"Frohnau Station, Berlin, Germany","S Frohnau, Berlin",News,"Frohnau Station, Berlin, Germany",,s_u_bahnhof_locations,03524178b45c06d52528c4b4161185d0,s_u_bahnhof_locations__03524178b45c06d52528c4b4161185d0
gehrenseestraße,"Gehrenseestrasse Station, Berlin, Germany","S Gehrenseestrasse, Berlin",Exec,"Gehrenseestrasse Station, Berlin, Germany",,s_u_bahnhof_locations,2c255083d5b7a1c9d2e63c4e52009499,s_u_bahnhof_locations__2c255083d5b7a1c9d2e63c4e52009499
greifswalder straße,"Greifswalder Strasse Station, Berlin, Germany","S Greifswalder Strasse, Berlin",Legislator,"Greifswalder Strasse Station, Berlin, Germany",,s_u_bahnhof_locations,8cf7816f417daf0636116e679d4aef0d,s_u_bahnhof_locations__8cf7816f417daf0636116e679d4aef0d
griebnitzsee,"Griebnitzsee Station, Berlin, Germany","S Griebnitzsee, Berlin",Person,"Griebnitzsee Station, Berlin, Germany",,s_u_bahnhof_locations,37292132f8ae8da7ad30534ed71a9bb7,s_u_bahnhof_locations__37292132f8ae8da7ad30534ed71a9bb7
grünau,"Grunau Station, Berlin, Germany","S Grunau, Berlin",ForeignMinister,"Grunau Station, Berlin, Germany",,s_u_bahnhof_locations,ff495c0836b2a1be5b77bba10726082d,s_u_bahnhof_locations__ff495c0836b2a1be5b77bba10726082d
grünbergallee,"Grunbergallee Station, Berlin, Germany","S Grunbergallee, Berlin",IndustryTerm,"Grunbergallee Station, Berlin, Germany",,s_u_bahnhof_locations,c3aa76027f2c19313f23c63b7efa2347,s_u_bahnhof_locations__c3aa76027f2c19313f23c63b7efa2347
grunewald,"Grunewald Station, Berlin, Germany","S Grunewald, Berlin",Media,"Grunewald Station, Berlin, Germany",,s_u_bahnhof_locations,7544fd592e452bd65459f1fb5597424d,s_u_bahnhof_locations__7544fd592e452bd65459f1fb5597424d
hackescher markt,"Hackescher Markt Station, Berlin, Germany","S Hackescher Markt, Berlin",AAEntity,"Hackescher Markt Station, Berlin, Germany",,s_u_bahnhof_locations,d6dd600b13e7bd0dffee760fbf513811,s_u_bahnhof_locations__d6dd600b13e7bd0dffee760fbf513811
halensee,"Halensee Station, Berlin, Germany","S Halensee, Berlin",Person,"Halensee Station, Berlin, Germany",,s_u_bahnhof_locations,409c1ac14d03c438260b4d662c0ef536,s_u_bahnhof_locations__409c1ac14d03c438260b4d662c0ef536
heerstraße,"Heerstrasse Station, Berlin, Germany","S Heerstrasse, Berlin",Keyphrase,"Heerstrasse Station, Berlin, Germany",,s_u_bahnhof_locations,0c28be0e2b69544b3fcf2df909cbf4b3,s_u_bahnhof_locations__0c28be0e2b69544b3fcf2df909cbf4b3
hegermühle,"Hegermuhle Station, Berlin, Germany","S Hegermuhle, Berlin",DiplomaticFacilities,"Hegermuhle Station, Berlin, Germany",,s_u_bahnhof_locations,139ab86eaddc1d6ef8e70749818bc865,s_u_bahnhof_locations__139ab86eaddc1d6ef8e70749818bc865
heiligensee,"Heiligensee Station, Berlin, Germany","S Heiligensee, Berlin",CompanyKeyword,"Heiligensee Station, Berlin, Germany",,s_u_bahnhof_locations,a09b308f4e11fab747ec6e0525cf119b,s_u_bahnhof_locations__a09b308f4e11fab747ec6e0525cf119b
hennigsdorf,"Hennigsdorf  Station, Berlin, Germany","S Hennigsdorf , Berlin",Consulates,"Hennigsdorf  Station, Berlin, Germany",,s_u_bahnhof_locations,632501c14581a5719a10847d131b25ee,s_u_bahnhof_locations__632501c14581a5719a10847d131b25ee
hermsdorf,"Hermsdorf Station, Berlin, Germany","S Hermsdorf, Berlin",Consulates,"Hermsdorf Station, Berlin, Germany",,s_u_bahnhof_locations,899840254110b4943f5773005e18dcb4,s_u_bahnhof_locations__899840254110b4943f5773005e18dcb4
hirschgarten,"Hirschgarten Station, Berlin, Germany","S Hirschgarten, Berlin",Organization,"Hirschgarten Station, Berlin, Germany",,s_u_bahnhof_locations,ff84aefdc2ba94e987759d7baa167a48,s_u_bahnhof_locations__ff84aefdc2ba94e987759d7baa167a48
hohen neuendorf,"Hohen Neuendorf Station, Berlin, Germany","S Hohen Neuendorf, Berlin",Diplomat,"Hohen Neuendorf Station, Berlin, Germany",,s_u_bahnhof_locations,86acd18915c44206f1565dbf1c3c02ac,s_u_bahnhof_locations__86acd18915c44206f1565dbf1c3c02ac
hohenschönhausen,"Hohenschonhausen Station, Berlin, Germany","S Hohenschonhausen, Berlin",ForeignMinister,"Hohenschonhausen Station, Berlin, Germany",,s_u_bahnhof_locations,d40544d14dab2515cdeecb1b0655ed2c,s_u_bahnhof_locations__d40544d14dab2515cdeecb1b0655ed2c
hohenzollerndamm,"Hohenzollerndamm Station, Berlin, Germany","S Hohenzollerndamm, Berlin",News,"Hohenzollerndamm Station, Berlin, Germany",,s_u_bahnhof_locations,976d642c12eb3fe6ecfebfc32de1afb4,s_u_bahnhof_locations__976d642c12eb3fe6ecfebfc32de1afb4
hoppegarten,"Hoppegarten Station, Berlin, Germany","S Hoppegarten, Berlin",Legislator,"Hoppegarten Station, Berlin, Germany",,s_u_bahnhof_locations,5b9506fcf7d4dc0f19bf76c411736f6f,s_u_bahnhof_locations__5b9506fcf7d4dc0f19bf76c411736f6f
humboldthain,"Humboldthain Station, Berlin, Germany","S Humboldthain, Berlin",LegislativeCommittee,"Humboldthain Station, Berlin, Germany",,s_u_bahnhof_locations,83b11616a7bb9860e1bd2343da126e64,s_u_bahnhof_locations__83b11616a7bb9860e1bd2343da126e64
innsbrucker platz,"Innsbrucker Platz Station, Berlin, Germany","S Innsbrucker Platz, Berlin",space,"Innsbrucker Platz Station, Berlin, Germany",,s_u_bahnhof_locations,dd47c148c2f5eec5dc8b430d77f68d35,s_u_bahnhof_locations__dd47c148c2f5eec5dc8b430d77f68d35
johannisthal,"Johannisthal Station, Berlin, Germany","S Johannisthal, Berlin",News,"Johannisthal Station, Berlin, Germany",,s_u_bahnhof_locations,f24ad89c2d3f216ee5a5520c671de155,s_u_bahnhof_locations__f24ad89c2d3f216ee5a5520c671de155
julius-leber-brücke,"Julius-Leber-Brucke Station, Berlin, Germany","S Julius-Leber-Brucke, Berlin",DiplomaticFacilities,"Julius-Leber-Brucke Station, Berlin, Germany",,s_u_bahnhof_locations,d42f9f5c46483a313d55b24df278f182,s_u_bahnhof_locations__d42f9f5c46483a313d55b24df278f182
karlshorst,"Karlshorst Station, Berlin, Germany","S Karlshorst, Berlin",FTO,"Karlshorst Station, Berlin, Germany",,s_u_bahnhof_locations,8ded2ae0b117e423aa617e1f1f23390f,s_u_bahnhof_locations__8ded2ae0b117e423aa617e1f1f23390f
karow,"Karow Station, Berlin, Germany","S Karow, Berlin",Consulates,"Karow Station, Berlin, Germany",,s_u_bahnhof_locations,aac51d3e95dbfd96bbc903b479a53470,s_u_bahnhof_locations__aac51d3e95dbfd96bbc903b479a53470
kaulsdorf,"Kaulsdorf Station, Berlin, Germany","S Kaulsdorf, Berlin",Organization,"Kaulsdorf Station, Berlin, Germany",,s_u_bahnhof_locations,b4472e49b06ba24b3dfe5a4fce5365ed,s_u_bahnhof_locations__b4472e49b06ba24b3dfe5a4fce5365ed
köllnische heide,"Kollnische Heide Station, Berlin, Germany","S Kollnische Heide, Berlin",Person,"Kollnische Heide Station, Berlin, Germany",,s_u_bahnhof_locations,0213833842b81c0d80c0b33e8c7c11e5,s_u_bahnhof_locations__0213833842b81c0d80c0b33e8c7c11e5
königs wusterhausen,"Konigs Wusterhausen Station, Berlin, Germany","S Konigs Wusterhausen, Berlin",Wells,"Konigs Wusterhausen Station, Berlin, Germany",,s_u_bahnhof_locations,379350e0af5530946b4ef4cd24281a3c,s_u_bahnhof_locations__379350e0af5530946b4ef4cd24281a3c
köpenick,"Kopenick Station, Berlin, Germany","S Kopenick, Berlin",ForeignMinistry,"Kopenick Station, Berlin, Germany",,s_u_bahnhof_locations,7917a856cce93478323f0f29161fb351,s_u_bahnhof_locations__7917a856cce93478323f0f29161fb351
landsberger allee,"Landsberger Allee Station, Berlin, Germany","S Landsberger Allee, Berlin",Shipping,"Landsberger Allee Station, Berlin, Germany",,s_u_bahnhof_locations,21964b7a9a7b3a47da02deb50e898c93,s_u_bahnhof_locations__21964b7a9a7b3a47da02deb50e898c93
lankwitz,"Lankwitz Station, Berlin, Germany","S Lankwitz, Berlin",Keyphrase,"Lankwitz Station, Berlin, Germany",,s_u_bahnhof_locations,2662cee746f1c5acf42ac1198c77a5b1,s_u_bahnhof_locations__2662cee746f1c5acf42ac1198c77a5b1
lehnitz,"Lehnitz Station, Berlin, Germany","S Lehnitz, Berlin",Keyphrase,"Lehnitz Station, Berlin, Germany",,s_u_bahnhof_locations,f3e86184192505df080c73eea7981a8a,s_u_bahnhof_locations__f3e86184192505df080c73eea7981a8a
lichtenrade,"Lichtenrade Station, Berlin, Germany","S Lichtenrade, Berlin",space,"Lichtenrade Station, Berlin, Germany",,s_u_bahnhof_locations,05022a7bac72cc1c340e3e24de29f107,s_u_bahnhof_locations__05022a7bac72cc1c340e3e24de29f107
lichterfelde ost,"Lichterfelde Ost Station, Berlin, Germany","S Lichterfelde Ost, Berlin",Shipping,"Lichterfelde Ost Station, Berlin, Germany",,s_u_bahnhof_locations,34e83ee9edd03503607e18cba09502d2,s_u_bahnhof_locations__34e83ee9edd03503607e18cba09502d2
lichterfelde süd,"Lichterfelde Sud Station, Berlin, Germany","S Lichterfelde Sud, Berlin",Wells,"Lichterfelde Sud Station, Berlin, Germany",,s_u_bahnhof_locations,a135713d2bb336459da4179ac1bf0601,s_u_bahnhof_locations__a135713d2bb336459da4179ac1bf0601
lichterfelde west,"Lichterfelde West Station, Berlin, Germany","S Lichterfelde West, Berlin",Keyphrase,"Lichterfelde West Station, Berlin, Germany",,s_u_bahnhof_locations,a5bd881b2b4caa2d0679900e5ae21d25,s_u_bahnhof_locations__a5bd881b2b4caa2d0679900e5ae21d25
mahlow,"Mahlow Station, Berlin, Germany","S Mahlow, Berlin",Pipeline,"Mahlow Station, Berlin, Germany",,s_u_bahnhof_locations,d2312efe525a49e678e3f9dd9d6a1b85,s_u_bahnhof_locations__d2312efe525a49e678e3f9dd9d6a1b85
mahlsdorf,"Mahlsdorf Station, Berlin, Germany","S Mahlsdorf, Berlin",Wells,"Mahlsdorf Station, Berlin, Germany",,s_u_bahnhof_locations,4e1e5e4e3810c5cef9c33ceff0d2f38c,s_u_bahnhof_locations__4e1e5e4e3810c5cef9c33ceff0d2f38c
marienfelde,"Marienfelde Station, Berlin, Germany","S Marienfelde, Berlin",News,"Marienfelde Station, Berlin, Germany",,s_u_bahnhof_locations,a7bab002fe73a32ff33d649b9c72039c,s_u_bahnhof_locations__a7bab002fe73a32ff33d649b9c72039c
marzahn,"Marzahn Station, Berlin, Germany","S Marzahn, Berlin",ForeignMinistry,"Marzahn Station, Berlin, Germany",,s_u_bahnhof_locations,adcfb193addc838d34f7b02fba891cbe,s_u_bahnhof_locations__adcfb193addc838d34f7b02fba891cbe
mehrower allee,"Mehrower Allee Station, Berlin, Germany","S Mehrower Allee, Berlin",ForeignMinistry,"Mehrower Allee Station, Berlin, Germany",,s_u_bahnhof_locations,aae5bcf81b7828ed4f5870db21bd24a8,s_u_bahnhof_locations__aae5bcf81b7828ed4f5870db21bd24a8
messe nord/icc,"Messe Nord/ICC Station, Berlin, Germany","S Messe Nord/ICC, Berlin",Media,"Messe Nord/ICC Station, Berlin, Germany",,s_u_bahnhof_locations,7ed3c923f9d3d6b24b83f506f6f738c5,s_u_bahnhof_locations__7ed3c923f9d3d6b24b83f506f6f738c5
messe süd,"Messe Sud Station, Berlin, Germany","S Messe Sud, Berlin",Refinery,"Messe Sud Station, Berlin, Germany",,s_u_bahnhof_locations,da913c4ed0065608c28ca817ce05cf74,s_u_bahnhof_locations__da913c4ed0065608c28ca817ce05cf74
mexikoplatz,"Mexikoplatz Station, Berlin, Germany","S Mexikoplatz, Berlin",Legislator,"Mexikoplatz Station, Berlin, Germany",,s_u_bahnhof_locations,d9fd66997a212bd2f3a8465050d26dce,s_u_bahnhof_locations__d9fd66997a212bd2f3a8465050d26dce
mühlenbeck-mönchmühle,"Muhlenbeck-Monchmuhle Station, Berlin, Germany","S Muhlenbeck-Monchmuhle, Berlin",IndustryTerm,"Muhlenbeck-Monchmuhle Station, Berlin, Germany",,s_u_bahnhof_locations,6bc96f9629ca2b8db8fe049a5b7b3a92,s_u_bahnhof_locations__6bc96f9629ca2b8db8fe049a5b7b3a92
neuenhagen,"Neuenhagen Station, Berlin, Germany","S Neuenhagen, Berlin",Wells,"Neuenhagen Station, Berlin, Germany",,s_u_bahnhof_locations,a9dedd8feb3313945d1cec6d977f350d,s_u_bahnhof_locations__a9dedd8feb3313945d1cec6d977f350d
nikolassee,"Nikolassee Station, Berlin, Germany","S Nikolassee, Berlin",Media,"Nikolassee Station, Berlin, Germany",,s_u_bahnhof_locations,97a1a682c4515c672f788bf6edf41a5b,s_u_bahnhof_locations__97a1a682c4515c672f788bf6edf41a5b
nöldnerplatz,"Noldnerplatz Station, Berlin, Germany","S Noldnerplatz, Berlin",Person,"Noldnerplatz Station, Berlin, Germany",,s_u_bahnhof_locations,91863a42c5341ec8182f17b4e2f938a3,s_u_bahnhof_locations__91863a42c5341ec8182f17b4e2f938a3
nordbahnhof,"Nordbahnhof Station, Berlin, Germany","S Nordbahnhof, Berlin",AAEntity,"Nordbahnhof Station, Berlin, Germany",,s_u_bahnhof_locations,78cf3a40ffe198a167ee3c64b79c27eb,s_u_bahnhof_locations__78cf3a40ffe198a167ee3c64b79c27eb
oberspree,"Oberspree Station, Berlin, Germany","S Oberspree, Berlin",News,"Oberspree Station, Berlin, Germany",,s_u_bahnhof_locations,d8bc858be548ea479c9a42828b18406c,s_u_bahnhof_locations__d8bc858be548ea479c9a42828b18406c
olympiastadion,"Olympiastadion Station, Berlin, Germany","S Olympiastadion, Berlin",Keyphrase,"Olympiastadion Station, Berlin, Germany",,s_u_bahnhof_locations,a7f9be5bdec8f32aa10e5958bfa8c0b4,s_u_bahnhof_locations__a7f9be5bdec8f32aa10e5958bfa8c0b4
oranienburg,"Oranienburg Station, Berlin, Germany","S Oranienburg, Berlin",Legislator,"Oranienburg Station, Berlin, Germany",,s_u_bahnhof_locations,b6bc15ec6c7c8774fb9fea8b1fb0fbba,s_u_bahnhof_locations__b6bc15ec6c7c8774fb9fea8b1fb0fbba
oranienburger straße,"Oranienburger Strasse Station, Berlin, Germany","S Oranienburger Strasse, Berlin",space,"Oranienburger Strasse Station, Berlin, Germany",,s_u_bahnhof_locations,805c966204a2eff992682b93eebedc96,s_u_bahnhof_locations__805c966204a2eff992682b93eebedc96
osdorfer straße,"Osdorfer Strasse Station, Berlin, Germany","S Osdorfer Strasse, Berlin",Organization,"Osdorfer Strasse Station, Berlin, Germany",,s_u_bahnhof_locations,2d536dbb60c82cc4c9dc22b2870bbc61,s_u_bahnhof_locations__2d536dbb60c82cc4c9dc22b2870bbc61
ostkreuz,"Ostkreuz Station, Berlin, Germany","S Ostkreuz, Berlin",Organization,"Ostkreuz Station, Berlin, Germany",,s_u_bahnhof_locations,f86521a7bebc2bdf87e802f504ff9e8f,s_u_bahnhof_locations__f86521a7bebc2bdf87e802f504ff9e8f
pankow-heinersdorf,"Pankow-Heinersdorf Station, Berlin, Germany","S Pankow-Heinersdorf, Berlin",space,"Pankow-Heinersdorf Station, Berlin, Germany",,s_u_bahnhof_locations,81b1ca1541dadd6b11aeefe7f56bd86f,s_u_bahnhof_locations__81b1ca1541dadd6b11aeefe7f56bd86f
petershagen nord,"Petershagen Nord Station, Berlin, Germany","S Petershagen Nord, Berlin",Consulates,"Petershagen Nord Station, Berlin, Germany",,s_u_bahnhof_locations,6bd1e17701cc9527aefe0fba5013519a,s_u_bahnhof_locations__6bd1e17701cc9527aefe0fba5013519a
perleberger brücke,"Perleberger Brucke Station, Berlin, Germany","S Perleberger Brucke, Berlin",News,"Perleberger Brucke Station, Berlin, Germany",,s_u_bahnhof_locations,1426f9dbc16695677e1bd68fa697f0cc,s_u_bahnhof_locations__1426f9dbc16695677e1bd68fa697f0cc
pichelsberg,"Pichelsberg Station, Berlin, Germany","S Pichelsberg, Berlin",Pipeline,"Pichelsberg Station, Berlin, Germany",,s_u_bahnhof_locations,e2d78cbf47f349ddc0d3d4f372ffad74,s_u_bahnhof_locations__e2d78cbf47f349ddc0d3d4f372ffad74
plänterwald,"Planterwald Station, Berlin, Germany","S Planterwald, Berlin",ForeignMinistry,"Planterwald Station, Berlin, Germany",,s_u_bahnhof_locations,a75faba05626ffb0ef599b1375beb68b,s_u_bahnhof_locations__a75faba05626ffb0ef599b1375beb68b
poelchaustraße,"Poelchaustrasse Station, Berlin, Germany","S Poelchaustrasse, Berlin",LegislativeCommittee,"Poelchaustrasse Station, Berlin, Germany",,s_u_bahnhof_locations,520699c183f781a25c7fa1b869fc0095,s_u_bahnhof_locations__520699c183f781a25c7fa1b869fc0095
potsdam hauptbahnhof,"Potsdam Central Station, Potsdam, Germany","S Potsdam Central, Potsdam",LegislativeCommittee,"Potsdam Central Station, Potsdam, Germany",,s_u_bahnhof_locations,9180c715efd5f2078db0457654c3f21e,s_u_bahnhof_locations__9180c715efd5f2078db0457654c3f21e
prenzlauer allee,"Prenzlauer Allee Station, Berlin, Germany","S Prenzlauer Allee, Berlin",Refinery,"Prenzlauer Allee Station, Berlin, Germany",,s_u_bahnhof_locations,5e673527a9ed82078093b1dd76813e10,s_u_bahnhof_locations__5e673527a9ed82078093b1dd76813e10
priesterweg,"Priesterweg Station, Berlin, Germany","S Priesterweg, Berlin",Keyphrase,"Priesterweg Station, Berlin, Germany",,s_u_bahnhof_locations,74738c89582d482c27de1867aa667630,s_u_bahnhof_locations__74738c89582d482c27de1867aa667630
rahnsdorf,"Rahnsdorf Station, Berlin, Germany","S Rahnsdorf, Berlin",space,"Rahnsdorf Station, Berlin, Germany",,s_u_bahnhof_locations,a9ba3dc7287d8bafe21fc4bbbf847521,s_u_bahnhof_locations__a9ba3dc7287d8bafe21fc4bbbf847521
raoul-wallenberg-straße,"Raoul-Wallenberg-Strasse Station, Berlin, Germany","S Raoul-Wallenberg-Strasse, Berlin",Exec,"Raoul-Wallenberg-Strasse Station, Berlin, Germany",,s_u_bahnhof_locations,af46991ebb2db1e9a5501a9a79edd1d7,s_u_bahnhof_locations__af46991ebb2db1e9a5501a9a79edd1d7
röntgental,"Rontgental Station, Berlin, Germany","S Rontgental, Berlin",ForeignMinistry,"Rontgental Station, Berlin, Germany",,s_u_bahnhof_locations,45a341083f9094d90e70ccd18268b3b7,s_u_bahnhof_locations__45a341083f9094d90e70ccd18268b3b7
rummelsburg,"Rummelsburg Station, Berlin, Germany","S Rummelsburg, Berlin",Organization,"Rummelsburg Station, Berlin, Germany",,s_u_bahnhof_locations,93fa497fea4fc515f69194ac2cc7356c,s_u_bahnhof_locations__93fa497fea4fc515f69194ac2cc7356c
savignyplatz,"Savignyplatz Station, Berlin, Germany","S Savignyplatz, Berlin",CompanyKeyword,"Savignyplatz Station, Berlin, Germany",,s_u_bahnhof_locations,d3f66a5d26b0f702a349989c5031395b,s_u_bahnhof_locations__d3f66a5d26b0f702a349989c5031395b
schichauweg,"Schichauweg Station, Berlin, Germany","S Schichauweg, Berlin",Shipping,"Schichauweg Station, Berlin, Germany",,s_u_bahnhof_locations,dd57152d5668e2e6348f3b7c6fa3d928,s_u_bahnhof_locations__dd57152d5668e2e6348f3b7c6fa3d928
schlachtensee,"Schlachtensee Station, Berlin, Germany","S Schlachtensee, Berlin",CompanyKeyword,"Schlachtensee Station, Berlin, Germany",,s_u_bahnhof_locations,e536aaee74b60953aebf7de32f3f43c1,s_u_bahnhof_locations__e536aaee74b60953aebf7de32f3f43c1
schöneberg,"Schoneberg Station, Berlin, Germany","S Schoneberg, Berlin",LegislativeCommittee,"Schoneberg Station, Berlin, Germany",,s_u_bahnhof_locations,7d93769a22fa0d91d0129cf5799bf39f,s_u_bahnhof_locations__7d93769a22fa0d91d0129cf5799bf39f
schöneweide,"Schoneweide Station, Berlin, Germany","S Schoneweide, Berlin",DiplomaticFacilities,"Schoneweide Station, Berlin, Germany",,s_u_bahnhof_locations,0dff470f3fc17fabd60c77042a2466c4,s_u_bahnhof_locations__0dff470f3fc17fabd60c77042a2466c4
schönfließ,"Schonfliess Station, Berlin, Germany","S Schonfliess, Berlin",ForeignMinister,"Schonfliess Station, Berlin, Germany",,s_u_bahnhof_locations,5e761fbabc691dabf578ada4177ca8c0,s_u_bahnhof_locations__5e761fbabc691dabf578ada4177ca8c0
schönholz,"Schonholz Station, Berlin, Germany","S Schonholz, Berlin",Keyphrase,"Schonholz Station, Berlin, Germany",,s_u_bahnhof_locations,b1cb019043dbcb7e42f781031e17802b,s_u_bahnhof_locations__b1cb019043dbcb7e42f781031e17802b
schulzendorf,"Schulzendorf Station, Berlin, Germany","S Schulzendorf, Berlin",LegislativeCommittee,"Schulzendorf Station, Berlin, Germany",,s_u_bahnhof_locations,cb78a931d96fe4787b2b8adeac02704b,s_u_bahnhof_locations__cb78a931d96fe4787b2b8adeac02704b
sonnenallee,"Sonnenallee Station, Berlin, Germany","S Sonnenallee, Berlin",IndustryTerm,"Sonnenallee Station, Berlin, Germany",,s_u_bahnhof_locations,9289e3773d26ec8df0c5e9964b3cbbd0,s_u_bahnhof_locations__9289e3773d26ec8df0c5e9964b3cbbd0
spandau,"Spandau Station, Berlin, Germany","S Spandau, Berlin",AAEntity,"Spandau Station, Berlin, Germany",,s_u_bahnhof_locations,609c3b724e97b821f114dc0beb0153df,s_u_bahnhof_locations__609c3b724e97b821f114dc0beb0153df
spindlersfeld,"Spindlersfeld Station, Berlin, Germany","S Spindlersfeld, Berlin",FTO,"Spindlersfeld Station, Berlin, Germany",,s_u_bahnhof_locations,cf8c88d0a3181353149fc08fe82d9476,s_u_bahnhof_locations__cf8c88d0a3181353149fc08fe82d9476
