term,caption_name,Type,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
@Indiaprimeminister,Indian Prime Minister Modi,,,Indian Prime Minister Modi,,entertainment_mentionee,2316eab578860ce8a47da407a3400fbf,entertainment_mentionee__2316eab578860ce8a47da407a3400fbf
@presidentofthefederalrepublicofsomalia,Somali President Farmaajo,,,Somali President Farmaajo,,entertainment_mentionee,714d8fbb3565db0a81020b4049347726,entertainment_mentionee__714d8fbb3565db0a81020b4049347726
@primeministerofthenetherlands,Dutch Prime Minister Mark Rutte,,,Dutch Prime Minister Mark Rutte,,entertainment_mentionee,ab06a353f7370be9e711e559deda7bbf,entertainment_mentionee__ab06a353f7370be9e711e559deda7bbf
@liberianpresident,Liberian President Weah,,,Liberian President Weah,,entertainment_mentionee,d8a688f266057d254290fcb1acd0a170,entertainment_mentionee__d8a688f266057d254290fcb1acd0a170
@easttimoreseprimeminister,East Timorese Prime Minister Vasconcelos,,,East Timorese Prime Minister Vasconcelos,,entertainment_mentionee,b4ca474639bbadc1da9f943d76bbfffa,entertainment_mentionee__b4ca474639bbadc1da9f943d76bbfffa
@malaysianprimeminister,Malaysian Prime Minister Muhyiddin,,,Malaysian Prime Minister Muhyiddin,,entertainment_mentionee,aa41ed8c3312462044314adff5c2d41b,entertainment_mentionee__aa41ed8c3312462044314adff5c2d41b
@mongolianprimeminister,Mongolian Prime Minister Khurelsukh,,,Mongolian Prime Minister Khurelsukh,,entertainment_mentionee,edb456d5c47e908392b568083e5dd49a,entertainment_mentionee__edb456d5c47e908392b568083e5dd49a
@mongolianpresident,Mongolian President Battulga,,,Mongolian President Battulga,,entertainment_mentionee,e3946480a4bd03343aa24ede4e2ac4c7,entertainment_mentionee__e3946480a4bd03343aa24ede4e2ac4c7
@cameroonianpresident,Cameroonian President Biya,,,Cameroonian President Biya,,entertainment_mentionee,33aa40157ff9df0124c4ed217f18299d,entertainment_mentionee__33aa40157ff9df0124c4ed217f18299d
@austrianpresident,Austrian President Van der Bellen,,,Austrian President Van der Bellen,,entertainment_mentionee,c80d483227a247b3c9d6779814e89567,entertainment_mentionee__c80d483227a247b3c9d6779814e89567
@belgianprimeminister,Belgian Prime Minister Wilmes,,,Belgian Prime Minister Wilmes,,entertainment_mentionee,ad3b300323abafe88dbeb9dfcab84cab,entertainment_mentionee__ad3b300323abafe88dbeb9dfcab84cab
@presidentoftherepublicofcyprus,Cypriot President Anastasiades,,,Cypriot President Anastasiades,,entertainment_mentionee,0c024e1da4af78c2a933d37b91c906a0,entertainment_mentionee__0c024e1da4af78c2a933d37b91c906a0
@finnishprimeminister,Finnish Prime Minister Marin,,,Finnish Prime Minister Marin,,entertainment_mentionee,2459aa7632d31571df505cca9a99c762,entertainment_mentionee__2459aa7632d31571df505cca9a99c762
@frenchprimeminister,French Prime Minister Castex,,,French Prime Minister Castex,,entertainment_mentionee,cc78b9b27448133fecf71b381285814c,entertainment_mentionee__cc78b9b27448133fecf71b381285814c
@primeministerofliechtenstein,Liechtenstein Prime Minister Hasler,,,Liechtenstein Prime Minister Hasler,,entertainment_mentionee,a317ddabd0cee990ddc5e807df039239,entertainment_mentionee__a317ddabd0cee990ddc5e807df039239
@maltesepresident,Maltese President Vella,,,Maltese President Vella,,entertainment_mentionee,ad6bfe3f823b8f1bb6da60bb0cb463d9,entertainment_mentionee__ad6bfe3f823b8f1bb6da60bb0cb463d9
@albanianpresident,Albanian President Meta,,,Albanian President Meta,,entertainment_mentionee,9dc2ab9e93984071a096b0fcd7210c18,entertainment_mentionee__9dc2ab9e93984071a096b0fcd7210c18
@angolanpresident,Angolan President Lourenco,,,Angolan President Lourenco,,entertainment_mentionee,3f99952e7cde28b9e46bf1d6615da178,entertainment_mentionee__3f99952e7cde28b9e46bf1d6615da178
@bulgarianpresident,Bulgarian President Radev,,,Bulgarian President Radev,,entertainment_mentionee,a4dc2c815e61a0043545b28613d4fff8,entertainment_mentionee__a4dc2c815e61a0043545b28613d4fff8
@costaricanpresident,Costa Rican President Quesada,,,Costa Rican President Quesada,,entertainment_mentionee,762b15ca19f1d18013b8ca4b028c9aaa,entertainment_mentionee__762b15ca19f1d18013b8ca4b028c9aaa
@ivorianprimeminister,Ivorian Prime Minister Coulibaly,,,Ivorian Prime Minister Coulibaly,,entertainment_mentionee,47e6efde24f9a5476e7f3521ca34f7f1,entertainment_mentionee__47e6efde24f9a5476e7f3521ca34f7f1
@guineanpresident,Guinean President Conde,,,Guinean President Conde,,entertainment_mentionee,a070e46d609a0bdab6d1091ced1f8cf6,entertainment_mentionee__a070e46d609a0bdab6d1091ced1f8cf6
@guineanprimeminister,Guinean Prime Minister Fofana,,,Guinean Prime Minister Fofana,,entertainment_mentionee,210bc64c1423f165fcdaefabcfa999b6,entertainment_mentionee__210bc64c1423f165fcdaefabcfa999b6
@icelandicpresident,Icelandic President Johannesen,,,Icelandic President Johannesen,,entertainment_mentionee,fe8b68dfcde45ee4a90616e499e15d6d,entertainment_mentionee__fe8b68dfcde45ee4a90616e499e15d6d
@indianpresident,Indian President Kovind,,,Indian President Kovind,,entertainment_mentionee,c5fcb7ce123dfac4ab43f0e008bbd2a3,entertainment_mentionee__c5fcb7ce123dfac4ab43f0e008bbd2a3
@ramnathkovind,Indian President Kovind,,,Indian President Kovind,,entertainment_mentionee,c5fcb7ce123dfac4ab43f0e008bbd2a3,entertainment_mentionee__c5fcb7ce123dfac4ab43f0e008bbd2a3
@jordanianking,Jordanian King Abdullah,,,Jordanian King Abdullah,,entertainment_mentionee,3df191aa3077aaf3a00017d1be6a69e3,entertainment_mentionee__3df191aa3077aaf3a00017d1be6a69e3
@madagascarpresident,Madagascar President Rajoelina,,,Madagascar President Rajoelina,,entertainment_mentionee,34cea96461b4c21e0cd3223fa8c8c2bf,entertainment_mentionee__34cea96461b4c21e0cd3223fa8c8c2bf
@mauritiusprimeminister,Mauritius Prime Minister Jugnauth,,,Mauritius Prime Minister Jugnauth,,entertainment_mentionee,e7bf9ede515c99cca952599b6310bf96,entertainment_mentionee__e7bf9ede515c99cca952599b6310bf96
@montengrinpresident,Montenegrin President Dukanovic,,,Montenegrin President Dukanovic,,entertainment_mentionee,6f99942903983e0f634a0b1585c4280a,entertainment_mentionee__6f99942903983e0f634a0b1585c4280a
@polishprimeminister,Polish Prime Minister Morawiecki,,,Polish Prime Minister Morawiecki,,entertainment_mentionee,6c63adb0585bda11b87521ac631042eb,entertainment_mentionee__6c63adb0585bda11b87521ac631042eb
@rwandanprimeminister,Rwandan Prime Minister Ngirente,,,Rwandan Prime Minister Ngirente,,entertainment_mentionee,f3844966870e38dbca63fcfef6f4b9c6,entertainment_mentionee__f3844966870e38dbca63fcfef6f4b9c6
@sierraleoneanpresident,Sierra Leonean President Bio,,,Sierra Leonean President Bio,,entertainment_mentionee,242d29c692f9c2645845b6072369a3c6,entertainment_mentionee__242d29c692f9c2645845b6072369a3c6
@st.luciaprimeminister,St. Lucia Prime Minister Chastanet,,,St. Lucia Prime Minister Chastanet,,entertainment_mentionee,34cadd2153071a8f5fc69a9b4f257a78,entertainment_mentionee__34cadd2153071a8f5fc69a9b4f257a78
@gambianpresident,Gambian President Barrow,,,Gambian President Barrow,,entertainment_mentionee,d7af56b01f05c8a442c1164c34572005,entertainment_mentionee__d7af56b01f05c8a442c1164c34572005
@yemeniprimeminister,Yemeni Prime Minister Saeed,,,Yemeni Prime Minister Saeed,,entertainment_mentionee,a785f1e974d73048bbb975e04ac07bea,entertainment_mentionee__a785f1e974d73048bbb975e04ac07bea
@burundianpresident,Burundian President Ndayishimiye,,,Burundian President Ndayishimiye,,entertainment_mentionee,2c77ee474dc4979efdf1d023a41efad3,entertainment_mentionee__2c77ee474dc4979efdf1d023a41efad3
@carprimeminister,CAR Prime Minister Ngrebada,,,CAR Prime Minister Ngrebada,,entertainment_mentionee,1485e74f2f2de2e2284eba18a8bef31f,entertainment_mentionee__1485e74f2f2de2e2284eba18a8bef31f
@drcprimeminister,DRC Prime Minister Ilunga Ilunkamba,,,DRC Prime Minister Ilunga Ilunkamba,,entertainment_mentionee,45650456deac2b98ef285fe6fb09013b,entertainment_mentionee__45650456deac2b98ef285fe6fb09013b
@egyptianprimeminister,Egyptian Prime Minister Madbouly,,,Egyptian Prime Minister Madbouly,,entertainment_mentionee,9ec555d6255cb405cf0ed24f3b4797e0,entertainment_mentionee__9ec555d6255cb405cf0ed24f3b4797e0
@estonianpresident,Estonian President Kaljulaid,,,Estonian President Kaljulaid,,entertainment_mentionee,17dcf34226e524341321f44af3d11c34,entertainment_mentionee__17dcf34226e524341321f44af3d11c34
@fijianpresident,Fijian President Konrote,,,Fijian President Konrote,,entertainment_mentionee,88305bdc3f9615d46557cf8dfdedf26e,entertainment_mentionee__88305bdc3f9615d46557cf8dfdedf26e
@icelandicprimeminister,Icelandic Prime Minister Jakobsdottir,,,Icelandic Prime Minister Jakobsdottir,,entertainment_mentionee,0f12dbb3ec46fd04f83bac735c3c7c27,entertainment_mentionee__0f12dbb3ec46fd04f83bac735c3c7c27
@lebaneseprimeminister,Lebanese Prime Minister Diab,,,Lebanese Prime Minister Diab,,entertainment_mentionee,90aea1a5ccd4fa5838bb499430a494e3,entertainment_mentionee__90aea1a5ccd4fa5838bb499430a494e3
@madagascanprimeminister,Madagascar Prime Minister Ntsay,,,Madagascar Prime Minister Ntsay,,entertainment_mentionee,f292de53a7ce48bfffdfcc4bf9eb29bf,entertainment_mentionee__f292de53a7ce48bfffdfcc4bf9eb29bf
@portugueseprimeminister,Portuguese Prime Minister Costa,,,Portuguese Prime Minister Costa,,entertainment_mentionee,58ffacd21e9dc9011fe91957c8d7336c,entertainment_mentionee__58ffacd21e9dc9011fe91957c8d7336c
@seychelloispresident,Seychellois President Faure,,,Seychellois President Faure,,entertainment_mentionee,b82e5d9882cdca5e1b64187b82d68c0f,entertainment_mentionee__b82e5d9882cdca5e1b64187b82d68c0f
@somaliprimeminister,Somali Prime Minister Khayre,,,Somali Prime Minister Khayre,,entertainment_mentionee,aa442e73feac0dd5570aa8458af4af4a,entertainment_mentionee__aa442e73feac0dd5570aa8458af4af4a
@kittitianprimeminister,Saint Kitts and Nevis Prime Minister Harris,,,Saint Kitts and Nevis Prime Minister Harris,,entertainment_mentionee,5efefee0f43c59cf41d4a46342861990,entertainment_mentionee__5efefee0f43c59cf41d4a46342861990
@bahamianprimeminister,Bahamian Prime Minister Minnis,,,Bahamian Prime Minister Minnis,,entertainment_mentionee,afe76c511fc349d89bdc3d00cf9ce86c,entertainment_mentionee__afe76c511fc349d89bdc3d00cf9ce86c
@comorianpresident,Comorian President Assoumani,,,Comorian President Assoumani,,entertainment_mentionee,8c5375f3dbd153fcef2d54528a2053b0,entertainment_mentionee__8c5375f3dbd153fcef2d54528a2053b0
@ukrainianpresident,Ukrainian President Zelensky,,,Ukrainian President Zelensky,,entertainment_mentionee,4e74cfc50ed9570188140269acfb2740,entertainment_mentionee__4e74cfc50ed9570188140269acfb2740
@zambianpresident,Zambian President Lungu,,,Zambian President Lungu,,entertainment_mentionee,a5167b7f82e292250d6251a2b4eb1541,entertainment_mentionee__a5167b7f82e292250d6251a2b4eb1541
@ethiopianprimeminister,Ethiopian Prime Minister Abiy Ahmed,,,Ethiopian Prime Minister Abiy Ahmed,,entertainment_mentionee,f521a19bf864fb986d1476d131a5bfa4,entertainment_mentionee__f521a19bf864fb986d1476d131a5bfa4
@europeancommissionpresident,European Commission President von der Leyen,,,European Commission President von der Leyen,,entertainment_mentionee,cb986c92aaaa179a5278b1e647d158bd,entertainment_mentionee__cb986c92aaaa179a5278b1e647d158bd
@sudaneseprimeminister,Sudanese Prime Minister Hamdok,,,Sudanese Prime Minister Hamdok,,entertainment_mentionee,3b450a4e71389d22985d73d8e48c4530,entertainment_mentionee__3b450a4e71389d22985d73d8e48c4530
@swisspresident,Swiss President Sommaruga,,,Swiss President Sommaruga,,entertainment_mentionee,ef831735c40cab4b5649b63979880878,entertainment_mentionee__ef831735c40cab4b5649b63979880878
@egyptianpresidentabdelfattahel-sisi,Egyptian President al-Sisi,,,Egyptian President al-Sisi,,entertainment_mentionee,9e604227c0bdee4a2d07543140cfeb26,entertainment_mentionee__9e604227c0bdee4a2d07543140cfeb26
@fijiprimeminister,Fiji Prime Minister Bainimarama,,,Fiji Prime Minister Bainimarama,,entertainment_mentionee,dc5926730fade2a111829c906b0e7830,entertainment_mentionee__dc5926730fade2a111829c906b0e7830
@frenchpresident,French President Macron,,,French President Macron,,entertainment_mentionee,347c1bdf9c6a86aa8106718c5960662e,entertainment_mentionee__347c1bdf9c6a86aa8106718c5960662e
@namibianpresident,Namibian President Geingob,,,Namibian President Geingob,,entertainment_mentionee,30eba23075393c1a22f1097bd1a1c247,entertainment_mentionee__30eba23075393c1a22f1097bd1a1c247
@northmacedonianpresident,North Macedonian President Pendarovski,,,North Macedonian President Pendarovski,,entertainment_mentionee,ffadebac2f2d2f532e03cb16b5364523,entertainment_mentionee__ffadebac2f2d2f532e03cb16b5364523
@palestinianprimeminister,Palestinian Authority Prime Minister Shtayyeh,,,Palestinian Authority Prime Minister Shtayyeh,,entertainment_mentionee,0db6d99851d3061a54966be78593a286,entertainment_mentionee__0db6d99851d3061a54966be78593a286
@romanianpresident,Romanian President Iohannis,,,Romanian President Iohannis,,entertainment_mentionee,35a379db7815c0811cb2f68346a926bb,entertainment_mentionee__35a379db7815c0811cb2f68346a926bb
@spanishroyalfamily,Spanish Royal Family,,,Spanish Royal Family,,entertainment_mentionee,a93f9d50f7832452864c639194e008a6,entertainment_mentionee__a93f9d50f7832452864c639194e008a6
@ugandanprimeminister,Ugandan Prime Minister Rugunda,,,Ugandan Prime Minister Rugunda,,entertainment_mentionee,69eaa35715339c540e63e2dfd66b26ec,entertainment_mentionee__69eaa35715339c540e63e2dfd66b26ec
@bhutaneseprimeminister,Bhutanese Prime Minister Tshering,,,Bhutanese Prime Minister Tshering,,entertainment_mentionee,f3c3143b49f141c6bdd91c97509be782,entertainment_mentionee__f3c3143b49f141c6bdd91c97509be782
@cambodianprimeminister,Cambodian Prime Minister Hun Sen,,,Cambodian Prime Minister Hun Sen,,entertainment_mentionee,62d743bacb4b96606752c492368f4484,entertainment_mentionee__62d743bacb4b96606752c492368f4484
@fijiprimeminister,Fiji Prime Minister Bainimarama,,,Fiji Prime Minister Bainimarama,,entertainment_mentionee,dc5926730fade2a111829c906b0e7830,entertainment_mentionee__dc5926730fade2a111829c906b0e7830
@newzealandprimeminister,New Zealand Prime Minister Ardern,,,New Zealand Prime Minister Ardern,,entertainment_mentionee,d5ce45936ce8ee9a638dde8804215b19,entertainment_mentionee__d5ce45936ce8ee9a638dde8804215b19
@philippinepresident,Philippine President Duterte,,,Philippine President Duterte,,entertainment_mentionee,38bdfc0361cda8f106346a50a4a9e202,entertainment_mentionee__38bdfc0361cda8f106346a50a4a9e202
@singaporeprimeminister,Singapore Prime Minister Lee,,,Singapore Prime Minister Lee,,entertainment_mentionee,18f375c801b875aaec2fd65934d663fd,entertainment_mentionee__18f375c801b875aaec2fd65934d663fd
@southkoreanpresident,South Korean President Moon,,,South Korean President Moon,,entertainment_mentionee,b30ccf82a79a759626791f666f7e6059,entertainment_mentionee__b30ccf82a79a759626791f666f7e6059
@presidentoftajikistan,Tajik President Rahmon,,,Tajik President Rahmon,,entertainment_mentionee,dfe2701cb75e5e398d140987f9e58786,entertainment_mentionee__dfe2701cb75e5e398d140987f9e58786
@tajikpresident,Tajik President Rahmon,,,Tajik President Rahmon,,entertainment_mentionee,dfe2701cb75e5e398d140987f9e58786,entertainment_mentionee__dfe2701cb75e5e398d140987f9e58786
@emomalirahmon,Tajik President Rahmon,,,Tajik President Rahmon,,entertainment_mentionee,dfe2701cb75e5e398d140987f9e58786,entertainment_mentionee__dfe2701cb75e5e398d140987f9e58786
@presidentofuzbekistan,Uzbek President Mirziyoyev,,,Uzbek President Mirziyoyev,,entertainment_mentionee,98b0c9a271b0179f39684b7b4d774fc8,entertainment_mentionee__98b0c9a271b0179f39684b7b4d774fc8
@mirziyoyev,Uzbek President Mirziyoyev,,,Uzbek President Mirziyoyev,,entertainment_mentionee,98b0c9a271b0179f39684b7b4d774fc8,entertainment_mentionee__98b0c9a271b0179f39684b7b4d774fc8
@uzbek president,Uzbek President Mirziyoyev,,,Uzbek President Mirziyoyev,,entertainment_mentionee,98b0c9a271b0179f39684b7b4d774fc8,entertainment_mentionee__98b0c9a271b0179f39684b7b4d774fc8
@berdimuhamedov,Turkmen President Berdimuhamedov,,,Turkmen President Berdimuhamedov,,entertainment_mentionee,f7ed64279a4b0c09f6afc193bab509c2,entertainment_mentionee__f7ed64279a4b0c09f6afc193bab509c2
@berdymukhamedov,Turkmen President Berdimuhamedov,,,Turkmen President Berdimuhamedov,,entertainment_mentionee,f7ed64279a4b0c09f6afc193bab509c2,entertainment_mentionee__f7ed64279a4b0c09f6afc193bab509c2
@berdymukhamedow,Turkmen President Berdimuhamedov,,,Turkmen President Berdimuhamedov,,entertainment_mentionee,f7ed64279a4b0c09f6afc193bab509c2,entertainment_mentionee__f7ed64279a4b0c09f6afc193bab509c2
@berdymukhamedow,Turkmen President Berdimuhamedov,,,Turkmen President Berdimuhamedov,,entertainment_mentionee,f7ed64279a4b0c09f6afc193bab509c2,entertainment_mentionee__f7ed64279a4b0c09f6afc193bab509c2
@turkmenistan president,Turkmen President Berdimuhamedov,,,Turkmen President Berdimuhamedov,,entertainment_mentionee,f7ed64279a4b0c09f6afc193bab509c2,entertainment_mentionee__f7ed64279a4b0c09f6afc193bab509c2
@president of turkmenistan,Turkmen President Berdimuhamedov,,,Turkmen President Berdimuhamedov,,entertainment_mentionee,f7ed64279a4b0c09f6afc193bab509c2,entertainment_mentionee__f7ed64279a4b0c09f6afc193bab509c2
@turkmen president,Turkmen President Berdimuhamedov,,,Turkmen President Berdimuhamedov,,entertainment_mentionee,f7ed64279a4b0c09f6afc193bab509c2,entertainment_mentionee__f7ed64279a4b0c09f6afc193bab509c2
@us2somalia,US Mission to Somalia,,,US Mission to Somalia,,entertainment_mentionee,c55fa3664bfb374644db47825a989e9e,entertainment_mentionee__c55fa3664bfb374644db47825a989e9e
@usembassyharare,US Embassy in Zimbabwe,,,US Embassy in Zimbabwe,,entertainment_mentionee,eadc7368a0b061bb0448fd189d9bd0dd,entertainment_mentionee__eadc7368a0b061bb0448fd189d9bd0dd
@usembassyyemen,US Embassy in Yemen,,,US Embassy in Yemen,,entertainment_mentionee,3179d9685718377b2b769ddf6556bdef,entertainment_mentionee__3179d9685718377b2b769ddf6556bdef
@dnrosenblum,US Embassy in Uzbekistan,,,US Embassy in Uzbekistan,,entertainment_mentionee,2dac848aee0afa9d96bd14fc045d7c76,entertainment_mentionee__2dac848aee0afa9d96bd14fc045d7c76
@usambuganda,US Embassy in Uganda,,,US Embassy in Uganda,,entertainment_mentionee,bb13861a4a968a1a3b4f291666c7ef56,entertainment_mentionee__bb13861a4a968a1a3b4f291666c7ef56
@usembassyturkey,US Embassy in Turkey,,,US Embassy in Turkey,,entertainment_mentionee,8363e4a98f1221b03f904df742c715d0,entertainment_mentionee__8363e4a98f1221b03f904df742c715d0
@usembassytunis,US Embassy in Tunisia,,,US Embassy in Tunisia,,entertainment_mentionee,8c3b3e3fdcf74ae961a18387282c3c23,entertainment_mentionee__8c3b3e3fdcf74ae961a18387282c3c23
@usembassylome,US Embassy in Togo,,,US Embassy in Togo,,entertainment_mentionee,e7e40e3a53d362a3d2bb62545a853066,entertainment_mentionee__e7e40e3a53d362a3d2bb62545a853066
@usembassydili,US Embassy in Timor-Leste,,,US Embassy in Timor-Leste,,entertainment_mentionee,98693e26a0d82b0f04e17dac65ca8175,entertainment_mentionee__98693e26a0d82b0f04e17dac65ca8175
@usembassykg,US Embassy in Kyrgyztan,,,US Embassy in Kyrgyztan,,entertainment_mentionee,9ce5d10b81b47abe9655558063e69a26,entertainment_mentionee__9ce5d10b81b47abe9655558063e69a26
@usembassybanjul,US Embassy in The Gambia,,,US Embassy in The Gambia,,entertainment_mentionee,f14f328a18d4506dad4d006da5e4ab74,entertainment_mentionee__f14f328a18d4506dad4d006da5e4ab74
@usembassyfsm,US Embassy in Micronesia,,,US Embassy in Micronesia,,entertainment_mentionee,edfd0e403380d092b35702657015d572,entertainment_mentionee__edfd0e403380d092b35702657015d572
@usambcar,US Embassy in the Central African Republic,,,US Embassy in the Central African Republic,,entertainment_mentionee,231f1cd07b7a4cfcd6b1ff76b81f4352,entertainment_mentionee__231f1cd07b7a4cfcd6b1ff76b81f4352
@usambtanzania,US Embassy in Tanzania,,,US Embassy in Tanzania,,entertainment_mentionee,88283cd6e296aa773948b62004ff0aab,entertainment_mentionee__88283cd6e296aa773948b62004ff0aab
@usembdushanbe,US Embassy in Tajikistan,,,US Embassy in Tajikistan,,entertainment_mentionee,b140208a1dbf5376935603ed46ed60f9,entertainment_mentionee__b140208a1dbf5376935603ed46ed60f9
@usembassyparbo,US Embassy in Suriname,,,US Embassy in Suriname,,entertainment_mentionee,32da37d2d2193b2a55ab1597d4421387,entertainment_mentionee__32da37d2d2193b2a55ab1597d4421387
@usembfreetown,US Embassy in Sierra Leone,,,US Embassy in Sierra Leone,,entertainment_mentionee,a06e0fa552befba47e9576309ec3b50c,entertainment_mentionee__a06e0fa552befba47e9576309ec3b50c
@usambserbia,US Embassy in Serbia,,,US Embassy in Serbia,,entertainment_mentionee,31cd5afb9e5869bf22e6eb256cc0cdea,entertainment_mentionee__31cd5afb9e5869bf22e6eb256cc0cdea
@usembassydakar,US Embassy in Senegal,,,US Embassy in Senegal,,entertainment_mentionee,816a74d58d1896c835c1f615a6f1426c,entertainment_mentionee__816a74d58d1896c835c1f615a6f1426c
@usambrwanda,US Embassy in Rwanda,,,US Embassy in Rwanda,,entertainment_mentionee,35023631be562d63da6b02cea04815e4,entertainment_mentionee__35023631be562d63da6b02cea04815e4
@usembru,US Embassy in Russia,,,US Embassy in Russia,,entertainment_mentionee,e48448dd6f01d9183fa20bae7781a635,entertainment_mentionee__e48448dd6f01d9183fa20bae7781a635
@usembassyperu,US Embassy in Peru,,,US Embassy in Peru,,entertainment_mentionee,d7fb0a64f98ac95f63dde44ad81f0d8a,entertainment_mentionee__d7fb0a64f98ac95f63dde44ad81f0d8a
@usembassypom,US Embassy in Papua New Guinea,,,US Embassy in Papua New Guinea,,entertainment_mentionee,b02f3667ed9c658a1fc51b1447bde9a6,entertainment_mentionee__b02f3667ed9c658a1fc51b1447bde9a6
@usembmuscat,US Embassy in Oman,,,US Embassy in Oman,,entertainment_mentionee,f29117cd03887bc03f5b92cd84b16a46,entertainment_mentionee__f29117cd03887bc03f5b92cd84b16a46
@usambnmacedonia,US Embassy in North Macedonia,,,US Embassy in North Macedonia,,entertainment_mentionee,ef2b5d9bf59145d99be954c02c0e34ea,entertainment_mentionee__ef2b5d9bf59145d99be954c02c0e34ea
@usinnigeria,US Embassy in Nigeria,,,US Embassy in Nigeria,,entertainment_mentionee,2b4d1d8b21168b2634b9cf88c77582bc,entertainment_mentionee__2b4d1d8b21168b2634b9cf88c77582bc
@usembassyniamey,US Embassy in Niger,,,US Embassy in Niger,,entertainment_mentionee,1599fb34dc3c63ce8207e67d66ec27a1,entertainment_mentionee__1599fb34dc3c63ce8207e67d66ec27a1
@usambnicaragua,US Embassy in Nicaragua,,,US Embassy in Nicaragua,,entertainment_mentionee,63b7558e7a86212de03ab943359b6b32,entertainment_mentionee__63b7558e7a86212de03ab943359b6b32
@usambnepal,US Embassy in Nepal,,,US Embassy in Nepal,,entertainment_mentionee,048b553ada59ac5318861fb3be73759a,entertainment_mentionee__048b553ada59ac5318861fb3be73759a
@usembnamibia,US Embassy in Namibia,,,US Embassy in Namibia,,entertainment_mentionee,622693adad3702394e934bd6cb4c7f84,entertainment_mentionee__622693adad3702394e934bd6cb4c7f84
@usembassymaputo,US Embassy in Mozambique,,,US Embassy in Mozambique,,entertainment_mentionee,d8c58881b4dafb45346f6a15fb879a1e,entertainment_mentionee__d8c58881b4dafb45346f6a15fb879a1e
@usambmne,US Embassy in Montenegro,,,US Embassy in Montenegro,,entertainment_mentionee,01207298db15c2f045ebcc53c02784f6,entertainment_mentionee__01207298db15c2f045ebcc53c02784f6
@usambmongolia,US Embassy in Mongolia,,,US Embassy in Mongolia,,entertainment_mentionee,03a8943efd916c219e330664dadaaf18,entertainment_mentionee__03a8943efd916c219e330664dadaaf18
@usembmoldova,US Embassy in Moldova,,,US Embassy in Moldova,,entertainment_mentionee,da9bda9eb57c2fa135168dd734e49ae8,entertainment_mentionee__da9bda9eb57c2fa135168dd734e49ae8
@usembnouakchott,US Embassy in Mauritania,,,US Embassy in Mauritania,,entertainment_mentionee,9b287ecc84b7425c840dcecd3d473973,entertainment_mentionee__9b287ecc84b7425c840dcecd3d473973
@usembassymali,US Embassy in Mali,,,US Embassy in Mali,,entertainment_mentionee,a60135e46ad0fd9a544d01567f250b38,entertainment_mentionee__a60135e46ad0fd9a544d01567f250b38
@usembassykl,US Embassy in Malaysia,,,US Embassy in Malaysia,,entertainment_mentionee,a8fe817d209ef17b5962cfda24239841,entertainment_mentionee__a8fe817d209ef17b5962cfda24239841
@usembassyllw,US Embassy in Malawi,,,US Embassy in Malawi,,entertainment_mentionee,8a59563159c2d57506167f642e38ec16,entertainment_mentionee__8a59563159c2d57506167f642e38ec16
@usambatana,US Embassy in Madagascar,,,US Embassy in Madagascar,,entertainment_mentionee,eac75394bb476817157e919462feba04,entertainment_mentionee__eac75394bb476817157e919462feba04
@usembvilnius,US Embassy in Lithuania,,,US Embassy in Lithuania,,entertainment_mentionee,8b473318fb7cb540b555401105a94116,entertainment_mentionee__8b473318fb7cb540b555401105a94116
@norlandrichard,US Embassy in Libya,,,US Embassy in Libya,,entertainment_mentionee,6e28b4463afb17dabaa43c797a871c3e,entertainment_mentionee__6e28b4463afb17dabaa43c797a871c3e
@embassymonrovia,US Embassy in Liberia,,,US Embassy in Liberia,,entertainment_mentionee,dd87988f809fbc616509205b34d2a428,entertainment_mentionee__dd87988f809fbc616509205b34d2a428
@usembassymaseru,US Embassy in Lesotho,,,US Embassy in Lesotho,,entertainment_mentionee,3a9444fe73cdfcce665564e43a293498,entertainment_mentionee__3a9444fe73cdfcce665564e43a293498
@usembassybeirut,US Embassy in Lebanon,,,US Embassy in Lebanon,,entertainment_mentionee,4c926a3244c5043f904213462affc03a,entertainment_mentionee__4c926a3244c5043f904213462affc03a
@usembassyriga,US Embassy in Latvia,,,US Embassy in Latvia,,entertainment_mentionee,a8061ee4a97f785264982a4c10894ef7,entertainment_mentionee__a8061ee4a97f785264982a4c10894ef7
@usembassyvte,US Embassy in Laos,,,US Embassy in Laos,,entertainment_mentionee,de1a5439a3a989ffd45780abd07e3033,entertainment_mentionee__de1a5439a3a989ffd45780abd07e3033
@usambkuwait,US Embassy in Kuwait,,,US Embassy in Kuwait,,entertainment_mentionee,95baa18c909704b1cc7c2e3cee332990,entertainment_mentionee__95baa18c909704b1cc7c2e3cee332990
@usambkosovo,US Embassy in Kosovo,,,US Embassy in Kosovo,,entertainment_mentionee,f90e388b77753da020a8ae4e2864c77e,entertainment_mentionee__f90e388b77753da020a8ae4e2864c77e
@usembassykaz,US Embassy in Kazakhstan,,,US Embassy in Kazakhstan,,entertainment_mentionee,7650a924a2bd0f28e6216a7b0a6ea81e,entertainment_mentionee__7650a924a2bd0f28e6216a7b0a6ea81e
@usembassyjordan,US Embassy in Jordan,,,US Embassy in Jordan,,entertainment_mentionee,0ae5544f6cb76daf69c7ed448e6e6407,entertainment_mentionee__0ae5544f6cb76daf69c7ed448e6e6407
