german_text,caption_text,lat,lon,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
kailbach,Kailbach,49.5395706,9.0778972,ForeignMinister,Kailbach,,german_mapping_location,acc9ef318e226c31da606247d2dbc394,german_mapping_location__acc9ef318e226c31da606247d2dbc394
kainzenbad,Kainzenbad,47.482981,11.116723,AAEntity,Kainzenbad,,german_mapping_location,c81406b97552b5c27e7d6c7619a07a2b,german_mapping_location__c81406b97552b5c27e7d6c7619a07a2b
kaisersesch,Kaisersesch,50.232102,7.129573,LegislativeCommittee,Kaisersesch,,german_mapping_location,96f3af280d5c92aad6d13180916f6d7a,german_mapping_location__96f3af280d5c92aad6d13180916f6d7a
kaiserslautern hbf,Kaiserslautern,49.4362405,7.7686485,Exec,Kaiserslautern,,german_mapping_location,a1443829da86de7a40a11a2031e9f616,german_mapping_location__a1443829da86de7a40a11a2031e9f616
kaiserslautern pfaffwerk,Kaiserslautern Pfaffwerk,49.4348486,7.7511275,FTO,Kaiserslautern Pfaffwerk,,german_mapping_location,9290e07a62e85ec71f3c29c287a67d74,german_mapping_location__9290e07a62e85ec71f3c29c287a67d74
kaiserslautern west,Kaiserslautern West,49.4475133,7.7496567,Person,Kaiserslautern West,,german_mapping_location,42689ca2c8bd279461d9bf92cff3b2ad,german_mapping_location__42689ca2c8bd279461d9bf92cff3b2ad
kaiserslautern west,Kaiserslautern West,49.4475133,7.7496567,Person,Kaiserslautern West,,german_mapping_location,42689ca2c8bd279461d9bf92cff3b2ad,german_mapping_location__42689ca2c8bd279461d9bf92cff3b2ad
kaiserslautern-galgenschanze,Kaiserslautern-Galgenschanze,49.435504,7.744238,Organization,Kaiserslautern-Galgenschanze,,german_mapping_location,a694bcbb8e15af8cd0916c6452c2c65b,german_mapping_location__a694bcbb8e15af8cd0916c6452c2c65b
kalchreuth,Kalchreuth,49.5582082,11.1396174,ForeignMinistry,Kalchreuth,,german_mapping_location,4b5bf7569e23f1a80a62655274f438f3,german_mapping_location__4b5bf7569e23f1a80a62655274f438f3
kaldenkirchen,Kaldenkirchen,51.3271542,6.2027559,News,Kaldenkirchen,,german_mapping_location,e3c56aa2d565c47c78fa57b9c115aed5,german_mapping_location__e3c56aa2d565c47c78fa57b9c115aed5
kall,Kall,50.5393006,6.5580483,Media,Kall,,german_mapping_location,66869fc2e57b8cfafeba5cb0e4d64840,german_mapping_location__66869fc2e57b8cfafeba5cb0e4d64840
kalsow,Kalsow,53.9255956,11.5781382,DiplomaticFacilities,Kalsow,,german_mapping_location,7fd2017ae2b60d9b7a9535ce50f960cd,german_mapping_location__7fd2017ae2b60d9b7a9535ce50f960cd
kalthof (kr iserlohn),Kalthof,51.4250668,7.6722014,FTO,Kalthof,,german_mapping_location,b58b29645cc4c877109f2e2958f778b2,german_mapping_location__b58b29645cc4c877109f2e2958f778b2
kamen,Kamen,51.58527,7.66083,Exec,Kamen,,german_mapping_location,9e52ce497f510ab7f37e3833d99418c8,german_mapping_location__9e52ce497f510ab7f37e3833d99418c8
kamen-methler,Kamen-Methler,51.5673075,7.6125246,Pipeline,Kamen-Methler,,german_mapping_location,efa684c29d5c1377bae99915ae474816,german_mapping_location__efa684c29d5c1377bae99915ae474816
kamenz (sachs),Kamenz,51.273781,14.092192,CompanyKeyword,Kamenz,,german_mapping_location,b44113a56f89d967d1523d7735d9ea4d,german_mapping_location__b44113a56f89d967d1523d7735d9ea4d
kämmereiforst,Kammereiforst,51.476154,12.541189,Organization,Kammereiforst,,german_mapping_location,6c2d5d310157f634b6b7d6e9a54ca284,german_mapping_location__6c2d5d310157f634b6b7d6e9a54ca284
kamp-bornhofen,Kamp-Bornhofen,50.2281243,7.6180432,Organization,Kamp-Bornhofen,,german_mapping_location,77226cfc549dd142e1b461d00a78e782,german_mapping_location__77226cfc549dd142e1b461d00a78e782
kandel,Kandel,49.0792021,8.1976304,LegislativeCommittee,Kandel,,german_mapping_location,18fa90d54d58537a925dad88e2bcee08,german_mapping_location__18fa90d54d58537a925dad88e2bcee08
kanzem,Kanzem,49.6694076,6.573843,DiplomaticFacilities,Kanzem,,german_mapping_location,38dbb6336f286b3364893a9898e00b61,german_mapping_location__38dbb6336f286b3364893a9898e00b61
kapellen-drusweiler,Kapellen-Drusweiler,49.105621,8.030754,ForeignMinistry,Kapellen-Drusweiler,,german_mapping_location,0cc80000fa7fde240d89923fce094ffd,german_mapping_location__0cc80000fa7fde240d89923fce094ffd
kapellen-wevelinghoven,Kapellen-Wevelinghoven,51.13037,6.6223315,CompanyKeyword,Kapellen-Wevelinghoven,,german_mapping_location,03c753fb5b5c604ea6508f377dec7131,german_mapping_location__03c753fb5b5c604ea6508f377dec7131
kapsweyer,Kapsweyer,49.038878,8.022177,LegislativeCommittee,Kapsweyer,,german_mapping_location,25a9ffa43810607452de20b25226ee2d,german_mapping_location__25a9ffa43810607452de20b25226ee2d
kargow,Kargow,53.4994888,12.760587,DiplomaticFacilities,Kargow,,german_mapping_location,545e3d57852aeb35803ee0cede0b6f11,german_mapping_location__545e3d57852aeb35803ee0cede0b6f11
karlsdorf,Karlsdorf,49.1443815,8.5479886,Exec,Karlsdorf,,german_mapping_location,95b352931f51c526f0f83d64c032714d,german_mapping_location__95b352931f51c526f0f83d64c032714d
karlsruhe hbf,Karlsruhe,48.9939401,8.4009743,CompanyKeyword,Karlsruhe,,german_mapping_location,4d3e0acd6166e7434bc37196cd875740,german_mapping_location__4d3e0acd6166e7434bc37196cd875740
karlsruhe west,Karlsruhe West,49.0023106,8.3629002,ForeignMinistry,Karlsruhe West,,german_mapping_location,c80198e0d1b3e5a101648c0d669277a6,german_mapping_location__c80198e0d1b3e5a101648c0d669277a6
karlsruhe west,Karlsruhe West,49.0023106,8.3629002,Exec,Karlsruhe West,,german_mapping_location,c80198e0d1b3e5a101648c0d669277a6,german_mapping_location__c80198e0d1b3e5a101648c0d669277a6
karlsruhe-durlach,Karlsruhe-Durlach,49.0017922,8.4625224,Pipeline,Karlsruhe-Durlach,,german_mapping_location,eb163206f0df6bf85efc31a5536561a5,german_mapping_location__eb163206f0df6bf85efc31a5536561a5
karlsruhe-durlach,Karlsruhe-Durlach,49.0017922,8.4625224,Exec,Karlsruhe-Durlach,,german_mapping_location,eb163206f0df6bf85efc31a5536561a5,german_mapping_location__eb163206f0df6bf85efc31a5536561a5
karlsruhe-hagsfeld,Karlsruhe-Hagsfeld,49.0277037,8.4540117,CompanyKeyword,Karlsruhe-Hagsfeld,,german_mapping_location,76901e3378f629fee9bfb2a458e9c91a,german_mapping_location__76901e3378f629fee9bfb2a458e9c91a
karlsruhe-knielingen,Karlsruhe-Knielingen,49.026695,8.341171,LegislativeCommittee,Karlsruhe-Knielingen,,german_mapping_location,2f374ee317de9ff9acca643ca19acf7e,german_mapping_location__2f374ee317de9ff9acca643ca19acf7e
karlsruhe-mühlburg,Karlsruhe-Muhlburg,49.014378,8.3514715,FTO,Karlsruhe-Muhlburg,,german_mapping_location,419a48e59b16c23b8b0cbf92773905de,german_mapping_location__419a48e59b16c23b8b0cbf92773905de
karlstadt (main),Karlstadt,49.9628953,9.7679483,Consulates,Karlstadt,,german_mapping_location,04a839fc2a1e06b2cc9e3aaa1a9da39f,german_mapping_location__04a839fc2a1e06b2cc9e3aaa1a9da39f
karow (meckl),Karow,53.540263,12.2725599,ForeignMinister,Karow,,german_mapping_location,b8b824bdc16ddf5dde02e1ba7fd8e0f7,german_mapping_location__b8b824bdc16ddf5dde02e1ba7fd8e0f7
karsdorf,Karsdorf,51.2807022,11.6557212,Person,Karsdorf,,german_mapping_location,11528fbac714d05160f2395e0ec4774b,german_mapping_location__11528fbac714d05160f2395e0ec4774b
karstädt,Karstadt,53.159915,11.738964,Person,Karstadt,,german_mapping_location,7aa4b04a15847f513325aa0ed7b6096b,german_mapping_location__7aa4b04a15847f513325aa0ed7b6096b
karthaus,Karthaus,49.7111032,6.5974332,Exec,Karthaus,,german_mapping_location,b6d079c7c563cefdd84bed2da0012c48,german_mapping_location__b6d079c7c563cefdd84bed2da0012c48
kassebohm,Kassebohm,54.079437,12.1631083,Keyphrase,Kassebohm,,german_mapping_location,a08875313e87763c6c04f145c9467b73,german_mapping_location__a08875313e87763c6c04f145c9467b73
kassebohm,Kassebohm,54.079437,12.1631083,space,Kassebohm,,german_mapping_location,a08875313e87763c6c04f145c9467b73,german_mapping_location__a08875313e87763c6c04f145c9467b73
kassel hbf,Kassel,51.3182659,9.489481,LegislativeCommittee,Kassel,,german_mapping_location,d0af1daaf551d7122bca625ff338e705,german_mapping_location__d0af1daaf551d7122bca625ff338e705
kassel-harleshausen,Kassel-Harleshausen,51.3317489,9.4519279,News,Kassel-Harleshausen,,german_mapping_location,a6323e9f2411a678d968febc6c8b82fd,german_mapping_location__a6323e9f2411a678d968febc6c8b82fd
kassel-jungfernkopf,Kassel-Jungfernkopf,51.3390101,9.4633202,Legislator,Kassel-Jungfernkopf,,german_mapping_location,486b7d04b9942a2569aa71f0140701af,german_mapping_location__486b7d04b9942a2569aa71f0140701af
kassel-kirchditmold,Kassel-Kirchditmold,51.324561,9.452204,DiplomaticFacilities,Kassel-Kirchditmold,,german_mapping_location,1c12207135ee196fbdac564e24f4c1bd,german_mapping_location__1c12207135ee196fbdac564e24f4c1bd
kassel-oberzwehren,Kassel-Oberzwehren,51.2766612,9.4540974,Keyphrase,Kassel-Oberzwehren,,german_mapping_location,1deda5651c65cbac88966e8a7e534ab3,german_mapping_location__1deda5651c65cbac88966e8a7e534ab3
kassel-wilhelmshöhe,Kassel-Wilhelmshohe,51.3129047,9.4475573,Organization,Kassel-Wilhelmshohe,,german_mapping_location,d7ac5efc4d0bc6ad782a10207ea2051c,german_mapping_location__d7ac5efc4d0bc6ad782a10207ea2051c
katharinenheerd,Katharinenheerd,54.3341907,8.8302624,ForeignMinistry,Katharinenheerd,,german_mapping_location,a424dc34c093dba724712e5d6a202ab9,german_mapping_location__a424dc34c093dba724712e5d6a202ab9
kating,Kating,54.3261057,8.8720993,Media,Kating,,german_mapping_location,267c243241c5ebb3b2d7a880c8f03c27,german_mapping_location__267c243241c5ebb3b2d7a880c8f03c27
katlenburg,Katlenburg,51.685437,10.100656,DiplomaticFacilities,Katlenburg,,german_mapping_location,1b80617e4c391aaa15c8bca83e4e078d,german_mapping_location__1b80617e4c391aaa15c8bca83e4e078d
kattenes,Kattenes,50.2537877,7.4398321,Person,Kattenes,,german_mapping_location,ba782303125ef500d657e248f135899f,german_mapping_location__ba782303125ef500d657e248f135899f
kattenvenne,Kattenvenne,52.1132798,7.860603,Refinery,Kattenvenne,,german_mapping_location,428788d4a73e215fde511cd2672e79a7,german_mapping_location__428788d4a73e215fde511cd2672e79a7
katzenfurt,Katzenfurt,50.6160919,8.3427294,Diplomat,Katzenfurt,,german_mapping_location,aceeec31f04bda15a7081d224c867c13,german_mapping_location__aceeec31f04bda15a7081d224c867c13
katzwang,Katzwang,49.355516,11.0427147,Wells,Katzwang,,german_mapping_location,253e92518a8dbda32de2cb0cf1bd3241,german_mapping_location__253e92518a8dbda32de2cb0cf1bd3241
katzweiler,Katzweiler,49.500082,7.7009351,CompanyKeyword,Katzweiler,,german_mapping_location,e66842339f2e45df12b3bc6bd8db0ede,german_mapping_location__e66842339f2e45df12b3bc6bd8db0ede
kaub,Kaub,50.0836857,7.7684907,Media,Kaub,,german_mapping_location,00abaf7501d00e2f2c7c9c31b20e8e39,german_mapping_location__00abaf7501d00e2f2c7c9c31b20e8e39
kaufbeuren,Kaufbeuren,47.875788,10.6295093,CompanyKeyword,Kaufbeuren,,german_mapping_location,9dc2f136f613521b1d7e722c61dbb020,german_mapping_location__9dc2f136f613521b1d7e722c61dbb020
kaufering,Kaufering,48.0813964,10.854926,IndustryTerm,Kaufering,,german_mapping_location,1709125c35be2b8ade88f5e3cb50ba8f,german_mapping_location__1709125c35be2b8ade88f5e3cb50ba8f
kaulsdorf (saale),Kaulsdorf,50.611697,11.433361,Person,Kaulsdorf,,german_mapping_location,917f184befc50a64fa70ef61feda6f4f,german_mapping_location__917f184befc50a64fa70ef61feda6f4f
kavelstorf,Kavelstorf,54.007081,12.197821,DiplomaticFacilities,Kavelstorf,,german_mapping_location,5aada4fd711fb30e0c601bc79c720b29,german_mapping_location__5aada4fd711fb30e0c601bc79c720b29
kehl,Kehl,48.5763433,7.8066597,Consulates,Kehl,,german_mapping_location,244c7406b23b56bc4aa15c40363d267d,german_mapping_location__244c7406b23b56bc4aa15c40363d267d
kehl,Kehl,48.5763433,7.8066597,Organization,Kehl,,german_mapping_location,244c7406b23b56bc4aa15c40363d267d,german_mapping_location__244c7406b23b56bc4aa15c40363d267d
kehlen,Kehlen,48.5759682,7.8072034,ForeignMinistry,Kehlen,,german_mapping_location,4c2a4138d28d65299cd2308ba6b3b530,german_mapping_location__4c2a4138d28d65299cd2308ba6b3b530
keitum,Keitum,54.8889641,8.3691203,Exec,Keitum,,german_mapping_location,459adbcfe6cdfbc80e5ed9ca0729ae43,german_mapping_location__459adbcfe6cdfbc80e5ed9ca0729ae43
kellmünz,Kellmunz,48.1204162,10.1248601,Exec,Kellmunz,,german_mapping_location,a0ff24818a7b3902653b549a3d7ed9e5,german_mapping_location__a0ff24818a7b3902653b549a3d7ed9e5
kelsterbach,Kelsterbach,50.0624492,8.5297034,Keyphrase,Kelsterbach,,german_mapping_location,07c259a846bb18f98abe8cdaf3b1c35f,german_mapping_location__07c259a846bb18f98abe8cdaf3b1c35f
kemnath-neustadt,Kemnath-Neustadt,49.844107,11.8619866,space,Kemnath-Neustadt,,german_mapping_location,100ed03f9da1f8484be8bdfe4d613b44,german_mapping_location__100ed03f9da1f8484be8bdfe4d613b44
kempen (niederrhein),Kempen,51.3678392,6.4250455,Media,Kempen,,german_mapping_location,803893f32049cdd7cec7cc288331e84b,german_mapping_location__803893f32049cdd7cec7cc288331e84b
kempten (allgäu) hbf,Kempten,47.7120513,10.3168042,LegislativeCommittee,Kempten,,german_mapping_location,34641665d0a80de02f964a3dad089652,german_mapping_location__34641665d0a80de02f964a3dad089652
kempten (allgäu) ost,Kempten,47.731293,10.33205,space,Kempten,,german_mapping_location,34641665d0a80de02f964a3dad089652,german_mapping_location__34641665d0a80de02f964a3dad089652
kennelgarten,Kennelgarten,49.4409252,7.7336333,Refinery,Kennelgarten,,german_mapping_location,b89b0bfc108fa619dfc675be0c5cb102,german_mapping_location__b89b0bfc108fa619dfc675be0c5cb102
kenzingen,Kenzingen,48.1943361,7.7644757,Pipeline,Kenzingen,,german_mapping_location,fc083fa9adc0371ef8314feb3652dace,german_mapping_location__fc083fa9adc0371ef8314feb3652dace
kerkerbach,Kerkerbach,50.4721297,8.1717515,Refinery,Kerkerbach,,german_mapping_location,ce3329632e6f7ce37ad61be1e0c40824,german_mapping_location__ce3329632e6f7ce37ad61be1e0c40824
kerkwitz,Kerkwitz,51.909526,14.62722,Diplomat,Kerkwitz,,german_mapping_location,da1587b573bf1d4db78604c6de8ccd07,german_mapping_location__da1587b573bf1d4db78604c6de8ccd07
kersbach,Kersbach,49.6867017,11.0608291,IndustryTerm,Kersbach,,german_mapping_location,116f56f2b8a70c3ebfef3c7fdefde628,german_mapping_location__116f56f2b8a70c3ebfef3c7fdefde628
kestert,Kestert,50.1870788,7.6488171,Person,Kestert,,german_mapping_location,a4dda9b079009a72a65adeb6abb595e8,german_mapping_location__a4dda9b079009a72a65adeb6abb595e8
kettwig,Kettwig,51.3635544,6.9536795,AAEntity,Kettwig,,german_mapping_location,860df0ba2147d91e33cee3128cc967b6,german_mapping_location__860df0ba2147d91e33cee3128cc967b6
kettwig stausee,Kettwig Stausee,51.3565907,6.9390935,Wells,Kettwig Stausee,,german_mapping_location,0a42c0e296b4990d471d77f465442ad1,german_mapping_location__0a42c0e296b4990d471d77f465442ad1
kevelaer,Kevelaer,51.5810785,6.2518314,Consulates,Kevelaer,,german_mapping_location,76dfb76a5ec5877fa11df143b1351be0,german_mapping_location__76dfb76a5ec5877fa11df143b1351be0
kiebingen,Kiebingen,48.479369,8.973745,ForeignMinistry,Kiebingen,,german_mapping_location,856f8b1c0738730d20155489100eca13,german_mapping_location__856f8b1c0738730d20155489100eca13
kiebitzhöhe,Kiebitzhohe,51.181029,11.203561,DiplomaticFacilities,Kiebitzhohe,,german_mapping_location,6859f35250175bf80dd8cf97b892845d,german_mapping_location__6859f35250175bf80dd8cf97b892845d
kiefersfelden,Kiefersfelden,47.6099716,12.1904428,Person,Kiefersfelden,,german_mapping_location,8c7741422c213b6423e514a000914825,german_mapping_location__8c7741422c213b6423e514a000914825
kiekebusch (b cottbus),Kiekebusch,51.6870458,14.4127595,space,Kiekebusch,,german_mapping_location,e8c66dccb1dee3a8fb0233a03f598c16,german_mapping_location__e8c66dccb1dee3a8fb0233a03f598c16
kiel hbf,Kiel,54.3154881,10.1321519,Person,Kiel,,german_mapping_location,1a75b35314be8c19f22c5c5334d78c8f,german_mapping_location__1a75b35314be8c19f22c5c5334d78c8f
kiel hbf,Kiel,54.3154881,10.1321519,CompanyKeyword,Kiel,,german_mapping_location,1a75b35314be8c19f22c5c5334d78c8f,german_mapping_location__1a75b35314be8c19f22c5c5334d78c8f
kiel-elmschenhagen,Kiel-Elmschenhagen,54.2867793,10.1818578,LegislativeCommittee,Kiel-Elmschenhagen,,german_mapping_location,8f31bbbe57625a914e9395498d712acc,german_mapping_location__8f31bbbe57625a914e9395498d712acc
kiel-hassee cittipark,Kiel-Hassee Cittipark,54.3113098,10.0982265,Shipping,Kiel-Hassee Cittipark,,german_mapping_location,a2213399ed2f68652277d992979605a4,german_mapping_location__a2213399ed2f68652277d992979605a4
kiel-russee,Kiel-Russee,54.309976,10.0699638,Refinery,Kiel-Russee,,german_mapping_location,18a61a1ff145ccf270caea2e5607e2b3,german_mapping_location__18a61a1ff145ccf270caea2e5607e2b3
kierberg,Kierberg,50.83776,6.88814,News,Kierberg,,german_mapping_location,425ce953db785ee05e91e3c23362bca3,german_mapping_location__425ce953db785ee05e91e3c23362bca3
kinding (altmühltal),Kinding,48.9916127,11.3782952,Legislator,Kinding,,german_mapping_location,4c3335549670cf4f96961d1cfec7e200,german_mapping_location__4c3335549670cf4f96961d1cfec7e200
kindsbach,Kindsbach,49.419371,7.612836,Media,Kindsbach,,german_mapping_location,beae691e0e517903c4459e811f2a2017,german_mapping_location__beae691e0e517903c4459e811f2a2017
kirch göns,Kirch Gons,50.4730384,8.666867,FTO,Kirch Gons,,german_mapping_location,a2e3760b3299c15b81c32ea84bc5be93,german_mapping_location__a2e3760b3299c15b81c32ea84bc5be93
kirch jesar,Kirch Jesar,53.4485532,11.2631987,space,Kirch Jesar,,german_mapping_location,438df8c5fa71e6c313be993acc54348e,german_mapping_location__438df8c5fa71e6c313be993acc54348e
kirchberg (murr),Kirchberg,48.9392704,9.3291696,Exec,Kirchberg,,german_mapping_location,93fbf41dcfbbc9fcc4f34835ca7113c7,german_mapping_location__93fbf41dcfbbc9fcc4f34835ca7113c7
kirchdorf (deister),Kirchdorf,52.290925,9.4913246,Keyphrase,Kirchdorf,,german_mapping_location,4e2aa25c734b7776af05247524917983,german_mapping_location__4e2aa25c734b7776af05247524917983
kirchehrenbach,Kirchehrenbach,49.7351082,11.141508,Person,Kirchehrenbach,,german_mapping_location,c67af0de835a76064b4563b247c2911a,german_mapping_location__c67af0de835a76064b4563b247c2911a
kirchen,Kirchen,50.8066694,7.8800715,AAEntity,Kirchen,,german_mapping_location,21b20c06ff8886e88fa7e0f2728455ce,german_mapping_location__21b20c06ff8886e88fa7e0f2728455ce
kirchenlaibach,Kirchenlaibach,49.8702342,11.776337,News,Kirchenlaibach,,german_mapping_location,44d111a09560760d0915f97fb788d1f5,german_mapping_location__44d111a09560760d0915f97fb788d1f5
kirchenlamitz ost,Kirchenlamitz East,50.1655964,11.986015,Media,Kirchenlamitz East,,german_mapping_location,2d5f261fe2b6d5d68bb8596d77ce3434,german_mapping_location__2d5f261fe2b6d5d68bb8596d77ce3434
kirchentellinsfurt,Kirchentellinsfurt,48.5296439,9.1385178,Person,Kirchentellinsfurt,,german_mapping_location,de23a39605c9f4a76362850c7d626190,german_mapping_location__de23a39605c9f4a76362850c7d626190
kirchhain (bz kassel),Kirchhain,50.8236017,8.9214477,Wells,Kirchhain,,german_mapping_location,1175ae18e0695880a087891c63bf20bc,german_mapping_location__1175ae18e0695880a087891c63bf20bc
kirchhammelwarden,Kirchhammelwarden,53.304988,8.475964,Organization,Kirchhammelwarden,,german_mapping_location,fb34bd20bc9f114c5c601235c5ae3108,german_mapping_location__fb34bd20bc9f114c5c601235c5ae3108
kirchheim (neckar),Kirchheim,49.0375251,9.1506162,Organization,Kirchheim,,german_mapping_location,512186354ed6480c2c1f3886d964695e,german_mapping_location__512186354ed6480c2c1f3886d964695e
kirchheim (teck),Kirchheim,48.6445049,9.4436957,Exec,Kirchheim,,german_mapping_location,512186354ed6480c2c1f3886d964695e,german_mapping_location__512186354ed6480c2c1f3886d964695e
kirchheim (teck) süd,Kirchheim,48.6398198,9.4519959,Organization,Kirchheim,,german_mapping_location,512186354ed6480c2c1f3886d964695e,german_mapping_location__512186354ed6480c2c1f3886d964695e
kirchheim (teck)-ötlingen,Kirchheim,48.6577703,9.4162307,Pipeline,Kirchheim,,german_mapping_location,512186354ed6480c2c1f3886d964695e,german_mapping_location__512186354ed6480c2c1f3886d964695e
kirchheim (unterfr),Kirchheim,49.6571224,9.8584909,News,Kirchheim,,german_mapping_location,512186354ed6480c2c1f3886d964695e,german_mapping_location__512186354ed6480c2c1f3886d964695e
kirchheim (weinstr),Kirchheim,49.537163,8.181452,Consulates,Kirchheim,,german_mapping_location,512186354ed6480c2c1f3886d964695e,german_mapping_location__512186354ed6480c2c1f3886d964695e
kirchhorsten,Kirchhorsten,52.3083154,9.1213123,AAEntity,Kirchhorsten,,german_mapping_location,da85faa6d9dfafebeb01650c54b2c60b,german_mapping_location__da85faa6d9dfafebeb01650c54b2c60b
kirchhundem,Kirchhundem,51.0859537,8.0782879,Diplomat,Kirchhundem,,german_mapping_location,0e1e97678c73d100726910d622bfd6c5,german_mapping_location__0e1e97678c73d100726910d622bfd6c5
kirchlengern,Kirchlengern,52.1965984,8.6437154,Media,Kirchlengern,,german_mapping_location,f2b79e20f5444154b38b3d3fda45d29d,german_mapping_location__f2b79e20f5444154b38b3d3fda45d29d
kirchmöser,Kirchmoser,52.3755735,12.4220298,LegislativeCommittee,Kirchmoser,,german_mapping_location,ee308542b1a3e81dab484fc64b14b20b,german_mapping_location__ee308542b1a3e81dab484fc64b14b20b
kirchscheidungen,Kirchscheidungen,51.244696,11.662572,Consulates,Kirchscheidungen,,german_mapping_location,10cc0f74d09e12c3546096655d6ea69c,german_mapping_location__10cc0f74d09e12c3546096655d6ea69c
kirchseeon,Kirchseeon,48.0711707,11.8873209,Refinery,Kirchseeon,,german_mapping_location,7b0de2dc2ff787f4f504f997291ba32e,german_mapping_location__7b0de2dc2ff787f4f504f997291ba32e
kirchseeon,Kirchseeon,48.0711707,11.8873209,IndustryTerm,Kirchseeon,,german_mapping_location,7b0de2dc2ff787f4f504f997291ba32e,german_mapping_location__7b0de2dc2ff787f4f504f997291ba32e
kirchweyhe,Kirchweyhe,52.9836513,8.8474277,IndustryTerm,Kirchweyhe,,german_mapping_location,831afaa995bcb4637264f11e53db6581,german_mapping_location__831afaa995bcb4637264f11e53db6581
kirchzarten,Kirchzarten,47.967616,7.958686,space,Kirchzarten,,german_mapping_location,63ecfc38233f9cc1813d7ef7a60bae35,german_mapping_location__63ecfc38233f9cc1813d7ef7a60bae35
kirkel,Kirkel,49.2862538,7.2265608,Pipeline,Kirkel,,german_mapping_location,e5f9600300cb90ae3ef342c6e44f2412,german_mapping_location__e5f9600300cb90ae3ef342c6e44f2412
kirn,Kirn,49.7857517,7.4639523,FTO,Kirn,,german_mapping_location,1161f8c65a063776b867086f12293ed2,german_mapping_location__1161f8c65a063776b867086f12293ed2
kirnsulzbach,Kirnsulzbach,49.7857517,7.4639523,Legislator,Kirnsulzbach,,german_mapping_location,5117bf4d1e5ff62711dedb97fb22c66f,german_mapping_location__5117bf4d1e5ff62711dedb97fb22c66f
kissing,Kissing,48.3013946,10.9593076,Organization,Kissing,,german_mapping_location,eaf6d9d0aa05fa30c81aedb6b30bb8d4,german_mapping_location__eaf6d9d0aa05fa30c81aedb6b30bb8d4
kißlegg,Kisslegg,47.7934067,9.8819359,Media,Kisslegg,,german_mapping_location,f903dcaacf598ee2e500b8d5b3bce221,german_mapping_location__f903dcaacf598ee2e500b8d5b3bce221
kitzingen,Kitzingen,49.7323735,10.1560741,Shipping,Kitzingen,,german_mapping_location,e65c5728aea2ba82c6190d5ac92b8d96,german_mapping_location__e65c5728aea2ba82c6190d5ac92b8d96
kläden (b arendsee/altm),Kladen,52.8865,11.5061262,DiplomaticFacilities,Kladen,,german_mapping_location,e9170106a4f2b34b99548e33de958c2e,german_mapping_location__e9170106a4f2b34b99548e33de958c2e
kläden (kr stendal),Kladen,52.5950225,11.8546675,Legislator,Kladen,,german_mapping_location,e9170106a4f2b34b99548e33de958c2e,german_mapping_location__e9170106a4f2b34b99548e33de958c2e
klais,Klais,47.4828516,11.238383,Wells,Klais,,german_mapping_location,dc7572c6018c39f1883970133dc056ab,german_mapping_location__dc7572c6018c39f1883970133dc056ab
klanxbüll,Klanxbull,54.862575,8.676507,Diplomat,Klanxbull,,german_mapping_location,44c2355dafd452af870e435324542de1,german_mapping_location__44c2355dafd452af870e435324542de1
klasdorf,Klasdorf,52.0211393,13.5422511,DiplomaticFacilities,Klasdorf,,german_mapping_location,b5e2f195b85d1ac5c67e25e55ba2cb1a,german_mapping_location__b5e2f195b85d1ac5c67e25e55ba2cb1a
klebitz,Klebitz,51.9553874,12.8957694,Person,Klebitz,,german_mapping_location,eca963a9e70821f4124f770a244d4cb1,german_mapping_location__eca963a9e70821f4124f770a244d4cb1
klecken,Klecken,53.366508,9.928349,ForeignMinistry,Klecken,,german_mapping_location,e2f024142f4e254f80e1b5d91fc5f406,german_mapping_location__e2f024142f4e254f80e1b5d91fc5f406
kleeth,Kleeth,53.623142,13.060526,CompanyKeyword,Kleeth,,german_mapping_location,f13925f901b69ed798ea8d95603850e4,german_mapping_location__f13925f901b69ed798ea8d95603850e4
klein auheim,Klein Auheim,50.1011824,8.9342101,Consulates,Klein Auheim,,german_mapping_location,fcb823edbcc34c08ba7138a13e2ccf0d,german_mapping_location__fcb823edbcc34c08ba7138a13e2ccf0d
klein bünzow,Klein Bunzow,53.9253747,13.6200945,Person,Klein Bunzow,,german_mapping_location,09375cca23d8ff1e95b5c2670f70e36b,german_mapping_location__09375cca23d8ff1e95b5c2670f70e36b
klein flottbek (s-bahn),Klein Flottbek,53.5581594,9.8607443,Keyphrase,Klein Flottbek,,german_mapping_location,99f6d8ab6f80331de5eebc5feb4cf883,german_mapping_location__99f6d8ab6f80331de5eebc5feb4cf883
klein gerau,Klein Gerau,49.9197288,8.5168375,Consulates,Klein Gerau,,german_mapping_location,b0c16f493cec9a6fdcb20836020b0659,german_mapping_location__b0c16f493cec9a6fdcb20836020b0659
klein ostheim,Klein Eastheim,50.0025805,9.0723954,News,Klein Eastheim,,german_mapping_location,cd6ac1bd2c7bf38c184f0209e70a68c5,german_mapping_location__cd6ac1bd2c7bf38c184f0209e70a68c5
klein umstadt,Klein Umstadt,49.8941486,8.9383885,Media,Klein Umstadt,,german_mapping_location,7b8cee4da3676e366a2c27d51d60c182,german_mapping_location__7b8cee4da3676e366a2c27d51d60c182
