keyword,caption_name,location,topic_id,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
tinker afb,Tinker Air Force Base,a302,188258,CompanyKeyword,Tinker Air Force Base,,basementions_mentionee,d051095b2262cd80c66c0618990558ea,basementions_mentionee__d051095b2262cd80c66c0618990558ea
tinker air base,Tinker Air Force Base,a302,188258,Exec,Tinker Air Force Base,,basementions_mentionee,d051095b2262cd80c66c0618990558ea,basementions_mentionee__d051095b2262cd80c66c0618990558ea
tinker ab,Tinker Air Force Base,a302,188258,Keyphrase,Tinker Air Force Base,,basementions_mentionee,d051095b2262cd80c66c0618990558ea,basementions_mentionee__d051095b2262cd80c66c0618990558ea
tinker gate,Tinker Air Force Base,a302,188258,ForeignMinister,Tinker Air Force Base,,basementions_mentionee,d051095b2262cd80c66c0618990558ea,basementions_mentionee__d051095b2262cd80c66c0618990558ea
eaker gate,Tinker Air Force Base,a302,188258,ForeignMinistry,Tinker Air Force Base,,basementions_mentionee,d051095b2262cd80c66c0618990558ea,basementions_mentionee__d051095b2262cd80c66c0618990558ea
turnbull gate,Tinker Air Force Base,a302,188258,ForeignMinistry,Tinker Air Force Base,,basementions_mentionee,d051095b2262cd80c66c0618990558ea,basementions_mentionee__d051095b2262cd80c66c0618990558ea
hope gate,Tinker Air Force Base,a302,188258,ForeignMinister,Tinker Air Force Base,,basementions_mentionee,d051095b2262cd80c66c0618990558ea,basementions_mentionee__d051095b2262cd80c66c0618990558ea
hruskocy gate,Tinker Air Force Base,a302,188258,Consulates,Tinker Air Force Base,,basementions_mentionee,d051095b2262cd80c66c0618990558ea,basementions_mentionee__d051095b2262cd80c66c0618990558ea
gott gate,Tinker Air Force Base,a302,188258,News,Tinker Air Force Base,,basementions_mentionee,d051095b2262cd80c66c0618990558ea,basementions_mentionee__d051095b2262cd80c66c0618990558ea
vance gate,Tinker Air Force Base,a302,188258,LegislativeCommittee,Tinker Air Force Base,,basementions_mentionee,d051095b2262cd80c66c0618990558ea,basementions_mentionee__d051095b2262cd80c66c0618990558ea
lancer gate,Tinker Air Force Base,a302,188258,Keyphrase,Tinker Air Force Base,,basementions_mentionee,d051095b2262cd80c66c0618990558ea,basementions_mentionee__d051095b2262cd80c66c0618990558ea
liberator gate,Tinker Air Force Base,a302,188258,News,Tinker Air Force Base,,basementions_mentionee,d051095b2262cd80c66c0618990558ea,basementions_mentionee__d051095b2262cd80c66c0618990558ea
marauder gate,Tinker Air Force Base,a302,188258,CompanyKeyword,Tinker Air Force Base,,basementions_mentionee,d051095b2262cd80c66c0618990558ea,basementions_mentionee__d051095b2262cd80c66c0618990558ea
travis air force base,Travis Air Force Base,a303,188258,Legislator,Travis Air Force Base,,basementions_mentionee,850e795467987be93dc4015753a4c2ed,basementions_mentionee__850e795467987be93dc4015753a4c2ed
travis afb,Travis Air Force Base,a303,188258,IndustryTerm,Travis Air Force Base,,basementions_mentionee,850e795467987be93dc4015753a4c2ed,basementions_mentionee__850e795467987be93dc4015753a4c2ed
travis air base,Travis Air Force Base,a303,188258,LegislativeCommittee,Travis Air Force Base,,basementions_mentionee,850e795467987be93dc4015753a4c2ed,basementions_mentionee__850e795467987be93dc4015753a4c2ed
travis ab,Travis Air Force Base,a303,188258,Shipping,Travis Air Force Base,,basementions_mentionee,850e795467987be93dc4015753a4c2ed,basementions_mentionee__850e795467987be93dc4015753a4c2ed
tripler army medical center,Tripler Army Medical Center,a304,188258,Consulates,Tripler Army Medical Center,,basementions_mentionee,67b27da788d6684ef0588880cedc0237,basementions_mentionee__67b27da788d6684ef0588880cedc0237
camp mabry,US National Guard installation Camp Mabry,a305,188258,CompanyKeyword,US National Guard installation Camp Mabry,,basementions_mentionee,c753aefda33fbb867ed8bcdc9a605047,basementions_mentionee__c753aefda33fbb867ed8bcdc9a605047
schofield barracks,Schofield Barracks,a306,188258,IndustryTerm,Schofield Barracks,,basementions_mentionee,38ed93a099e342407f4e786d0dda6829,basementions_mentionee__38ed93a099e342407f4e786d0dda6829
fort hunter liggett,US Army Garrison Fort Hunter Liggett,a307,188258,Shipping,US Army Garrison Fort Hunter Liggett,,basementions_mentionee,bd6ca01e11d297aa7d6aa7129b96ad89,basementions_mentionee__bd6ca01e11d297aa7d6aa7129b96ad89
ft hunter liggett,US Army Garrison Fort Hunter Liggett,a307,188258,Shipping,US Army Garrison Fort Hunter Liggett,,basementions_mentionee,bd6ca01e11d297aa7d6aa7129b96ad89,basementions_mentionee__bd6ca01e11d297aa7d6aa7129b96ad89
"us army garrison, fort hunter liggett",US Army Garrison Fort Hunter Liggett,a307,188258,CompanyKeyword,US Army Garrison Fort Hunter Liggett,,basementions_mentionee,bd6ca01e11d297aa7d6aa7129b96ad89,basementions_mentionee__bd6ca01e11d297aa7d6aa7129b96ad89
usag fhl,US Army Garrison Fort Hunter Liggett,a307,188258,AAEntity,US Army Garrison Fort Hunter Liggett,,basementions_mentionee,bd6ca01e11d297aa7d6aa7129b96ad89,basementions_mentionee__bd6ca01e11d297aa7d6aa7129b96ad89
usag fort hunter liggett,US Army Garrison Fort Hunter Liggett,a307,188258,space,US Army Garrison Fort Hunter Liggett,,basementions_mentionee,bd6ca01e11d297aa7d6aa7129b96ad89,basementions_mentionee__bd6ca01e11d297aa7d6aa7129b96ad89
letterkenny army depot,Letterkenny Army Depot,a308,188258,FTO,Letterkenny Army Depot,,basementions_mentionee,57b04cc41298d832d19c8c60373cdaa7,basementions_mentionee__57b04cc41298d832d19c8c60373cdaa7
lead army depot,Letterkenny Army Depot,a308,188258,DiplomaticFacilities,Letterkenny Army Depot,,basementions_mentionee,57b04cc41298d832d19c8c60373cdaa7,basementions_mentionee__57b04cc41298d832d19c8c60373cdaa7
clear air force base,Clear Air Force Station,a309,188258,Diplomat,Clear Air Force Station,,basementions_mentionee,f007c7614a559c8c60a65a77b85bfb0c,basementions_mentionee__f007c7614a559c8c60a65a77b85bfb0c
clear afb,Clear Air Force Station,a309,188258,Consulates,Clear Air Force Station,,basementions_mentionee,f007c7614a559c8c60a65a77b85bfb0c,basementions_mentionee__f007c7614a559c8c60a65a77b85bfb0c
clear air base,Clear Air Force Station,a309,188258,Pipeline,Clear Air Force Station,,basementions_mentionee,f007c7614a559c8c60a65a77b85bfb0c,basementions_mentionee__f007c7614a559c8c60a65a77b85bfb0c
clear ab,Clear Air Force Station,a309,188258,IndustryTerm,Clear Air Force Station,,basementions_mentionee,f007c7614a559c8c60a65a77b85bfb0c,basementions_mentionee__f007c7614a559c8c60a65a77b85bfb0c
coast guard base kodiak,US Coast Guard Base Kodiak,a310,188258,AAEntity,US Coast Guard Base Kodiak,,basementions_mentionee,c23ad697f4d22c92f1c8bb42a6ca9a74,basementions_mentionee__c23ad697f4d22c92f1c8bb42a6ca9a74
uscg base kodiak,US Coast Guard Base Kodiak,a310,188258,Media,US Coast Guard Base Kodiak,,basementions_mentionee,c23ad697f4d22c92f1c8bb42a6ca9a74,basementions_mentionee__c23ad697f4d22c92f1c8bb42a6ca9a74
kodiak station,US Coast Guard Base Kodiak,a310,188258,AAEntity,US Coast Guard Base Kodiak,,basementions_mentionee,c23ad697f4d22c92f1c8bb42a6ca9a74,basementions_mentionee__c23ad697f4d22c92f1c8bb42a6ca9a74
isc kodiak coast guard base,US Coast Guard Base Kodiak,a310,188258,Diplomat,US Coast Guard Base Kodiak,,basementions_mentionee,c23ad697f4d22c92f1c8bb42a6ca9a74,basementions_mentionee__c23ad697f4d22c92f1c8bb42a6ca9a74
air station kodiak,US Coast Guard Base Kodiak,a310,188258,Consulates,US Coast Guard Base Kodiak,,basementions_mentionee,c23ad697f4d22c92f1c8bb42a6ca9a74,basementions_mentionee__c23ad697f4d22c92f1c8bb42a6ca9a74
kodiak naval operating base,US Coast Guard Base Kodiak,a310,188258,ForeignMinister,US Coast Guard Base Kodiak,,basementions_mentionee,c23ad697f4d22c92f1c8bb42a6ca9a74,basementions_mentionee__c23ad697f4d22c92f1c8bb42a6ca9a74
uscg kodiak,US Coast Guard Base Kodiak,a310,188258,FTO,US Coast Guard Base Kodiak,,basementions_mentionee,c23ad697f4d22c92f1c8bb42a6ca9a74,basementions_mentionee__c23ad697f4d22c92f1c8bb42a6ca9a74
us coast guard sector juneau,US Coast Guard Station Juneau,a311,188258,space,US Coast Guard Station Juneau,,basementions_mentionee,a2f90b78273118f5f20ac3aabe3217e7,basementions_mentionee__a2f90b78273118f5f20ac3aabe3217e7
uscg jeneau,US Coast Guard Station Juneau,a311,188258,Pipeline,US Coast Guard Station Juneau,,basementions_mentionee,a2f90b78273118f5f20ac3aabe3217e7,basementions_mentionee__a2f90b78273118f5f20ac3aabe3217e7
juneau coast guard base,US Coast Guard Station Juneau,a311,188258,FTO,US Coast Guard Station Juneau,,basementions_mentionee,a2f90b78273118f5f20ac3aabe3217e7,basementions_mentionee__a2f90b78273118f5f20ac3aabe3217e7
us coat guard section juneau,US Coast Guard Station Juneau,a311,188258,Organization,US Coast Guard Station Juneau,,basementions_mentionee,a2f90b78273118f5f20ac3aabe3217e7,basementions_mentionee__a2f90b78273118f5f20ac3aabe3217e7
fort devens,former US Army Garrison Fort Devens,a312,188258,Wells,former US Army Garrison Fort Devens,,basementions_mentionee,d3e8126a3412534d3e8006213137d9c0,basementions_mentionee__d3e8126a3412534d3e8006213137d9c0
ft devens,former US Army Garrison Fort Devens,a312,188258,Keyphrase,former US Army Garrison Fort Devens,,basementions_mentionee,d3e8126a3412534d3e8006213137d9c0,basementions_mentionee__d3e8126a3412534d3e8006213137d9c0
camp wg williams,US National Guard installation Camp W. G. Williams,a170,188258,AAEntity,US National Guard installation Camp W. G. Williams,,basementions_mentionee,5d8ccd1e5612fce3d5e137f47feb17c6,basementions_mentionee__5d8ccd1e5612fce3d5e137f47feb17c6
fort pickett,US National Guard installation Fort Pickett,a313,188258,News,US National Guard installation Fort Pickett,,basementions_mentionee,e8aa949f19d3c2a8684d14c1d4761a1e,basementions_mentionee__e8aa949f19d3c2a8684d14c1d4761a1e
u s army watervliet arsenal,Watervliet Arsenal,a314,188258,space,Watervliet Arsenal,,basementions_mentionee,3a55477b21256ceb1e1701d67bac9b6b,basementions_mentionee__3a55477b21256ceb1e1701d67bac9b6b
watervliet arsenal,Watervliet Arsenal,a314,188258,ForeignMinister,Watervliet Arsenal,,basementions_mentionee,3a55477b21256ceb1e1701d67bac9b6b,basementions_mentionee__3a55477b21256ceb1e1701d67bac9b6b
united states military academy,US Military Academy West Point,a315,188258,FTO,US Military Academy West Point,,basementions_mentionee,3cd4a8b0d9a0ba4e5cb1f931086009bf,basementions_mentionee__3cd4a8b0d9a0ba4e5cb1f931086009bf
army west point,US Military Academy West Point,a315,188258,ForeignMinister,US Military Academy West Point,,basementions_mentionee,3cd4a8b0d9a0ba4e5cb1f931086009bf,basementions_mentionee__3cd4a8b0d9a0ba4e5cb1f931086009bf
usma west point,US Military Academy West Point,a315,188258,Exec,US Military Academy West Point,,basementions_mentionee,3cd4a8b0d9a0ba4e5cb1f931086009bf,basementions_mentionee__3cd4a8b0d9a0ba4e5cb1f931086009bf
whiteman air force base,Whiteman Air Force Base,a316,188258,ForeignMinister,Whiteman Air Force Base,,basementions_mentionee,5b20c69e5ade0cedf6165a73f99559f2,basementions_mentionee__5b20c69e5ade0cedf6165a73f99559f2
whiteman afb,Whiteman Air Force Base,a316,188258,Consulates,Whiteman Air Force Base,,basementions_mentionee,5b20c69e5ade0cedf6165a73f99559f2,basementions_mentionee__5b20c69e5ade0cedf6165a73f99559f2
whiteman air base,Whiteman Air Force Base,a316,188258,LegislativeCommittee,Whiteman Air Force Base,,basementions_mentionee,5b20c69e5ade0cedf6165a73f99559f2,basementions_mentionee__5b20c69e5ade0cedf6165a73f99559f2
whiteman ab,Whiteman Air Force Base,a316,188258,space,Whiteman Air Force Base,,basementions_mentionee,5b20c69e5ade0cedf6165a73f99559f2,basementions_mentionee__5b20c69e5ade0cedf6165a73f99559f2
white sands missile range,White Sands Missile Range,a317,188258,DiplomaticFacilities,White Sands Missile Range,,basementions_mentionee,f7ec14f44af5396da8f82bf9b8143323,basementions_mentionee__f7ec14f44af5396da8f82bf9b8143323
white sands proving ground,White Sands Missile Range,a317,188258,Media,White Sands Missile Range,,basementions_mentionee,f7ec14f44af5396da8f82bf9b8143323,basementions_mentionee__f7ec14f44af5396da8f82bf9b8143323
san joaquin depot,Defense Distribution Depot San Joaquin,a318,188258,News,Defense Distribution Depot San Joaquin,,basementions_mentionee,cc2eb4f2d94d8d35b1285d97e3883426,basementions_mentionee__cc2eb4f2d94d8d35b1285d97e3883426
tracy facility,Defense Distribution Depot San Joaquin,a318,188258,Refinery,Defense Distribution Depot San Joaquin,,basementions_mentionee,cc2eb4f2d94d8d35b1285d97e3883426,basementions_mentionee__cc2eb4f2d94d8d35b1285d97e3883426
sharpe facility,Defense Distribution Depot San Joaquin,a318,188258,CompanyKeyword,Defense Distribution Depot San Joaquin,,basementions_mentionee,cc2eb4f2d94d8d35b1285d97e3883426,basementions_mentionee__cc2eb4f2d94d8d35b1285d97e3883426
defense distribution depot san joaquin,Defense Distribution Depot San Joaquin,a318,188258,Organization,Defense Distribution Depot San Joaquin,,basementions_mentionee,cc2eb4f2d94d8d35b1285d97e3883426,basementions_mentionee__cc2eb4f2d94d8d35b1285d97e3883426
eareckson air station,Eareckson Air Station,a319,188258,Refinery,Eareckson Air Station,,basementions_mentionee,67c84a210e4fa19d1e0c7971fba5f817,basementions_mentionee__67c84a210e4fa19d1e0c7971fba5f817
eareckson as,Eareckson Air Station,a319,188258,Person,Eareckson Air Station,,basementions_mentionee,67c84a210e4fa19d1e0c7971fba5f817,basementions_mentionee__67c84a210e4fa19d1e0c7971fba5f817
camp beauregard,US Army installation Camp Beauregard,a320,188258,Exec,US Army installation Camp Beauregard,,basementions_mentionee,22229c1365d43b90717f872aa2ecd9bf,basementions_mentionee__22229c1365d43b90717f872aa2ecd9bf
walter reed national military medical center,Walter Reed National Military Medical Center,a321,188258,CompanyKeyword,Walter Reed National Military Medical Center,,basementions_mentionee,eea7b063eabf032529572531649b6a37,basementions_mentionee__eea7b063eabf032529572531649b6a37
walter reed center,Walter Reed National Military Medical Center,a321,188258,DiplomaticFacilities,Walter Reed National Military Medical Center,,basementions_mentionee,eea7b063eabf032529572531649b6a37,basementions_mentionee__eea7b063eabf032529572531649b6a37
yakima training center,Yakima Training Center,a322,188258,News,Yakima Training Center,,basementions_mentionee,df370a31e8792e71810e7fa98eed5d6a,basementions_mentionee__df370a31e8792e71810e7fa98eed5d6a
military ocean terminal concord,Military Ocean Terminal Concord,a323,188258,Organization,Military Ocean Terminal Concord,,basementions_mentionee,443a0d3a492aee63844be52a7d7362a5,basementions_mentionee__443a0d3a492aee63844be52a7d7362a5
mot concord,Military Ocean Terminal Concord,a323,188258,space,Military Ocean Terminal Concord,,basementions_mentionee,443a0d3a492aee63844be52a7d7362a5,basementions_mentionee__443a0d3a492aee63844be52a7d7362a5
camp fretterd military reservation,Camp Fretterd Military Reservation,a324,188258,FTO,Camp Fretterd Military Reservation,,basementions_mentionee,6e6b6f703ef8913319a9f3190d4a0adf,basementions_mentionee__6e6b6f703ef8913319a9f3190d4a0adf
camp fretterd readiness center,Camp Fretterd Military Reservation,a324,188258,IndustryTerm,Camp Fretterd Military Reservation,,basementions_mentionee,6e6b6f703ef8913319a9f3190d4a0adf,basementions_mentionee__6e6b6f703ef8913319a9f3190d4a0adf
camp fretterd,Camp Fretterd Military Reservation,a324,188258,Wells,Camp Fretterd Military Reservation,,basementions_mentionee,6e6b6f703ef8913319a9f3190d4a0adf,basementions_mentionee__6e6b6f703ef8913319a9f3190d4a0adf
naval support facility indian head,Naval Support Facility Indian Head,a325,188258,Keyphrase,Naval Support Facility Indian Head,,basementions_mentionee,19d0010a70309832fb7f0fc222c0865f,basementions_mentionee__19d0010a70309832fb7f0fc222c0865f
nsf indian head,Naval Support Facility Indian Head,a325,188258,Pipeline,Naval Support Facility Indian Head,,basementions_mentionee,19d0010a70309832fb7f0fc222c0865f,basementions_mentionee__19d0010a70309832fb7f0fc222c0865f
selfridge air national guard base,Selfridge Air National Guard Base,a326,188258,ForeignMinistry,Selfridge Air National Guard Base,,basementions_mentionee,85e5828fe79f3d7f6b94ff60a3c4ad6f,basementions_mentionee__85e5828fe79f3d7f6b94ff60a3c4ad6f
selfridge angb,Selfridge Air National Guard Base,a326,188258,Media,Selfridge Air National Guard Base,,basementions_mentionee,85e5828fe79f3d7f6b94ff60a3c4ad6f,basementions_mentionee__85e5828fe79f3d7f6b94ff60a3c4ad6f
selfridge air base,Selfridge Air National Guard Base,a326,188258,Exec,Selfridge Air National Guard Base,,basementions_mentionee,85e5828fe79f3d7f6b94ff60a3c4ad6f,basementions_mentionee__85e5828fe79f3d7f6b94ff60a3c4ad6f
selfridge ab,Selfridge Air National Guard Base,a326,188258,space,Selfridge Air National Guard Base,,basementions_mentionee,85e5828fe79f3d7f6b94ff60a3c4ad6f,basementions_mentionee__85e5828fe79f3d7f6b94ff60a3c4ad6f
selfridge guard base,Selfridge Air National Guard Base,a326,188258,CompanyKeyword,Selfridge Air National Guard Base,,basementions_mentionee,85e5828fe79f3d7f6b94ff60a3c4ad6f,basementions_mentionee__85e5828fe79f3d7f6b94ff60a3c4ad6f
fort william henry harrison,US National Guard installation Fort William Henry Harrison,a327,188258,DiplomaticFacilities,US National Guard installation Fort William Henry Harrison,,basementions_mentionee,df9244a8d5d6622a82b922fc5c515c52,basementions_mentionee__df9244a8d5d6622a82b922fc5c515c52
va medical center-fort harrison,US National Guard installation Fort William Henry Harrison,a327,188258,DiplomaticFacilities,US National Guard installation Fort William Henry Harrison,,basementions_mentionee,df9244a8d5d6622a82b922fc5c515c52,basementions_mentionee__df9244a8d5d6622a82b922fc5c515c52
fort whh,US National Guard installation Fort William Henry Harrison,a327,188258,Shipping,US National Guard installation Fort William Henry Harrison,,basementions_mentionee,df9244a8d5d6622a82b922fc5c515c52,basementions_mentionee__df9244a8d5d6622a82b922fc5c515c52
fort harrison,US National Guard installation Fort William Henry Harrison,a327,188258,Pipeline,US National Guard installation Fort William Henry Harrison,,basementions_mentionee,df9244a8d5d6622a82b922fc5c515c52,basementions_mentionee__df9244a8d5d6622a82b922fc5c515c52
"ft, harrison",US National Guard installation Fort William Henry Harrison,a327,188258,Diplomat,US National Guard installation Fort William Henry Harrison,,basementions_mentionee,df9244a8d5d6622a82b922fc5c515c52,basementions_mentionee__df9244a8d5d6622a82b922fc5c515c52
coast guard aviation training center,Coast Guard Aviation Training Center,a328,188258,Pipeline,Coast Guard Aviation Training Center,,basementions_mentionee,787f49472cf5003788eaa3245cdabcb4,basementions_mentionee__787f49472cf5003788eaa3245cdabcb4
coast guard atc,Coast Guard Aviation Training Center,a328,188258,Wells,Coast Guard Aviation Training Center,,basementions_mentionee,787f49472cf5003788eaa3245cdabcb4,basementions_mentionee__787f49472cf5003788eaa3245cdabcb4
barry m goldwater air force range,Barry M. Goldwater Air Force Range,a329,188258,Wells,Barry M. Goldwater Air Force Range,,basementions_mentionee,40a96c90bb6297605d8ff05528ef0fcc,basementions_mentionee__40a96c90bb6297605d8ff05528ef0fcc
goldwater range,Barry M. Goldwater Air Force Range,a329,188258,Refinery,Barry M. Goldwater Air Force Range,,basementions_mentionee,40a96c90bb6297605d8ff05528ef0fcc,basementions_mentionee__40a96c90bb6297605d8ff05528ef0fcc
barry m goldwater range,Barry M. Goldwater Air Force Range,a329,188258,Pipeline,Barry M. Goldwater Air Force Range,,basementions_mentionee,40a96c90bb6297605d8ff05528ef0fcc,basementions_mentionee__40a96c90bb6297605d8ff05528ef0fcc
atlantic undersea test and evaluation center,Atlantic Undersea Test and Evaluation Center,a330,188258,Wells,Atlantic Undersea Test and Evaluation Center,,basementions_mentionee,b35ffe599d0e7291999b608eb963496d,basementions_mentionee__b35ffe599d0e7291999b608eb963496d
autec complex navy base,Atlantic Undersea Test and Evaluation Center,a330,188258,Wells,Atlantic Undersea Test and Evaluation Center,,basementions_mentionee,b35ffe599d0e7291999b608eb963496d,basementions_mentionee__b35ffe599d0e7291999b608eb963496d
blount island command marine corps,Blount Island Command,a331,188258,Media,Blount Island Command,,basementions_mentionee,15fdc2a4ecc2052f580dcb5b0c96fe9b,basementions_mentionee__15fdc2a4ecc2052f580dcb5b0c96fe9b
blount island command,Blount Island Command,a331,188258,Legislator,Blount Island Command,,basementions_mentionee,15fdc2a4ecc2052f580dcb5b0c96fe9b,basementions_mentionee__15fdc2a4ecc2052f580dcb5b0c96fe9b
blount island,Blount Island Command,a331,188258,Pipeline,Blount Island Command,,basementions_mentionee,15fdc2a4ecc2052f580dcb5b0c96fe9b,basementions_mentionee__15fdc2a4ecc2052f580dcb5b0c96fe9b
camp blanding,Camp Blanding Joint Training Center,a332,188258,Shipping,Camp Blanding Joint Training Center,,basementions_mentionee,5cb2359216e309a3e088f59cb5baf591,basementions_mentionee__5cb2359216e309a3e088f59cb5baf591
camp blanding joint training center,Camp Blanding Joint Training Center,a332,188258,Legislator,Camp Blanding Joint Training Center,,basementions_mentionee,5cb2359216e309a3e088f59cb5baf591,basementions_mentionee__5cb2359216e309a3e088f59cb5baf591
jtc camp blanding,Camp Blanding Joint Training Center,a332,188258,FTO,Camp Blanding Joint Training Center,,basementions_mentionee,5cb2359216e309a3e088f59cb5baf591,basementions_mentionee__5cb2359216e309a3e088f59cb5baf591
fort gillem,former Fort Gillem Army Base,a333,188258,ForeignMinistry,former Fort Gillem Army Base,,basementions_mentionee,22ada6982e87276e91fb507fe765608f,basementions_mentionee__22ada6982e87276e91fb507fe765608f
fort derussy,Fort DeRussy Army Base,a334,188258,Person,Fort DeRussy Army Base,,basementions_mentionee,a16cf9dbbdd8e82e6b2a21430b39b24b,basementions_mentionee__a16cf9dbbdd8e82e6b2a21430b39b24b
fort derussy military reservation,Fort DeRussy Army Base,a334,188258,News,Fort DeRussy Army Base,,basementions_mentionee,a16cf9dbbdd8e82e6b2a21430b39b24b,basementions_mentionee__a16cf9dbbdd8e82e6b2a21430b39b24b
battery randolph,Fort DeRussy Army Base,a334,188258,Media,Fort DeRussy Army Base,,basementions_mentionee,a16cf9dbbdd8e82e6b2a21430b39b24b,basementions_mentionee__a16cf9dbbdd8e82e6b2a21430b39b24b
nsa kunia regional security operations center,NSA Kunia Regional Security Operations Center,a335,188258,Exec,NSA Kunia Regional Security Operations Center,,basementions_mentionee,084326102bbd58fa4b1f915ba8df7a70,basementions_mentionee__084326102bbd58fa4b1f915ba8df7a70
nsa kunia,NSA Kunia Regional Security Operations Center,a335,188258,Pipeline,NSA Kunia Regional Security Operations Center,,basementions_mentionee,084326102bbd58fa4b1f915ba8df7a70,basementions_mentionee__084326102bbd58fa4b1f915ba8df7a70
kunia tunnel,NSA Kunia Regional Security Operations Center,a335,188258,Legislator,NSA Kunia Regional Security Operations Center,,basementions_mentionee,084326102bbd58fa4b1f915ba8df7a70,basementions_mentionee__084326102bbd58fa4b1f915ba8df7a70
"regional signals intelligence operations center kunia,",NSA Kunia Regional Security Operations Center,a335,188258,IndustryTerm,NSA Kunia Regional Security Operations Center,,basementions_mentionee,084326102bbd58fa4b1f915ba8df7a70,basementions_mentionee__084326102bbd58fa4b1f915ba8df7a70
kunia sigint,NSA Kunia Regional Security Operations Center,a335,188258,IndustryTerm,NSA Kunia Regional Security Operations Center,,basementions_mentionee,084326102bbd58fa4b1f915ba8df7a70,basementions_mentionee__084326102bbd58fa4b1f915ba8df7a70
kunia signals,NSA Kunia Regional Security Operations Center,a335,188258,Pipeline,NSA Kunia Regional Security Operations Center,,basementions_mentionee,084326102bbd58fa4b1f915ba8df7a70,basementions_mentionee__084326102bbd58fa4b1f915ba8df7a70
charles m price support center,former Camp Price Support Center Army Base,a336,188258,CompanyKeyword,former Camp Price Support Center Army Base,,basementions_mentionee,836dbee2cf60abf30a2de1f68df0ecb5,basementions_mentionee__836dbee2cf60abf30a2de1f68df0ecb5
price support center,former Camp Price Support Center Army Base,a336,188258,Shipping,former Camp Price Support Center Army Base,,basementions_mentionee,836dbee2cf60abf30a2de1f68df0ecb5,basementions_mentionee__836dbee2cf60abf30a2de1f68df0ecb5
camp price,former Camp Price Support Center Army Base,a336,188258,IndustryTerm,former Camp Price Support Center Army Base,,basementions_mentionee,836dbee2cf60abf30a2de1f68df0ecb5,basementions_mentionee__836dbee2cf60abf30a2de1f68df0ecb5
iowa army ammunition plant,Iowa Army Ammunition Plant,a337,188258,Media,Iowa Army Ammunition Plant,,basementions_mentionee,018c918301c2dc6cec7f08079c155a7e,basementions_mentionee__018c918301c2dc6cec7f08079c155a7e
iowa aap,Iowa Army Ammunition Plant,a337,188258,News,Iowa Army Ammunition Plant,,basementions_mentionee,018c918301c2dc6cec7f08079c155a7e,basementions_mentionee__018c918301c2dc6cec7f08079c155a7e
great plains joint training area,Great Plains Joint Training Center,a338,188258,LegislativeCommittee,Great Plains Joint Training Center,,basementions_mentionee,c75131646b32155a2475aa4683e9cc95,basementions_mentionee__c75131646b32155a2475aa4683e9cc95
great plains jta,Great Plains Joint Training Center,a338,188258,DiplomaticFacilities,Great Plains Joint Training Center,,basementions_mentionee,c75131646b32155a2475aa4683e9cc95,basementions_mentionee__c75131646b32155a2475aa4683e9cc95
smoky hill weapons range,Smoky Hill Air National Guard Range,a339,188258,Refinery,Smoky Hill Air National Guard Range,,basementions_mentionee,5ebcce4f1fa65f6e2b4b858699d16b96,basementions_mentionee__5ebcce4f1fa65f6e2b4b858699d16b96
nickel hall barracks,Nickell Barracks Training Center,a340,188258,Diplomat,Nickell Barracks Training Center,,basementions_mentionee,864dba2f92ffe85e4992a912cde094e3,basementions_mentionee__864dba2f92ffe85e4992a912cde094e3
nickell barracks training center,Nickell Barracks Training Center,a340,188258,Pipeline,Nickell Barracks Training Center,,basementions_mentionee,864dba2f92ffe85e4992a912cde094e3,basementions_mentionee__864dba2f92ffe85e4992a912cde094e3
mta deepwoods,US Army installation MTA Deepwoods,a341,188258,LegislativeCommittee,US Army installation MTA Deepwoods,,basementions_mentionee,2046e8e682238ec8afb9b85e0a159a6c,basementions_mentionee__2046e8e682238ec8afb9b85e0a159a6c
deepwords arng,US Army installation MTA Deepwoods,a341,188258,Pipeline,US Army installation MTA Deepwoods,,basementions_mentionee,2046e8e682238ec8afb9b85e0a159a6c,basementions_mentionee__2046e8e682238ec8afb9b85e0a159a6c
mta riley-bog brook,US Army installation MTA Riley-Bog Brook,a342,188258,Keyphrase,US Army installation MTA Riley-Bog Brook,,basementions_mentionee,6fff190accb551ab024346929c1891b9,basementions_mentionee__6fff190accb551ab024346929c1891b9
riley-bog brook arng,US Army installation MTA Riley-Bog Brook,a342,188258,News,US Army installation MTA Riley-Bog Brook,,basementions_mentionee,6fff190accb551ab024346929c1891b9,basementions_mentionee__6fff190accb551ab024346929c1891b9
volk field air national guard base,Volk Field Air National Guard Base,a343,188258,Diplomat,Volk Field Air National Guard Base,,basementions_mentionee,7c515f559938873cd6d6690c82df0265,basementions_mentionee__7c515f559938873cd6d6690c82df0265
volk field angb,Volk Field Air National Guard Base,a343,188258,IndustryTerm,Volk Field Air National Guard Base,,basementions_mentionee,7c515f559938873cd6d6690c82df0265,basementions_mentionee__7c515f559938873cd6d6690c82df0265
volk field,Volk Field Air National Guard Base,a343,188258,Exec,Volk Field Air National Guard Base,,basementions_mentionee,7c515f559938873cd6d6690c82df0265,basementions_mentionee__7c515f559938873cd6d6690c82df0265
volk field ab,Volk Field Air National Guard Base,a343,188258,Organization,Volk Field Air National Guard Base,,basementions_mentionee,7c515f559938873cd6d6690c82df0265,basementions_mentionee__7c515f559938873cd6d6690c82df0265
