caption_name,address,coordinates,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
Paulding County Board of Commissioners,"Dallas, GA","33.9244531, -84.8413056",Wells,Paulding County Board of Commissioners,,shodan_ps_locations,c5b6dae2e3d9c7729375a5af6cea813c,shodan_ps_locations__c5b6dae2e3d9c7729375a5af6cea813c
"Payne County, Oklahoma","Stillwater, OK","36.1156071, -97.0583681",Shipping,"Payne County, Oklahoma",,shodan_ps_locations,136505782a285850604cf71498860c51,shodan_ps_locations__136505782a285850604cf71498860c51
Pembina County,"Cavalier, ND","48.7938813, -97.6223098",Organization,Pembina County,,shodan_ps_locations,a1832c0a6be185d877e097ea6f0d616f,shodan_ps_locations__a1832c0a6be185d877e097ea6f0d616f
Pender County Government,"Burgaw, NC","34.5521113, -77.926098",ForeignMinistry,Pender County Government,,shodan_ps_locations,789230d77d517557bb2358d8e2996a07,shodan_ps_locations__789230d77d517557bb2358d8e2996a07
Perquimans County,"Hertford, NC","36.1901579, -76.4660519",ForeignMinister,Perquimans County,,shodan_ps_locations,2dde6df5729e897a5c76d9652ece4e56,shodan_ps_locations__2dde6df5729e897a5c76d9652ece4e56
Perry County Commissioners,"New Lexington, OH","39.7139578, -82.2084804",ForeignMinister,Perry County Commissioners,,shodan_ps_locations,407b90e6cb17a7f1f84f3153dc1ce476,shodan_ps_locations__407b90e6cb17a7f1f84f3153dc1ce476
Pershing County,"Lovelock, NV","40.1793537, -118.4734808",DiplomaticFacilities,Pershing County,,shodan_ps_locations,23be4e0704b92711d93dbf48716a2566,shodan_ps_locations__23be4e0704b92711d93dbf48716a2566
PERSON COUNTY GOVERNMENT,"ROXBORO, NC","36.3937519, -78.982788",LegislativeCommittee,PERSON COUNTY GOVERNMENT,,shodan_ps_locations,0fb9e61307ab5a964e0ba650ce105cce,shodan_ps_locations__0fb9e61307ab5a964e0ba650ce105cce
Piatt County Government,"Monticello, IL","40.0278116, -88.5733979",IndustryTerm,Piatt County Government,,shodan_ps_locations,28568e050bee41b586d3d82e97cfe169,shodan_ps_locations__28568e050bee41b586d3d82e97cfe169
Pickaway County,"Circleville, OH","39.600618, -82.9460133",Media,Pickaway County,,shodan_ps_locations,81763b2d40b4b737aa13b31fb18710ab,shodan_ps_locations__81763b2d40b4b737aa13b31fb18710ab
Pickens County Government,"Jasper, GA","34.4695524, -84.4289888",AAEntity,Pickens County Government,,shodan_ps_locations,7c7644409b37790ead4dafd5e066f31b,shodan_ps_locations__7c7644409b37790ead4dafd5e066f31b
"Pierce County, Georgia","Blackshear, GA","31.3060513, -82.2420661",AAEntity,"Pierce County, Georgia",,shodan_ps_locations,23dc67a169718211f2a04fa9d80d0e09,shodan_ps_locations__23dc67a169718211f2a04fa9d80d0e09
Pierce County,"Rugby, ND","48.3688876, -99.9962463",FTO,Pierce County,,shodan_ps_locations,b29176daf1e1283b876291e7864feb60,shodan_ps_locations__b29176daf1e1283b876291e7864feb60
Pike County Missouri,"Bowling Green, MO","39.3419891, -91.1951437",Shipping,Pike County Missouri,,shodan_ps_locations,bc84eeb37bfb63c5fd61f0cc5fd8faa9,shodan_ps_locations__bc84eeb37bfb63c5fd61f0cc5fd8faa9
Pike County Fiscal Court,"Pikeville, KY","37.4792672, -82.5187629",Organization,Pike County Fiscal Court,,shodan_ps_locations,b752a64e60034d9dde522f9f42710775,shodan_ps_locations__b752a64e60034d9dde522f9f42710775
Pike County Board of Supervisors,"Magnolia, MS","31.1432328, -90.4587081",Exec,Pike County Board of Supervisors,,shodan_ps_locations,8bad02a8e2bc7e91d57195468381a201,shodan_ps_locations__8bad02a8e2bc7e91d57195468381a201
Pima County Government,"Tucson, AZ","32.2226066, -110.9747108",Pipeline,Pima County Government,,shodan_ps_locations,af928cdc500f56288b32d7c234c0e0a3,shodan_ps_locations__af928cdc500f56288b32d7c234c0e0a3
Pinal County Government,"Florence, AZ","33.0314508, -111.3873431",AAEntity,Pinal County Government,,shodan_ps_locations,2fb67ba76e6299b90582cda9a191b3b2,shodan_ps_locations__2fb67ba76e6299b90582cda9a191b3b2
Pinellas County Government,"Clearwater, FL","27.9658533, -82.8001026",Legislator,Pinellas County Government,,shodan_ps_locations,d62d83b353becf4fece73eb1bb44e38a,shodan_ps_locations__d62d83b353becf4fece73eb1bb44e38a
County Of Pitt,"Greenville, NC","35.612661, -77.3663538",CompanyKeyword,County Of Pitt,,shodan_ps_locations,60b5e562a245e22b9a8b61e78f95895a,shodan_ps_locations__60b5e562a245e22b9a8b61e78f95895a
Pittsylvania County Virginia,"Chatham, VA","36.8256943, -79.3980806",Diplomat,Pittsylvania County Virginia,,shodan_ps_locations,b0dbefb5c37d2afd9c48824cc7efe15b,shodan_ps_locations__b0dbefb5c37d2afd9c48824cc7efe15b
Plymouth County,"Plymouth, MA","41.9584457, -70.6672621",Exec,Plymouth County,,shodan_ps_locations,28af7d24a0a260841cb416f9f35127ee,shodan_ps_locations__28af7d24a0a260841cb416f9f35127ee
Polk County,"Des Moines, IA","41.5868353, -93.6249593",AAEntity,Polk County,,shodan_ps_locations,a38222babee40437ddeaf17a4924af34,shodan_ps_locations__a38222babee40437ddeaf17a4924af34
Polk County Missouri,"Bolivar, MO","37.6144838, -93.4104749",Keyphrase,Polk County Missouri,,shodan_ps_locations,f6d01d795f373aa138582d6047fc313a,shodan_ps_locations__f6d01d795f373aa138582d6047fc313a
Pope County,"Russellville, AR","35.2784173, -93.1337856",Legislator,Pope County,,shodan_ps_locations,a6eb61ef834647fdc69e38ec9cfd246a,shodan_ps_locations__a6eb61ef834647fdc69e38ec9cfd246a
Portage County,"Ravenna, OH","41.1575566, -81.2420473",Pipeline,Portage County,,shodan_ps_locations,4f10692ba79c1e01fd44c920ec6bed91,shodan_ps_locations__4f10692ba79c1e01fd44c920ec6bed91
Posey County,"Mount Vernon, IN","37.9322662, -87.8950267",Person,Posey County,,shodan_ps_locations,f62b1ff1fce48d0e4613ebc753f85102,shodan_ps_locations__f62b1ff1fce48d0e4613ebc753f85102
"Pottawattamie County, Iowa","COUNCIL BLUFFS, IA","41.2619444, -95.8608333",CompanyKeyword,"Pottawattamie County, Iowa",,shodan_ps_locations,444e5e55e5613a536e40ca375e299007,shodan_ps_locations__444e5e55e5613a536e40ca375e299007
Powell County Montana,"Deer Lodge, MT","46.3990941, -112.7383721",Refinery,Powell County Montana,,shodan_ps_locations,651657f980db8f98f8bb35dbe0f56681,shodan_ps_locations__651657f980db8f98f8bb35dbe0f56681
Preston County Commission,"Kingwood, WV","39.4720171, -79.687309",LegislativeCommittee,Preston County Commission,,shodan_ps_locations,67ec978cf53fa41fc3715488bbefd9c5,shodan_ps_locations__67ec978cf53fa41fc3715488bbefd9c5
County of Prince George,"Prince George, VA","37.2220383, -77.2856305",Diplomat,County of Prince George,,shodan_ps_locations,417d65a586338e077a684e116486077f,shodan_ps_locations__417d65a586338e077a684e116486077f
Prince George's County/Office of Information Technology and Communications,"Largo, MD","38.8779723, -76.8317325",ForeignMinister,Prince George's County/Office of Information Technology and Communications,,shodan_ps_locations,9ed1ac6c523487d1f1796767a4c7bf1d,shodan_ps_locations__9ed1ac6c523487d1f1796767a4c7bf1d
Prince William County,"Prince William, VA","38.7838939, -77.6077865",Legislator,Prince William County,,shodan_ps_locations,845ee8d62b2a7c5c8fbceafd68c90066,shodan_ps_locations__845ee8d62b2a7c5c8fbceafd68c90066
Pulaski County Detention Center,"Ullin, IL","37.2769948, -89.1834113",Consulates,Pulaski County Detention Center,,shodan_ps_locations,9c471eeefadcff75504b42cbb3666895,shodan_ps_locations__9c471eeefadcff75504b42cbb3666895
County of Pulaski,"Pulaski, VA","37.0478982, -80.7797935",space,County of Pulaski,,shodan_ps_locations,578e9e8e26cf91e69aa34c8427e7e388,shodan_ps_locations__578e9e8e26cf91e69aa34c8427e7e388
Putnam County,"Carmel, NY","41.4300937, -73.6801297",News,Putnam County,,shodan_ps_locations,c23c5b4ff907e14cf2d3989192b33d9b,shodan_ps_locations__c23c5b4ff907e14cf2d3989192b33d9b
Putnam County Commissioneers,"Ottawa, OH","41.0192185, -84.0471666",LegislativeCommittee,Putnam County Commissioneers,,shodan_ps_locations,b6507adf758f7c095efd2e16723373ae,shodan_ps_locations__b6507adf758f7c095efd2e16723373ae
Putnam County Tennessee,"Cookeville, TN","36.162839, -85.5016423",Refinery,Putnam County Tennessee,,shodan_ps_locations,2c68e83e7c09641157a71b889e322281,shodan_ps_locations__2c68e83e7c09641157a71b889e322281
Putnam County Sheriff's Office,"Cookeville, TN","36.162839, -85.5016423",AAEntity,Putnam County Sheriff's Office,,shodan_ps_locations,075ed341759eadaf14d42cb456260866,shodan_ps_locations__075ed341759eadaf14d42cb456260866
Quay County,"Tucumcari, NM","35.171723, -103.7249662",News,Quay County,,shodan_ps_locations,13e422447f4bd41ddd715bdae52f9014,shodan_ps_locations__13e422447f4bd41ddd715bdae52f9014
"County of Ralls, MO","New London, MO","39.5853222, -91.4009835",DiplomaticFacilities,"County of Ralls, MO",,shodan_ps_locations,fabe3ecda43ca4cd4d2940e1138929ca,shodan_ps_locations__fabe3ecda43ca4cd4d2940e1138929ca
Randolph County Missouri,"Huntsville, MO","39.440589, -92.5451834",Pipeline,Randolph County Missouri,,shodan_ps_locations,830b58191b9225082503e9fd73f49418,shodan_ps_locations__830b58191b9225082503e9fd73f49418
Randolph County Commission,"Wedowee, AL","33.3090047, -85.484675",LegislativeCommittee,Randolph County Commission,,shodan_ps_locations,45d846ef27980249cd89f459c780644d,shodan_ps_locations__45d846ef27980249cd89f459c780644d
Randolph County,"Asheboro, NC","35.7079146, -79.8136446",AAEntity,Randolph County,,shodan_ps_locations,99c5513156a4f2773686acb8fc3d842e,shodan_ps_locations__99c5513156a4f2773686acb8fc3d842e
"County of Rappahannock, Virginia","Washington, VA","38.7134301, -78.1590813",Keyphrase,"County of Rappahannock, Virginia",,shodan_ps_locations,8e6e77d7141791763df517b60b8732c3,shodan_ps_locations__8e6e77d7141791763df517b60b8732c3
County of McHenry,"Woodstock, IL","42.3147436, -88.4487021",DiplomaticFacilities,County of McHenry,,shodan_ps_locations,95949910692ab583258ae8d6759ce00d,shodan_ps_locations__95949910692ab583258ae8d6759ce00d
Reynolds County,"Centerville, MO","37.4350477, -90.9584571",IndustryTerm,Reynolds County,,shodan_ps_locations,335632d0838ffc88ad5b6938cf1be75a,shodan_ps_locations__335632d0838ffc88ad5b6938cf1be75a
Rhea County Sheriff's Department,"Dayton, TN","35.4939587, -85.0124535",Organization,Rhea County Sheriff's Department,,shodan_ps_locations,197bddb0e62eb4d9afc237b953c2458e,shodan_ps_locations__197bddb0e62eb4d9afc237b953c2458e
Richland County,"MANSFIELD, OH","40.75839, -82.5154471",space,Richland County,,shodan_ps_locations,709dc46da06c2e9d1a6f01e84d6be9f6,shodan_ps_locations__709dc46da06c2e9d1a6f01e84d6be9f6
Richland County Gov,"Columbia, SC","34.0007104, -81.0348144",Media,Richland County Gov,,shodan_ps_locations,ba1f68fa45334b9f3d33c5bc4a2304b9,shodan_ps_locations__ba1f68fa45334b9f3d33c5bc4a2304b9
Riley County,"Manhattan, KS","39.1836082, -96.5716694",Legislator,Riley County,,shodan_ps_locations,600fbe88fbcbd7c95ba7dba755d385bc,shodan_ps_locations__600fbe88fbcbd7c95ba7dba755d385bc
Roane County Government,"Kingston, TN","35.8809084, -84.5085447",Wells,Roane County Government,,shodan_ps_locations,f92d303a888e4ae95afc75acce0a89ee,shodan_ps_locations__f92d303a888e4ae95afc75acce0a89ee
Roanoke County IT,"Roanoke, VA","37.2709704, -79.9414266",Pipeline,Roanoke County IT,,shodan_ps_locations,882b752a9ce3bbb7074785ff6a0bc797,shodan_ps_locations__882b752a9ce3bbb7074785ff6a0bc797
Rockbridge County,"Lexington, VA","37.7840208, -79.4428157",ForeignMinistry,Rockbridge County,,shodan_ps_locations,613e0b0baf7b50952880318ed81f21bb,shodan_ps_locations__613e0b0baf7b50952880318ed81f21bb
Rock County,"Janesville, WI","42.6827885, -89.0187222",space,Rock County,,shodan_ps_locations,38a4f633f580ed2df2e212e19bb3cd80,shodan_ps_locations__38a4f633f580ed2df2e212e19bb3cd80
Rockdale County,"Conyers, GA","33.6676103, -84.0176904",Exec,Rockdale County,,shodan_ps_locations,7588de844ad9d166594b1dd5fb1f4ac5,shodan_ps_locations__7588de844ad9d166594b1dd5fb1f4ac5
Rockingham County Government,"Wentworth, NC","36.4001371, -79.7744792",Diplomat,Rockingham County Government,,shodan_ps_locations,a18e2df56955d8ad49ab8682ad2471ee,shodan_ps_locations__a18e2df56955d8ad49ab8682ad2471ee
County of Rockingham,"Harrisonburg, VA","38.4495688, -78.8689155",Refinery,County of Rockingham,,shodan_ps_locations,064f1bb6d2623095564c707002f22153,shodan_ps_locations__064f1bb6d2623095564c707002f22153
Rosebud County,"Forsyth, MT","46.2630502, -106.6819793",ForeignMinistry,Rosebud County,,shodan_ps_locations,732abd34f32e49c9ed84967cc5cdabf0,shodan_ps_locations__732abd34f32e49c9ed84967cc5cdabf0
Ross County Commissioner,"Chillicothe, OH","39.3331197, -82.9824019",Diplomat,Ross County Commissioner,,shodan_ps_locations,3d9b98c98780dfd1c662eab7777aed97,shodan_ps_locations__3d9b98c98780dfd1c662eab7777aed97
County of Rowan,"Salisbury, NC","35.6709727, -80.4742261",Refinery,County of Rowan,,shodan_ps_locations,959c51a8b00be7efe68cfab6d271aed2,shodan_ps_locations__959c51a8b00be7efe68cfab6d271aed2
Russell County Board of Supervisors,"Lebanon, VA","36.900942, -82.0801309",CompanyKeyword,Russell County Board of Supervisors,,shodan_ps_locations,aef1caed1acbbd47cb7d18d47792d4d0,shodan_ps_locations__aef1caed1acbbd47cb7d18d47792d4d0
Rutherford County Government,"Rutherfordton, NC","35.3692877, -81.9567716",Person,Rutherford County Government,,shodan_ps_locations,cf24b718a4368811387fb6784ce156c4,shodan_ps_locations__cf24b718a4368811387fb6784ce156c4
Rutherford County Govt,"Murfreesboro, TN","35.8456213, -86.39027",CompanyKeyword,Rutherford County Govt,,shodan_ps_locations,d8365d4fe6aee0ae6b64e8a6cd495fb3,shodan_ps_locations__d8365d4fe6aee0ae6b64e8a6cd495fb3
Sagadahoc County,"Bath, ME","43.9106353, -69.8206023",IndustryTerm,Sagadahoc County,,shodan_ps_locations,9221888dfb4bd18166b810c711411ad6,shodan_ps_locations__9221888dfb4bd18166b810c711411ad6
Saguache County,"Saguache, CO","38.0875, -106.1419671",space,Saguache County,,shodan_ps_locations,d952055a2063988b560703bcb632203b,shodan_ps_locations__d952055a2063988b560703bcb632203b
County Of Salem,"Salem, NJ","39.5717796, -75.4671423",DiplomaticFacilities,County Of Salem,,shodan_ps_locations,290ad69d22561047a690ba58408ba433,shodan_ps_locations__290ad69d22561047a690ba58408ba433
County of San Diego,"San Diego, CA","32.715738, -117.1610838",Shipping,County of San Diego,,shodan_ps_locations,b6eb2e998db89ef88d7b4b427b72c615,shodan_ps_locations__b6eb2e998db89ef88d7b4b427b72c615
San Diego County Sheriff's Department,"San Diego, CA","32.715738, -117.1610838",IndustryTerm,San Diego County Sheriff's Department,,shodan_ps_locations,88a29f1a936dbb9426aabd3cef6c5403,shodan_ps_locations__88a29f1a936dbb9426aabd3cef6c5403
Sandoval County,"Bernalillo, NM","35.30004, -106.5511369",Refinery,Sandoval County,,shodan_ps_locations,157b9a0b6eeb776f796cc21147c2e518,shodan_ps_locations__157b9a0b6eeb776f796cc21147c2e518
Sandusky County,"Fremont, OH","41.3503303, -83.1218634",News,Sandusky County,,shodan_ps_locations,2a6f8d8fc59a813a77f954490842a5d3,shodan_ps_locations__2a6f8d8fc59a813a77f954490842a5d3
SAN MIGUEL COUNTY,"TELLURIDE, CO","37.9374939, -107.8122852",Diplomat,SAN MIGUEL COUNTY,,shodan_ps_locations,176d16671183ea77f314fef8e85ba840,shodan_ps_locations__176d16671183ea77f314fef8e85ba840
Sanpete County,"Manti, UT","39.2682951, -111.6368627",space,Sanpete County,,shodan_ps_locations,7a5e0f3e36aca28271938ac745739d31,shodan_ps_locations__7a5e0f3e36aca28271938ac745739d31
Sanpete County Utah,"Manti, UT","39.2682951, -111.6368627",AAEntity,Sanpete County Utah,,shodan_ps_locations,b3baf863a4aad09608846bfd5a82566e,shodan_ps_locations__b3baf863a4aad09608846bfd5a82566e
Santa Cruz County,"Nogales, AZ","31.3403775, -110.9342532",AAEntity,Santa Cruz County,,shodan_ps_locations,8589eee2a6fa3409b3ad4f89f235c8fb,shodan_ps_locations__8589eee2a6fa3409b3ad4f89f235c8fb
Santa Fe County,"Santa Fe, NM","35.6869752, -105.937799",ForeignMinister,Santa Fe County,,shodan_ps_locations,336f2bb25c26397e50eba114256e975b,shodan_ps_locations__336f2bb25c26397e50eba114256e975b
Sarasota County Supervisor of Elections,"Sarasota, FL","27.3364347, -82.5306527",FTO,Sarasota County Supervisor of Elections,,shodan_ps_locations,06295c785887ba0682df4d23014f2f7d,shodan_ps_locations__06295c785887ba0682df4d23014f2f7d
County of Saratoga,"Ballston Spa, NY","43.0009086, -73.8490111",ForeignMinister,County of Saratoga,,shodan_ps_locations,d9cd90712fe6adebc9a5068bda49cba8,shodan_ps_locations__d9cd90712fe6adebc9a5068bda49cba8
Sarpy County,"Papillion, NE","41.1544432, -96.0422378",Consulates,Sarpy County,,shodan_ps_locations,b69b0e35884bcd265b47f4ec765a7a66,shodan_ps_locations__b69b0e35884bcd265b47f4ec765a7a66
Sauk County MIS,"Baraboo, WI","43.4710944, -89.7442906",Pipeline,Sauk County MIS,,shodan_ps_locations,6b26295d7703ce140c4b29a91b8db2d2,shodan_ps_locations__6b26295d7703ce140c4b29a91b8db2d2
County of San Bernardino Information Services Dept.,"San Bernardino, CA","34.1083449, -117.2897652",Shipping,County of San Bernardino Information Services Dept.,,shodan_ps_locations,f4e840b01e159d508af87b6f88745b67,shodan_ps_locations__f4e840b01e159d508af87b6f88745b67
St. Croix County Wisconsin,"Hudson, WI","44.9746896, -92.7568703",Consulates,St. Croix County Wisconsin,,shodan_ps_locations,1d98c14ea0a147ddf3f256bc10ceffdd,shodan_ps_locations__1d98c14ea0a147ddf3f256bc10ceffdd
Schoharie County,"Schoharie, NY","42.6659087, -74.3095787",Organization,Schoharie County,,shodan_ps_locations,e9473b024dceb1b0ea9d5843937639b4,shodan_ps_locations__e9473b024dceb1b0ea9d5843937639b4
Scott County Iowa,"Davenport, IA","41.5236437, -90.5776367",Refinery,Scott County Iowa,,shodan_ps_locations,2679bbfe404b305ead8830d7fe8fb29a,shodan_ps_locations__2679bbfe404b305ead8830d7fe8fb29a
Scott County,"Shakopee, MN","44.7973962, -93.5272861",Organization,Scott County,,shodan_ps_locations,2a8a458c54a3e8a70f6a24efefc69592,shodan_ps_locations__2a8a458c54a3e8a70f6a24efefc69592
Scott County Board of Supervisors,"Forest, MS","32.3645888, -89.4742348",ForeignMinistry,Scott County Board of Supervisors,,shodan_ps_locations,f615a3d0ecebac2b9e566e6bca4d0d7b,shodan_ps_locations__f615a3d0ecebac2b9e566e6bca4d0d7b
Scott County Fiscal Court,"Georgetown, KY","38.2097967, -84.5588311",News,Scott County Fiscal Court,,shodan_ps_locations,7455e5797c635535e6836ab795d2fa7b,shodan_ps_locations__7455e5797c635535e6836ab795d2fa7b
Sebastian County,"Fort Smith, AR","35.3859242, -94.3985475",Organization,Sebastian County,,shodan_ps_locations,933a29924aaead2794cc4ea986588c99,shodan_ps_locations__933a29924aaead2794cc4ea986588c99
Sedgwick County - DIO,"Wichita, KS","37.6871761, -97.330053",CompanyKeyword,Sedgwick County - DIO,,shodan_ps_locations,11a3ae463080771754c7699f20c23f2d,shodan_ps_locations__11a3ae463080771754c7699f20c23f2d
Seminole County Government,"Sanford, FL","28.8028612, -81.269453",Wells,Seminole County Government,,shodan_ps_locations,a12d6e414ea66d3caa621b73d48449a8,shodan_ps_locations__a12d6e414ea66d3caa621b73d48449a8
Seminole County,"wewoka, OK","35.1586902, -96.4933457",Organization,Seminole County,,shodan_ps_locations,752531493d9e616f70b2cd23ccce06c9,shodan_ps_locations__752531493d9e616f70b2cd23ccce06c9
Seneca County Commissioners,"Tiffin, OH","41.1144992, -83.1779746",ForeignMinister,Seneca County Commissioners,,shodan_ps_locations,03e9a02d922734cd6dc8115be56a4ba5,shodan_ps_locations__03e9a02d922734cd6dc8115be56a4ba5
Sequatchie County,"Dunlap, TN","35.3714575, -85.3905209",Keyphrase,Sequatchie County,,shodan_ps_locations,b1440ce553f8a9fb41bf60b55977c385,shodan_ps_locations__b1440ce553f8a9fb41bf60b55977c385
Sevier County,"Sevierville, TN","35.8681455, -83.561835",News,Sevier County,,shodan_ps_locations,865f4d9b18cab316374d46db41af9724,shodan_ps_locations__865f4d9b18cab316374d46db41af9724
Sharkey County Board of Supervisors,"Rolling Fork, MS","32.9065168, -90.8781567",CompanyKeyword,Sharkey County Board of Supervisors,,shodan_ps_locations,61d681e906d2ab0b83564d9eac34d132,shodan_ps_locations__61d681e906d2ab0b83564d9eac34d132
County of Shelby,"Memphis, TN","35.1495343, -90.0489801",ForeignMinistry,County of Shelby,,shodan_ps_locations,753dac778af7bc42677bb956d30e630d,shodan_ps_locations__753dac778af7bc42677bb956d30e630d
Miami County Sheriff's Office,"Paola, KS","38.5722353, -94.8791294",LegislativeCommittee,Miami County Sheriff's Office,,shodan_ps_locations,dfd00402f133c0ad202ba9ddf40fa275,shodan_ps_locations__dfd00402f133c0ad202ba9ddf40fa275
Washington County Sheriff's Office,"Machias, ME","44.7150789, -67.461376",ForeignMinister,Washington County Sheriff's Office,,shodan_ps_locations,f4f8741fc39769500232133768b7c097,shodan_ps_locations__f4f8741fc39769500232133768b7c097
County of Sherman,"Goodland, KS","39.350833, -101.7101722",Exec,County of Sherman,,shodan_ps_locations,229bdd89379d66de3f61ed191a194d03,shodan_ps_locations__229bdd89379d66de3f61ed191a194d03
Sioux County,"Orange City, IA","43.0072087, -96.0583523",Keyphrase,Sioux County,,shodan_ps_locations,80abaa3bd49bd982b4b530746230f324,shodan_ps_locations__80abaa3bd49bd982b4b530746230f324
St. John the Baptist Parish,"LaPlace, LA","30.0665907, -90.4800848",Refinery,St. John the Baptist Parish,,shodan_ps_locations,b10d8a96af6a64a1945d747d943fbf4a,shodan_ps_locations__b10d8a96af6a64a1945d747d943fbf4a
Skagit County Government,"Mount Vernon, WA","48.4201105, -122.3374543",IndustryTerm,Skagit County Government,,shodan_ps_locations,b90d13dc06024ff3bf934a8b3d5e1c68,shodan_ps_locations__b90d13dc06024ff3bf934a8b3d5e1c68
Smith County Government,"Carthage, TN","36.2522766, -85.951654",ForeignMinister,Smith County Government,,shodan_ps_locations,0dc587d6acd33f7bc3bcfe486ae1410a,shodan_ps_locations__0dc587d6acd33f7bc3bcfe486ae1410a
Smith County Appraisal District,"Tyler, TX","32.3512601, -95.3010624",Pipeline,Smith County Appraisal District,,shodan_ps_locations,75a7c59a3140434dcf237ab5bf4d75ef,shodan_ps_locations__75a7c59a3140434dcf237ab5bf4d75ef
Snohomish County,"Everett, WA","47.9789848, -122.2020795",Organization,Snohomish County,,shodan_ps_locations,61127adf41c2db3db68d1bdbcac4772d,shodan_ps_locations__61127adf41c2db3db68d1bdbcac4772d
County of Sonoma,"Santa Rosa, CA","38.440429, -122.7140548",Shipping,County of Sonoma,,shodan_ps_locations,1b996433c1fe6690600d9066f37e982f,shodan_ps_locations__1b996433c1fe6690600d9066f37e982f
Spencer County,"Taylorsville, KY","38.0317304, -85.3424533",Consulates,Spencer County,,shodan_ps_locations,1439e8c39112c0b64614eb164d24ca3a,shodan_ps_locations__1439e8c39112c0b64614eb164d24ca3a
Spotsylvania County,"Spotsylvania, VA","38.204165, -77.6077865",Refinery,Spotsylvania County,,shodan_ps_locations,dd8b65dfb1a0b61257baa4c897bb2df3,shodan_ps_locations__dd8b65dfb1a0b61257baa4c897bb2df3
County of Spotsylvania,"Spotsylvania, VA","38.204165, -77.6077865",space,County of Spotsylvania,,shodan_ps_locations,1785512fab503dd4efa229a5aca17bb3,shodan_ps_locations__1785512fab503dd4efa229a5aca17bb3
"County of Stafford, Virginia","Stafford, VA","38.4220687, -77.4083086",Shipping,"County of Stafford, Virginia",,shodan_ps_locations,0055678ccca33808c6c3f12332dede58,shodan_ps_locations__0055678ccca33808c6c3f12332dede58
County of Stanly,"Albemarle, NC","35.3501426, -80.2000578",Refinery,County of Stanly,,shodan_ps_locations,4bb78778100cdea4557c14cb977a0672,shodan_ps_locations__4bb78778100cdea4557c14cb977a0672
Stark County North Dakota,"Bismarck, ND","46.8083268, -100.7837392",CompanyKeyword,Stark County North Dakota,,shodan_ps_locations,47081c025221659b152dcd1163b765de,shodan_ps_locations__47081c025221659b152dcd1163b765de
Stark County Government,"Canton, OH","40.7989473, -81.378447",ForeignMinister,Stark County Government,,shodan_ps_locations,89063e4d7f6a294d1c20abd16e92ee5b,shodan_ps_locations__89063e4d7f6a294d1c20abd16e92ee5b
St. Charles Parish,"Hahnville, LA","29.9765931, -90.4089708",Shipping,St. Charles Parish,,shodan_ps_locations,3c32f17938e9336cb2243862db8d190a,shodan_ps_locations__3c32f17938e9336cb2243862db8d190a
St Clair County Illinois,"Belleville, IL","38.5200504, -89.9839935",News,St Clair County Illinois,,shodan_ps_locations,414fcb154f86988da9fcfb131a28a94d,shodan_ps_locations__414fcb154f86988da9fcfb131a28a94d
County of Stearns,"Saint Cloud, MN","45.5579451, -94.1632404",ForeignMinistry,County of Stearns,,shodan_ps_locations,25e397dbf5593aa66e2696785d092a61,shodan_ps_locations__25e397dbf5593aa66e2696785d092a61
Stephens County Board of Commissioners,"Toccoa, GA","34.5773206, -83.3323851",AAEntity,Stephens County Board of Commissioners,,shodan_ps_locations,3771e8d50533332b4eaf5db136163d22,shodan_ps_locations__3771e8d50533332b4eaf5db136163d22
Stephens County,"Breckenridge, TX","32.7556768, -98.9022898",Media,Stephens County,,shodan_ps_locations,2e687fb33261f16113886b6debd6657c,shodan_ps_locations__2e687fb33261f16113886b6debd6657c
Steuben County,"Bath, NY","42.3370164, -77.3177577",Diplomat,Steuben County,,shodan_ps_locations,6fc639f79f318a79fd756c6485859b4c,shodan_ps_locations__6fc639f79f318a79fd756c6485859b4c
Stevens County,"Colville, WA","48.5449971, -117.9009545",Pipeline,Stevens County,,shodan_ps_locations,2c00d3f41a17385dcf54d17058abd588,shodan_ps_locations__2c00d3f41a17385dcf54d17058abd588
Stewart County Commission,"Lumpkin, GA","32.0509895, -84.7990901",CompanyKeyword,Stewart County Commission,,shodan_ps_locations,54dcf5ecf8947e40f54a7bfb75321a60,shodan_ps_locations__54dcf5ecf8947e40f54a7bfb75321a60
"Stillwater County, Montana","Columbus, MT","45.6366836, -109.2494014",IndustryTerm,"Stillwater County, Montana",,shodan_ps_locations,93f268ce86548f513dbb6692b96986b1,shodan_ps_locations__93f268ce86548f513dbb6692b96986b1
St. James Parish Government,"Convent, LA","30.0207933, -90.8300269",Shipping,St. James Parish Government,,shodan_ps_locations,d8ff21f1c0c92c617b0af7d87e30959a,shodan_ps_locations__d8ff21f1c0c92c617b0af7d87e30959a
St. Louis County,"Duluth, MN","46.7866719, -92.1004852",CompanyKeyword,St. Louis County,,shodan_ps_locations,96e15b5dbe2c880305ca2855d60e792b,shodan_ps_locations__96e15b5dbe2c880305ca2855d60e792b
St. Louis County Government,"Clayton, MO","38.6425518, -90.3237263",Diplomat,St. Louis County Government,,shodan_ps_locations,122953f6408026873131f55dea262afc,shodan_ps_locations__122953f6408026873131f55dea262afc
