chinacity_identifier,chinacitycaption_name,chinatagging_location,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
中卫市,"Zhongwei, Ningxia, China",zhongweiningxia,CompanyKeyword,"Zhongwei, Ningxia, China",,dgm_chinacitylocations,93801f02d7acd742b4beb3b873904778,dgm_chinacitylocations__93801f02d7acd742b4beb3b873904778
固原市,"Guyuan, Ningxia, China",guyuanningxia,FTO,"Guyuan, Ningxia, China",,dgm_chinacitylocations,4488adc11305784a0653fcf7d0c64f57,dgm_chinacitylocations__4488adc11305784a0653fcf7d0c64f57
灵武市,"Lingwu, Ningxia, China",lingwuningxia,AAEntity,"Lingwu, Ningxia, China",,dgm_chinacitylocations,750ad0a0e9774565eefc2343616bf3e4,dgm_chinacitylocations__750ad0a0e9774565eefc2343616bf3e4
青铜峡市,"Qingtongxia, Ningxia, China",qingtongxianingxia,Refinery,"Qingtongxia, Ningxia, China",,dgm_chinacitylocations,ec0fc2177a4c0b6f9261152c9136d270,dgm_chinacitylocations__ec0fc2177a4c0b6f9261152c9136d270
拉萨市,"Lhasa, Tibet, China",lhasatibet,Diplomat,"Lhasa, Tibet, China",,dgm_chinacitylocations,9da8eabf735af3e61759d41f50f10c93,dgm_chinacitylocations__9da8eabf735af3e61759d41f50f10c93
日喀则市,"Shigatse, Tibet, China",shigatsetibet,Refinery,"Shigatse, Tibet, China",,dgm_chinacitylocations,7f629928799f58dc4e903c8091cef8d1,dgm_chinacitylocations__7f629928799f58dc4e903c8091cef8d1
昌都市,"Chamdo, Tibet, China",chamdotibet,News,"Chamdo, Tibet, China",,dgm_chinacitylocations,68270b9d6181c2bfc6bea215977e2bca,dgm_chinacitylocations__68270b9d6181c2bfc6bea215977e2bca
林芝市,"Nyingchi, Tibet, China",nyingchitibet,CompanyKeyword,"Nyingchi, Tibet, China",,dgm_chinacitylocations,d2b1230c1e6399a3eba479a88c8fadf5,dgm_chinacitylocations__d2b1230c1e6399a3eba479a88c8fadf5
山南市,"Shannan, Tibet, China",shannantibet,LegislativeCommittee,"Shannan, Tibet, China",,dgm_chinacitylocations,c215f3f785af7a649941bb48087ee2a8,dgm_chinacitylocations__c215f3f785af7a649941bb48087ee2a8
那曲市,"Nagqu, Tibet, China",nagqutibet,Exec,"Nagqu, Tibet, China",,dgm_chinacitylocations,d1ce48ffd5d28a174b3761c3f52a2047,dgm_chinacitylocations__d1ce48ffd5d28a174b3761c3f52a2047
西宁市,"Xining, Qinghai, China",xiningqinghai,LegislativeCommittee,"Xining, Qinghai, China",,dgm_chinacitylocations,40c932d79c732b5314da8036ecff7010,dgm_chinacitylocations__40c932d79c732b5314da8036ecff7010
海东市,"Haidong, Qinghai, China",haidongqinghai,space,"Haidong, Qinghai, China",,dgm_chinacitylocations,5b1cc8311cbc983624f073201bb03e63,dgm_chinacitylocations__5b1cc8311cbc983624f073201bb03e63
格尔木市,"Golmud, Qinghai, China",golmudqinghai,News,"Golmud, Qinghai, China",,dgm_chinacitylocations,52e4577005ce6b194fbcf0c4e4eaf86a,dgm_chinacitylocations__52e4577005ce6b194fbcf0c4e4eaf86a
德令哈市,"Delingha, Qinghai, China",delinghaqinghai,Media,"Delingha, Qinghai, China",,dgm_chinacitylocations,eca7d6ee8a6557878650c875abcc8fad,dgm_chinacitylocations__eca7d6ee8a6557878650c875abcc8fad
玉树市,"Yushu, Qinghai, China",yushuqinghai,Shipping,"Yushu, Qinghai, China",,dgm_chinacitylocations,1aa965bf54d93b81a8cf4afd47c59eec,dgm_chinacitylocations__1aa965bf54d93b81a8cf4afd47c59eec
茫崖市,"Mangnai, Qinghai, China",mangnaiqinghai,Exec,"Mangnai, Qinghai, China",,dgm_chinacitylocations,e71177ffddcb6cea3226d8b80259a1c5,dgm_chinacitylocations__e71177ffddcb6cea3226d8b80259a1c5
兰州市,"Lanzhou, Gansu, China",lanzhougansu,Person,"Lanzhou, Gansu, China",,dgm_chinacitylocations,bd5003c6984ab30028c8dd17bc9f8836,dgm_chinacitylocations__bd5003c6984ab30028c8dd17bc9f8836
嘉峪关市,"Jiayuguan, Gansu, China",jiayuguangansu,FTO,"Jiayuguan, Gansu, China",,dgm_chinacitylocations,aa0bb7ffdc63ae4fbaf17300969f923a,dgm_chinacitylocations__aa0bb7ffdc63ae4fbaf17300969f923a
金昌市,"Jinchang, Gansu, China",jinchanggansu,Diplomat,"Jinchang, Gansu, China",,dgm_chinacitylocations,f7adbff5e7326bdba1e1720c3048ed10,dgm_chinacitylocations__f7adbff5e7326bdba1e1720c3048ed10
白银市,"Baiyin, Gansu, China",baiyingansu,News,"Baiyin, Gansu, China",,dgm_chinacitylocations,946a69e1d4a68273666bef8d5dcb37d4,dgm_chinacitylocations__946a69e1d4a68273666bef8d5dcb37d4
天水市,"Tianshui, Gansu, China",tianshuigansu,Wells,"Tianshui, Gansu, China",,dgm_chinacitylocations,0c44dcd2938bdc6ba10e21ae22c83a51,dgm_chinacitylocations__0c44dcd2938bdc6ba10e21ae22c83a51
酒泉市,"Jiuquan, Gansu, China",jiuquangansu,Keyphrase,"Jiuquan, Gansu, China",,dgm_chinacitylocations,b59599e26bc4877a24edf844043a99a5,dgm_chinacitylocations__b59599e26bc4877a24edf844043a99a5
张掖市,"Zhangye, Gansu, China",zhangyegansu,Refinery,"Zhangye, Gansu, China",,dgm_chinacitylocations,00798162c5b5d8ee68ef1522406c011e,dgm_chinacitylocations__00798162c5b5d8ee68ef1522406c011e
武威市,"Wuwei, Gansu, China",wuweigansu,Shipping,"Wuwei, Gansu, China",,dgm_chinacitylocations,1ca6e27f2d9dfb3a64101cc97adfae28,dgm_chinacitylocations__1ca6e27f2d9dfb3a64101cc97adfae28
庆阳市,"Qingyang, Gansu, China",qingyanggansu,Consulates,"Qingyang, Gansu, China",,dgm_chinacitylocations,afedc52c63faaaf80bfdb7c6c15f0fed,dgm_chinacitylocations__afedc52c63faaaf80bfdb7c6c15f0fed
平凉市,"Pingliang, Gansu, China",pinglianggansu,space,"Pingliang, Gansu, China",,dgm_chinacitylocations,d9d5d5ab416723ad7b1c5d19d99ca197,dgm_chinacitylocations__d9d5d5ab416723ad7b1c5d19d99ca197
定西市,"Dingxi, Gansu, China",dingxigansu,Wells,"Dingxi, Gansu, China",,dgm_chinacitylocations,1b29653fad2d17d2d34e3fca6afd4cc3,dgm_chinacitylocations__1b29653fad2d17d2d34e3fca6afd4cc3
陇南市,"Weinan, Gansu, China",weinangansu,Person,"Weinan, Gansu, China",,dgm_chinacitylocations,6896f7cfd432afb122de5ddf7672f4f9,dgm_chinacitylocations__6896f7cfd432afb122de5ddf7672f4f9
玉门市,"Yumen, Gansu, China",yumengansu,space,"Yumen, Gansu, China",,dgm_chinacitylocations,665dc9b851f6f64e661c8245fd9ed04b,dgm_chinacitylocations__665dc9b851f6f64e661c8245fd9ed04b
敦煌市,"Dunhuang, Gansu, China",dunhuanggansu,Consulates,"Dunhuang, Gansu, China",,dgm_chinacitylocations,4061c0cc100e33ca5f9c471a46739e7e,dgm_chinacitylocations__4061c0cc100e33ca5f9c471a46739e7e
临夏市,"Linxia, Gansu, China",linxiagansu,Shipping,"Linxia, Gansu, China",,dgm_chinacitylocations,fdc5d4be0c9a4afcf599c525ff67e0cf,dgm_chinacitylocations__fdc5d4be0c9a4afcf599c525ff67e0cf
合作市,"Hezuo, Gansu, China",hezuogansu,Person,"Hezuo, Gansu, China",,dgm_chinacitylocations,945c44b2e100c50b4bc72cceb740f939,dgm_chinacitylocations__945c44b2e100c50b4bc72cceb740f939
华亭市,"Huating, Gansu, China",huatinggansu,FTO,"Huating, Gansu, China",,dgm_chinacitylocations,93be1feb20bb98fc0d76a6bafa200daf,dgm_chinacitylocations__93be1feb20bb98fc0d76a6bafa200daf
西安市,"Xi'an, Shaanxi, China",xianshaanxi,Exec,"Xi'an, Shaanxi, China",,dgm_chinacitylocations,abda952ca0eafd7b4a6b627d5d83ebbc,dgm_chinacitylocations__abda952ca0eafd7b4a6b627d5d83ebbc
韩城市,"Hancheng, Shaanxi, China",hanchengshaanxi,Legislator,"Hancheng, Shaanxi, China",,dgm_chinacitylocations,51ddf9ea2431f5403b1e976a6d7a4913,dgm_chinacitylocations__51ddf9ea2431f5403b1e976a6d7a4913
华阴市,"Huayin, Shaanxi, China",huayinshaanxi,LegislativeCommittee,"Huayin, Shaanxi, China",,dgm_chinacitylocations,6e42aa249e92cdb686370fda395cdf2e,dgm_chinacitylocations__6e42aa249e92cdb686370fda395cdf2e
兴平市,"Xingping, Shaanxi, China",xingpingshaanxi,Refinery,"Xingping, Shaanxi, China",,dgm_chinacitylocations,e9f01a1d9b33c8c1a267520ce6e2daaa,dgm_chinacitylocations__e9f01a1d9b33c8c1a267520ce6e2daaa
彬州市,"Binzhou, Shaanxi, China",binzhoushaanxi,space,"Binzhou, Shaanxi, China",,dgm_chinacitylocations,fc817362747b7458c68347dd731a1864,dgm_chinacitylocations__fc817362747b7458c68347dd731a1864
神木市,"Shenmu, Shaanxi, China",shenmushaanxi,Keyphrase,"Shenmu, Shaanxi, China",,dgm_chinacitylocations,d1defda6619cad2f854f893da84574d0,dgm_chinacitylocations__d1defda6619cad2f854f893da84574d0
子长市,"Zichang, Shaanxi, China",zichangshaanxi,AAEntity,"Zichang, Shaanxi, China",,dgm_chinacitylocations,63503193c70d60e64e99a741ad00bce9,dgm_chinacitylocations__63503193c70d60e64e99a741ad00bce9
延安市,"Yan'an, Shaanxi, China",yananshaanxi,Consulates,"Yan'an, Shaanxi, China",,dgm_chinacitylocations,39b5cbae85b79b0d9b4b480db37a4d9c,dgm_chinacitylocations__39b5cbae85b79b0d9b4b480db37a4d9c
铜川市,"Tongchuan, Shaanxi, China",tongchuanshaanxi,Legislator,"Tongchuan, Shaanxi, China",,dgm_chinacitylocations,3acc5e7568ab258fa196a0d19ef28e0d,dgm_chinacitylocations__3acc5e7568ab258fa196a0d19ef28e0d
渭南市,"Weinan, Shaanxi, China",weinanshaanxi,ForeignMinister,"Weinan, Shaanxi, China",,dgm_chinacitylocations,0f4d99e27aeff88f6ec9e0f0fc62e8c0,dgm_chinacitylocations__0f4d99e27aeff88f6ec9e0f0fc62e8c0
咸阳市,"Xianyang, Shaanxi, China",xianyangshaanxi,Media,"Xianyang, Shaanxi, China",,dgm_chinacitylocations,6b6b5e6f3eb4d12f45308e4c9bd54763,dgm_chinacitylocations__6b6b5e6f3eb4d12f45308e4c9bd54763
宝鸡市,"Baoji, Shaanxi, China",baojishaanxi,Person,"Baoji, Shaanxi, China",,dgm_chinacitylocations,b100cf526ec4be212c66617737d7bf0f,dgm_chinacitylocations__b100cf526ec4be212c66617737d7bf0f
汉中市,"Hanzhong, Shaanxi, China",hanzhongshaanxi,IndustryTerm,"Hanzhong, Shaanxi, China",,dgm_chinacitylocations,009655d520553760b49b0981360cdff4,dgm_chinacitylocations__009655d520553760b49b0981360cdff4
榆林市,"Yulin, Shaanxi, China",yulinshaanxi,Refinery,"Yulin, Shaanxi, China",,dgm_chinacitylocations,f18b3d91041644cdd1b4d77d11bc580b,dgm_chinacitylocations__f18b3d91041644cdd1b4d77d11bc580b
商洛市,"Shangluo, Shaanxi, China",shangluoshaanxi,CompanyKeyword,"Shangluo, Shaanxi, China",,dgm_chinacitylocations,8ffd33f6e1f8232f3de843081f1b625e,dgm_chinacitylocations__8ffd33f6e1f8232f3de843081f1b625e
安康市,"Ankang, Shaanxi, China",ankangshaanxi,FTO,"Ankang, Shaanxi, China",,dgm_chinacitylocations,4202f343a4ade22c9dc89139049aeb23,dgm_chinacitylocations__4202f343a4ade22c9dc89139049aeb23
杭州市,"Hangzhou, Zhejiang, China",hangzhouzhejiang,News,"Hangzhou, Zhejiang, China",,dgm_chinacitylocations,db3e69cb3802d0b0417d161747ab964d,dgm_chinacitylocations__db3e69cb3802d0b0417d161747ab964d
宁波市,"Ningbo, Zhejiang, China",ningbozhejiang,LegislativeCommittee,"Ningbo, Zhejiang, China",,dgm_chinacitylocations,473e1e91210a8dfb19d30dc25c38c455,dgm_chinacitylocations__473e1e91210a8dfb19d30dc25c38c455
湖州市,"Huzhou, Zhejiang, China",huzhouzhejiang,DiplomaticFacilities,"Huzhou, Zhejiang, China",,dgm_chinacitylocations,8972e09d7cbbf85a5ac79ec8692d687f,dgm_chinacitylocations__8972e09d7cbbf85a5ac79ec8692d687f
嘉兴市,"Jiaxing, Zhejiang, China",jiaxingzhejiang,IndustryTerm,"Jiaxing, Zhejiang, China",,dgm_chinacitylocations,b6ddce28ebe5dca06fd5f861b02a1dee,dgm_chinacitylocations__b6ddce28ebe5dca06fd5f861b02a1dee
舟山市,"Zhoushan, Zhejiang, China",zhoushanzhejiang,Keyphrase,"Zhoushan, Zhejiang, China",,dgm_chinacitylocations,a73dee50d1d6a4fd3bbe5f38898f38ae,dgm_chinacitylocations__a73dee50d1d6a4fd3bbe5f38898f38ae
绍兴市,"Shaoxing, Zhejiang, China",shaoxingzhejiang,News,"Shaoxing, Zhejiang, China",,dgm_chinacitylocations,ec6236f5742deab4e5f60a67e0934a6b,dgm_chinacitylocations__ec6236f5742deab4e5f60a67e0934a6b
衢州市,"Quzhou, Zhejiang, China",quzhouzhejiang,IndustryTerm,"Quzhou, Zhejiang, China",,dgm_chinacitylocations,12f13c1a4133d2f67933335bee6c9e0f,dgm_chinacitylocations__12f13c1a4133d2f67933335bee6c9e0f
金华市,"Jinhua, Zhejiang, China",jinhuazhejiang,space,"Jinhua, Zhejiang, China",,dgm_chinacitylocations,9296c3b83f701a8bacb01059266823d0,dgm_chinacitylocations__9296c3b83f701a8bacb01059266823d0
台州市,"Taizhou, Zhejiang, China",taizhouzhejiang,Consulates,"Taizhou, Zhejiang, China",,dgm_chinacitylocations,7a927ab53874bcbe302b67ea386fcaf6,dgm_chinacitylocations__7a927ab53874bcbe302b67ea386fcaf6
溫州市,"Wenzhou, Zhejiang, China",wenzhouzhejiang,Pipeline,"Wenzhou, Zhejiang, China",,dgm_chinacitylocations,2f007e97b109e0e0211a7c18b7aab51e,dgm_chinacitylocations__2f007e97b109e0e0211a7c18b7aab51e
丽水市,"Lishui, Zhejiang, China",lishuizhejiang,Exec,"Lishui, Zhejiang, China",,dgm_chinacitylocations,6b6794cac5f67450d72366f3c56b8d17,dgm_chinacitylocations__6b6794cac5f67450d72366f3c56b8d17
建德市,"Jiande, Zhejiang, China",jiandezhejiang,News,"Jiande, Zhejiang, China",,dgm_chinacitylocations,164fe62e0e413ac74404de77bf81da43,dgm_chinacitylocations__164fe62e0e413ac74404de77bf81da43
慈溪市,"Cixi, Zhejiang, China",cixizhejiang,Organization,"Cixi, Zhejiang, China",,dgm_chinacitylocations,f798d4007dce15379ec5ee3b80ff1c96,dgm_chinacitylocations__f798d4007dce15379ec5ee3b80ff1c96
余姚市,"Yuyao, Zhejiang, China",yuyaozhejiang,IndustryTerm,"Yuyao, Zhejiang, China",,dgm_chinacitylocations,8c51b5d1bf85d3300a5f03a3b94bd654,dgm_chinacitylocations__8c51b5d1bf85d3300a5f03a3b94bd654
平湖市,"Pinghu, Zhejiang, China",pinghuzhejiang,Pipeline,"Pinghu, Zhejiang, China",,dgm_chinacitylocations,b274fa6da5292e541671d7ba7ebf9b79,dgm_chinacitylocations__b274fa6da5292e541671d7ba7ebf9b79
海宁市,"Haining, Zhejiang, China",hainingzhejiang,Media,"Haining, Zhejiang, China",,dgm_chinacitylocations,99bfd442574c3bf78bef3a60a8469c25,dgm_chinacitylocations__99bfd442574c3bf78bef3a60a8469c25
桐乡市,"Tongxiang, Zhejiang, China",tongxiangzhejiang,LegislativeCommittee,"Tongxiang, Zhejiang, China",,dgm_chinacitylocations,5a73ac8d7d2b5a11764a36c733a1ca43,dgm_chinacitylocations__5a73ac8d7d2b5a11764a36c733a1ca43
诸暨市,"Zhuji, Zhejiang, China",zhujizhejiang,Person,"Zhuji, Zhejiang, China",,dgm_chinacitylocations,a9bcf3e225a22491463fd2b68cde3c58,dgm_chinacitylocations__a9bcf3e225a22491463fd2b68cde3c58
嵊州市,"Zhangzhou, Zhejiang, China",zhangzhouzhejiang,FTO,"Zhangzhou, Zhejiang, China",,dgm_chinacitylocations,9ab0557407ad14d8721b6a83281706e8,dgm_chinacitylocations__9ab0557407ad14d8721b6a83281706e8
江山市,"Jiangshan, Zhejiang, China",jiangshanzhejiang,Keyphrase,"Jiangshan, Zhejiang, China",,dgm_chinacitylocations,74188e09304c52de1f45abaf9156fc09,dgm_chinacitylocations__74188e09304c52de1f45abaf9156fc09
兰溪市,"Lanxi, Zhejiang, China",lanxizhejiang,Refinery,"Lanxi, Zhejiang, China",,dgm_chinacitylocations,1c068f56a70f05dafdc8f11aaeae0525,dgm_chinacitylocations__1c068f56a70f05dafdc8f11aaeae0525
永康市,"Yongkang, Zhejiang, China",yongkangzhejiang,Media,"Yongkang, Zhejiang, China",,dgm_chinacitylocations,441ded477e43ec96ca3c3ea82cab439d,dgm_chinacitylocations__441ded477e43ec96ca3c3ea82cab439d
义乌市,"Yiwu, Zhejiang, China",yiwuzhejiang,AAEntity,"Yiwu, Zhejiang, China",,dgm_chinacitylocations,8400e8d44700ef47ed2c34cbd3c7d334,dgm_chinacitylocations__8400e8d44700ef47ed2c34cbd3c7d334
东阳市,"Dongyang, Zhejiang, China",dongyangzhejiang,Legislator,"Dongyang, Zhejiang, China",,dgm_chinacitylocations,c93064038100a5f20237ed5976f365f5,dgm_chinacitylocations__c93064038100a5f20237ed5976f365f5
临海市,"Linhai, Zhejiang, China",linhaizhejiang,Wells,"Linhai, Zhejiang, China",,dgm_chinacitylocations,9dc0af9cf5f40059bf62707cce6c6c41,dgm_chinacitylocations__9dc0af9cf5f40059bf62707cce6c6c41
温岭市,"Wenling, Zhejiang, China",wenlingzhejiang,AAEntity,"Wenling, Zhejiang, China",,dgm_chinacitylocations,1b229b064b2469250fe36ba33eac92d5,dgm_chinacitylocations__1b229b064b2469250fe36ba33eac92d5
瑞安市,"Rui‘an, Zhejiang, China",rui‘anzhejiang,News,"Rui‘an, Zhejiang, China",,dgm_chinacitylocations,a20405a52484ee5e230e9bc070708f73,dgm_chinacitylocations__a20405a52484ee5e230e9bc070708f73
乐清市,"Yueqing, Zhejiang, China",yueqingzhejiang,Pipeline,"Yueqing, Zhejiang, China",,dgm_chinacitylocations,9da883542c2fc6826476e6ba67dc4301,dgm_chinacitylocations__9da883542c2fc6826476e6ba67dc4301
龙港市,"Longgang, Zhejiang, China",longgangzhejiang,Organization,"Longgang, Zhejiang, China",,dgm_chinacitylocations,d77d2aca69ef51e6fb1164ef6f8f113f,dgm_chinacitylocations__d77d2aca69ef51e6fb1164ef6f8f113f
龙泉市,"Longquan, Zhejiang, China",longquanzhejiang,News,"Longquan, Zhejiang, China",,dgm_chinacitylocations,0be4e690a00e23a920c590454997387d,dgm_chinacitylocations__0be4e690a00e23a920c590454997387d
玉环市,"Yuhuan, Zhejiang, China",yuhuanzhejiang,Pipeline,"Yuhuan, Zhejiang, China",,dgm_chinacitylocations,5bd603cebf8463df013118c6af8a6067,dgm_chinacitylocations__5bd603cebf8463df013118c6af8a6067
合肥市,"Hefei, Anhui, China",hefeianhui,Consulates,"Hefei, Anhui, China",,dgm_chinacitylocations,c5c6c820c41686f00574068c23338534,dgm_chinacitylocations__c5c6c820c41686f00574068c23338534
芜湖市,"Wuhu, Anhui, China",wuhuanhui,Keyphrase,"Wuhu, Anhui, China",,dgm_chinacitylocations,83a140e61407123b0da491d5900d3774,dgm_chinacitylocations__83a140e61407123b0da491d5900d3774
蚌埠市,"Bengbu, Anhui, China",bengbuanhui,Exec,"Bengbu, Anhui, China",,dgm_chinacitylocations,fd5a4f8372478dcf83c049db6bddb992,dgm_chinacitylocations__fd5a4f8372478dcf83c049db6bddb992
淮南市,"Huainan, Anhui, China",huainananhui,Consulates,"Huainan, Anhui, China",,dgm_chinacitylocations,0dfe80f136a9e28e8cfa24e04d0f670b,dgm_chinacitylocations__0dfe80f136a9e28e8cfa24e04d0f670b
马鞍山市,"Ma’anshan, Anhui, China",maanshananhui,DiplomaticFacilities,"Ma’anshan, Anhui, China",,dgm_chinacitylocations,b2e71da40cbd741aa911ed1850bf4f43,dgm_chinacitylocations__b2e71da40cbd741aa911ed1850bf4f43
淮北市,"Huaibei, Anhui, China",huaibeianhui,ForeignMinister,"Huaibei, Anhui, China",,dgm_chinacitylocations,892a0f5f7d75e12998aca1e5568bdf7b,dgm_chinacitylocations__892a0f5f7d75e12998aca1e5568bdf7b
铜陵市,"Tongling, Anhui, China",tonglinganhui,space,"Tongling, Anhui, China",,dgm_chinacitylocations,f5d519161e82a96d74aba29e4ec1bf34,dgm_chinacitylocations__f5d519161e82a96d74aba29e4ec1bf34
安庆市,"Anqing, Anhui, China",anqinganhui,Keyphrase,"Anqing, Anhui, China",,dgm_chinacitylocations,7999cc1b840d8910d019495820388856,dgm_chinacitylocations__7999cc1b840d8910d019495820388856
黃山市,"Huangshan, Anhui, China",huangshananhui,Refinery,"Huangshan, Anhui, China",,dgm_chinacitylocations,4e5f7410b3ff7742cd3fab6be51805a1,dgm_chinacitylocations__4e5f7410b3ff7742cd3fab6be51805a1
滁州市,"Zhangzhou, Anhui, China",zhangzhouanhui,IndustryTerm,"Zhangzhou, Anhui, China",,dgm_chinacitylocations,41adf0d4f4e884c97b09860f14e69f4c,dgm_chinacitylocations__41adf0d4f4e884c97b09860f14e69f4c
阜阳市,"Fuyang, Anhui, China",fuyanganhui,AAEntity,"Fuyang, Anhui, China",,dgm_chinacitylocations,5596bbdc4e5ba6a917f3cc61d9b7f686,dgm_chinacitylocations__5596bbdc4e5ba6a917f3cc61d9b7f686
宿州市,"Suzhou, Anhui, China",suzhouanhui,News,"Suzhou, Anhui, China",,dgm_chinacitylocations,4263aca7451024d7c0f84a6d559fd831,dgm_chinacitylocations__4263aca7451024d7c0f84a6d559fd831
六安市,"Lu’an, Anhui, China",luananhui,ForeignMinister,"Lu’an, Anhui, China",,dgm_chinacitylocations,bfc57a3070ba5cdd8b484459da8af2a0,dgm_chinacitylocations__bfc57a3070ba5cdd8b484459da8af2a0
亳州市,"Bozhou, Anhui, China",bozhouanhui,Pipeline,"Bozhou, Anhui, China",,dgm_chinacitylocations,074445e5154c1c86cba467457bf5af76,dgm_chinacitylocations__074445e5154c1c86cba467457bf5af76
池州市,"Chizhou, Anhui, China",chizhouanhui,AAEntity,"Chizhou, Anhui, China",,dgm_chinacitylocations,1c0e5897a70def8dc4a06d3f55ba6f1c,dgm_chinacitylocations__1c0e5897a70def8dc4a06d3f55ba6f1c
宣城市,"Xuancheng, Anhui, China",xuanchenganhui,Diplomat,"Xuancheng, Anhui, China",,dgm_chinacitylocations,4cc8e3ca644fcbbcaba8a61db37a518f,dgm_chinacitylocations__4cc8e3ca644fcbbcaba8a61db37a518f
巢湖市,"Chaohu, Anhui, China",chaohuanhui,Consulates,"Chaohu, Anhui, China",,dgm_chinacitylocations,ad344c85d145385d8ffc3af1111f0403,dgm_chinacitylocations__ad344c85d145385d8ffc3af1111f0403
桐城市,"Tongcheng, Anhui, China",tongchenganhui,ForeignMinister,"Tongcheng, Anhui, China",,dgm_chinacitylocations,a120fa89fefc4477d02075c3d04a2060,dgm_chinacitylocations__a120fa89fefc4477d02075c3d04a2060
天长市,"Tianchang, Anhui, China",tianchanganhui,News,"Tianchang, Anhui, China",,dgm_chinacitylocations,95259dfa13b271ad726318e65ceb8507,dgm_chinacitylocations__95259dfa13b271ad726318e65ceb8507
明光市,"Mingguan, Anhui, China",mingguananhui,LegislativeCommittee,"Mingguan, Anhui, China",,dgm_chinacitylocations,9dd59c79f5808c2de00d5d284ac5b437,dgm_chinacitylocations__9dd59c79f5808c2de00d5d284ac5b437
界首市,"Jieshou, Anhui, China",jieshouanhui,AAEntity,"Jieshou, Anhui, China",,dgm_chinacitylocations,63c526607f5250698e4a80c711412cc4,dgm_chinacitylocations__63c526607f5250698e4a80c711412cc4
宁国市,"Ningguo, Anhui, China",ningguoanhui,Consulates,"Ningguo, Anhui, China",,dgm_chinacitylocations,25b03ded23bb4a696e7a1e907870edf1,dgm_chinacitylocations__25b03ded23bb4a696e7a1e907870edf1
广德市,"Guangde, Anhui, China",guangdeanhui,Media,"Guangde, Anhui, China",,dgm_chinacitylocations,c0becba2db9b2b640a1e3dea592b4131,dgm_chinacitylocations__c0becba2db9b2b640a1e3dea592b4131
潜山市,"Qianshan, Anhui, China",qianshananhui,Consulates,"Qianshan, Anhui, China",,dgm_chinacitylocations,002a239fc3732e6fda3f8434627f076b,dgm_chinacitylocations__002a239fc3732e6fda3f8434627f076b
无为市,"Wuwei, Anhui, China",wuweianhui,ForeignMinister,"Wuwei, Anhui, China",,dgm_chinacitylocations,46547c32f3db56d75c479add71719091,dgm_chinacitylocations__46547c32f3db56d75c479add71719091
厦门市,"Xiamen, Fujian, China",xiamenfujian,Keyphrase,"Xiamen, Fujian, China",,dgm_chinacitylocations,9c3d5e127205a28ab1a8edbe8fc32dda,dgm_chinacitylocations__9c3d5e127205a28ab1a8edbe8fc32dda
福清市,"Fuqing, Fujian, China",fuqingfujian,News,"Fuqing, Fujian, China",,dgm_chinacitylocations,94c154c8f1a64e26525cb9f3c95146c5,dgm_chinacitylocations__94c154c8f1a64e26525cb9f3c95146c5
邵武市,"Shaowu, Fujian, China",shaowufujian,CompanyKeyword,"Shaowu, Fujian, China",,dgm_chinacitylocations,4ead74520e6a7c04c6d024d2a5791fff,dgm_chinacitylocations__4ead74520e6a7c04c6d024d2a5791fff
武夷山市,"Wuyishan, Fujian, China",wuyishanfujian,Shipping,"Wuyishan, Fujian, China",,dgm_chinacitylocations,fb66436b0958fa7ed624547ee17842c2,dgm_chinacitylocations__fb66436b0958fa7ed624547ee17842c2
建瓯市,"Jian'ou, Fujian, China",jianoufujian,CompanyKeyword,"Jian'ou, Fujian, China",,dgm_chinacitylocations,53302f2bf0449fecdc47eede59799055,dgm_chinacitylocations__53302f2bf0449fecdc47eede59799055
永安市,"Yongan, Fujian, China",yonganfujian,Wells,"Yongan, Fujian, China",,dgm_chinacitylocations,9de8610321e4a2aea99fa2215807a43a,dgm_chinacitylocations__9de8610321e4a2aea99fa2215807a43a
石狮市,"Shishi, Fujian, China",shishifujian,Consulates,"Shishi, Fujian, China",,dgm_chinacitylocations,a985b6d9be003d3fff3879fb220fe0e0,dgm_chinacitylocations__a985b6d9be003d3fff3879fb220fe0e0
晋江市,"Jinjiang, Fujian, China",jinjiangfujian,Keyphrase,"Jinjiang, Fujian, China",,dgm_chinacitylocations,1eac16a0f2db6cc74653e0f983652ee1,dgm_chinacitylocations__1eac16a0f2db6cc74653e0f983652ee1
南安市,"Nan'an, Fujian, China",nananfujian,Person,"Nan'an, Fujian, China",,dgm_chinacitylocations,f68fa848023335bcd37343d7eda57d61,dgm_chinacitylocations__f68fa848023335bcd37343d7eda57d61
龙海市,"Longhai, Fujian, China",longhaifujian,ForeignMinister,"Longhai, Fujian, China",,dgm_chinacitylocations,f6bdb52ba914b86ea98b0e65c3ea8a46,dgm_chinacitylocations__f6bdb52ba914b86ea98b0e65c3ea8a46
漳平市,"Zhangping, Fujian, China",zhangpingfujian,LegislativeCommittee,"Zhangping, Fujian, China",,dgm_chinacitylocations,6ab92924e354d9c73ab1b28d4cccb659,dgm_chinacitylocations__6ab92924e354d9c73ab1b28d4cccb659
福安市,"Fu'an, Fujian, China",fuanfujian,ForeignMinister,"Fu'an, Fujian, China",,dgm_chinacitylocations,99064e8fa25f42bb06fb222dd5d07c90,dgm_chinacitylocations__99064e8fa25f42bb06fb222dd5d07c90
