handle,caption_name,location_lower,include_groups,entity_type,location,lat,long,exclude_groups,coords,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
fbc_news,Fijian news outlet FBC News,fiji,agriculture minister;agriculture ministry,hnmn,Fiji,-17.713371,178.065032,,,Hnmn,Fijian news outlet FBC News,,eng_dgm_agr_mentioner_entities,d8dd45f9eda67d91670a89f93e6c1a8c,eng_dgm_agr_mentioner_entities__d8dd45f9eda67d91670a89f93e6c1a8c
fijionenews,Fijian news outlet Fiji One,fiji,agriculture minister;agriculture ministry,hnmn,Fiji,-17.713371,178.065032,,,Hnmn,Fijian news outlet Fiji One,,eng_dgm_agr_mentioner_entities,ed009e3c627b1a0ebf2d6556e51ec245,eng_dgm_agr_mentioner_entities__ed009e3c627b1a0ebf2d6556e51ec245
sun_fiji,Fijian news outlet Fiji Sun,fiji,agriculture minister;agriculture ministry,hnmn,Fiji,-17.713371,178.065032,,,Hnmn,Fijian news outlet Fiji Sun,,eng_dgm_agr_mentioner_entities,f8b5f00ac218a2f45642ca1838a17ab3,eng_dgm_agr_mentioner_entities__f8b5f00ac218a2f45642ca1838a17ab3
fijivillage,Fijian news outlet Fijivillage,fiji,agriculture minister;agriculture ministry,hnmn,Fiji,-17.713371,178.065032,,,Hnmn,Fijian news outlet Fijivillage,,eng_dgm_agr_mentioner_entities,80929727f1fcabcb5e8f2dcce0369e64,eng_dgm_agr_mentioner_entities__80929727f1fcabcb5e8f2dcce0369e64
fijitimes,Fijian news outlet The Fiji Times,fiji,agriculture minister;agriculture ministry,hnmn,Fiji,-17.713371,178.065032,,,Hnmn,Fijian news outlet The Fiji Times,,eng_dgm_agr_mentioner_entities,10af95b6475e23ccdb89cb47ef7ea6a0,eng_dgm_agr_mentioner_entities__10af95b6475e23ccdb89cb47ef7ea6a0
graphicgh,Ghanaian news outlet Daily Graphic,ghana,agriculture minister;agriculture ministry,hnmn,Ghana,7.946527,-1.023194,,,Hnmn,Ghanaian news outlet Daily Graphic,,eng_dgm_agr_mentioner_entities,45c2ede7d11fb77d648e97ff2f0ad4d5,eng_dgm_agr_mentioner_entities__45c2ede7d11fb77d648e97ff2f0ad4d5
ghananewsagency,Ghanaian news outlet Ghana News Agency,ghana,agriculture minister;agriculture ministry,hnmn,Ghana,7.946527,-1.023194,,,Hnmn,Ghanaian news outlet Ghana News Agency,,eng_dgm_agr_mentioner_entities,d50a929d2013e7dd6ba5a478f0baa0a1,eng_dgm_agr_mentioner_entities__d50a929d2013e7dd6ba5a478f0baa0a1
ghanaian_times,Ghanaian news outlet Ghanaian Times,ghana,agriculture minister;agriculture ministry,hnmn,Ghana,7.946527,-1.023194,,,Hnmn,Ghanaian news outlet Ghanaian Times,,eng_dgm_agr_mentioner_entities,fbfaf56986ac9478767f539031bc777d,eng_dgm_agr_mentioner_entities__fbfaf56986ac9478767f539031bc777d
ghonetv,Ghanaian news outlet GHOneTV,ghana,agriculture minister;agriculture ministry,hnmn,Ghana,7.946527,-1.023194,,,Hnmn,Ghanaian news outlet GHOneTV,,eng_dgm_agr_mentioner_entities,5ec06c6b06ddd5529daa1fb98bcd1d6f,eng_dgm_agr_mentioner_entities__5ec06c6b06ddd5529daa1fb98bcd1d6f
gibchronicle,Ghanaian news outlet Gibraltar Chronicle,ghana,agriculture minister;agriculture ministry,hnmn,Ghana,7.946527,-1.023194,,,Hnmn,Ghanaian news outlet Gibraltar Chronicle,,eng_dgm_agr_mentioner_entities,6d3d5d8b486207c90028656e92585884,eng_dgm_agr_mentioner_entities__6d3d5d8b486207c90028656e92585884
gbcnewsroom,Gibraltar news outlet GBC News,gibraltar,agriculture minister;agriculture ministry,hnmn,Gibraltar,36.140751,-5.353585,,,Hnmn,Gibraltar news outlet GBC News,,eng_dgm_agr_mentioner_entities,f8e506920b993bf8d5b1d66f0f5209ae,eng_dgm_agr_mentioner_entities__f8e506920b993bf8d5b1d66f0f5209ae
gibpanorama,Gibraltar news outlet Panorama,gibraltar,agriculture minister;agriculture ministry,hnmn,Gibraltar,36.140751,-5.353585,,,Hnmn,Gibraltar news outlet Panorama,,eng_dgm_agr_mentioner_entities,0f1ac39ef10de75fba6b41af172bb39f,eng_dgm_agr_mentioner_entities__0f1ac39ef10de75fba6b41af172bb39f
thechroniclene1,Gibraltar news outlet The Chronicle,gibraltar,agriculture minister;agriculture ministry,hnmn,Gibraltar,36.140751,-5.353585,,,Hnmn,Gibraltar news outlet The Chronicle,,eng_dgm_agr_mentioner_entities,50b00079a0de7be2d2a00ba078bf8eab,eng_dgm_agr_mentioner_entities__50b00079a0de7be2d2a00ba078bf8eab
gibmag,Gibraltar news outlet The Gibraltar Magazine,gibraltar,agriculture minister;agriculture ministry,hnmn,Gibraltar,36.140751,-5.353585,,,Hnmn,Gibraltar news outlet The Gibraltar Magazine,,eng_dgm_agr_mentioner_entities,8db34d40843ce282d02cfd404ba80550,eng_dgm_agr_mentioner_entities__8db34d40843ce282d02cfd404ba80550
yourgibraltartv,Gibraltar news outlet Your Gibraltar TV,gibraltar,agriculture minister;agriculture ministry,hnmn,Gibraltar,36.140751,-5.353585,,,Hnmn,Gibraltar news outlet Your Gibraltar TV,,eng_dgm_agr_mentioner_entities,8a95978fa32552c63545b71915288dcc,eng_dgm_agr_mentioner_entities__8a95978fa32552c63545b71915288dcc
grenadanews,Grenadian news outlet Grenada News,grenada,agriculture minister;agriculture ministry,hnmn,Grenada,12.1165,-61.679,,,Hnmn,Grenadian news outlet Grenada News,,eng_dgm_agr_mentioner_entities,0b83a63f3445f705e93ab550fa57f1e3,eng_dgm_agr_mentioner_entities__0b83a63f3445f705e93ab550fa57f1e3
nowgrenada,Grenadian news outlet NOW Grenada,grenada,agriculture minister;agriculture ministry,hnmn,Grenada,12.1165,-61.679,,,Hnmn,Grenadian news outlet NOW Grenada,,eng_dgm_agr_mentioner_entities,dd055a8bd10b82e4720d48462ea62e62,eng_dgm_agr_mentioner_entities__dd055a8bd10b82e4720d48462ea62e62
thebarnaclenews,Grenadian news outlet The Barnacle News,grenada,agriculture minister;agriculture ministry,hnmn,Grenada,12.1165,-61.679,,,Hnmn,Grenadian news outlet The Barnacle News,,eng_dgm_agr_mentioner_entities,018b27f7c5ce631090a5a9fb16d8f4ca,eng_dgm_agr_mentioner_entities__018b27f7c5ce631090a5a9fb16d8f4ca
grenadainformer,Grenadian news outlet The Grenada Informer,grenada,agriculture minister;agriculture ministry,hnmn,Grenada,12.1165,-61.679,,,Hnmn,Grenadian news outlet The Grenada Informer,,eng_dgm_agr_mentioner_entities,f806eb061cddc0c01f3b7319a8d28cab,eng_dgm_agr_mentioner_entities__f806eb061cddc0c01f3b7319a8d28cab
newtodaygrenada,Grenadian news outlet The New Today,grenada,agriculture minister;agriculture ministry,hnmn,Grenada,12.1165,-61.679,,,Hnmn,Grenadian news outlet The New Today,,eng_dgm_agr_mentioner_entities,556efd7a9694fa4e37733ab59761fbd9,eng_dgm_agr_mentioner_entities__556efd7a9694fa4e37733ab59761fbd9
postguam,Guamanian news outlet Guam Daily Post,guam,agriculture minister;agriculture ministry,hnmn,Guam,13.444304,144.793731,,,Hnmn,Guamanian news outlet Guam Daily Post,,eng_dgm_agr_mentioner_entities,149aa335214edb3c0a63318e3a6df868,eng_dgm_agr_mentioner_entities__149aa335214edb3c0a63318e3a6df868
kuamnews,Guamanian news outlet KUAM News,guam,agriculture minister;agriculture ministry,hnmn,Guam,13.444304,144.793731,,,Hnmn,Guamanian news outlet KUAM News,,eng_dgm_agr_mentioner_entities,1b5eb1dccb1b96086d015e8eb19a99a3,eng_dgm_agr_mentioner_entities__1b5eb1dccb1b96086d015e8eb19a99a3
guampdn,Guamanian news outlet Pacific Daily News,guam,agriculture minister;agriculture ministry,hnmn,Guam,13.444304,144.793731,,,Hnmn,Guamanian news outlet Pacific Daily News,,eng_dgm_agr_mentioner_entities,231689f3a66f5d001d0eeb49f4c53c22,eng_dgm_agr_mentioner_entities__231689f3a66f5d001d0eeb49f4c53c22
pncguam,Guamanian news outlet PNC,guam,agriculture minister;agriculture ministry,hnmn,Guam,13.444304,144.793731,,,Hnmn,Guamanian news outlet PNC,,eng_dgm_agr_mentioner_entities,eaf7453c28deafb1d87791205b3f72a9,eng_dgm_agr_mentioner_entities__eaf7453c28deafb1d87791205b3f72a9
guernseypress,Guernsey news outlet Guernsey Press,guernsey,agriculture minister;agriculture ministry,hnmn,Guernsey,49.4481808,-2.5894685,,,Hnmn,Guernsey news outlet Guernsey Press,,eng_dgm_agr_mentioner_entities,0d441b866fd0c941b12094ae920ea624,eng_dgm_agr_mentioner_entities__0d441b866fd0c941b12094ae920ea624
islandfm,Guernsey news outlet Island FM,guernsey,agriculture minister;agriculture ministry,hnmn,Guernsey,49.4481808,-2.5894685,,,Hnmn,Guernsey news outlet Island FM,,eng_dgm_agr_mentioner_entities,e8f325455937736121c67f4433e566a4,eng_dgm_agr_mentioner_entities__e8f325455937736121c67f4433e566a4
demwaves,Guyanese news outlet Demerara Waves News,guyana,agriculture minister;agriculture ministry,hnmn,Guyana,4.860416,-58.93018,,,Hnmn,Guyanese news outlet Demerara Waves News,,eng_dgm_agr_mentioner_entities,84cadc741a093a13d36ada64c2893563,eng_dgm_agr_mentioner_entities__84cadc741a093a13d36ada64c2893563
gychronicle,Guyanese news outlet Guyana Chronicle,guyana,agriculture minister;agriculture ministry,hnmn,Guyana,4.860416,-58.93018,,,Hnmn,Guyanese news outlet Guyana Chronicle,,eng_dgm_agr_mentioner_entities,f6c1a9638c0fea06245aaaedb0236478,eng_dgm_agr_mentioner_entities__f6c1a9638c0fea06245aaaedb0236478
inewsguyana,Guyanese news outlet iNews Guyana,guyana,agriculture minister;agriculture ministry,hnmn,Guyana,4.860416,-58.93018,,,Hnmn,Guyanese news outlet iNews Guyana,,eng_dgm_agr_mentioner_entities,1fc642411226ee6f62209a81d8444d9b,eng_dgm_agr_mentioner_entities__1fc642411226ee6f62209a81d8444d9b
stabroeknews,Guyanese news outlet Stabroek News,guyana,agriculture minister;agriculture ministry,hnmn,Guyana,4.860416,-58.93018,,,Hnmn,Guyanese news outlet Stabroek News,,eng_dgm_agr_mentioner_entities,6be9fbe7e8dcb27c6077e81c49d5021c,eng_dgm_agr_mentioner_entities__6be9fbe7e8dcb27c6077e81c49d5021c
breakingnewsie,Irish news outlet Breaking News IE,ireland,agriculture minister;agriculture ministry,hnmn,Ireland,53.1423672,-7.6920536,,,Hnmn,Irish news outlet Breaking News IE,,eng_dgm_agr_mentioner_entities,65ac95618d081bdb459798875111c5a1,eng_dgm_agr_mentioner_entities__65ac95618d081bdb459798875111c5a1
independent_ie,Irish news outlet Independent IE,ireland,agriculture minister;agriculture ministry,hnmn,Ireland,53.1423672,-7.6920536,,,Hnmn,Irish news outlet Independent IE,,eng_dgm_agr_mentioner_entities,2f0878e632e9861fcaf6f0b9730b4383,eng_dgm_agr_mentioner_entities__2f0878e632e9861fcaf6f0b9730b4383
rtenews,Irish news outlet RTE News,ireland,agriculture minister;agriculture ministry,hnmn,Ireland,53.1423672,-7.6920536,,,Hnmn,Irish news outlet RTE News,,eng_dgm_agr_mentioner_entities,40fa58ea2e664d8e9625721f9b8512db,eng_dgm_agr_mentioner_entities__40fa58ea2e664d8e9625721f9b8512db
irish_news,Irish news outlet The Irish News,ireland,agriculture minister;agriculture ministry,hnmn,Ireland,53.1423672,-7.6920536,,,Hnmn,Irish news outlet The Irish News,,eng_dgm_agr_mentioner_entities,e485f6ded0db6b54a1182e20febc8c40,eng_dgm_agr_mentioner_entities__e485f6ded0db6b54a1182e20febc8c40
irishtimes,Irish news outlet The Irish Times,ireland,agriculture minister;agriculture ministry,hnmn,Ireland,53.1423672,-7.6920536,,,Hnmn,Irish news outlet The Irish Times,,eng_dgm_agr_mentioner_entities,59cbd56ccb6ddeba54b3138521120d0e,eng_dgm_agr_mentioner_entities__59cbd56ccb6ddeba54b3138521120d0e
3fmradio,Manx news outlet 3FMradio,isle of man,agriculture minister;agriculture ministry,hnmn,Isle of Man,54.236107,-4.548056,,,Hnmn,Manx news outlet 3FMradio,,eng_dgm_agr_mentioner_entities,88aff9c0fd1e0d90e41d58159a3139ae,eng_dgm_agr_mentioner_entities__88aff9c0fd1e0d90e41d58159a3139ae
iomnewspapers,Manx news outlet Isle of Man Newspapers,isle of man,agriculture minister;agriculture ministry,hnmn,Isle of Man,54.236107,-4.548056,,,Hnmn,Manx news outlet Isle of Man Newspapers,,eng_dgm_agr_mentioner_entities,1a515a044f41762f3a482f805028fec7,eng_dgm_agr_mentioner_entities__1a515a044f41762f3a482f805028fec7
manxradio,Manx news outlet Manx Radio,isle of man,agriculture minister;agriculture ministry,hnmn,Isle of Man,54.236107,-4.548056,,,Hnmn,Manx news outlet Manx Radio,,eng_dgm_agr_mentioner_entities,67aff39fc53f2e969469bd5a4c0ac8b6,eng_dgm_agr_mentioner_entities__67aff39fc53f2e969469bd5a4c0ac8b6
jamaicagleaner,Jamaican news outlet Jamaica Gleaner,jamaica,agriculture minister;agriculture ministry,hnmn,Jamaica,18.109581,-77.297508,,,Hnmn,Jamaican news outlet Jamaica Gleaner,,eng_dgm_agr_mentioner_entities,b0995140ecd04d0d29740e226ca42095,eng_dgm_agr_mentioner_entities__b0995140ecd04d0d29740e226ca42095
jamaicaobserver,Jamaican news outlet Jamaica Observer,jamaica,agriculture minister;agriculture ministry,hnmn,Jamaica,18.109581,-77.297508,,,Hnmn,Jamaican news outlet Jamaica Observer,,eng_dgm_agr_mentioner_entities,f4e481dcab2ea7bb346750fd2e4cd8cd,eng_dgm_agr_mentioner_entities__f4e481dcab2ea7bb346750fd2e4cd8cd
jamaicastar,Jamaican news outlet Jamaica Star,jamaica,agriculture minister;agriculture ministry,hnmn,Jamaica,18.109581,-77.297508,,,Hnmn,Jamaican news outlet Jamaica Star,,eng_dgm_agr_mentioner_entities,d9b6d6cc026d62919da700cd041b325e,eng_dgm_agr_mentioner_entities__d9b6d6cc026d62919da700cd041b325e
jisnews,Jamaican news outlet JIS News,jamaica,agriculture minister;agriculture ministry,hnmn,Jamaica,18.109581,-77.297508,,,Hnmn,Jamaican news outlet JIS News,,eng_dgm_agr_mentioner_entities,b1dfd10401aad376d8d6834684c2c961,eng_dgm_agr_mentioner_entities__b1dfd10401aad376d8d6834684c2c961
loopjamaica,Jamaican news outlet Loop Jamaica,jamaica,agriculture minister;agriculture ministry,hnmn,Jamaica,18.109581,-77.297508,,,Hnmn,Jamaican news outlet Loop Jamaica,,eng_dgm_agr_mentioner_entities,cb32c55246a59a7659114e9bd3a5b5b3,eng_dgm_agr_mentioner_entities__cb32c55246a59a7659114e9bd3a5b5b3
jepnews,Jersey news outlet Jersey Evening Post,jersey,agriculture minister;agriculture ministry,hnmn,Jersey,49.2137711,-2.1357662,,,Hnmn,Jersey news outlet Jersey Evening Post,,eng_dgm_agr_mentioner_entities,dfc29b565ee842eaa939bfec00e02a51,eng_dgm_agr_mentioner_entities__dfc29b565ee842eaa939bfec00e02a51
bailiwickxpress,Jersey news outlet Bailiwick Express,jersey,agriculture minister;agriculture ministry,hnmn,Jersey,49.2137711,-2.1357662,,,Hnmn,Jersey news outlet Bailiwick Express,,eng_dgm_agr_mentioner_entities,19d977b627aa43c93824d94cb1cf52b0,eng_dgm_agr_mentioner_entities__19d977b627aa43c93824d94cb1cf52b0
kenyans,Kenyan news outlet Kenyans,kenya,agriculture minister;agriculture ministry,hnmn,Kenya,-0.023559,37.906193,,,Hnmn,Kenyan news outlet Kenyans,,eng_dgm_agr_mentioner_entities,70aa72dc01a3278fd959f318abc74979,eng_dgm_agr_mentioner_entities__70aa72dc01a3278fd959f318abc74979
nairobi_news,Kenyan news outlet Nairobi News,kenya,agriculture minister;agriculture ministry,hnmn,Kenya,-0.023559,37.906193,,,Hnmn,Kenyan news outlet Nairobi News,,eng_dgm_agr_mentioner_entities,403a982c908190fe5e8c7b4e8ab49ab1,eng_dgm_agr_mentioner_entities__403a982c908190fe5e8c7b4e8ab49ab1
standardkenya,Kenyan news outlet The Standard Digital,kenya,agriculture minister;agriculture ministry,hnmn,Kenya,-0.023559,37.906193,,,Hnmn,Kenyan news outlet The Standard Digital,,eng_dgm_agr_mentioner_entities,e09ab76ffa06ddbf9e400c4debb79ce7,eng_dgm_agr_mentioner_entities__e09ab76ffa06ddbf9e400c4debb79ce7
thestarkenya,Kenyan news outlet The Star Kenya,kenya,agriculture minister;agriculture ministry,hnmn,Kenya,-0.023559,37.906193,,,Hnmn,Kenyan news outlet The Star Kenya,,eng_dgm_agr_mentioner_entities,5482256bf397518484fc64547fe10c25,eng_dgm_agr_mentioner_entities__5482256bf397518484fc64547fe10c25
informative_ls,Basotho news outlet Informative News Lesotho,lesotho,agriculture minister;agriculture ministry,hnmn,Lesotho,-29.609988,28.233608,,,Hnmn,Basotho news outlet Informative News Lesotho,,eng_dgm_agr_mentioner_entities,2703f8392a0465c364514f34cd79b3db,eng_dgm_agr_mentioner_entities__2703f8392a0465c364514f34cd79b3db
lestimes,Basotho news outlet Lesotho Times,lesotho,agriculture minister;agriculture ministry,hnmn,Lesotho,-29.609988,28.233608,,,Hnmn,Basotho news outlet Lesotho Times,,eng_dgm_agr_mentioner_entities,a1e0b6f0a9c7ee75c188472db2247506,eng_dgm_agr_mentioner_entities__a1e0b6f0a9c7ee75c188472db2247506
eyelesotho,Basotho news outlet Public Eye Lesotho,lesotho,agriculture minister;agriculture ministry,hnmn,Lesotho,-29.609988,28.233608,,,Hnmn,Basotho news outlet Public Eye Lesotho,,eng_dgm_agr_mentioner_entities,fcb21278e1cc6c2fad410fe9df4eb3ba,eng_dgm_agr_mentioner_entities__fcb21278e1cc6c2fad410fe9df4eb3ba
sundayexpress,Basotho news outlet Sunday Express,lesotho,agriculture minister;agriculture ministry,hnmn,Lesotho,-29.609988,28.233608,,,Hnmn,Basotho news outlet Sunday Express,,eng_dgm_agr_mentioner_entities,9314d48709148f2b3051b4e40563e9af,eng_dgm_agr_mentioner_entities__9314d48709148f2b3051b4e40563e9af
thepostpaper,Basotho news outlet The Post,lesotho,agriculture minister;agriculture ministry,hnmn,Lesotho,-29.609988,28.233608,,,Hnmn,Basotho news outlet The Post,,eng_dgm_agr_mentioner_entities,c21645a665e89ebdab701d3a3138d4fa,eng_dgm_agr_mentioner_entities__c21645a665e89ebdab701d3a3138d4fa
mwnewsagency,Malawian news outlet Malawi News Agency,malawi,agriculture minister;agriculture ministry,hnmn,Malawi,-13.254308,34.301525,,,Hnmn,Malawian news outlet Malawi News Agency,,eng_dgm_agr_mentioner_entities,3548c196d2087bc0e4770bd832727352,eng_dgm_agr_mentioner_entities__3548c196d2087bc0e4770bd832727352
mbcnewslive,Malawian news outlet MBC Malawi,malawi,agriculture minister;agriculture ministry,hnmn,Malawi,-13.254308,34.301525,,,Hnmn,Malawian news outlet MBC Malawi,,eng_dgm_agr_mentioner_entities,15c5df47eb2a9dff6c19ac39099e2b22,eng_dgm_agr_mentioner_entities__15c5df47eb2a9dff6c19ac39099e2b22
nationonlinemw,Malawian news outlet The Nation,malawi,agriculture minister;agriculture ministry,hnmn,Malawi,-13.254308,34.301525,,,Hnmn,Malawian news outlet The Nation,,eng_dgm_agr_mentioner_entities,a1132a044ea08e49e8f09dfcc9202d2a,eng_dgm_agr_mentioner_entities__a1132a044ea08e49e8f09dfcc9202d2a
nyasatimess,Malawian news outlet Nyasa Times,malawi,agriculture minister;agriculture ministry,hnmn,Malawi,-13.254308,34.301525,,,Hnmn,Malawian news outlet Nyasa Times,,eng_dgm_agr_mentioner_entities,32aa6e5842c6539bb0c6577ec228cea4,eng_dgm_agr_mentioner_entities__32aa6e5842c6539bb0c6577ec228cea4
times360malawi,Malawian news outlet Times 360 Malawi,malawi,agriculture minister;agriculture ministry,hnmn,Malawi,-13.254308,34.301525,,,Hnmn,Malawian news outlet Times 360 Malawi,,eng_dgm_agr_mentioner_entities,98ee7f5759d85bd27e016220f1bbb3ee,eng_dgm_agr_mentioner_entities__98ee7f5759d85bd27e016220f1bbb3ee
lovinmalta,Maltese news outlet Lovin Malta,malta,agriculture minister;agriculture ministry,hnmn,Malta,35.937496,14.375416,,,Hnmn,Maltese news outlet Lovin Malta,,eng_dgm_agr_mentioner_entities,747ced682eea3926af5a750cba1ac57a,eng_dgm_agr_mentioner_entities__747ced682eea3926af5a750cba1ac57a
maltatoday,Maltese news outlet MaltaToday,malta,agriculture minister;agriculture ministry,hnmn,Malta,35.937496,14.375416,,,Hnmn,Maltese news outlet MaltaToday,,eng_dgm_agr_mentioner_entities,660b2588dfde43f078d45d3ca47d1d27,eng_dgm_agr_mentioner_entities__660b2588dfde43f078d45d3ca47d1d27
one_news_malta,Maltese news outlet ONE News,malta,agriculture minister;agriculture ministry,hnmn,Malta,35.937496,14.375416,,,Hnmn,Maltese news outlet ONE News,,eng_dgm_agr_mentioner_entities,8e72996289ef997266e907c62004a035,eng_dgm_agr_mentioner_entities__8e72996289ef997266e907c62004a035
independentmlt,Maltese news outlet The Malta Independent,malta,agriculture minister;agriculture ministry,hnmn,Malta,35.937496,14.375416,,,Hnmn,Maltese news outlet The Malta Independent,,eng_dgm_agr_mentioner_entities,25752537d00aa368104402fbd78a5e36,eng_dgm_agr_mentioner_entities__25752537d00aa368104402fbd78a5e36
thetimesofmalta,Maltese news outlet Times of Malta,malta,agriculture minister;agriculture ministry,hnmn,Malta,35.937496,14.375416,,,Hnmn,Maltese news outlet Times of Malta,,eng_dgm_agr_mentioner_entities,2ac6026210cda074ef7a70545ebb6e05,eng_dgm_agr_mentioner_entities__2ac6026210cda074ef7a70545ebb6e05
lexpressmaurice,Mauritian news outlet L'Express,mauritius,agriculture minister;agriculture ministry,hnmn,Mauritius,-20.348404,57.552152,,,Hnmn,Mauritian news outlet L'Express,,eng_dgm_agr_mentioner_entities,7f13956bb4234aee6844ebc1a423846a,eng_dgm_agr_mentioner_entities__7f13956bb4234aee6844ebc1a423846a
defimediainfo,Mauritian news outlet Le Défi Media,mauritius,agriculture minister;agriculture ministry,hnmn,Mauritius,-20.348404,57.552152,,,Hnmn,Mauritian news outlet Le Défi Media,,eng_dgm_agr_mentioner_entities,1b59c013f1ce7df7c6ad4931be11a27e,eng_dgm_agr_mentioner_entities__1b59c013f1ce7df7c6ad4931be11a27e
lemauricien_com,Mauritian news outlet Le Mauricien,mauritius,agriculture minister;agriculture ministry,hnmn,Mauritius,-20.348404,57.552152,,,Hnmn,Mauritian news outlet Le Mauricien,,eng_dgm_agr_mentioner_entities,00c414f77f2f351b3093b9a8e6a7b8af,eng_dgm_agr_mentioner_entities__00c414f77f2f351b3093b9a8e6a7b8af
mauritius_times,Mauritian news outlet Mauritius Times,mauritius,agriculture minister;agriculture ministry,hnmn,Mauritius,-20.348404,57.552152,,,Hnmn,Mauritian news outlet Mauritius Times,,eng_dgm_agr_mentioner_entities,77f2794bc2ee68f38052b3dc0e321e60,eng_dgm_agr_mentioner_entities__77f2794bc2ee68f38052b3dc0e321e60
mbcmaurice,Mauritian news outlet MBC Maurice,mauritius,agriculture minister;agriculture ministry,hnmn,Mauritius,-20.348404,57.552152,,,Hnmn,Mauritian news outlet MBC Maurice,,eng_dgm_agr_mentioner_entities,494bb5a4a0e194e7529ce8a00c29b111,eng_dgm_agr_mentioner_entities__494bb5a4a0e194e7529ce8a00c29b111
mratreporter,Montserratian news outlet Montserrat Reporter,montserrat,agriculture minister;agriculture ministry,hnmn,Montserrat,16.742498,-62.187366,,,Hnmn,Montserratian news outlet Montserrat Reporter,,eng_dgm_agr_mentioner_entities,8b03b156d957c000d86fc4d0375b02f5,eng_dgm_agr_mentioner_entities__8b03b156d957c000d86fc4d0375b02f5
aznachrichten,Namibian news outlet Allgemeine Zeitung,namibia,agriculture minister;agriculture ministry,hnmn,Namibia,-22.95764,18.49041,,,Hnmn,Namibian news outlet Allgemeine Zeitung,,eng_dgm_agr_mentioner_entities,81df681b41d0d8fc325feb2911349f9d,eng_dgm_agr_mentioner_entities__81df681b41d0d8fc325feb2911349f9d
namibiansun,Namibian news outlet Namibian Sun,namibia,agriculture minister;agriculture ministry,hnmn,Namibia,-22.95764,18.49041,,,Hnmn,Namibian news outlet Namibian Sun,,eng_dgm_agr_mentioner_entities,7315d5f6b9a312bf58fa78a7120f60fc,eng_dgm_agr_mentioner_entities__7315d5f6b9a312bf58fa78a7120f60fc
newsonnbc,Namibian news outlet Namibian Broadcasting Corporation,namibia,agriculture minister;agriculture ministry,hnmn,Namibia,-22.95764,18.49041,,,Hnmn,Namibian news outlet Namibian Broadcasting Corporation,,eng_dgm_agr_mentioner_entities,97f63158d008f9e6826b5fa0e79147a3,eng_dgm_agr_mentioner_entities__97f63158d008f9e6826b5fa0e79147a3
republikein_na,Namibian news outlet Republikein,namibia,agriculture minister;agriculture ministry,hnmn,Namibia,-22.95764,18.49041,,,Hnmn,Namibian news outlet Republikein,,eng_dgm_agr_mentioner_entities,c08fdc98b73b7a2349aa6c7a7fd468da,eng_dgm_agr_mentioner_entities__c08fdc98b73b7a2349aa6c7a7fd468da
thenamibian,Namibian news outlet The Namibian,namibia,agriculture minister;agriculture ministry,hnmn,Namibia,-22.95764,18.49041,,,Hnmn,Namibian news outlet The Namibian,,eng_dgm_agr_mentioner_entities,eb12de7b6bb90a1cf2acb674ea5b444f,eng_dgm_agr_mentioner_entities__eb12de7b6bb90a1cf2acb674ea5b444f
nzherald,New Zealandic news outlet New Zealand Herald,new zealand,agriculture minister;agriculture ministry,hnmn,New Zealand,-40.900557,174.885971,,,Hnmn,New Zealandic news outlet New Zealand Herald,,eng_dgm_agr_mentioner_entities,620cd0dc3aeca884bd85688e50588d20,eng_dgm_agr_mentioner_entities__620cd0dc3aeca884bd85688e50588d20
radionz,New Zealandic news outlet Radio New Zealand,new zealand,agriculture minister;agriculture ministry,hnmn,New Zealand,-40.900557,174.885971,,,Hnmn,New Zealandic news outlet Radio New Zealand,,eng_dgm_agr_mentioner_entities,f13ac0b8587bf80521a67367b268b33a,eng_dgm_agr_mentioner_entities__f13ac0b8587bf80521a67367b268b33a
pressnewsroom,New Zealandic news outlet The Press Newsroom,new zealand,agriculture minister;agriculture ministry,hnmn,New Zealand,-40.900557,174.885971,,,Hnmn,New Zealandic news outlet The Press Newsroom,,eng_dgm_agr_mentioner_entities,b95fbac4b07a366a5720d97f6b300918,eng_dgm_agr_mentioner_entities__b95fbac4b07a366a5720d97f6b300918
waikatotimes,New Zealandic news outlet Waikato Times,new zealand,agriculture minister;agriculture ministry,hnmn,New Zealand,-40.900557,174.885971,,,Hnmn,New Zealandic news outlet Waikato Times,,eng_dgm_agr_mentioner_entities,edee4d584ff8c9c9321495376ea8f6e6,eng_dgm_agr_mentioner_entities__edee4d584ff8c9c9321495376ea8f6e6
daily_trust,Nigerian news outlet Daily Trust,nigeria,agriculture minister;agriculture ministry,hnmn,Nigeria,9.081999,8.675277,,,Hnmn,Nigerian news outlet Daily Trust,,eng_dgm_agr_mentioner_entities,e5ed4da05f105a58069bb1f0fc7ad76f,eng_dgm_agr_mentioner_entities__e5ed4da05f105a58069bb1f0fc7ad76f
mobilepunch,Nigerian news outlet Punch,nigeria,agriculture minister;agriculture ministry,hnmn,Nigeria,9.081999,8.675277,,,Hnmn,Nigerian news outlet Punch,,eng_dgm_agr_mentioner_entities,58db9ad0f5677611db0169f15abf53aa,eng_dgm_agr_mentioner_entities__58db9ad0f5677611db0169f15abf53aa
