keyword,caption_name,threshold,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
751 kilogramos,751 kg,general.alert2,Consulates,751 kg,,dgm_latamnarcoticsweight,8e52fa8e29c1d36d0f1e402a147e3aca,dgm_latamnarcoticsweight__8e52fa8e29c1d36d0f1e402a147e3aca
752 kilogramos,752 kg,general.alert2,space,752 kg,,dgm_latamnarcoticsweight,e5169077cdfc28cbce04209687863e47,dgm_latamnarcoticsweight__e5169077cdfc28cbce04209687863e47
753 kilogramos,753 kg,general.alert2,Keyphrase,753 kg,,dgm_latamnarcoticsweight,8ba791fa9912b251ba7b903921b8a9df,dgm_latamnarcoticsweight__8ba791fa9912b251ba7b903921b8a9df
754 kilogramos,754 kg,general.alert2,Shipping,754 kg,,dgm_latamnarcoticsweight,e4fa7278d9de3c786b8353c38a44ff09,dgm_latamnarcoticsweight__e4fa7278d9de3c786b8353c38a44ff09
755 kilogramos,755 kg,general.alert2,ForeignMinistry,755 kg,,dgm_latamnarcoticsweight,7f18b2231566b1facfa1c7b98d7969be,dgm_latamnarcoticsweight__7f18b2231566b1facfa1c7b98d7969be
756 kilogramos,756 kg,general.alert2,ForeignMinistry,756 kg,,dgm_latamnarcoticsweight,ee95523c6230b6ad36ad0f109227f9c7,dgm_latamnarcoticsweight__ee95523c6230b6ad36ad0f109227f9c7
757 kilogramos,757 kg,general.alert2,Legislator,757 kg,,dgm_latamnarcoticsweight,b2299950018444931dd76583cc1cbc5b,dgm_latamnarcoticsweight__b2299950018444931dd76583cc1cbc5b
758 kilogramos,758 kg,general.alert2,Organization,758 kg,,dgm_latamnarcoticsweight,c687437b8a6fe3247893014bb88794d8,dgm_latamnarcoticsweight__c687437b8a6fe3247893014bb88794d8
759 kilogramos,759 kg,general.alert2,Keyphrase,759 kg,,dgm_latamnarcoticsweight,953ede43e90b3ec2c2c9480ae24adce0,dgm_latamnarcoticsweight__953ede43e90b3ec2c2c9480ae24adce0
760 kilogramos,760 kg,general.alert2,IndustryTerm,760 kg,,dgm_latamnarcoticsweight,42d4f0354f9ff753e26798c2ac97562d,dgm_latamnarcoticsweight__42d4f0354f9ff753e26798c2ac97562d
761 kilogramos,761 kg,general.alert2,ForeignMinister,761 kg,,dgm_latamnarcoticsweight,b5baf082b1f8b13879d9c5c96bda7e25,dgm_latamnarcoticsweight__b5baf082b1f8b13879d9c5c96bda7e25
762 kilogramos,762 kg,general.alert2,Organization,762 kg,,dgm_latamnarcoticsweight,b516935c186e02a44ad12ea2c871ea79,dgm_latamnarcoticsweight__b516935c186e02a44ad12ea2c871ea79
763 kilogramos,763 kg,general.alert2,Legislator,763 kg,,dgm_latamnarcoticsweight,d3b96ffec5f708101c2bdbcfcc3b3028,dgm_latamnarcoticsweight__d3b96ffec5f708101c2bdbcfcc3b3028
764 kilogramos,764 kg,general.alert2,Diplomat,764 kg,,dgm_latamnarcoticsweight,6da13df0346d57b4b6cafbced1368d7c,dgm_latamnarcoticsweight__6da13df0346d57b4b6cafbced1368d7c
765 kilogramos,765 kg,general.alert2,Wells,765 kg,,dgm_latamnarcoticsweight,39e5929a883c2149e1d455d6372a2ffb,dgm_latamnarcoticsweight__39e5929a883c2149e1d455d6372a2ffb
766 kilogramos,766 kg,general.alert2,Media,766 kg,,dgm_latamnarcoticsweight,43fe195c06aab5c8d260da1151b099d5,dgm_latamnarcoticsweight__43fe195c06aab5c8d260da1151b099d5
767 kilogramos,767 kg,general.alert2,Shipping,767 kg,,dgm_latamnarcoticsweight,178ac6d9dd95d386d3de843f0a4da672,dgm_latamnarcoticsweight__178ac6d9dd95d386d3de843f0a4da672
768 kilogramos,768 kg,general.alert2,Media,768 kg,,dgm_latamnarcoticsweight,4e26225103bd8f59a4d5b1fc7dce481d,dgm_latamnarcoticsweight__4e26225103bd8f59a4d5b1fc7dce481d
769 kilogramos,769 kg,general.alert2,Refinery,769 kg,,dgm_latamnarcoticsweight,57efb48fc25d0de44a221c7b0bec93b3,dgm_latamnarcoticsweight__57efb48fc25d0de44a221c7b0bec93b3
770 kilogramos,770 kg,general.alert2,Exec,770 kg,,dgm_latamnarcoticsweight,c9d0b6328a33dd1530087143c06560c1,dgm_latamnarcoticsweight__c9d0b6328a33dd1530087143c06560c1
771 kilogramos,771 kg,general.alert2,Wells,771 kg,,dgm_latamnarcoticsweight,529458d3a3cabc59d36a4ee15701e1b8,dgm_latamnarcoticsweight__529458d3a3cabc59d36a4ee15701e1b8
772 kilogramos,772 kg,general.alert2,Organization,772 kg,,dgm_latamnarcoticsweight,f996f4c9285652603de4e9e89f83633a,dgm_latamnarcoticsweight__f996f4c9285652603de4e9e89f83633a
773 kilogramos,773 kg,general.alert2,Organization,773 kg,,dgm_latamnarcoticsweight,2cde59c4d4f6bcf66377fc839ec8da1b,dgm_latamnarcoticsweight__2cde59c4d4f6bcf66377fc839ec8da1b
774 kilogramos,774 kg,general.alert2,Consulates,774 kg,,dgm_latamnarcoticsweight,972ff28090865f4dc2d02fffc7d25a3b,dgm_latamnarcoticsweight__972ff28090865f4dc2d02fffc7d25a3b
775 kilogramos,775 kg,general.alert2,Pipeline,775 kg,,dgm_latamnarcoticsweight,90dcac78cc92ca8a73d120c57c5d1bae,dgm_latamnarcoticsweight__90dcac78cc92ca8a73d120c57c5d1bae
776 kilogramos,776 kg,general.alert2,News,776 kg,,dgm_latamnarcoticsweight,d50da8ca55597fc5e3fffd6801383fc3,dgm_latamnarcoticsweight__d50da8ca55597fc5e3fffd6801383fc3
777 kilogramos,777 kg,general.alert2,Pipeline,777 kg,,dgm_latamnarcoticsweight,cbfc88750d351e94f77e809df45dfc6a,dgm_latamnarcoticsweight__cbfc88750d351e94f77e809df45dfc6a
778 kilogramos,778 kg,general.alert2,Shipping,778 kg,,dgm_latamnarcoticsweight,78291d018e17ad9ea6ad4f4b99ea1a4c,dgm_latamnarcoticsweight__78291d018e17ad9ea6ad4f4b99ea1a4c
779 kilogramos,779 kg,general.alert2,Exec,779 kg,,dgm_latamnarcoticsweight,1e0536e0cd3b26bd2d728db4c5a5a4b6,dgm_latamnarcoticsweight__1e0536e0cd3b26bd2d728db4c5a5a4b6
780 kilogramos,780 kg,general.alert2,ForeignMinister,780 kg,,dgm_latamnarcoticsweight,82fb89590bbe2c99c1d2e236d9117845,dgm_latamnarcoticsweight__82fb89590bbe2c99c1d2e236d9117845
781 kilogramos,781 kg,general.alert2,AAEntity,781 kg,,dgm_latamnarcoticsweight,a3fa5da3525679be407ed203104ea877,dgm_latamnarcoticsweight__a3fa5da3525679be407ed203104ea877
782 kilogramos,782 kg,general.alert2,Organization,782 kg,,dgm_latamnarcoticsweight,7070f7c335a41b942bfd6a7244761963,dgm_latamnarcoticsweight__7070f7c335a41b942bfd6a7244761963
783 kilogramos,783 kg,general.alert2,CompanyKeyword,783 kg,,dgm_latamnarcoticsweight,2509c8bf3686a1d2a06159b872c12383,dgm_latamnarcoticsweight__2509c8bf3686a1d2a06159b872c12383
784 kilogramos,784 kg,general.alert2,Media,784 kg,,dgm_latamnarcoticsweight,e4c8a2dff6a0cac39e981f5b90d1ba31,dgm_latamnarcoticsweight__e4c8a2dff6a0cac39e981f5b90d1ba31
785 kilogramos,785 kg,general.alert2,Person,785 kg,,dgm_latamnarcoticsweight,3af992402ef13e40852ca57484c41b96,dgm_latamnarcoticsweight__3af992402ef13e40852ca57484c41b96
786 kilogramos,786 kg,general.alert2,ForeignMinister,786 kg,,dgm_latamnarcoticsweight,5548a81852708680110ef0c03c8edafa,dgm_latamnarcoticsweight__5548a81852708680110ef0c03c8edafa
787 kilogramos,787 kg,general.alert2,Keyphrase,787 kg,,dgm_latamnarcoticsweight,f2c9842378858fbb6486e6af14bdbfd5,dgm_latamnarcoticsweight__f2c9842378858fbb6486e6af14bdbfd5
788 kilogramos,788 kg,general.alert2,Legislator,788 kg,,dgm_latamnarcoticsweight,bdc9acb33a7c33cfc7806fed98a0d5ce,dgm_latamnarcoticsweight__bdc9acb33a7c33cfc7806fed98a0d5ce
789 kilogramos,789 kg,general.alert2,DiplomaticFacilities,789 kg,,dgm_latamnarcoticsweight,98e49a66d4572ddd88ce7e0f2d06e698,dgm_latamnarcoticsweight__98e49a66d4572ddd88ce7e0f2d06e698
790 kilogramos,790 kg,general.alert2,IndustryTerm,790 kg,,dgm_latamnarcoticsweight,cb41f98ba5cad78f64ba62d331827381,dgm_latamnarcoticsweight__cb41f98ba5cad78f64ba62d331827381
791 kilogramos,791 kg,general.alert2,ForeignMinistry,791 kg,,dgm_latamnarcoticsweight,5023cb98423a3567c6941673d1999f86,dgm_latamnarcoticsweight__5023cb98423a3567c6941673d1999f86
792 kilogramos,792 kg,general.alert2,Media,792 kg,,dgm_latamnarcoticsweight,2a81e1fe9fc92cc84c96b6c473304eb6,dgm_latamnarcoticsweight__2a81e1fe9fc92cc84c96b6c473304eb6
793 kilogramos,793 kg,general.alert2,DiplomaticFacilities,793 kg,,dgm_latamnarcoticsweight,d0af7fa344275ef9af2680532828ddec,dgm_latamnarcoticsweight__d0af7fa344275ef9af2680532828ddec
794 kilogramos,794 kg,general.alert2,News,794 kg,,dgm_latamnarcoticsweight,cb527a2819fc8865cc302ea2bdb741c4,dgm_latamnarcoticsweight__cb527a2819fc8865cc302ea2bdb741c4
795 kilogramos,795 kg,general.alert2,Person,795 kg,,dgm_latamnarcoticsweight,c7dca01e9f3841b91e181bda5bd4b909,dgm_latamnarcoticsweight__c7dca01e9f3841b91e181bda5bd4b909
796 kilogramos,796 kg,general.alert2,Refinery,796 kg,,dgm_latamnarcoticsweight,0cef12e2361120da8a9a0cef764e231e,dgm_latamnarcoticsweight__0cef12e2361120da8a9a0cef764e231e
797 kilogramos,797 kg,general.alert2,Consulates,797 kg,,dgm_latamnarcoticsweight,0310b49b9f6ba9fc47ea3f69052f8b9e,dgm_latamnarcoticsweight__0310b49b9f6ba9fc47ea3f69052f8b9e
798 kilogramos,798 kg,general.alert2,ForeignMinistry,798 kg,,dgm_latamnarcoticsweight,dc8a3ec40bf4b7053bbeb4e54ffede2b,dgm_latamnarcoticsweight__dc8a3ec40bf4b7053bbeb4e54ffede2b
799 kilogramos,799 kg,general.alert2,Pipeline,799 kg,,dgm_latamnarcoticsweight,743b50a74ab620267846384507cd30c6,dgm_latamnarcoticsweight__743b50a74ab620267846384507cd30c6
800 kilogramos,800 kg,general.alert2,CompanyKeyword,800 kg,,dgm_latamnarcoticsweight,d861029aa85845c7fe616da0849db733,dgm_latamnarcoticsweight__d861029aa85845c7fe616da0849db733
801 kilogramos,801 kg,general.alert2,News,801 kg,,dgm_latamnarcoticsweight,1596c0ec7fe73c17ca2c48b114903d69,dgm_latamnarcoticsweight__1596c0ec7fe73c17ca2c48b114903d69
802 kilogramos,802 kg,general.alert2,FTO,802 kg,,dgm_latamnarcoticsweight,d5f97e66debf7f8ca3bc79cc3fe28408,dgm_latamnarcoticsweight__d5f97e66debf7f8ca3bc79cc3fe28408
803 kilogramos,803 kg,general.alert2,Media,803 kg,,dgm_latamnarcoticsweight,3fee0d063555c76c2efb5ad0f126036d,dgm_latamnarcoticsweight__3fee0d063555c76c2efb5ad0f126036d
804 kilogramos,804 kg,general.alert2,Legislator,804 kg,,dgm_latamnarcoticsweight,2cc2fd612d18d4e278367293a47f4014,dgm_latamnarcoticsweight__2cc2fd612d18d4e278367293a47f4014
805 kilogramos,805 kg,general.alert2,ForeignMinister,805 kg,,dgm_latamnarcoticsweight,84bd2c2c6dd5993bb989f2485661edf1,dgm_latamnarcoticsweight__84bd2c2c6dd5993bb989f2485661edf1
806 kilogramos,806 kg,general.alert2,ForeignMinistry,806 kg,,dgm_latamnarcoticsweight,59819df45d12ba6e4ae9db33080cdde9,dgm_latamnarcoticsweight__59819df45d12ba6e4ae9db33080cdde9
807 kilogramos,807 kg,general.alert2,ForeignMinister,807 kg,,dgm_latamnarcoticsweight,000ebed3a17cd6ab28e064e013910943,dgm_latamnarcoticsweight__000ebed3a17cd6ab28e064e013910943
808 kilogramos,808 kg,general.alert2,LegislativeCommittee,808 kg,,dgm_latamnarcoticsweight,faaf3713ec0e331cd3885bb96880f505,dgm_latamnarcoticsweight__faaf3713ec0e331cd3885bb96880f505
809 kilogramos,809 kg,general.alert2,Keyphrase,809 kg,,dgm_latamnarcoticsweight,82ac1a76af45ffbca61c6bc45afa30d7,dgm_latamnarcoticsweight__82ac1a76af45ffbca61c6bc45afa30d7
810 kilogramos,810 kg,general.alert2,DiplomaticFacilities,810 kg,,dgm_latamnarcoticsweight,192ad68adff7a7adf0adad170857ba48,dgm_latamnarcoticsweight__192ad68adff7a7adf0adad170857ba48
811 kilogramos,811 kg,general.alert2,space,811 kg,,dgm_latamnarcoticsweight,2598f5f2ba700683523a04a7f41d634a,dgm_latamnarcoticsweight__2598f5f2ba700683523a04a7f41d634a
812 kilogramos,812 kg,general.alert2,Shipping,812 kg,,dgm_latamnarcoticsweight,dca8665834acd2eb52e1e9fe57fc0d30,dgm_latamnarcoticsweight__dca8665834acd2eb52e1e9fe57fc0d30
813 kilogramos,813 kg,general.alert2,FTO,813 kg,,dgm_latamnarcoticsweight,ccf676697db8a43cb32dc42f0d40cbb1,dgm_latamnarcoticsweight__ccf676697db8a43cb32dc42f0d40cbb1
814 kilogramos,814 kg,general.alert2,Shipping,814 kg,,dgm_latamnarcoticsweight,7afc9de7bec41e0b03312c9b8bad6d83,dgm_latamnarcoticsweight__7afc9de7bec41e0b03312c9b8bad6d83
815 kilogramos,815 kg,general.alert2,Pipeline,815 kg,,dgm_latamnarcoticsweight,bbcb28b18af091eda9fb36ff292ee9ad,dgm_latamnarcoticsweight__bbcb28b18af091eda9fb36ff292ee9ad
816 kilogramos,816 kg,general.alert2,Legislator,816 kg,,dgm_latamnarcoticsweight,ebe7170696c92036d4c34784848aa783,dgm_latamnarcoticsweight__ebe7170696c92036d4c34784848aa783
817 kilogramos,817 kg,general.alert2,Media,817 kg,,dgm_latamnarcoticsweight,4213e2e3ddc9010f1b7f17e73ce64d66,dgm_latamnarcoticsweight__4213e2e3ddc9010f1b7f17e73ce64d66
818 kilogramos,818 kg,general.alert2,space,818 kg,,dgm_latamnarcoticsweight,86f8d038361e6185804b9388d21bf118,dgm_latamnarcoticsweight__86f8d038361e6185804b9388d21bf118
819 kilogramos,819 kg,general.alert2,Diplomat,819 kg,,dgm_latamnarcoticsweight,1c32ac7ad9eaecc745fa331f519365b8,dgm_latamnarcoticsweight__1c32ac7ad9eaecc745fa331f519365b8
820 kilogramos,820 kg,general.alert2,Organization,820 kg,,dgm_latamnarcoticsweight,9f0da77865a2c463bdbf28d613629c20,dgm_latamnarcoticsweight__9f0da77865a2c463bdbf28d613629c20
821 kilogramos,821 kg,general.alert2,CompanyKeyword,821 kg,,dgm_latamnarcoticsweight,8e6a607d9723e5c41171fc374229bde3,dgm_latamnarcoticsweight__8e6a607d9723e5c41171fc374229bde3
822 kilogramos,822 kg,general.alert2,ForeignMinister,822 kg,,dgm_latamnarcoticsweight,260a813ada25af8a58ecc3325ac9deac,dgm_latamnarcoticsweight__260a813ada25af8a58ecc3325ac9deac
823 kilogramos,823 kg,general.alert2,Keyphrase,823 kg,,dgm_latamnarcoticsweight,a1cfd855871370c99fe6b19362c43b80,dgm_latamnarcoticsweight__a1cfd855871370c99fe6b19362c43b80
824 kilogramos,824 kg,general.alert2,CompanyKeyword,824 kg,,dgm_latamnarcoticsweight,7278ea3a71d2d7fa991fe02cf29dfe37,dgm_latamnarcoticsweight__7278ea3a71d2d7fa991fe02cf29dfe37
825 kilogramos,825 kg,general.alert2,News,825 kg,,dgm_latamnarcoticsweight,b860879351d20b2ade43bfe6c6c18417,dgm_latamnarcoticsweight__b860879351d20b2ade43bfe6c6c18417
826 kilogramos,826 kg,general.alert2,Media,826 kg,,dgm_latamnarcoticsweight,a3f840d89adf22732b146e323ba5de10,dgm_latamnarcoticsweight__a3f840d89adf22732b146e323ba5de10
827 kilogramos,827 kg,general.alert2,LegislativeCommittee,827 kg,,dgm_latamnarcoticsweight,4d5d6e77e1fd73a575a643c306c28f79,dgm_latamnarcoticsweight__4d5d6e77e1fd73a575a643c306c28f79
828 kilogramos,828 kg,general.alert2,ForeignMinister,828 kg,,dgm_latamnarcoticsweight,d8b0859eb85560932a3972591278a502,dgm_latamnarcoticsweight__d8b0859eb85560932a3972591278a502
829 kilogramos,829 kg,general.alert2,Wells,829 kg,,dgm_latamnarcoticsweight,a2b8a277d81c3548387dbbfd63b1758d,dgm_latamnarcoticsweight__a2b8a277d81c3548387dbbfd63b1758d
830 kilogramos,830 kg,general.alert2,Diplomat,830 kg,,dgm_latamnarcoticsweight,01dadca79ac0aa6fc7baf7cff1b72ea3,dgm_latamnarcoticsweight__01dadca79ac0aa6fc7baf7cff1b72ea3
831 kilogramos,831 kg,general.alert2,Consulates,831 kg,,dgm_latamnarcoticsweight,6175d740a29c2b171c570069249dfdf6,dgm_latamnarcoticsweight__6175d740a29c2b171c570069249dfdf6
832 kilogramos,832 kg,general.alert2,Exec,832 kg,,dgm_latamnarcoticsweight,69ab0c8af0a52a960a11b8178c6af7a7,dgm_latamnarcoticsweight__69ab0c8af0a52a960a11b8178c6af7a7
833 kilogramos,833 kg,general.alert2,ForeignMinistry,833 kg,,dgm_latamnarcoticsweight,ce210f1f5239e779bf1610bc2548a402,dgm_latamnarcoticsweight__ce210f1f5239e779bf1610bc2548a402
834 kilogramos,834 kg,general.alert2,DiplomaticFacilities,834 kg,,dgm_latamnarcoticsweight,58d97a29c955970aa5309c5df8a7135e,dgm_latamnarcoticsweight__58d97a29c955970aa5309c5df8a7135e
835 kilogramos,835 kg,general.alert2,IndustryTerm,835 kg,,dgm_latamnarcoticsweight,43a0eb5ec4d12a509eee7daed0199913,dgm_latamnarcoticsweight__43a0eb5ec4d12a509eee7daed0199913
836 kilogramos,836 kg,general.alert2,FTO,836 kg,,dgm_latamnarcoticsweight,3a8a08c531d0e7f4e6d898e53d98225d,dgm_latamnarcoticsweight__3a8a08c531d0e7f4e6d898e53d98225d
837 kilogramos,837 kg,general.alert2,Pipeline,837 kg,,dgm_latamnarcoticsweight,a5e6b056ddf70e2bdd11578a64da4d89,dgm_latamnarcoticsweight__a5e6b056ddf70e2bdd11578a64da4d89
838 kilogramos,838 kg,general.alert2,ForeignMinistry,838 kg,,dgm_latamnarcoticsweight,9547c42930ca05a75b892b6650c3bc87,dgm_latamnarcoticsweight__9547c42930ca05a75b892b6650c3bc87
839 kilogramos,839 kg,general.alert2,Shipping,839 kg,,dgm_latamnarcoticsweight,5e8530dbe6b2b6adbe9f7fcdd679b6a8,dgm_latamnarcoticsweight__5e8530dbe6b2b6adbe9f7fcdd679b6a8
840 kilogramos,840 kg,general.alert2,Organization,840 kg,,dgm_latamnarcoticsweight,4a272c9444617f44295807b091fbddd2,dgm_latamnarcoticsweight__4a272c9444617f44295807b091fbddd2
841 kilogramos,841 kg,general.alert2,News,841 kg,,dgm_latamnarcoticsweight,33eb83535d442764e1ee0df0fe2c03f5,dgm_latamnarcoticsweight__33eb83535d442764e1ee0df0fe2c03f5
842 kilogramos,842 kg,general.alert2,AAEntity,842 kg,,dgm_latamnarcoticsweight,110e0ad34c92819493714c55c53df66c,dgm_latamnarcoticsweight__110e0ad34c92819493714c55c53df66c
843 kilogramos,843 kg,general.alert2,CompanyKeyword,843 kg,,dgm_latamnarcoticsweight,3a9206c104af1d89989a611c594c7a33,dgm_latamnarcoticsweight__3a9206c104af1d89989a611c594c7a33
844 kilogramos,844 kg,general.alert2,space,844 kg,,dgm_latamnarcoticsweight,f45adb45f196c2e422d5ab5f8b190429,dgm_latamnarcoticsweight__f45adb45f196c2e422d5ab5f8b190429
845 kilogramos,845 kg,general.alert2,Diplomat,845 kg,,dgm_latamnarcoticsweight,d8a96601850b7bb267dcdbc8d424aaff,dgm_latamnarcoticsweight__d8a96601850b7bb267dcdbc8d424aaff
846 kilogramos,846 kg,general.alert2,Person,846 kg,,dgm_latamnarcoticsweight,99ff919de11c88cbe2ae36656f467cb4,dgm_latamnarcoticsweight__99ff919de11c88cbe2ae36656f467cb4
847 kilogramos,847 kg,general.alert2,Diplomat,847 kg,,dgm_latamnarcoticsweight,6426481fda178fef39fbb24ea1ac5456,dgm_latamnarcoticsweight__6426481fda178fef39fbb24ea1ac5456
848 kilogramos,848 kg,general.alert2,Diplomat,848 kg,,dgm_latamnarcoticsweight,90e9a078d5d2ffd0bd710ffd5ffa2616,dgm_latamnarcoticsweight__90e9a078d5d2ffd0bd710ffd5ffa2616
849 kilogramos,849 kg,general.alert2,CompanyKeyword,849 kg,,dgm_latamnarcoticsweight,af723a2178e6735e9bd41dc1557ef8e7,dgm_latamnarcoticsweight__af723a2178e6735e9bd41dc1557ef8e7
850 kilogramos,850 kg,general.alert2,LegislativeCommittee,850 kg,,dgm_latamnarcoticsweight,1458fb834e87e22c2f6e36bcff7416ac,dgm_latamnarcoticsweight__1458fb834e87e22c2f6e36bcff7416ac
851 kilogramos,851 kg,general.alert2,Consulates,851 kg,,dgm_latamnarcoticsweight,b6e3544d47c3c4262c7a6bb3e0ba8530,dgm_latamnarcoticsweight__b6e3544d47c3c4262c7a6bb3e0ba8530
852 kilogramos,852 kg,general.alert2,Person,852 kg,,dgm_latamnarcoticsweight,c6f81132980d67658e02b3ac8dde4f02,dgm_latamnarcoticsweight__c6f81132980d67658e02b3ac8dde4f02
853 kilogramos,853 kg,general.alert2,IndustryTerm,853 kg,,dgm_latamnarcoticsweight,97c194bbfba86723743852c1be0691e8,dgm_latamnarcoticsweight__97c194bbfba86723743852c1be0691e8
854 kilogramos,854 kg,general.alert2,Wells,854 kg,,dgm_latamnarcoticsweight,a0e39334eb421bcb8101ed7f5cd5beb6,dgm_latamnarcoticsweight__a0e39334eb421bcb8101ed7f5cd5beb6
855 kilogramos,855 kg,general.alert2,AAEntity,855 kg,,dgm_latamnarcoticsweight,246f1f7d6bf977f738fd11a4936de168,dgm_latamnarcoticsweight__246f1f7d6bf977f738fd11a4936de168
856 kilogramos,856 kg,general.alert2,CompanyKeyword,856 kg,,dgm_latamnarcoticsweight,c9904c38cf2cef402103d70b4f072396,dgm_latamnarcoticsweight__c9904c38cf2cef402103d70b4f072396
857 kilogramos,857 kg,general.alert2,Keyphrase,857 kg,,dgm_latamnarcoticsweight,5b0b88e109f154a396cbe64686cc050d,dgm_latamnarcoticsweight__5b0b88e109f154a396cbe64686cc050d
858 kilogramos,858 kg,general.alert2,Diplomat,858 kg,,dgm_latamnarcoticsweight,b12a7b55f66f6a8ea1f7cf5727af24ee,dgm_latamnarcoticsweight__b12a7b55f66f6a8ea1f7cf5727af24ee
859 kilogramos,859 kg,general.alert2,Organization,859 kg,,dgm_latamnarcoticsweight,db9f829d436799370915d9a74af02ddc,dgm_latamnarcoticsweight__db9f829d436799370915d9a74af02ddc
860 kilogramos,860 kg,general.alert2,News,860 kg,,dgm_latamnarcoticsweight,1a44bf2c43cdcf26971f6ffcd1a63d0c,dgm_latamnarcoticsweight__1a44bf2c43cdcf26971f6ffcd1a63d0c
861 kilogramos,861 kg,general.alert2,Refinery,861 kg,,dgm_latamnarcoticsweight,4dbb5d83b3c8cc6887162eb87e5fbcca,dgm_latamnarcoticsweight__4dbb5d83b3c8cc6887162eb87e5fbcca
862 kilogramos,862 kg,general.alert2,Media,862 kg,,dgm_latamnarcoticsweight,343ab9842ce23e622048554c72420476,dgm_latamnarcoticsweight__343ab9842ce23e622048554c72420476
863 kilogramos,863 kg,general.alert2,AAEntity,863 kg,,dgm_latamnarcoticsweight,644df0a14d6e89a70955ff23f57d2507,dgm_latamnarcoticsweight__644df0a14d6e89a70955ff23f57d2507
864 kilogramos,864 kg,general.alert2,AAEntity,864 kg,,dgm_latamnarcoticsweight,2ee20129aa2c13fea2c8d962dbf29c33,dgm_latamnarcoticsweight__2ee20129aa2c13fea2c8d962dbf29c33
865 kilogramos,865 kg,general.alert2,IndustryTerm,865 kg,,dgm_latamnarcoticsweight,ee74d07c816b1e595eef49d1ac965aac,dgm_latamnarcoticsweight__ee74d07c816b1e595eef49d1ac965aac
866 kilogramos,866 kg,general.alert2,Shipping,866 kg,,dgm_latamnarcoticsweight,72bac0a177f81444ab522fadf2ecd08c,dgm_latamnarcoticsweight__72bac0a177f81444ab522fadf2ecd08c
867 kilogramos,867 kg,general.alert2,FTO,867 kg,,dgm_latamnarcoticsweight,3e483bd366c1bb90e2fd2addd8e50877,dgm_latamnarcoticsweight__3e483bd366c1bb90e2fd2addd8e50877
868 kilogramos,868 kg,general.alert2,Consulates,868 kg,,dgm_latamnarcoticsweight,3d4d90cc88a449b77f57664fc7994b84,dgm_latamnarcoticsweight__3d4d90cc88a449b77f57664fc7994b84
869 kilogramos,869 kg,general.alert2,Person,869 kg,,dgm_latamnarcoticsweight,8b70a6bb1c6b81342800276f785fcb6f,dgm_latamnarcoticsweight__8b70a6bb1c6b81342800276f785fcb6f
870 kilogramos,870 kg,general.alert2,ForeignMinistry,870 kg,,dgm_latamnarcoticsweight,4839660fcabafcbbcfc1600b45f91f96,dgm_latamnarcoticsweight__4839660fcabafcbbcfc1600b45f91f96
871 kilogramos,871 kg,general.alert2,IndustryTerm,871 kg,,dgm_latamnarcoticsweight,8b23723ad778724608d24814397697cd,dgm_latamnarcoticsweight__8b23723ad778724608d24814397697cd
872 kilogramos,872 kg,general.alert2,Person,872 kg,,dgm_latamnarcoticsweight,3ef6f74b62ec6825dd736898f0a61bf5,dgm_latamnarcoticsweight__3ef6f74b62ec6825dd736898f0a61bf5
873 kilogramos,873 kg,general.alert2,LegislativeCommittee,873 kg,,dgm_latamnarcoticsweight,ff8e7366e282d26721839588732cae3b,dgm_latamnarcoticsweight__ff8e7366e282d26721839588732cae3b
874 kilogramos,874 kg,general.alert2,DiplomaticFacilities,874 kg,,dgm_latamnarcoticsweight,ecca2aade8ac9516a84bc45ef4ffdc69,dgm_latamnarcoticsweight__ecca2aade8ac9516a84bc45ef4ffdc69
875 kilogramos,875 kg,general.alert2,IndustryTerm,875 kg,,dgm_latamnarcoticsweight,884a356580543ab39df30109e24eec29,dgm_latamnarcoticsweight__884a356580543ab39df30109e24eec29
876 kilogramos,876 kg,general.alert2,News,876 kg,,dgm_latamnarcoticsweight,2e7734af777d624312b18d9e1a1144bc,dgm_latamnarcoticsweight__2e7734af777d624312b18d9e1a1144bc
877 kilogramos,877 kg,general.alert2,space,877 kg,,dgm_latamnarcoticsweight,7f9509d1fb355cc8c8c0f34d8b2d1d83,dgm_latamnarcoticsweight__7f9509d1fb355cc8c8c0f34d8b2d1d83
878 kilogramos,878 kg,general.alert2,LegislativeCommittee,878 kg,,dgm_latamnarcoticsweight,c45d8b6c0c6d31e450902832b7b2ab9e,dgm_latamnarcoticsweight__c45d8b6c0c6d31e450902832b7b2ab9e
879 kilogramos,879 kg,general.alert2,DiplomaticFacilities,879 kg,,dgm_latamnarcoticsweight,ef6640a740e1644c113ada8429be4826,dgm_latamnarcoticsweight__ef6640a740e1644c113ada8429be4826
880 kilogramos,880 kg,general.alert2,Pipeline,880 kg,,dgm_latamnarcoticsweight,01d5ff30b4852adab0ab0cc1b5ef68d5,dgm_latamnarcoticsweight__01d5ff30b4852adab0ab0cc1b5ef68d5
881 kilogramos,881 kg,general.alert2,Legislator,881 kg,,dgm_latamnarcoticsweight,b6ed58c7716dc6ff10f737bfb4019497,dgm_latamnarcoticsweight__b6ed58c7716dc6ff10f737bfb4019497
882 kilogramos,882 kg,general.alert2,FTO,882 kg,,dgm_latamnarcoticsweight,9e8981fd15f4b2c5e78c4aba3c2253b7,dgm_latamnarcoticsweight__9e8981fd15f4b2c5e78c4aba3c2253b7
