keyword,caption_name,topic_id,entity_type,threshold,Paired term,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
unmanned vehicle,unmanned vehicle,188202;188303,Startups,general.alert3,,Startups,unmanned vehicle,,dgm_emergingtech_term,bb2304ae679172c532dac21ea65ae863,dgm_emergingtech_term__bb2304ae679172c532dac21ea65ae863
airless tire,airless tire,188303;188222,Startups,general.alert3,,Startups,airless tire,,dgm_emergingtech_term,9338b1b45a10a153401f2ef6886fef96,dgm_emergingtech_term__9338b1b45a10a153401f2ef6886fef96
autonomous rail rapid transit,autonomous rail rapid transit,188330;188222,Startups,general.alert3,,Startups,autonomous rail rapid transit,,dgm_emergingtech_term,4472af08226195657540bdf3d9a0e015,dgm_emergingtech_term__4472af08226195657540bdf3d9a0e015
electro hydrodynamic propulsion,electro hydrodynamic propulsion,188301;188219,Startups,general.alert3,,Startups,electro hydrodynamic propulsion,,dgm_emergingtech_term,ebe1f09da06b493c8e08e64641690482,dgm_emergingtech_term__ebe1f09da06b493c8e08e64641690482
flexible wings,flexible wings,188301;188220,Startups,general.alert3,,Startups,flexible wings,,dgm_emergingtech_term,419b7caa05e9722b76e9443c67011e6f,dgm_emergingtech_term__419b7caa05e9722b76e9443c67011e6f
x-53 active aeroelastic wing,x-53 active aeroelastic wing,188301;188220,Startups,general.alert3,,Startups,x-53 active aeroelastic wing,,dgm_emergingtech_term,3db6529f5e41029c7e30ddeb3cf2f7b3,dgm_emergingtech_term__3db6529f5e41029c7e30ddeb3cf2f7b3
adaptive compliant wing,adaptive compliant wing,188301;188220,Startups,general.alert3,,Startups,adaptive compliant wing,,dgm_emergingtech_term,ade20ed836b2083642fca45901993d41,dgm_emergingtech_term__ade20ed836b2083642fca45901993d41
fluidic flight controls,fluidic flight controls,188301;188220,Startups,general.alert3,,Startups,fluidic flight controls,,dgm_emergingtech_term,bcadc2cab1aa69e7054cde7f589cd58a,dgm_emergingtech_term__bcadc2cab1aa69e7054cde7f589cd58a
flying car,flying car,188303;188222,Startups,general.alert3,,Startups,flying car,,dgm_emergingtech_term,a93825d6d86358bc1e4ccd5088ffea99,dgm_emergingtech_term__a93825d6d86358bc1e4ccd5088ffea99
fusion rocket,fusion rocket,188301;188221,Startups,general.alert3,,Startups,fusion rocket,,dgm_emergingtech_term,178be34f38bba9687b6c8d24ca8aa0a4,dgm_emergingtech_term__178be34f38bba9687b6c8d24ca8aa0a4
hoverbike,hoverbike,188303;188222,Startups,general.alert3,,Startups,hoverbike,,dgm_emergingtech_term,7f4c2a43a7e12b6426ea7d3e7359183b,dgm_emergingtech_term__7f4c2a43a7e12b6426ea7d3e7359183b
"hovertrain, ground effect train","hovertrain, ground effect train",188330;188222,Startups,general.alert3,,Startups,"hovertrain, ground effect train",,dgm_emergingtech_term,596311e07a7af486b89ebdaa2895deca,dgm_emergingtech_term__596311e07a7af486b89ebdaa2895deca
high altitude platforms,high altitude platforms,188303;188222,Startups,general.alert3,,Startups,high altitude platforms,,dgm_emergingtech_term,5ee4496781e4e022a6621e9ffc5559e2,dgm_emergingtech_term__5ee4496781e4e022a6621e9ffc5559e2
magnetic levitation,magnetic levitation,188330;188222,Startups,general.alert3,,Startups,magnetic levitation,,dgm_emergingtech_term,733e673e683cfd319705295c53bd7465,dgm_emergingtech_term__733e673e683cfd319705295c53bd7465
mass driver,mass driver,188303;188222,Startups,general.alert3,,Startups,mass driver,,dgm_emergingtech_term,e1e882c36437e8bb9e911ffbe240d563,dgm_emergingtech_term__e1e882c36437e8bb9e911ffbe240d563
personal rapid transit,personal rapid transit,188303;188325,Startups,general.alert3,,Startups,personal rapid transit,,dgm_emergingtech_term,347431b63267342a44b0b0a0689d52c5,dgm_emergingtech_term__347431b63267342a44b0b0a0689d52c5
photonic laser thruster,photonic laser thruster,188301;188219,Startups,general.alert3,,Startups,photonic laser thruster,,dgm_emergingtech_term,16fd62569a7acae69dfee4d698209a30,dgm_emergingtech_term__16fd62569a7acae69dfee4d698209a30
physical internet,physical internet,188326;188202,Startups,general.alert3,,Startups,physical internet,,dgm_emergingtech_term,2a6c2ba50ae932dfd408670e8e64df68,dgm_emergingtech_term__2a6c2ba50ae932dfd408670e8e64df68
scooter-sharing system,scooter-sharing system,188303;188222,Startups,general.alert3,,Startups,scooter-sharing system,,dgm_emergingtech_term,fa954784f86f5b91b8a5600ec439b95f,dgm_emergingtech_term__fa954784f86f5b91b8a5600ec439b95f
vactrain,vactrain,188330;188222,Startups,general.alert3,,Startups,vactrain,,dgm_emergingtech_term,52c74074f45982c3e508ba32bfcd1164,dgm_emergingtech_term__52c74074f45982c3e508ba32bfcd1164
propellant depot,propellant depot,188301;188219,Startups,general.alert3,,Startups,propellant depot,,dgm_emergingtech_term,3a5ea9879cc9cedb684fa4c16b80f98e,dgm_emergingtech_term__3a5ea9879cc9cedb684fa4c16b80f98e
reusable launch system,reusable launch system,188301;188219,Startups,general.alert3,,Startups,reusable launch system,,dgm_emergingtech_term,e66977b80d43692c57da42ad0bfada3d,dgm_emergingtech_term__e66977b80d43692c57da42ad0bfada3d
self-driving car,self-driving car,188303;188222,Startups,general.alert3,(venture; vc; startup),Startups,self-driving car,,dgm_emergingtech_term,fd069429251cd6d29f196e16e34e901d,dgm_emergingtech_term__fd069429251cd6d29f196e16e34e901d
(self-driving car; venture),self-driving car,188303;188222,Startups,general.alert3,(venture; vc; startup),Startups,self-driving car,,dgm_emergingtech_term,fd069429251cd6d29f196e16e34e901d,dgm_emergingtech_term__fd069429251cd6d29f196e16e34e901d
(self-driving car; startup),self-driving car,188303;188222,Startups,general.alert3,(venture; vc; startup),Startups,self-driving car,,dgm_emergingtech_term,fd069429251cd6d29f196e16e34e901d,dgm_emergingtech_term__fd069429251cd6d29f196e16e34e901d
(self-driving car; vc),self-driving car,188303;188222,Startups,general.alert3,(venture; vc; startup),Startups,self-driving car,,dgm_emergingtech_term,fd069429251cd6d29f196e16e34e901d,dgm_emergingtech_term__fd069429251cd6d29f196e16e34e901d
(self-driving car; technology),self-driving car,188303;188222,Startups,general.alert3,(venture; vc; startup),Startups,self-driving car,,dgm_emergingtech_term,fd069429251cd6d29f196e16e34e901d,dgm_emergingtech_term__fd069429251cd6d29f196e16e34e901d
space elevator,space elevator,188301;188219,Startups,general.alert3,,Startups,space elevator,,dgm_emergingtech_term,6f4dc3e13d91948e7200cc148a0c282b,dgm_emergingtech_term__6f4dc3e13d91948e7200cc148a0c282b
spaceplane,spaceplane,188301;188220,Startups,general.alert3,,Startups,spaceplane,,dgm_emergingtech_term,c1488eb2e03bc6b2b24024aa053c1612,dgm_emergingtech_term__c1488eb2e03bc6b2b24024aa053c1612
vehicular communication systems,vehicular communication systems,188303;188222,Startups,general.alert3,,Startups,vehicular communication systems,,dgm_emergingtech_term,c2dafc9b17674fd0c7d8761f095150dd,dgm_emergingtech_term__c2dafc9b17674fd0c7d8761f095150dd
facial recognigtion,facial recognigtion,188233;188202,Startups,general.alert3,,Startups,facial recognigtion,,dgm_emergingtech_term,a1385f7a25f71001fff6596e9dade1ff,dgm_emergingtech_term__a1385f7a25f71001fff6596e9dade1ff
virtual clothing,virtual clothing,188202,Startups,general.alert3,,Startups,virtual clothing,,dgm_emergingtech_term,389b5e787371b6d3232fcb62b02e3c33,dgm_emergingtech_term__389b5e787371b6d3232fcb62b02e3c33
sun-powered chemistry,sun-powered chemistry,188220,Startups,general.alert3,,Startups,sun-powered chemistry,,dgm_emergingtech_term,18d75f37b4020bddb85a75872af10f60,dgm_emergingtech_term__18d75f37b4020bddb85a75872af10f60
spatial computing,spatial computing,188233;188202,Startups,general.alert3,,Startups,spatial computing,,dgm_emergingtech_term,6789dab0aa8db15522e25fe5521dc1b0,dgm_emergingtech_term__6789dab0aa8db15522e25fe5521dc1b0
lower-carbon cement,lower-carbon cement,188220;188221,Startups,general.alert3,,Startups,lower-carbon cement,,dgm_emergingtech_term,40ef3bed8fd598b99bdcd842692c6e24,dgm_emergingtech_term__40ef3bed8fd598b99bdcd842692c6e24
quantum sensing,quantum sensing,188233;188326,Startups,general.alert3,,Startups,quantum sensing,,dgm_emergingtech_term,53a64789f532941a7abc200c5f8e6431,dgm_emergingtech_term__53a64789f532941a7abc200c5f8e6431
green hydrogen,green hydrogen,188160;188220,Startups,general.alert3,,Startups,green hydrogen,,dgm_emergingtech_term,1df91bf8c2c478bfa61573faef2b9609,dgm_emergingtech_term__1df91bf8c2c478bfa61573faef2b9609
automating trust,automating trust,188273;188233,Startups,general.alert3,(venture; vc; startup),Startups,automating trust,,dgm_emergingtech_term,9e6ee24a61125200998ee1221d5dc1ef,dgm_emergingtech_term__9e6ee24a61125200998ee1221d5dc1ef
(automating trust; venture),automating trust,188273;188233,Startups,general.alert3,(venture; vc; startup),Startups,automating trust,,dgm_emergingtech_term,9e6ee24a61125200998ee1221d5dc1ef,dgm_emergingtech_term__9e6ee24a61125200998ee1221d5dc1ef
(automating trust; startup),automating trust,188273;188233,Startups,general.alert3,(venture; vc; startup),Startups,automating trust,,dgm_emergingtech_term,9e6ee24a61125200998ee1221d5dc1ef,dgm_emergingtech_term__9e6ee24a61125200998ee1221d5dc1ef
(automating trust; vc),automating trust,188273;188233,Startups,general.alert3,(venture; vc; startup),Startups,automating trust,,dgm_emergingtech_term,9e6ee24a61125200998ee1221d5dc1ef,dgm_emergingtech_term__9e6ee24a61125200998ee1221d5dc1ef
(automating trust; technology),automating trust,188273;188233,Startups,general.alert3,(venture; vc; startup),Startups,automating trust,,dgm_emergingtech_term,9e6ee24a61125200998ee1221d5dc1ef,dgm_emergingtech_term__9e6ee24a61125200998ee1221d5dc1ef
(extended reality; venture),extended reality,188233;188202,Startups,general.alert3,(venture; vc; startup),Startups,extended reality,,dgm_emergingtech_term,647aec0c86d5bc1eefae316e22879427,dgm_emergingtech_term__647aec0c86d5bc1eefae316e22879427
(extended reality; startup),extended reality,188233;188202,Startups,general.alert3,(venture; vc; startup),Startups,extended reality,,dgm_emergingtech_term,647aec0c86d5bc1eefae316e22879427,dgm_emergingtech_term__647aec0c86d5bc1eefae316e22879427
(extended reality; vc),extended reality,188233;188202,Startups,general.alert3,(venture; vc; startup),Startups,extended reality,,dgm_emergingtech_term,647aec0c86d5bc1eefae316e22879427,dgm_emergingtech_term__647aec0c86d5bc1eefae316e22879427
(extended reality; technology),extended reality,188233;188202,Startups,general.alert3,(venture; vc; startup),Startups,extended reality,,dgm_emergingtech_term,647aec0c86d5bc1eefae316e22879427,dgm_emergingtech_term__647aec0c86d5bc1eefae316e22879427
extended reality,extended reality,188233;188202,Startups,general.alert3,(venture; vc; startup),Startups,extended reality,,dgm_emergingtech_term,647aec0c86d5bc1eefae316e22879427,dgm_emergingtech_term__647aec0c86d5bc1eefae316e22879427
immersive interfaces,immersive interfaces,188233;188202,Startups,general.alert3,,Startups,immersive interfaces,,dgm_emergingtech_term,990c37812cbc2a4bff452bfadd0c7e0b,dgm_emergingtech_term__990c37812cbc2a4bff452bfadd0c7e0b
working autonomy,working autonomy,188233;188326,Startups,general.alert3,,Startups,working autonomy,,dgm_emergingtech_term,6c7d673f3d83063e0157e2b88a6dc439,dgm_emergingtech_term__6c7d673f3d83063e0157e2b88a6dc439
digital reflection,digital reflection,188233;188202,Startups,general.alert3,,Startups,digital reflection,,dgm_emergingtech_term,7aacead33dd6254a7c43a78334977c9c,dgm_emergingtech_term__7aacead33dd6254a7c43a78334977c9c
hyperconnected networks,hyperconnected networks,188233;188326,Startups,general.alert3,,Startups,hyperconnected networks,,dgm_emergingtech_term,600e32377765c6b04af738224443b27d,dgm_emergingtech_term__600e32377765c6b04af738224443b27d
energy-storing bricks,energy-storing bricks,188160;188220,Startups,general.alert3,,Startups,energy-storing bricks,,dgm_emergingtech_term,9b2b2a9a80db9fb3a6581c7c96261519,dgm_emergingtech_term__9b2b2a9a80db9fb3a6581c7c96261519
living concrete,living concrete,188220;188221,Startups,general.alert3,,Startups,living concrete,,dgm_emergingtech_term,0b3ce6f2b4a8364800a1dab38e2b1020,dgm_emergingtech_term__0b3ce6f2b4a8364800a1dab38e2b1020
metaverse,metaverse,188273;188232,Startups,general.alert3,,Startups,metaverse,,dgm_emergingtech_term,b641fad8c3acefba1569d3cb10caf078,dgm_emergingtech_term__b641fad8c3acefba1569d3cb10caf078
internetofthings,internet of things,188233;188202,Startups,general.alert3,internet,Startups,internet of things,,dgm_emergingtech_term,52179ba9f6f4f0576b6ceb9420a426ba,dgm_emergingtech_term__52179ba9f6f4f0576b6ceb9420a426ba
(internetofthings; internet),internet of things,188233;188202,Startups,general.alert3,internet,Startups,internet of things,,dgm_emergingtech_term,52179ba9f6f4f0576b6ceb9420a426ba,dgm_emergingtech_term__52179ba9f6f4f0576b6ceb9420a426ba
serverlesscomputing,serverless computing,188233,Startups,general.alert3,,Startups,serverless computing,,dgm_emergingtech_term,8fc1cfce076edbff522214c69538255a,dgm_emergingtech_term__8fc1cfce076edbff522214c69538255a
augmentedreality,augmented reality,188233;188202,Startups,general.alert3,,Startups,augmented reality,,dgm_emergingtech_term,3f07c0296b6963d432e81b69abc59f8a,dgm_emergingtech_term__3f07c0296b6963d432e81b69abc59f8a
(augmentedreality; venture),augmented reality,188233;188202,Startups,general.alert3,,Startups,augmented reality,,dgm_emergingtech_term,3f07c0296b6963d432e81b69abc59f8a,dgm_emergingtech_term__3f07c0296b6963d432e81b69abc59f8a
(augmentedreality; vc),augmented reality,188233;188202,Startups,general.alert3,,Startups,augmented reality,,dgm_emergingtech_term,3f07c0296b6963d432e81b69abc59f8a,dgm_emergingtech_term__3f07c0296b6963d432e81b69abc59f8a
(augmentedreality; startup),augmented reality,188233;188202,Startups,general.alert3,,Startups,augmented reality,,dgm_emergingtech_term,3f07c0296b6963d432e81b69abc59f8a,dgm_emergingtech_term__3f07c0296b6963d432e81b69abc59f8a
(augmentedreality; technology),augmented reality,188233;188202,Startups,general.alert3,,Startups,augmented reality,,dgm_emergingtech_term,3f07c0296b6963d432e81b69abc59f8a,dgm_emergingtech_term__3f07c0296b6963d432e81b69abc59f8a
virtualreality,virtual reality,188233;188202,Startups,general.alert3,,Startups,virtual reality,,dgm_emergingtech_term,c6fc1666e5154c082540c5b3d86a2f17,dgm_emergingtech_term__c6fc1666e5154c082540c5b3d86a2f17
naturallanguageprocessing,natural language processing,188233,Startups,general.alert3,,Startups,natural language processing,,dgm_emergingtech_term,81861c829fa095b479dbcbbfb24ecd65,dgm_emergingtech_term__81861c829fa095b479dbcbbfb24ecd65
quantumcomputing,quantum computing,188233,Startups,general.alert3,,Startups,quantum computing,,dgm_emergingtech_term,7dd56d2da8bf51d0a4f437e791bb0058,dgm_emergingtech_term__7dd56d2da8bf51d0a4f437e791bb0058
low-codeplatforms,low-code platforms,188233,Startups,general.alert3,,Startups,low-code platforms,,dgm_emergingtech_term,62c2942dc4a4890176c60ad15e7a4de9,dgm_emergingtech_term__62c2942dc4a4890176c60ad15e7a4de9
roboticprocessautomation,robotic process automation,188233;188202,Startups,general.alert3,,Startups,robotic process automation,,dgm_emergingtech_term,8e727206b35bd3a0d776ae2d1e21df61,dgm_emergingtech_term__8e727206b35bd3a0d776ae2d1e21df61
multipartysystems,multiparty systems,188233;188202,Startups,general.alert3,,Startups,multiparty systems,,dgm_emergingtech_term,3eaa7f69be7deda3b4f54a4a8684873e,dgm_emergingtech_term__3eaa7f69be7deda3b4f54a4a8684873e
distributedledger,distributed ledger,188273;188233,Startups,general.alert3,,Startups,distributed ledger,,dgm_emergingtech_term,b471cd8e75514898631b5d2017698959,dgm_emergingtech_term__b471cd8e75514898631b5d2017698959
distributeddatabase,distributed database,188233;188360,Startups,general.alert3,,Startups,distributed database,,dgm_emergingtech_term,7a253f0684cdddb493e6bf82939683a8,dgm_emergingtech_term__7a253f0684cdddb493e6bf82939683a8
frictionlesspayments,frictionless payments,188273;188214,Startups,general.alert3,,Startups,frictionless payments,,dgm_emergingtech_term,9c3d629a9bc730273dcb086d0cda3147,dgm_emergingtech_term__9c3d629a9bc730273dcb086d0cda3147
digitaltwins,digital twins,188233;188202,Startups,general.alert3,,Startups,digital twins,,dgm_emergingtech_term,8112b11669a0a3a82fd9a290dcb220ea,dgm_emergingtech_term__8112b11669a0a3a82fd9a290dcb220ea
intelligenttwins,intelligent twins,188233;188203,Startups,general.alert3,,Startups,intelligent twins,,dgm_emergingtech_term,0c0e7941241398ebeb2e548c65f2a1da,dgm_emergingtech_term__0c0e7941241398ebeb2e548c65f2a1da
virtualmodel,virtual model,188233;188202,Startups,general.alert3,,Startups,virtual model,,dgm_emergingtech_term,85c5d828159c44ecb94b47da3f784f7f,dgm_emergingtech_term__85c5d828159c44ecb94b47da3f784f7f
informationtechnology,information technology,188233;188202,Startups,general.alert3,,Startups,information technology,,dgm_emergingtech_term,7f6b254d9ac32f27e6a748a66ebdb1b9,dgm_emergingtech_term__7f6b254d9ac32f27e6a748a66ebdb1b9
culturedmeat,cultured meat,188158;188312,Startups,general.alert3,,Startups,cultured meat,,dgm_emergingtech_term,955f03c571a61ee33a3c9275a4cd0dc4,dgm_emergingtech_term__955f03c571a61ee33a3c9275a4cd0dc4
agriculturalrobotics,agricultural robotics,188158;188313,Startups,general.alert3,,Startups,agricultural robotics,,dgm_emergingtech_term,4cf162fcb6c808034bea6bd88efb2761,dgm_emergingtech_term__4cf162fcb6c808034bea6bd88efb2761
closedecologicalsystems,closed ecological systems,188158;188314,Startups,general.alert3,,Startups,closed ecological systems,,dgm_emergingtech_term,37117df39b53030264b0d91c4847f392,dgm_emergingtech_term__37117df39b53030264b0d91c4847f392
verticalfarming,vertical farming,188158;188202,Startups,general.alert3,,Startups,vertical farming,,dgm_emergingtech_term,8eb9333f7fdafc103aa920d047e4b506,dgm_emergingtech_term__8eb9333f7fdafc103aa920d047e4b506
plasmapropulsion,plasma propulsion,188219;188301,Startups,general.alert3,,Startups,plasma propulsion,,dgm_emergingtech_term,3c70b883d263ed3fc993d59c3d16956b,dgm_emergingtech_term__3c70b883d263ed3fc993d59c3d16956b
pulsedetonationengine,pulse detonation engine,188219;188301,Startups,general.alert3,,Startups,pulse detonation engine,,dgm_emergingtech_term,36a20d85498e1993f1b56c7acd0830e3,dgm_emergingtech_term__36a20d85498e1993f1b56c7acd0830e3
four-dimensionalprinting,four-dimensional printing,188221,Startups,general.alert3,,Startups,four-dimensional printing,,dgm_emergingtech_term,96e95f3faf417f95a3730643939e6154,dgm_emergingtech_term__96e95f3faf417f95a3730643939e6154
domedcity,domed city,188339;188221,Startups,general.alert3,,Startups,domed city,,dgm_emergingtech_term,00b8b65f58d96a965ae9b0ecea5fbf57,dgm_emergingtech_term__00b8b65f58d96a965ae9b0ecea5fbf57
amorphousmetal,amorphous metal,188220;188163;188164,Startups,general.alert3,,Startups,amorphous metal,,dgm_emergingtech_term,f74401164098afa952464ca69d13ba46,dgm_emergingtech_term__f74401164098afa952464ca69d13ba46
conductivepolymers,conductive polymers,188220,Startups,general.alert3,,Startups,conductive polymers,,dgm_emergingtech_term,ec6e980d1bc8601cca399eb306a367ce,dgm_emergingtech_term__ec6e980d1bc8601cca399eb306a367ce
cryogenictreatment,cryogenic treatment,188220,Startups,general.alert3,,Startups,cryogenic treatment,,dgm_emergingtech_term,8ec304363e2efa951bc7b13c2f979d24,dgm_emergingtech_term__8ec304363e2efa951bc7b13c2f979d24
dynamicarmor,dynamic armor,188220,Startups,general.alert3,,Startups,dynamic armor,,dgm_emergingtech_term,2541cc98e293d3b9d3fa0614d80dfd06,dgm_emergingtech_term__2541cc98e293d3b9d3fa0614d80dfd06
high-temperaturesuperconductivity,high-temperature superconductivity,188220,Startups,general.alert3,,Startups,high-temperature superconductivity,,dgm_emergingtech_term,016a11796c2aeffd5c8342eb5d61c12b,dgm_emergingtech_term__016a11796c2aeffd5c8342eb5d61c12b
magnetorheologicalfluid,magnetorheological fluid,188220;188219,Startups,general.alert3,,Startups,magnetorheological fluid,,dgm_emergingtech_term,9810957bd601ac4d5a794eac4f3fa04f,dgm_emergingtech_term__9810957bd601ac4d5a794eac4f3fa04f
high-temperaturesuperfluidity,high-temperature superfluidity,188220;188160,Startups,general.alert3,,Startups,high-temperature superfluidity,,dgm_emergingtech_term,64580e28200c4403aa20720d892fe692,dgm_emergingtech_term__64580e28200c4403aa20720d892fe692
metalfoam,metal foam,188220,Startups,general.alert3,,Startups,metal foam,,dgm_emergingtech_term,3cf2bfc66b7bc8fceee8195971906cb3,dgm_emergingtech_term__3cf2bfc66b7bc8fceee8195971906cb3
multi-functionstructures,multi-function structures,188220,Startups,general.alert3,,Startups,multi-function structures,,dgm_emergingtech_term,b49262c7284cf7b54edd313f30e946eb,dgm_emergingtech_term__b49262c7284cf7b54edd313f30e946eb
carbonnanotubes,carbon nanotubes,188220,Startups,general.alert3,,Startups,carbon nanotubes,,dgm_emergingtech_term,dff035135c4f5065e6109f1afa4649ea,dgm_emergingtech_term__dff035135c4f5065e6109f1afa4649ea
programmablematter,programmable matter,188220,Startups,general.alert3,,Startups,programmable matter,,dgm_emergingtech_term,f222b1ad7829f3073298dde5d3feb71b,dgm_emergingtech_term__f222b1ad7829f3073298dde5d3feb71b
quantumdots,quantum dots,188220,Startups,general.alert3,,Startups,quantum dots,,dgm_emergingtech_term,c0b93a6fa10e322651be3f0b17f946ea,dgm_emergingtech_term__c0b93a6fa10e322651be3f0b17f946ea
syntheticdiamond,synthetic diamond,188220,Startups,general.alert3,,Startups,synthetic diamond,,dgm_emergingtech_term,7bef645fc32a9eb7eb9bafd790a5f6b9,dgm_emergingtech_term__7bef645fc32a9eb7eb9bafd790a5f6b9
timecrystals,time crystals,188220,Startups,general.alert3,,Startups,time crystals,,dgm_emergingtech_term,68454414a9a74909124ce1b197e9bd14,dgm_emergingtech_term__68454414a9a74909124ce1b197e9bd14
translucentconcrete,translucent concrete,188220,Startups,general.alert3,,Startups,translucent concrete,,dgm_emergingtech_term,459718d68bf2463725eb60ac5922f062,dgm_emergingtech_term__459718d68bf2463725eb60ac5922f062
volumetricdisplays,volumetric displays,188202;188325,Startups,general.alert3,,Startups,volumetric displays,,dgm_emergingtech_term,8064bdd179688dfb4fe15c7cfed66701,dgm_emergingtech_term__8064bdd179688dfb4fe15c7cfed66701
laservideodisplays,laser video displays,188202;188326,Startups,general.alert3,,Startups,laser video displays,,dgm_emergingtech_term,39e6cb2d1d4330cedd4ef7316fd7a3b9,dgm_emergingtech_term__39e6cb2d1d4330cedd4ef7316fd7a3b9
(laservideodisplays; venture),laser video displays,188202;188326,Startups,general.alert3,,Startups,laser video displays,,dgm_emergingtech_term,39e6cb2d1d4330cedd4ef7316fd7a3b9,dgm_emergingtech_term__39e6cb2d1d4330cedd4ef7316fd7a3b9
(laservideodisplays; vc),laser video displays,188202;188326,Startups,general.alert3,,Startups,laser video displays,,dgm_emergingtech_term,39e6cb2d1d4330cedd4ef7316fd7a3b9,dgm_emergingtech_term__39e6cb2d1d4330cedd4ef7316fd7a3b9
(laservideodisplays; startup),laser video displays,188202;188326,Startups,general.alert3,,Startups,laser video displays,,dgm_emergingtech_term,39e6cb2d1d4330cedd4ef7316fd7a3b9,dgm_emergingtech_term__39e6cb2d1d4330cedd4ef7316fd7a3b9
(laservideodisplays; technology),laser video displays,188202;188326,Startups,general.alert3,,Startups,laser video displays,,dgm_emergingtech_term,39e6cb2d1d4330cedd4ef7316fd7a3b9,dgm_emergingtech_term__39e6cb2d1d4330cedd4ef7316fd7a3b9
holographicdisplay,holographic display,188202;188325,Startups,general.alert3,,Startups,holographic display,,dgm_emergingtech_term,a8644bde8756570406de5c766aca98b7,dgm_emergingtech_term__a8644bde8756570406de5c766aca98b7
opticaltransistor,optical transistor,188202,Startups,general.alert3,,Startups,optical transistor,,dgm_emergingtech_term,7f869f08f6734ceac2e95e3d1b14e077,dgm_emergingtech_term__7f869f08f6734ceac2e95e3d1b14e077
screenlessdisplay,screenless display,188202;188325,Startups,general.alert3,,Startups,screenless display,,dgm_emergingtech_term,8d05c426ed341a10484cf96bab560f9e,dgm_emergingtech_term__8d05c426ed341a10484cf96bab560f9e
digitalscenttechnology,digital scent technology,188202,Startups,general.alert3,,Startups,digital scent technology,,dgm_emergingtech_term,1d2fa820caecd6383e389ebbcc543fcb,dgm_emergingtech_term__1d2fa820caecd6383e389ebbcc543fcb
electronicnose,electronic nose,188202;188339,Startups,general.alert3,,Startups,electronic nose,,dgm_emergingtech_term,27ddb9c1cde248be9a837abdce343489,dgm_emergingtech_term__27ddb9c1cde248be9a837abdce343489
flexibleelectronics,flexible electronics,188202,Startups,general.alert3,,Startups,flexible electronics,,dgm_emergingtech_term,dcd89ca017318060e470e7c977087f68,dgm_emergingtech_term__dcd89ca017318060e470e7c977087f68
molecularelectronics,molecular electronics,188202;188220,Startups,general.alert3,,Startups,molecular electronics,,dgm_emergingtech_term,ccb6a6ef5371a414ed46ca7912a0dc2a,dgm_emergingtech_term__ccb6a6ef5371a414ed46ca7912a0dc2a
nanoelectromechanicalsystems,nanoelectromechanical systems,188202;188220,Startups,general.alert3,,Startups,nanoelectromechanical systems,,dgm_emergingtech_term,84010c83c6dcbba295ea6038e8019c05,dgm_emergingtech_term__84010c83c6dcbba295ea6038e8019c05
solid-statetransformer,solid-state transformer,188202,Startups,general.alert3,,Startups,solid-state transformer,,dgm_emergingtech_term,ae8515eb0af9a3428a1c584953be8126,dgm_emergingtech_term__ae8515eb0af9a3428a1c584953be8126
thermalcopperpillarbump,thermal copper pillar bump,188202,Startups,general.alert3,,Startups,thermal copper pillar bump,,dgm_emergingtech_term,616a3d5f17ec8f49b22384d31c172ae8,dgm_emergingtech_term__616a3d5f17ec8f49b22384d31c172ae8
three-dimensionalintegratedcircuit,three-dimensional integrated circuit,188202,Startups,general.alert3,,Startups,three-dimensional integrated circuit,,dgm_emergingtech_term,c23c60ea706caca607883829163de58a,dgm_emergingtech_term__c23c60ea706caca607883829163de58a
airbornewindturbine,airborne wind turbine,188160,Startups,general.alert3,,Startups,airborne wind turbine,,dgm_emergingtech_term,7a91399899c2c562bfb7f7249971b98c,dgm_emergingtech_term__7a91399899c2c562bfb7f7249971b98c
americiumbattery,americium battery,188160,Startups,general.alert3,,Startups,americium battery,,dgm_emergingtech_term,ae1f7453920cd3a1e665302d542fa07a,dgm_emergingtech_term__ae1f7453920cd3a1e665302d542fa07a
artificialphotosynthesis,artificial photosynthesis,188160,Startups,general.alert3,,Startups,artificial photosynthesis,,dgm_emergingtech_term,c34ef9998cabbb7e97a9b5f287327686,dgm_emergingtech_term__c34ef9998cabbb7e97a9b5f287327686
concentratedsolarpower,concentrated solar power,188160,Startups,general.alert3,,Startups,concentrated solar power,,dgm_emergingtech_term,3515085ba4e02d9253dfce95d926a7dd,dgm_emergingtech_term__3515085ba4e02d9253dfce95d926a7dd
electricdouble-layercapacitor,electric double-layer capacitor,188160,Startups,general.alert3,,Startups,electric double-layer capacitor,,dgm_emergingtech_term,aea22cd1d7ed006bf4268fcc68f8d8b4,dgm_emergingtech_term__aea22cd1d7ed006bf4268fcc68f8d8b4
energyharvesting,energy harvesting,188160,Startups,general.alert3,,Startups,energy harvesting,,dgm_emergingtech_term,e880c381e87f98f2ad5943f4ec9c13fc,dgm_emergingtech_term__e880c381e87f98f2ad5943f4ec9c13fc
flywheelenergystorage,flywheel energy storage,188160,Startups,general.alert3,,Startups,flywheel energy storage,,dgm_emergingtech_term,752857f5393bbe7245d8438d2449df4a,dgm_emergingtech_term__752857f5393bbe7245d8438d2449df4a
fusionpower,fusion power,188160,Startups,general.alert3,,Startups,fusion power,,dgm_emergingtech_term,74f696e00c221b39b98aca8f1f83277d,dgm_emergingtech_term__74f696e00c221b39b98aca8f1f83277d
