keyword,guid,caption_name,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
mastercard,2d896a0b81c537e9b9ea0713628560f2,Mastercard Incorporated,AAEntity,Mastercard Incorporated,,keyword_to_guid_teamblind,84ce516734b84d0d3e5cbd0736875cd3,keyword_to_guid_teamblind__84ce516734b84d0d3e5cbd0736875cd3
matador security,0da8d49bf82a588b71353aa723b69290,Matador Security,Diplomat,Matador Security,,keyword_to_guid_teamblind,e819ee3cacca307cda75c5c3475e37ca,keyword_to_guid_teamblind__e819ee3cacca307cda75c5c3475e37ca
match group,886679f60220d2d6df35c9096ba0d552,Match Group,Organization,Match Group,,keyword_to_guid_teamblind,a9af19e22eb7f3d2725ffca7bbfb928e,keyword_to_guid_teamblind__a9af19e22eb7f3d2725ffca7bbfb928e
mayo clinic,2f43eabee267f97ff078dcc7a69c82ce,Mayo Clinic,Legislator,Mayo Clinic,,keyword_to_guid_teamblind,5471a71fa537c489e48d1bf84083eef2,keyword_to_guid_teamblind__5471a71fa537c489e48d1bf84083eef2
mcdonald's,ce93c4a9ef56bba5fbc32da77fd5d371,McDonald's,AAEntity,McDonald's,,keyword_to_guid_teamblind,700dd1ec75732af311920d8da4c372ca,keyword_to_guid_teamblind__700dd1ec75732af311920d8da4c372ca
mcdonalds,ce93c4a9ef56bba5fbc32da77fd5d371,McDonald's,AAEntity,McDonald's,,keyword_to_guid_teamblind,700dd1ec75732af311920d8da4c372ca,keyword_to_guid_teamblind__700dd1ec75732af311920d8da4c372ca
medtronic,b8f579288955ba089b210daf4bb0b5bb,Medtronic,FTO,Medtronic,,keyword_to_guid_teamblind,ffacc1d1f3b9b1564c40e6ac4a49cd51,keyword_to_guid_teamblind__ffacc1d1f3b9b1564c40e6ac4a49cd51
merck,ad092289f2b0ad35e50c00b62dbb7885,Merck,Person,Merck,,keyword_to_guid_teamblind,f3adb2487eb1d8d5b24b68a3e156f5fb,keyword_to_guid_teamblind__f3adb2487eb1d8d5b24b68a3e156f5fb
mgm resorts,7afe2fa0360fc52fbf602c89787e893d,MGM,Legislator,MGM,,keyword_to_guid_teamblind,7545bfa02e8c3cdfb20bcc3fa52a4794,keyword_to_guid_teamblind__7545bfa02e8c3cdfb20bcc3fa52a4794
michels corporation,10bedc8f2ca351004c815fe8d89dcea5,Michels Corporation,IndustryTerm,Michels Corporation,,keyword_to_guid_teamblind,276ebab478ab3b1cb124aaafa0a139a0,keyword_to_guid_teamblind__276ebab478ab3b1cb124aaafa0a139a0
micron technology,d78bbeafa640c400bf57ec9ed424b12b,Micron Technology,ForeignMinistry,Micron Technology,,keyword_to_guid_teamblind,60d803a83abc38863ef763daeb3853a4,keyword_to_guid_teamblind__60d803a83abc38863ef763daeb3853a4
microsoft,3d1c91a37937505c39e43597605a2022,Microsoft,Refinery,Microsoft,,keyword_to_guid_teamblind,140864078aeca1c7c35b4beb33c53c34,keyword_to_guid_teamblind__140864078aeca1c7c35b4beb33c53c34
mondelez,71c8aeb2cb80fe4a80c1bebdccddecb9,Mondelez,Consulates,Mondelez,,keyword_to_guid_teamblind,33ce2606c017bd5428bbfbe75d3040da,keyword_to_guid_teamblind__33ce2606c017bd5428bbfbe75d3040da
morgan stanley,9597f9cbacb1485175682349860da818,Morgan Stanley,Organization,Morgan Stanley,,keyword_to_guid_teamblind,0e72dec947a8b849cb33ca5799320f5a,keyword_to_guid_teamblind__0e72dec947a8b849cb33ca5799320f5a
motorola,b52267bfc351e464cb0e23dd7763e95b,Motorola Solutions,ForeignMinister,Motorola Solutions,,keyword_to_guid_teamblind,662c8a30384e01fb9bb7e9014748373e,keyword_to_guid_teamblind__662c8a30384e01fb9bb7e9014748373e
ms,3d1c91a37937505c39e43597605a2022,Microsoft,News,Microsoft,,keyword_to_guid_teamblind,140864078aeca1c7c35b4beb33c53c34,keyword_to_guid_teamblind__140864078aeca1c7c35b4beb33c53c34
msc cruises,1859ca5b073e6c79fdd7973db99c796d,MSC,ForeignMinistry,MSC,,keyword_to_guid_teamblind,d6d3f15d5bf6480c19b6205bc27dccc3,keyword_to_guid_teamblind__d6d3f15d5bf6480c19b6205bc27dccc3
msft,3d1c91a37937505c39e43597605a2022,Microsoft,Keyphrase,Microsoft,,keyword_to_guid_teamblind,140864078aeca1c7c35b4beb33c53c34,keyword_to_guid_teamblind__140864078aeca1c7c35b4beb33c53c34
musk,e53d433309d11e093f65fad899bcd69c,Tesla CEO Elon Musk,space,Tesla CEO Elon Musk,,keyword_to_guid_teamblind,838548ce0a889c149eeca4db5ff6a10f,keyword_to_guid_teamblind__838548ce0a889c149eeca4db5ff6a10f
mylan,8fc49fc4a1c567169f4d2092122c70b0,Mylan,CompanyKeyword,Mylan,,keyword_to_guid_teamblind,8b94de7669b3b2ef38c3f4637a78f8a8,keyword_to_guid_teamblind__8b94de7669b3b2ef38c3f4637a78f8a8
naspers,ce4993037476d29237b23e29dc4d4501,Naspers,News,Naspers,,keyword_to_guid_teamblind,7a10aa46998257b167933d6fb2121e20,keyword_to_guid_teamblind__7a10aa46998257b167933d6fb2121e20
nbcuniversal,"cfcf7aea6487efa1474d5c8bb0bbf24b,2e4b0c3f87d475be72b4f23ccfab4d2d",NBCUniversal,Keyphrase,NBCUniversal,,keyword_to_guid_teamblind,eb3c672327b687bf56a6d8abb7ce1f06,keyword_to_guid_teamblind__eb3c672327b687bf56a6d8abb7ce1f06
netapp,11716ea55891d17e531d8c3ce0f244b0,NetApp,Legislator,NetApp,,keyword_to_guid_teamblind,cfaa375bf6c7f9fcc1bc04d4f30c9154,keyword_to_guid_teamblind__cfaa375bf6c7f9fcc1bc04d4f30c9154
netflix,1e8efb6d2c02a70af5041088361f83f3,Netflix,ForeignMinister,Netflix,,keyword_to_guid_teamblind,170b1d363bd8516fbf3a3eb05d4faff6,keyword_to_guid_teamblind__170b1d363bd8516fbf3a3eb05d4faff6
new york life,9d4ff3389cca711c339b9e7f35b229fc,New York Life,FTO,New York Life,,keyword_to_guid_teamblind,230769bfd761d59fe9a4b1b8f439acab,keyword_to_guid_teamblind__230769bfd761d59fe9a4b1b8f439acab
news corp,cd2caf1143876745f0c62e83f7f49b74,News Corp,Wells,News Corp,,keyword_to_guid_teamblind,e1fe85a69d4ea8e6ebb546cda362685e,keyword_to_guid_teamblind__e1fe85a69d4ea8e6ebb546cda362685e
nielsen,359709fddbbb6282773bf1f358e00901,Nielsen Holdings,space,Nielsen Holdings,,keyword_to_guid_teamblind,533003c839532be2e75428f43b0ec121,keyword_to_guid_teamblind__533003c839532be2e75428f43b0ec121
nikola,c8854b7b239183c6eca7d00279910bbf,Nikola Corp,AAEntity,Nikola Corp,,keyword_to_guid_teamblind,63fdd227e308d6c0220342c1dbf599cd,keyword_to_guid_teamblind__63fdd227e308d6c0220342c1dbf599cd
nikon,f60133fdfc08435fae84b8f11d664e58,Nikon,Organization,Nikon,,keyword_to_guid_teamblind,55669157804f5c7ab57c11cfbaae65ed,keyword_to_guid_teamblind__55669157804f5c7ab57c11cfbaae65ed
nintendo,f0397455f681e1df28bf6a4ae93c9527,Nintendo,Media,Nintendo,,keyword_to_guid_teamblind,073b7e4ff1d153a52b07eadb5898cb92,keyword_to_guid_teamblind__073b7e4ff1d153a52b07eadb5898cb92
nisource,b47145e5f51bcae838fcf50f771d96d6,NiSource,Keyphrase,NiSource,,keyword_to_guid_teamblind,829ab1cdba3e806a22e26bd61aae1294,keyword_to_guid_teamblind__829ab1cdba3e806a22e26bd61aae1294
nokia,b2e7ecfc42d3c3d9c9d13e8f0389c988,Nokia,LegislativeCommittee,Nokia,,keyword_to_guid_teamblind,49f17151a1bc1d859e8db35cd7b2059b,keyword_to_guid_teamblind__49f17151a1bc1d859e8db35cd7b2059b
norfolk southern,e0cc4014ec2480ce9898788e43f5d102,Norfolk Southern,Organization,Norfolk Southern,,keyword_to_guid_teamblind,6444a1dd73ca7abdb3d22373b641238d,keyword_to_guid_teamblind__6444a1dd73ca7abdb3d22373b641238d
ntt docomo,38c47a0431f69bcc88d80353e01b60da,NTT DOCOMO,News,NTT DOCOMO,,keyword_to_guid_teamblind,6adf483c22dd61688c3fab27bbdfd4a9,keyword_to_guid_teamblind__6adf483c22dd61688c3fab27bbdfd4a9
nttdocomo,38c47a0431f69bcc88d80353e01b60da,NTT DOCOMO,ForeignMinister,NTT DOCOMO,,keyword_to_guid_teamblind,6adf483c22dd61688c3fab27bbdfd4a9,keyword_to_guid_teamblind__6adf483c22dd61688c3fab27bbdfd4a9
nvidia,3726d07b4ac6b2c2b4d9812a7b7a31b5,NVIDIA,Shipping,NVIDIA,,keyword_to_guid_teamblind,a2fe9051fe051f819bd739ef3e340377,keyword_to_guid_teamblind__a2fe9051fe051f819bd739ef3e340377
nxp,e643b21bb9c4d92b2287ec10d6418a50,NXP Semiconductors N.V.,Wells,NXP Semiconductors N.V.,,keyword_to_guid_teamblind,351ec30647226ed93b9cc5621dc3ee5b,keyword_to_guid_teamblind__351ec30647226ed93b9cc5621dc3ee5b
og&e energy,e7064aeccfd6439e412eedc66d1e1891,OG&E Energy,Exec,OG&E Energy,,keyword_to_guid_teamblind,e2f5ab8eb12af76e8b91c1234c516d96,keyword_to_guid_teamblind__e2f5ab8eb12af76e8b91c1234c516d96
omnicom,ea6062468947f07f14275affdc354f27,Omnicom Group,Media,Omnicom Group,,keyword_to_guid_teamblind,779ebd877743d868af9e3a7c8f54ca90,keyword_to_guid_teamblind__779ebd877743d868af9e3a7c8f54ca90
oracle,8fe63e6ff302dc0387483ac34b96b4bd,Oracle,News,Oracle,,keyword_to_guid_teamblind,30162ed78b6c10f731411f2fc440c24f,keyword_to_guid_teamblind__30162ed78b6c10f731411f2fc440c24f
orcl,8fe63e6ff302dc0387483ac34b96b4bd,Oracle,Pipeline,Oracle,,keyword_to_guid_teamblind,30162ed78b6c10f731411f2fc440c24f,keyword_to_guid_teamblind__30162ed78b6c10f731411f2fc440c24f
organon,7fae85bad020e46faef8856025193a1e,Organon Pharmaceuticals,Media,Organon Pharmaceuticals,,keyword_to_guid_teamblind,aaba0bccc5169068ea1a9a22dc54db7f,keyword_to_guid_teamblind__aaba0bccc5169068ea1a9a22dc54db7f
oxy inc,947451a3db558bc8061d25e7e9a2c442,OXY Inc.,Person,OXY Inc.,,keyword_to_guid_teamblind,4b8b156948ce6f3f02f5d9252421ee65,keyword_to_guid_teamblind__4b8b156948ce6f3f02f5d9252421ee65
palo alto networks,0a83692ffa77e3b43873fb69088cc890,Palo Alto Networks,Person,Palo Alto Networks,,keyword_to_guid_teamblind,e6f06fa461bc66fc445c237d2e7d9ed7,keyword_to_guid_teamblind__e6f06fa461bc66fc445c237d2e7d9ed7
panasonic,300414e91c9cf1d0de9a668688a8db4b,Panasonic,Shipping,Panasonic,,keyword_to_guid_teamblind,4db2eb60906233021c65b511fe814034,keyword_to_guid_teamblind__4db2eb60906233021c65b511fe814034
paramount pictures,"376dfde5fb40599f89882a9df6dff121,71c960c4851148c0033b1de2a6297212",Paramount Pictures,FTO,Paramount Pictures,,keyword_to_guid_teamblind,a75f10836023198f24e0537ac859e1e1,keyword_to_guid_teamblind__a75f10836023198f24e0537ac859e1e1
paycom,b52be0b0d1009fe866740fc5c4603bd0,Paycom Software,FTO,Paycom Software,,keyword_to_guid_teamblind,f2996d2bb8e3400d405a40295d7ec303,keyword_to_guid_teamblind__f2996d2bb8e3400d405a40295d7ec303
paypal,cb5aa0e62a22c02eea509f4ed369f97e,Paypal,LegislativeCommittee,Paypal,,keyword_to_guid_teamblind,9b88c95a15e018c3f8038a7d0160145c,keyword_to_guid_teamblind__9b88c95a15e018c3f8038a7d0160145c
pearson,b828419e4bc302ab4389b09e2929d3f5,Pearson plc,Shipping,Pearson plc,,keyword_to_guid_teamblind,1ed3b0b82c16f27b3072a27e785dcbd1,keyword_to_guid_teamblind__1ed3b0b82c16f27b3072a27e785dcbd1
peloton,a365212ba5ca63154de91381df90afe4,Peloton,CompanyKeyword,Peloton,,keyword_to_guid_teamblind,74bd6c409f5bfee0ba0d79b79d1408b3,keyword_to_guid_teamblind__74bd6c409f5bfee0ba0d79b79d1408b3
pentair,5f84a84af90f8529f5965e858c804c96,Pentair plc,Keyphrase,Pentair plc,,keyword_to_guid_teamblind,1ea730a7518940b42a5a27ad64f242b7,keyword_to_guid_teamblind__1ea730a7518940b42a5a27ad64f242b7
peraton,abcd543389664f611f8aeb327d840802,Peraton,Organization,Peraton,,keyword_to_guid_teamblind,b06d42bf79f5ce333b372fad64078b93,keyword_to_guid_teamblind__b06d42bf79f5ce333b372fad64078b93
petronas,96a18c766c0e60a9b6f8b992d934875a,Petronas,ForeignMinistry,Petronas,,keyword_to_guid_teamblind,b4321c5b207b026711819d3c3fa6ab32,keyword_to_guid_teamblind__b4321c5b207b026711819d3c3fa6ab32
philips,60b3e4a8f2a5338cea21467fd3f66094,Royal Philips,LegislativeCommittee,Royal Philips,,keyword_to_guid_teamblind,4b2b1e859e57288661e6cf9b10192904,keyword_to_guid_teamblind__4b2b1e859e57288661e6cf9b10192904
pinterest,55bdcefc78acf3b83ae9e14db0a578d0,Pinterest,DiplomaticFacilities,Pinterest,,keyword_to_guid_teamblind,86709a608bd914b28221164e6680ebf7,keyword_to_guid_teamblind__86709a608bd914b28221164e6680ebf7
pixelbook,69bb2b0e88234d04213412ad72e44ee5,Alphabet,ForeignMinister,Alphabet,,keyword_to_guid_teamblind,49c3fc5da1c39b28dd9e2956e7aec9a9,keyword_to_guid_teamblind__49c3fc5da1c39b28dd9e2956e7aec9a9
pnc bank,c897bccc1fc1b783c12539bccd3fdbeb,PNC Bank,Consulates,PNC Bank,,keyword_to_guid_teamblind,aff00af90d83737e7cc3bfc6c1ae8351,keyword_to_guid_teamblind__aff00af90d83737e7cc3bfc6c1ae8351
primark stores,61eda585dc0bc5c52f5bce4895c65fcb,Primark Stores,Organization,Primark Stores,,keyword_to_guid_teamblind,8fe1b0a6980b69a62f9116efe60bf062,keyword_to_guid_teamblind__8fe1b0a6980b69a62f9116efe60bf062
prudential financial,0be04bba13437140ca89cad51166743b,Prudential Financial,IndustryTerm,Prudential Financial,,keyword_to_guid_teamblind,9ddde806043c66d8e428bf064227692a,keyword_to_guid_teamblind__9ddde806043c66d8e428bf064227692a
qbe insurance,d750b9095fa3da2801aa31bc0a30f79c,QBE Insurance,News,QBE Insurance,,keyword_to_guid_teamblind,9844f56098987d277d93d1f16d61be5f,keyword_to_guid_teamblind__9844f56098987d277d93d1f16d61be5f
qcom,62969ad3287e3fcc256ba2e8176ba00d,Qualcomm,Exec,Qualcomm,,keyword_to_guid_teamblind,c9b0cb53646238b8c03fb69b8f331220,keyword_to_guid_teamblind__c9b0cb53646238b8c03fb69b8f331220
qorvo,0a818c7d7194d2b5b0ec921063aa0d14,Qorvo,ForeignMinistry,Qorvo,,keyword_to_guid_teamblind,7f833077d6e9efd0ffb111391f6b7619,keyword_to_guid_teamblind__7f833077d6e9efd0ffb111391f6b7619
qualcomm,62969ad3287e3fcc256ba2e8176ba00d,Qualcomm,News,Qualcomm,,keyword_to_guid_teamblind,c9b0cb53646238b8c03fb69b8f331220,keyword_to_guid_teamblind__c9b0cb53646238b8c03fb69b8f331220
rackspace,9a3e1ecad927c8f9d033f33bb87006c9,Rackspace,Refinery,Rackspace,,keyword_to_guid_teamblind,bbf5fca8ad3b69ce8532e8a1b08d45fb,keyword_to_guid_teamblind__bbf5fca8ad3b69ce8532e8a1b08d45fb
ralph lauren,9cf3f3c0cbd7891c9e26553626249795,Ralph Lauren,CompanyKeyword,Ralph Lauren,,keyword_to_guid_teamblind,790c6eabf25d3b854cd9c3ec7ead2fe5,keyword_to_guid_teamblind__790c6eabf25d3b854cd9c3ec7ead2fe5
red hat,c23e4ad3ad3f861e1c83270299273139,IBM,LegislativeCommittee,IBM,,keyword_to_guid_teamblind,cbf44511d041dc6d1dd73cc0c033122c,keyword_to_guid_teamblind__cbf44511d041dc6d1dd73cc0c033122c
redhat,c23e4ad3ad3f861e1c83270299273139,IBM,IndustryTerm,IBM,,keyword_to_guid_teamblind,cbf44511d041dc6d1dd73cc0c033122c,keyword_to_guid_teamblind__cbf44511d041dc6d1dd73cc0c033122c
reed hastings,1e8efb6d2c02a70af5041088361f83f3,Netflix CEO Reed Hastings,space,Netflix CEO Reed Hastings,,keyword_to_guid_teamblind,a92a62a5e1e1d836b3c9b5e09cc8a827,keyword_to_guid_teamblind__a92a62a5e1e1d836b3c9b5e09cc8a827
regeneron,ab013025a2c52e3e2b0d91fc18375db0,Regeneron,Media,Regeneron,,keyword_to_guid_teamblind,41353433ab39b5bce7e3b0ad1f652b4e,keyword_to_guid_teamblind__41353433ab39b5bce7e3b0ad1f652b4e
reliance communications,ae7643be7442a21712223266fffe40a1,Reliance Communications,Organization,Reliance Communications,,keyword_to_guid_teamblind,f0ef2237ee9d64abfaf51c5a1400b6c1,keyword_to_guid_teamblind__f0ef2237ee9d64abfaf51c5a1400b6c1
republic airways,ec7be6dc9cfd62c057b97c2994d3f3e7,Republic Airways,Wells,Republic Airways,,keyword_to_guid_teamblind,41c7221b96cd31829e4664350d13b4c7,keyword_to_guid_teamblind__41c7221b96cd31829e4664350d13b4c7
ringcentral,bb8fd9cbd8ed7dc8ad91f0489aa591f6,RingCentral,ForeignMinistry,RingCentral,,keyword_to_guid_teamblind,1995ec6e8d36e9dd4a79992976eca1e7,keyword_to_guid_teamblind__1995ec6e8d36e9dd4a79992976eca1e7
rio tinto,23110f4e48bfd0c1f76766a677888ece,Rio Tinto,Shipping,Rio Tinto,,keyword_to_guid_teamblind,3bd0032efb70da3c7198ed16db9902a4,keyword_to_guid_teamblind__3bd0032efb70da3c7198ed16db9902a4
rivian,563b09cfeb37cfdc0e41a7497d2fa604,Rivian,Exec,Rivian,,keyword_to_guid_teamblind,114e199c58aa72b6b773e7b520161b9d,keyword_to_guid_teamblind__114e199c58aa72b6b773e7b520161b9d
robinhood,1dbbdf520113911ec2b69c72c230a40b,Robinhood Financial,Keyphrase,Robinhood Financial,,keyword_to_guid_teamblind,f11eb22b3ab08de1ca18617066ec44b1,keyword_to_guid_teamblind__f11eb22b3ab08de1ca18617066ec44b1
rock security,5be2cffee73bfe53cbcaa8dfe7b18e84,Rock Security,Shipping,Rock Security,,keyword_to_guid_teamblind,1c6113175463de702c62ae8f8f2eaabe,keyword_to_guid_teamblind__1c6113175463de702c62ae8f8f2eaabe
rockstar games,"4f366c8166994a2b91ad3e670b1e5ab6,989a38bf2134eaf523c7899e1bc1905b",Rockstar Games,Refinery,Rockstar Games,,keyword_to_guid_teamblind,64a419c3a9c10055e661c73d28b1cb7e,keyword_to_guid_teamblind__64a419c3a9c10055e661c73d28b1cb7e
rogers communications,9e558813ab4528908d4807595813f1b7,Rogers Communications,Person,Rogers Communications,,keyword_to_guid_teamblind,3c9ee8fc4d08e79dda5f4a41b8209ab9,keyword_to_guid_teamblind__3c9ee8fc4d08e79dda5f4a41b8209ab9
roku,f89af4ceae5be081915330396da1b796,Roku,ForeignMinistry,Roku,,keyword_to_guid_teamblind,292eebca0d5aa42928e07457ec8a22b3,keyword_to_guid_teamblind__292eebca0d5aa42928e07457ec8a22b3
salesforce,bc273ac3c7f9d86a4d284fd11bfb0ce6,Salesforce,Refinery,Salesforce,,keyword_to_guid_teamblind,4a6dbb2ff650f82af801f71c3efd72c3,keyword_to_guid_teamblind__4a6dbb2ff650f82af801f71c3efd72c3
samsung,e6b49ab6f111725be63675394a865818,Samsung,Diplomat,Samsung,,keyword_to_guid_teamblind,3910b1e0ccab19bc46fd9db27cca49c9,keyword_to_guid_teamblind__3910b1e0ccab19bc46fd9db27cca49c9
santander bank,f5e294ea83b3a023cb9f3af917f9041d,Santander Bank,AAEntity,Santander Bank,,keyword_to_guid_teamblind,7d798e198436df181b8821779fc990c7,keyword_to_guid_teamblind__7d798e198436df181b8821779fc990c7
sap,c0411c9799fa3e1957878d3ce985eb21,SAP,Pipeline,SAP,,keyword_to_guid_teamblind,999bc6b18351bbe817d26f559ba408ae,keyword_to_guid_teamblind__999bc6b18351bbe817d26f559ba408ae
satya nadella,3d1c91a37937505c39e43597605a2022,Microsoft CEO Satya Nadella,IndustryTerm,Microsoft CEO Satya Nadella,,keyword_to_guid_teamblind,4bbf2820f71463e381b3121b72fb80d5,keyword_to_guid_teamblind__4bbf2820f71463e381b3121b72fb80d5
scentre group,f30a09fc31bbf5e976706b2785316f28,Scentre Group,Exec,Scentre Group,,keyword_to_guid_teamblind,6880ec3374bf84b79af046ea9b625989,keyword_to_guid_teamblind__6880ec3374bf84b79af046ea9b625989
seagate,711bc21f222bb0b9e69e334da7fafcd9,Seagate Technology plc,Legislator,Seagate Technology plc,,keyword_to_guid_teamblind,18d36a3e4117c4c4bcea1521517b8ba2,keyword_to_guid_teamblind__18d36a3e4117c4c4bcea1521517b8ba2
securian financial,6aaad985b7c7cec630c5701d9f3b3766,Securian Financial,Consulates,Securian Financial,,keyword_to_guid_teamblind,587f6143f8ef2be9bba8a5ec7934337c,keyword_to_guid_teamblind__587f6143f8ef2be9bba8a5ec7934337c
sega,ee944408cd087f9889f109ebdf891ca5,Sega,CompanyKeyword,Sega,,keyword_to_guid_teamblind,34a0414214534526d31329bf324aa561,keyword_to_guid_teamblind__34a0414214534526d31329bf324aa561
sempra energy,3dc5e343d2c49be0a1a07f43f5fcf287,Sempra,Pipeline,Sempra,,keyword_to_guid_teamblind,be3420315a360bb1beb1f9b29758f568,keyword_to_guid_teamblind__be3420315a360bb1beb1f9b29758f568
sergey brin,69bb2b0e88234d04213412ad72e44ee5,Alphabet executive Sergey Brin,DiplomaticFacilities,Alphabet executive Sergey Brin,,keyword_to_guid_teamblind,65fe82cedf94bba60fb2fdfbc2bbae99,keyword_to_guid_teamblind__65fe82cedf94bba60fb2fdfbc2bbae99
servicenow,96ec708773c2c1502097539d10236047,ServiceNow,AAEntity,ServiceNow,,keyword_to_guid_teamblind,3f9f6951a15d7f9fff1e42f86a01430e,keyword_to_guid_teamblind__3f9f6951a15d7f9fff1e42f86a01430e
shamrock foods company,d48a3e0e6b3edb7dda380a5861670e5c,Shamrock Foods Company,ForeignMinister,Shamrock Foods Company,,keyword_to_guid_teamblind,705f19824d7d0b8dbe654e6b722bf881,keyword_to_guid_teamblind__705f19824d7d0b8dbe654e6b722bf881
shell,a84d5d4f0b197b952d5e20e9f4af2165,Shell International,ForeignMinister,Shell International,,keyword_to_guid_teamblind,367a899553660e544ecb75705cba59d7,keyword_to_guid_teamblind__367a899553660e544ecb75705cba59d7
shopify,8bc153257b06fbb6afe6a4c50b026b2e,Shopify,AAEntity,Shopify,,keyword_to_guid_teamblind,48b1feaa8b0d1805a23f59f268fc7c91,keyword_to_guid_teamblind__48b1feaa8b0d1805a23f59f268fc7c91
siemens,be5b19ab3dd584a8a156bd0de7506bee,Siemens,Wells,Siemens,,keyword_to_guid_teamblind,74993f42c49b81f3a77103bcbb247c2b,keyword_to_guid_teamblind__74993f42c49b81f3a77103bcbb247c2b
siemens,"964f1bace36f2c1c15fa5f051695f122,be5b19ab3dd584a8a156bd0de7506bee",Siemens,Wells,Siemens,,keyword_to_guid_teamblind,74993f42c49b81f3a77103bcbb247c2b,keyword_to_guid_teamblind__74993f42c49b81f3a77103bcbb247c2b
signify,ac652868ed4580fca7b41df7131644fd,Signify,Diplomat,Signify,,keyword_to_guid_teamblind,eaab532e2dcaa4998d810f01b0fa6495,keyword_to_guid_teamblind__eaab532e2dcaa4998d810f01b0fa6495
sinai health system,1bf72586fb6e5433da4eb06f58e988f3,Sinai Health System,ForeignMinistry,Sinai Health System,,keyword_to_guid_teamblind,bc862213353d0fc5faaebd38693b45af,keyword_to_guid_teamblind__bc862213353d0fc5faaebd38693b45af
sk telecom,33e48d4675c7d2a46a2d3721826a6102,SK Telecom,ForeignMinistry,SK Telecom,,keyword_to_guid_teamblind,c1f9a2f5021bc80d70cf091b360b66bf,keyword_to_guid_teamblind__c1f9a2f5021bc80d70cf091b360b66bf
skyworks,33b1c04543b5159d20f0550d19612b68,Skyworks Solutions,Wells,Skyworks Solutions,,keyword_to_guid_teamblind,af69d4c1515051305905f893e4dae5f6,keyword_to_guid_teamblind__af69d4c1515051305905f893e4dae5f6
slack,f48898b32f95415ef52b3248a3f0dddf,Slack Technologies,ForeignMinister,Slack Technologies,,keyword_to_guid_teamblind,0e07c263d8caf7bcecc91d563de5360c,keyword_to_guid_teamblind__0e07c263d8caf7bcecc91d563de5360c
snap,ab47aac81fe274e9f76b1a0e47e011e9,Snap,CompanyKeyword,Snap,,keyword_to_guid_teamblind,9ad09a90c3dbf80bdf18cf666f9d323e,keyword_to_guid_teamblind__9ad09a90c3dbf80bdf18cf666f9d323e
softbank,8678e290bc51bd2b4ea4b17d80d02d37,Softbank,Wells,Softbank,,keyword_to_guid_teamblind,1bed3ef881d93601379cbf9ddfcff21d,keyword_to_guid_teamblind__1bed3ef881d93601379cbf9ddfcff21d
sonos,517cb8bfddf2e81de770c690855d59ab,Sonos,Wells,Sonos,,keyword_to_guid_teamblind,b7280e0a950132fa34599d3ac14481d7,keyword_to_guid_teamblind__b7280e0a950132fa34599d3ac14481d7
sony,abb96bb6e01ab737a900a3c917737265,Sony,Diplomat,Sony,,keyword_to_guid_teamblind,2da860f7216f34598e5cdc6fd7e3098c,keyword_to_guid_teamblind__2da860f7216f34598e5cdc6fd7e3098c
sony pictures studios,61a341a90a1f8e0bd1383a5d95dd458e,Sony Pictures Studios,space,Sony Pictures Studios,,keyword_to_guid_teamblind,8e3f716b2ae6cbb105c4e1f5042833ed,keyword_to_guid_teamblind__8e3f716b2ae6cbb105c4e1f5042833ed
southeastern grocers,a155ce2c5005e7e077aaf35420c51851,Southeastern Grocers,AAEntity,Southeastern Grocers,,keyword_to_guid_teamblind,ed43624d95d78ad20df1270ed1740e22,keyword_to_guid_teamblind__ed43624d95d78ad20df1270ed1740e22
spacex,482d22ee391c96d95e6bd36732770175,SpaceX,Exec,SpaceX,,keyword_to_guid_teamblind,54d3a21ee5b8a15d2004b7350bf67e6d,keyword_to_guid_teamblind__54d3a21ee5b8a15d2004b7350bf67e6d
spotify,be0d9160ee9bb48480b95d99cdf6ca7e,Spotify,FTO,Spotify,,keyword_to_guid_teamblind,fd539ca17a17132049c4fef4619df638,keyword_to_guid_teamblind__fd539ca17a17132049c4fef4619df638
sprint,0a7729d148f8a78440681f0f261f2021,Sprint,space,Sprint,,keyword_to_guid_teamblind,ffc3dc096e3578a9474b7976953f0ef9,keyword_to_guid_teamblind__ffc3dc096e3578a9474b7976953f0ef9
square,74f765d8fa5fa08d174da3aacd9a47e5,Square,News,Square,,keyword_to_guid_teamblind,ceb46ca115d05c51aa5a16a8867c3304,keyword_to_guid_teamblind__ceb46ca115d05c51aa5a16a8867c3304
starbucks,4d5d540efa68f6e17b9f64d6b7e8ebc7,Starbucks,Person,Starbucks,,keyword_to_guid_teamblind,e486aeca0b12918313aba2cc445c5cb4,keyword_to_guid_teamblind__e486aeca0b12918313aba2cc445c5cb4
stericycle,e00f07eb07974b1ce687c155d987f665,Stericycle,Consulates,Stericycle,,keyword_to_guid_teamblind,e29147864ce0a1b5107c048901529f42,keyword_to_guid_teamblind__e29147864ce0a1b5107c048901529f42
stmicroelectronics,cadb59a8bc74d7522a9aeedb7c975d28,STMicroelectronics N.V.,Organization,STMicroelectronics N.V.,,keyword_to_guid_teamblind,c3f92c44bffa4b9f5de953be32a39992,keyword_to_guid_teamblind__c3f92c44bffa4b9f5de953be32a39992
