handle,caption_name,location,include_groups,location_lower,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
airlineflyer,Jason Rabinowitz,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Consulates,Jason Rabinowitz,,dgm_fraud_handles,d79ca25fe49991032ef122263f72dcc1,dgm_fraud_handles__d79ca25fe49991032ef122263f72dcc1
ajabreaking,Al Jazeera,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",space,Al Jazeera,,dgm_fraud_handles,de24597a0d4f7000d9ae5188a638d5de,dgm_fraud_handles__de24597a0d4f7000d9ae5188a638d5de
ajarabic,Al Jazeera,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Refinery,Al Jazeera,,dgm_fraud_handles,de24597a0d4f7000d9ae5188a638d5de,dgm_fraud_handles__de24597a0d4f7000d9ae5188a638d5de
ajmurgent,Al Jazeera,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Refinery,Al Jazeera,,dgm_fraud_handles,de24597a0d4f7000d9ae5188a638d5de,dgm_fraud_handles__de24597a0d4f7000d9ae5188a638d5de
alanhenney,Alan Henney,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Pipeline,Alan Henney,,dgm_fraud_handles,ad5b27fd412917f56d1e949c678c7674,dgm_fraud_handles__ad5b27fd412917f56d1e949c678c7674
alarabiya_brk,Al Arabiya,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Media,Al Arabiya,,dgm_fraud_handles,c811bfa84756f6c2c093d5e05f5e5b10,dgm_fraud_handles__c811bfa84756f6c2c093d5e05f5e5b10
alarabiya_eng,Al Arabiya,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",AAEntity,Al Arabiya,,dgm_fraud_handles,c811bfa84756f6c2c093d5e05f5e5b10,dgm_fraud_handles__c811bfa84756f6c2c093d5e05f5e5b10
alexwickham,Alex Wickham,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Exec,Alex Wickham,,dgm_fraud_handles,70f71ee1f1319b64eedc1dfe913732ad,dgm_fraud_handles__70f71ee1f1319b64eedc1dfe913732ad
alhadath,Al Hadath News,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",CompanyKeyword,Al Hadath News,,dgm_fraud_handles,774e3f422806529b7e508faa5d5d5ffa,dgm_fraud_handles__774e3f422806529b7e508faa5d5d5ffa
alhurranews,Al Hurrah News,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Diplomat,Al Hurrah News,,dgm_fraud_handles,088c159d8642be0eacdbb59b9cc79960,dgm_fraud_handles__088c159d8642be0eacdbb59b9cc79960
alkhaleejonline,Al Khaleej Online,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",FTO,Al Khaleej Online,,dgm_fraud_handles,e7f6b2fbaf9d4ea75b8a47d668a3c7ed,dgm_fraud_handles__e7f6b2fbaf9d4ea75b8a47d668a3c7ed
almayadeenlive,Al Mayadeen Live,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Diplomat,Al Mayadeen Live,,dgm_fraud_handles,43f59e60c8f0b11311bf4d992d902b27,dgm_fraud_handles__43f59e60c8f0b11311bf4d992d902b27
almayadeennews,Al Mayadeen News,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",space,Al Mayadeen News,,dgm_fraud_handles,318504dcbbc78afa1435287b3ffdb531,dgm_fraud_handles__318504dcbbc78afa1435287b3ffdb531
alyeskapipeline,Alyeska Pipeline,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",AAEntity,Alyeska Pipeline,,dgm_fraud_handles,21af20c14282b93d5fbb2b87d670e407,dgm_fraud_handles__21af20c14282b93d5fbb2b87d670e407
amena__bakr,Amena Bakr,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Refinery,Amena Bakr,,dgm_fraud_handles,c07d0b9bc0fbfc460602b6b05655ff7f,dgm_fraud_handles__c07d0b9bc0fbfc460602b6b05655ff7f
andy_ed_brown,Andrew Brown,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Wells,Andrew Brown,,dgm_fraud_handles,d4d7799d57d88396e8abca7e8c3ea56c,dgm_fraud_handles__d4d7799d57d88396e8abca7e8c3ea56c
andybiotech,Andy Biotech,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",AAEntity,Andy Biotech,,dgm_fraud_handles,035168a34fb4877c5031d6686fa0099e,dgm_fraud_handles__035168a34fb4877c5031d6686fa0099e
ani,ANI,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Shipping,ANI,,dgm_fraud_handles,4ff35e52034daec0251f7b3370969a1a,dgm_fraud_handles__4ff35e52034daec0251f7b3370969a1a
anshelsag,Anshel Sag,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Keyphrase,Anshel Sag,,dgm_fraud_handles,cd0fd754c68a49689132cd4a9cf2c77e,dgm_fraud_handles__cd0fd754c68a49689132cd4a9cf2c77e
ap,Associated Press,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Person,Associated Press,,dgm_fraud_handles,d904de079715b18e34f2ca874cf6e131,dgm_fraud_handles__d904de079715b18e34f2ca874cf6e131
investingcom,Investing.com,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Refinery,Investing.com,,dgm_fraud_handles,faece825a78e078c679f9f3f09668ed5,dgm_fraud_handles__faece825a78e078c679f9f3f09668ed5
apetimezas,Arne Petimezas,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",AAEntity,Arne Petimezas,,dgm_fraud_handles,9212240c5c89125d0895b479023cbf39,dgm_fraud_handles__9212240c5c89125d0895b479023cbf39
appleinsider,Apple Insider,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",ForeignMinister,Apple Insider,,dgm_fraud_handles,9ba12cf2d93370e18994f785fdc2cf7c,dgm_fraud_handles__9ba12cf2d93370e18994f785fdc2cf7c
yahoofinance,Yahoo Finance,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Media,Yahoo Finance,,dgm_fraud_handles,f9d4710e69a8ffed56175821bedef0e0,dgm_fraud_handles__f9d4710e69a8ffed56175821bedef0e0
squawkcnbc,CNBC,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Pipeline,CNBC,,dgm_fraud_handles,aa11677d237b2c2b435fd7decac0d7ad,dgm_fraud_handles__aa11677d237b2c2b435fd7decac0d7ad
cbre,CBRE,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",AAEntity,CBRE,,dgm_fraud_handles,0d5e02200b357f3315ee5a09890d063e,dgm_fraud_handles__0d5e02200b357f3315ee5a09890d063e
time,Time Magazine,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Organization,Time Magazine,,dgm_fraud_handles,d4a63d9c634b183d49b819387c9ca356,dgm_fraud_handles__d4a63d9c634b183d49b819387c9ca356
forbes,Forbes,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",LegislativeCommittee,Forbes,,dgm_fraud_handles,b1e9b36364c855fad4161cfb10d45735,dgm_fraud_handles__b1e9b36364c855fad4161cfb10d45735
fortunemagazine,Fortune,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Organization,Fortune,,dgm_fraud_handles,07f3fb85953bf41d154cba88825ee748,dgm_fraud_handles__07f3fb85953bf41d154cba88825ee748
bw,Business Week,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Legislator,Business Week,,dgm_fraud_handles,d162f5833abace157c0b924db0354c85,dgm_fraud_handles__d162f5833abace157c0b924db0354c85
bbc,BBC,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",CompanyKeyword,BBC,,dgm_fraud_handles,a61d00661142b2d5c6ab4e7fcf6d13c6,dgm_fraud_handles__a61d00661142b2d5c6ab4e7fcf6d13c6
bbcbusiness,BBC Bsuiness,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",space,BBC Bsuiness,,dgm_fraud_handles,330c3ecf3ac718b8de4e66e0b9a7c19b,dgm_fraud_handles__330c3ecf3ac718b8de4e66e0b9a7c19b
usatoday,USA Today,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",ForeignMinister,USA Today,,dgm_fraud_handles,3a1c81dcc7bd22f31fc9b8f0b94d82eb,dgm_fraud_handles__3a1c81dcc7bd22f31fc9b8f0b94d82eb
cnnbusiness,CNN Business,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",News,CNN Business,,dgm_fraud_handles,2024471bbfc48a4fc9e895b072e83f07,dgm_fraud_handles__2024471bbfc48a4fc9e895b072e83f07
harvardbiz,Harvard Business,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Refinery,Harvard Business,,dgm_fraud_handles,d08ccde87b7c063d329f2a231bfc1383,dgm_fraud_handles__d08ccde87b7c063d329f2a231bfc1383
cbsnews,CBS News,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Consulates,CBS News,,dgm_fraud_handles,951235969bcac1520972e1a64650f0e7,dgm_fraud_handles__951235969bcac1520972e1a64650f0e7
wsjbusiness,Wall Street Journal Business,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",LegislativeCommittee,Wall Street Journal Business,,dgm_fraud_handles,0a06c4018ea8fbf60ce08c670e51cc44,dgm_fraud_handles__0a06c4018ea8fbf60ce08c670e51cc44
theintercept,The Intercept,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Wells,The Intercept,,dgm_fraud_handles,a1bba9ebd942ab6574c37f9c37f66050,dgm_fraud_handles__a1bba9ebd942ab6574c37f9c37f66050
thehill,The Hill,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Media,The Hill,,dgm_fraud_handles,0714848efe34bb22b8a04020bbedb5a9,dgm_fraud_handles__0714848efe34bb22b8a04020bbedb5a9
marketwatch,Marketwatch,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",IndustryTerm,Marketwatch,,dgm_fraud_handles,8acc1c675df494acf3037b2ff2f7e083,dgm_fraud_handles__8acc1c675df494acf3037b2ff2f7e083
cnnmoneybrk,CNN Breaking,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Shipping,CNN Breaking,,dgm_fraud_handles,15a016ba68ee28c0dad6a61b0c07584d,dgm_fraud_handles__15a016ba68ee28c0dad6a61b0c07584d
arashmassoudi,Arash Massoudi,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Person,Arash Massoudi,,dgm_fraud_handles,ac4e5d67ba7a9b6dae39ea9331015931,dgm_fraud_handles__ac4e5d67ba7a9b6dae39ea9331015931
ariananews_,Ariana News,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Media,Ariana News,,dgm_fraud_handles,b121828253fcf28ad92abbb1fbe6e790,dgm_fraud_handles__b121828253fcf28ad92abbb1fbe6e790
aus_business,Business Review,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Pipeline,Business Review,,dgm_fraud_handles,ecc3d30dc83a103a3455f44bb1de4db3,dgm_fraud_handles__ecc3d30dc83a103a3455f44bb1de4db3
automotive_news,Automotive News,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",IndustryTerm,Automotive News,,dgm_fraud_handles,90b9878b2f871998869fefd9ccde08aa,dgm_fraud_handles__90b9878b2f871998869fefd9ccde08aa
bfmtv,BFMTV,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",LegislativeCommittee,BFMTV,,dgm_fraud_handles,0b9f39b2c6bb23ba6d55401e851ada8c,dgm_fraud_handles__0b9f39b2c6bb23ba6d55401e851ada8c
biaus,Business Insider Australia,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",LegislativeCommittee,Business Insider Australia,,dgm_fraud_handles,4dc3380e6bc3e5308e14d12dbacb880f,dgm_fraud_handles__4dc3380e6bc3e5308e14d12dbacb880f
bild,BILD,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",CompanyKeyword,BILD,,dgm_fraud_handles,717b86e46fc01152c003801d03f6ec21,dgm_fraud_handles__717b86e46fc01152c003801d03f6ec21
binance,Binance,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Person,Binance,,dgm_fraud_handles,60ac63a0e9dbb4690f1910c2de98b2f1,dgm_fraud_handles__60ac63a0e9dbb4690f1910c2de98b2f1
biorunup,BioRunUp,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",DiplomaticFacilities,BioRunUp,,dgm_fraud_handles,7345667b6d5f399a245b5152c1fdd413,dgm_fraud_handles__7345667b6d5f399a245b5152c1fdd413
biostocks,Bio Stocks,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Diplomat,Bio Stocks,,dgm_fraud_handles,01423d0df621a732bc7fd6061c69ca0f,dgm_fraud_handles__01423d0df621a732bc7fd6061c69ca0f
bitfinex,Bitfinex,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Refinery,Bitfinex,,dgm_fraud_handles,4e7d470f48dde438b7e7ee118231262d,dgm_fraud_handles__4e7d470f48dde438b7e7ee118231262d
bloombergasia,Bloomberg Asia,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Legislator,Bloomberg Asia,,dgm_fraud_handles,93e7843134e255efe48636c850a45209,dgm_fraud_handles__93e7843134e255efe48636c850a45209
bloombergquint,BloombergQuint,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",CompanyKeyword,BloombergQuint,,dgm_fraud_handles,63a4a13dbbb89d0bb1e2e288acc584ba,dgm_fraud_handles__63a4a13dbbb89d0bb1e2e288acc584ba
kiplinger,Kiplinger,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",ForeignMinister,Kiplinger,,dgm_fraud_handles,80ec91976b37dc7e873eeeb2f4beac90,dgm_fraud_handles__80ec91976b37dc7e873eeeb2f4beac90
bnnbloomberg,BNN Bloomberg,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",AAEntity,BNN Bloomberg,,dgm_fraud_handles,7490c87bfa3d24591f518c277bf2e342,dgm_fraud_handles__7490c87bfa3d24591f518c277bf2e342
bobdavis187,Bob Davis,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",DiplomaticFacilities,Bob Davis,,dgm_fraud_handles,c4782911d9c6cb39bfa33d3f173c0ebe,dgm_fraud_handles__c4782911d9c6cb39bfa33d3f173c0ebe
nasdaq,NASDAQ,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Media,NASDAQ,,dgm_fraud_handles,7dfd4a400d092d56e089f4e47411a0a0,dgm_fraud_handles__7dfd4a400d092d56e089f4e47411a0a0
bpolitics,Bloomberg Politics,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Wells,Bloomberg Politics,,dgm_fraud_handles,3e45e731d5f63b7d6db16fa382b083f3,dgm_fraud_handles__3e45e731d5f63b7d6db16fa382b083f3
theeconomist,The Economist,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",FTO,The Economist,,dgm_fraud_handles,5b7d7203aa01ebb6f0cb34fb37fed7e6,dgm_fraud_handles__5b7d7203aa01ebb6f0cb34fb37fed7e6
business,Bloomberg,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Person,Bloomberg,,dgm_fraud_handles,208421fcbc090a62f099f85472ded9ba,dgm_fraud_handles__208421fcbc090a62f099f85472ded9ba
fastcompany,Fast Company,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",space,Fast Company,,dgm_fraud_handles,1e454317414970394a09ab0fa2b78b9f,dgm_fraud_handles__1e454317414970394a09ab0fa2b78b9f
businessinsider,Business Insider,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",News,Business Insider,,dgm_fraud_handles,c75b8cfb5cc233231c632e12c724ead8,dgm_fraud_handles__c75b8cfb5cc233231c632e12c724ead8
thetelegraph,The Telegraph,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Shipping,The Telegraph,,dgm_fraud_handles,07056eda0067d2c5ff27b85e56554862,dgm_fraud_handles__07056eda0067d2c5ff27b85e56554862
buzzfeednews,Buzzfeed News,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",CompanyKeyword,Buzzfeed News,,dgm_fraud_handles,4903b12137a945d55c2c62698a96beaf,dgm_fraud_handles__4903b12137a945d55c2c62698a96beaf
c_barraud,Christophe Barraud,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",LegislativeCommittee,Christophe Barraud,,dgm_fraud_handles,ed4ab8d6cc5a28a29e6bd0a346af7139,dgm_fraud_handles__ed4ab8d6cc5a28a29e6bd0a346af7139
carlquintanilla,Carlos Quintana,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Keyphrase,Carlos Quintana,,dgm_fraud_handles,5a8d299520c1d87c6c7206748967e0b0,dgm_fraud_handles__5a8d299520c1d87c6c7206748967e0b0
cgtnofficial,CGTN,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Wells,CGTN,,dgm_fraud_handles,0f309f23d0eba44a192873cd8ed9af93,dgm_fraud_handles__0f309f23d0eba44a192873cd8ed9af93
citronresearch,Citron Research,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Keyphrase,Citron Research,,dgm_fraud_handles,4f0e24527c7dc43b26eaeae9ec595684,dgm_fraud_handles__4f0e24527c7dc43b26eaeae9ec595684
cityam,City A.M.,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Media,City A.M.,,dgm_fraud_handles,8292d7eea9d21bdd34bdc93137540368,dgm_fraud_handles__8292d7eea9d21bdd34bdc93137540368
cnbc,CNBC,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",ForeignMinistry,CNBC,,dgm_fraud_handles,aa11677d237b2c2b435fd7decac0d7ad,dgm_fraud_handles__aa11677d237b2c2b435fd7decac0d7ad
cnbci,CNBC International,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Pipeline,CNBC International,,dgm_fraud_handles,e03983693b08677550467597cf8df09f,dgm_fraud_handles__e03983693b08677550467597cf8df09f
cnbcnow,CNBC Now,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Legislator,CNBC Now,,dgm_fraud_handles,1c1be0d6ae9b3009996fa6809f2c7ee4,dgm_fraud_handles__1c1be0d6ae9b3009996fa6809f2c7ee4
cnbctv18live,CNBC-TV18,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Legislator,CNBC-TV18,,dgm_fraud_handles,a9fd226f9e97bf42ea1f7a9f709f1744,dgm_fraud_handles__a9fd226f9e97bf42ea1f7a9f709f1744
cnbctv18news,CNBC-TV18,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",CompanyKeyword,CNBC-TV18,,dgm_fraud_handles,a9fd226f9e97bf42ea1f7a9f709f1744,dgm_fraud_handles__a9fd226f9e97bf42ea1f7a9f709f1744
cnn,CNN,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",FTO,CNN,,dgm_fraud_handles,2435a45b85628172c5a47122144a7c67,dgm_fraud_handles__2435a45b85628172c5a47122144a7c67
cnnnews18,CNN News 18,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Diplomat,CNN News 18,,dgm_fraud_handles,2ef61e194277e82b32bb9652c3ee0d05,dgm_fraud_handles__2ef61e194277e82b32bb9652c3ee0d05
cyberscoopnews,Cyber Scoop,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Shipping,Cyber Scoop,,dgm_fraud_handles,1b613d1b5dccf3ecc6571c47b37f78fb,dgm_fraud_handles__1b613d1b5dccf3ecc6571c47b37f78fb
cz_binance,CZ Binance,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",LegislativeCommittee,CZ Binance,,dgm_fraud_handles,06191b5bbbdadd8d363a8756b30d3494,dgm_fraud_handles__06191b5bbbdadd8d363a8756b30d3494
eha_news,EHA News,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",AAEntity,EHA News,,dgm_fraud_handles,01b7553b00d061ec2b322b5a4487280d,dgm_fraud_handles__01b7553b00d061ec2b322b5a4487280d
el_pais,El Pais,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Consulates,El Pais,,dgm_fraud_handles,45fa96c302d2ed98302a9c9cf4cae8db,dgm_fraud_handles__45fa96c302d2ed98302a9c9cf4cae8db
electrekco,Electrek,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",FTO,Electrek,,dgm_fraud_handles,7d36d0203a5ba771d826436c2bf6e071,dgm_fraud_handles__7d36d0203a5ba771d826436c2bf6e071
energyvoicenews,Energy Voice News,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",FTO,Energy Voice News,,dgm_fraud_handles,a8f267e67d22d961f578858b92092811,dgm_fraud_handles__a8f267e67d22d961f578858b92092811
epsguid,Earnings News,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Legislator,Earnings News,,dgm_fraud_handles,8f407ae1d41c4c231437b2d8470e3b3b,dgm_fraud_handles__8f407ae1d41c4c231437b2d8470e3b3b
eq_map,EQ Map,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Media,EQ Map,,dgm_fraud_handles,852b935c3a8f6b27923affb7ff1e07f9,dgm_fraud_handles__852b935c3a8f6b27923affb7ff1e07f9
er24ems,ER24 EMS,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",LegislativeCommittee,ER24 EMS,,dgm_fraud_handles,8c11f4bbd514fce69df679af81eaf199,dgm_fraud_handles__8c11f4bbd514fce69df679af81eaf199
ericjhonsa,Eric Jhonsa,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",ForeignMinistry,Eric Jhonsa,,dgm_fraud_handles,84dddb7c4f93a18fe4869cb89259d3ae,dgm_fraud_handles__84dddb7c4f93a18fe4869cb89259d3ae
erictendian,Eric Tendian,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",News,Eric Tendian,,dgm_fraud_handles,01d80c90a0eeabb90e97666af8da4c6e,dgm_fraud_handles__01d80c90a0eeabb90e97666af8da4c6e
erikwemple,ErikWemple,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",AAEntity,ErikWemple,,dgm_fraud_handles,aff0d487cabbc2ad7b8eb047f997e744,dgm_fraud_handles__aff0d487cabbc2ad7b8eb047f997e744
eriqgardner,Eriq Gardner,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Shipping,Eriq Gardner,,dgm_fraud_handles,0a16be3e7f9c13abcfdc648407e95353,dgm_fraud_handles__0a16be3e7f9c13abcfdc648407e95353
ernestscheyder,Ernest Scheyder,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Refinery,Ernest Scheyder,,dgm_fraud_handles,ee7f82d2798a0eb8c7731ea6a918fa59,dgm_fraud_handles__ee7f82d2798a0eb8c7731ea6a918fa59
esaagar,Saagar Enjeti,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Person,Saagar Enjeti,,dgm_fraud_handles,0f2c21f0b8c9e8ee49ceff005c36a0e6,dgm_fraud_handles__0f2c21f0b8c9e8ee49ceff005c36a0e6
estimize,Estimize,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",IndustryTerm,Estimize,,dgm_fraud_handles,4d817b4c400cfa2f170edd6886cc62ef,dgm_fraud_handles__4d817b4c400cfa2f170edd6886cc62ef
etnowlive,ET NOW,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",IndustryTerm,ET NOW,,dgm_fraud_handles,2defb99d0bf1c04c79a77f3de184f05c,dgm_fraud_handles__2defb99d0bf1c04c79a77f3de184f05c
eu_competition,EU Competition,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Organization,EU Competition,,dgm_fraud_handles,b4b8be74ead10ff242090e644c0e6003,dgm_fraud_handles__b4b8be74ead10ff242090e644c0e6003
euphratespost,Euphrates Post,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Refinery,Euphrates Post,,dgm_fraud_handles,69f71c9e21f3efb847cac722010d3e77,dgm_fraud_handles__69f71c9e21f3efb847cac722010d3e77
expressen,Expressen,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Keyphrase,Expressen,,dgm_fraud_handles,29e5c4e0d7b2dc04f841e8c534e69f84,dgm_fraud_handles__29e5c4e0d7b2dc04f841e8c534e69f84
facebook,Facebook,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",IndustryTerm,Facebook,,dgm_fraud_handles,d85544fce402c7a2a96a48078edaf203,dgm_fraud_handles__d85544fce402c7a2a96a48078edaf203
financialreview,Financial Review,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",space,Financial Review,,dgm_fraud_handles,cc87c39985daec4986546a131289d7ef,dgm_fraud_handles__cc87c39985daec4986546a131289d7ef
financialtimes,Financial Times,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",CompanyKeyword,Financial Times,,dgm_fraud_handles,fd0b0002f128d5a018fceb42b4cc9bb5,dgm_fraud_handles__fd0b0002f128d5a018fceb42b4cc9bb5
financialxpress,FinancialXpress,"Washington, DC",cryptocurrency_scam;aml;counterfeiting;fraud;carding,"washington, dc",Media,FinancialXpress,,dgm_fraud_handles,e27dacf6708f5b0225b44a5aa3bd52a3,dgm_fraud_handles__e27dacf6708f5b0225b44a5aa3bd52a3
