aircraft,caption_name,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
twenty-five y-8,25 Shaanxi Y-8,Media,25 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,b29739351fe06c87bc43d8fff53cbde5,dgm_chineseaircrafttaiwan__b29739351fe06c87bc43d8fff53cbde5
twenty-six y-8,26 Shaanxi Y-8,space,26 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,e272cd7c78b3e02b561ce47154943047,dgm_chineseaircrafttaiwan__e272cd7c78b3e02b561ce47154943047
twenty-seven y-8,27 Shaanxi Y-8,space,27 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,6535645e15fed6719e8c1dcc0c11ea84,dgm_chineseaircrafttaiwan__6535645e15fed6719e8c1dcc0c11ea84
twenty-eight y-8,28 Shaanxi Y-8,LegislativeCommittee,28 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,acc01935d9b83d1e2d9e57b27e4eb9a6,dgm_chineseaircrafttaiwan__acc01935d9b83d1e2d9e57b27e4eb9a6
twenty-nine y-8,29 Shaanxi Y-8,Exec,29 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,83d86517fe54e9db3c3f1ea8271f5204,dgm_chineseaircrafttaiwan__83d86517fe54e9db3c3f1ea8271f5204
thirty y-8,30 Shaanxi Y-8,Pipeline,30 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,ad935fe9e716fe987cb506d115e51bfc,dgm_chineseaircrafttaiwan__ad935fe9e716fe987cb506d115e51bfc
thirty-one y-8,31 Shaanxi Y-8,FTO,31 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,e074e086f4c06b4049007190cc175a05,dgm_chineseaircrafttaiwan__e074e086f4c06b4049007190cc175a05
thirty-two y-8,32 Shaanxi Y-8,FTO,32 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,10acad9fbec9cbe347e8839dac319321,dgm_chineseaircrafttaiwan__10acad9fbec9cbe347e8839dac319321
thirty-three y-8,33 Shaanxi Y-8,Keyphrase,33 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,159cdd01dcce481447d425f569fd9b24,dgm_chineseaircrafttaiwan__159cdd01dcce481447d425f569fd9b24
thirty-four y-8,34 Shaanxi Y-8,Exec,34 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,a476476a358fcc7b280dbd12a8413fba,dgm_chineseaircrafttaiwan__a476476a358fcc7b280dbd12a8413fba
thirty-five y-8,35 Shaanxi Y-8,LegislativeCommittee,35 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,7e7ddd51d14ffdcc403fe0e5086c8825,dgm_chineseaircrafttaiwan__7e7ddd51d14ffdcc403fe0e5086c8825
thirty-six y-8,36 Shaanxi Y-8,Organization,36 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,c3c8669b887fc5a6db1b924435cb4679,dgm_chineseaircrafttaiwan__c3c8669b887fc5a6db1b924435cb4679
thirty-seven y-8,37 Shaanxi Y-8,Refinery,37 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,ed051663600dfdaace338be260a1b299,dgm_chineseaircrafttaiwan__ed051663600dfdaace338be260a1b299
thirty-eight y-8,38 Shaanxi Y-8,Diplomat,38 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,bd6fb85a31cae5f876f0623740275e71,dgm_chineseaircrafttaiwan__bd6fb85a31cae5f876f0623740275e71
thirty-nine y-8,39 Shaanxi Y-8,ForeignMinistry,39 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,5513f310fdbd4e2cd9662d5734642f99,dgm_chineseaircrafttaiwan__5513f310fdbd4e2cd9662d5734642f99
forty y-8,40 Shaanxi Y-8,ForeignMinister,40 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,6bc9b379fb8a1a3596c18830e967ebe2,dgm_chineseaircrafttaiwan__6bc9b379fb8a1a3596c18830e967ebe2
forty-one y-8,41 Shaanxi Y-8,Diplomat,41 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,46e5f00a9084a113491da3839a88a08e,dgm_chineseaircrafttaiwan__46e5f00a9084a113491da3839a88a08e
forty-two y-8,42 Shaanxi Y-8,Shipping,42 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,4a3a4c4239d37ccf03d448a03cbd74ec,dgm_chineseaircrafttaiwan__4a3a4c4239d37ccf03d448a03cbd74ec
forty-three y-8,43 Shaanxi Y-8,Media,43 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,98c8e5d22840cfe678daf5bd1c4c0505,dgm_chineseaircrafttaiwan__98c8e5d22840cfe678daf5bd1c4c0505
forty-four y-8,44 Shaanxi Y-8,Person,44 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,433f04129ce8c224bd4c9e5076f483b4,dgm_chineseaircrafttaiwan__433f04129ce8c224bd4c9e5076f483b4
forty-five y-8,45 Shaanxi Y-8,Diplomat,45 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,526bd9039431bbf68bee29f82c13f020,dgm_chineseaircrafttaiwan__526bd9039431bbf68bee29f82c13f020
forty-six y-8,46 Shaanxi Y-8,Person,46 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,89ae4e21298879fba4259a56f06b2f39,dgm_chineseaircrafttaiwan__89ae4e21298879fba4259a56f06b2f39
forty-seven y-8,47 Shaanxi Y-8,AAEntity,47 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,89cd15b7888157e0e3b94683767916f2,dgm_chineseaircrafttaiwan__89cd15b7888157e0e3b94683767916f2
forty-eight y-8,48 Shaanxi Y-8,Refinery,48 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,a121c7840a8562e801be3aa112b7262e,dgm_chineseaircrafttaiwan__a121c7840a8562e801be3aa112b7262e
forty-nine y-8,49 Shaanxi Y-8,Pipeline,49 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,cc04f8030fc0d8c1af42b3cf4b3fef5d,dgm_chineseaircrafttaiwan__cc04f8030fc0d8c1af42b3cf4b3fef5d
fifty y-8,50 Shaanxi Y-8,Legislator,50 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,85765541004843be44dd7f736be9e236,dgm_chineseaircrafttaiwan__85765541004843be44dd7f736be9e236
1 y-8,one Shaanxi Y-8,Shipping,one Shaanxi Y-8,,dgm_chineseaircrafttaiwan,e82be10d14fafe8546745f68bc273650,dgm_chineseaircrafttaiwan__e82be10d14fafe8546745f68bc273650
2 y-8,two Shaanxi Y-8,ForeignMinister,two Shaanxi Y-8,,dgm_chineseaircrafttaiwan,ac5e87c5791e61efa36bb889c3566201,dgm_chineseaircrafttaiwan__ac5e87c5791e61efa36bb889c3566201
3 y-8,three Shaanxi Y-8,IndustryTerm,three Shaanxi Y-8,,dgm_chineseaircrafttaiwan,a7b31aeeed3ad8aa5e7f749a847c803f,dgm_chineseaircrafttaiwan__a7b31aeeed3ad8aa5e7f749a847c803f
4 y-8,four Shaanxi Y-8,Consulates,four Shaanxi Y-8,,dgm_chineseaircrafttaiwan,18823c7af8cefc667eb95721b135640a,dgm_chineseaircrafttaiwan__18823c7af8cefc667eb95721b135640a
5 y-8,five Shaanxi Y-8,Organization,five Shaanxi Y-8,,dgm_chineseaircrafttaiwan,23b45c4e1802f7f55760b789bd8ed7bb,dgm_chineseaircrafttaiwan__23b45c4e1802f7f55760b789bd8ed7bb
6 y-8,six Shaanxi Y-8,Refinery,six Shaanxi Y-8,,dgm_chineseaircrafttaiwan,df99f422c505e22e5a521d924ed8a949,dgm_chineseaircrafttaiwan__df99f422c505e22e5a521d924ed8a949
7 y-8,seven Shaanxi Y-8,Legislator,seven Shaanxi Y-8,,dgm_chineseaircrafttaiwan,1afad5786c41b14bdf3c40c8c6da454a,dgm_chineseaircrafttaiwan__1afad5786c41b14bdf3c40c8c6da454a
8 y-8,eight Shaanxi Y-8,Organization,eight Shaanxi Y-8,,dgm_chineseaircrafttaiwan,23cc925fd781f949f770c635db077144,dgm_chineseaircrafttaiwan__23cc925fd781f949f770c635db077144
9 y-8,nine Shaanxi Y-8,space,nine Shaanxi Y-8,,dgm_chineseaircrafttaiwan,7f6ee2cef241c3cafb28d4240df1f5d0,dgm_chineseaircrafttaiwan__7f6ee2cef241c3cafb28d4240df1f5d0
10 y-8,ten Shaanxi Y-8,IndustryTerm,ten Shaanxi Y-8,,dgm_chineseaircrafttaiwan,d1766d98f5819c64202742a85e0eb0bc,dgm_chineseaircrafttaiwan__d1766d98f5819c64202742a85e0eb0bc
11 y-8,11 Shaanxi Y-8,Exec,11 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,9856b51728cd0f59399bbf6ae5e12873,dgm_chineseaircrafttaiwan__9856b51728cd0f59399bbf6ae5e12873
12 y-8,12 Shaanxi Y-8,Refinery,12 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,f954580bd61a67cf64f1e013c21d8ff3,dgm_chineseaircrafttaiwan__f954580bd61a67cf64f1e013c21d8ff3
13 y-8,13 Shaanxi Y-8,DiplomaticFacilities,13 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,dc9bbc0800a450f54a11093f60066f3f,dgm_chineseaircrafttaiwan__dc9bbc0800a450f54a11093f60066f3f
14 y-8,14 Shaanxi Y-8,Diplomat,14 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,694baff5bd41915f087c64c2022bd553,dgm_chineseaircrafttaiwan__694baff5bd41915f087c64c2022bd553
15 y-8,15 Shaanxi Y-8,ForeignMinistry,15 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,5310c8be74cdb8530cc836eea769d8c0,dgm_chineseaircrafttaiwan__5310c8be74cdb8530cc836eea769d8c0
16 y-8,16 Shaanxi Y-8,Legislator,16 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,b85685b4c6e06861065aebf8e83bdb23,dgm_chineseaircrafttaiwan__b85685b4c6e06861065aebf8e83bdb23
17 y-8,17 Shaanxi Y-8,LegislativeCommittee,17 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,3adee1dd1832e74ad7f8f121129dc5c6,dgm_chineseaircrafttaiwan__3adee1dd1832e74ad7f8f121129dc5c6
18 y-8,18 Shaanxi Y-8,Consulates,18 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,6851c41f0521d964d872bef1f6fa1716,dgm_chineseaircrafttaiwan__6851c41f0521d964d872bef1f6fa1716
19 y-8,19 Shaanxi Y-8,DiplomaticFacilities,19 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,208763172cb4f5cd99a89ebd492c61dd,dgm_chineseaircrafttaiwan__208763172cb4f5cd99a89ebd492c61dd
20 y-8,20 Shaanxi Y-8,Pipeline,20 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,e7d6954e6d30ba042be4f0bf16640f64,dgm_chineseaircrafttaiwan__e7d6954e6d30ba042be4f0bf16640f64
21 y-8,21 Shaanxi Y-8,space,21 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,6a1f3aefbbd16a377643ea97e6830da2,dgm_chineseaircrafttaiwan__6a1f3aefbbd16a377643ea97e6830da2
22 y-8,22 Shaanxi Y-8,Legislator,22 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,249d5b0d49a47d22f1f58f3ceea4ea5c,dgm_chineseaircrafttaiwan__249d5b0d49a47d22f1f58f3ceea4ea5c
23 y-8,23 Shaanxi Y-8,Shipping,23 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,59b8e295eaa1c8a0d1e3a16cbc7946ec,dgm_chineseaircrafttaiwan__59b8e295eaa1c8a0d1e3a16cbc7946ec
24 y-8,24 Shaanxi Y-8,Keyphrase,24 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,adbb6f3af3bd24447235586a0f8c551d,dgm_chineseaircrafttaiwan__adbb6f3af3bd24447235586a0f8c551d
25 y-8,25 Shaanxi Y-8,space,25 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,b29739351fe06c87bc43d8fff53cbde5,dgm_chineseaircrafttaiwan__b29739351fe06c87bc43d8fff53cbde5
26 y-8,26 Shaanxi Y-8,News,26 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,e272cd7c78b3e02b561ce47154943047,dgm_chineseaircrafttaiwan__e272cd7c78b3e02b561ce47154943047
27 y-8,27 Shaanxi Y-8,Wells,27 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,6535645e15fed6719e8c1dcc0c11ea84,dgm_chineseaircrafttaiwan__6535645e15fed6719e8c1dcc0c11ea84
28 y-8,28 Shaanxi Y-8,DiplomaticFacilities,28 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,acc01935d9b83d1e2d9e57b27e4eb9a6,dgm_chineseaircrafttaiwan__acc01935d9b83d1e2d9e57b27e4eb9a6
29 y-8,29 Shaanxi Y-8,space,29 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,83d86517fe54e9db3c3f1ea8271f5204,dgm_chineseaircrafttaiwan__83d86517fe54e9db3c3f1ea8271f5204
30 y-8,30 Shaanxi Y-8,CompanyKeyword,30 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,ad935fe9e716fe987cb506d115e51bfc,dgm_chineseaircrafttaiwan__ad935fe9e716fe987cb506d115e51bfc
31 y-8,31 Shaanxi Y-8,Pipeline,31 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,e074e086f4c06b4049007190cc175a05,dgm_chineseaircrafttaiwan__e074e086f4c06b4049007190cc175a05
32 y-8,32 Shaanxi Y-8,Shipping,32 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,10acad9fbec9cbe347e8839dac319321,dgm_chineseaircrafttaiwan__10acad9fbec9cbe347e8839dac319321
33 y-8,33 Shaanxi Y-8,AAEntity,33 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,159cdd01dcce481447d425f569fd9b24,dgm_chineseaircrafttaiwan__159cdd01dcce481447d425f569fd9b24
34 y-8,34 Shaanxi Y-8,Wells,34 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,a476476a358fcc7b280dbd12a8413fba,dgm_chineseaircrafttaiwan__a476476a358fcc7b280dbd12a8413fba
35 y-8,35 Shaanxi Y-8,Wells,35 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,7e7ddd51d14ffdcc403fe0e5086c8825,dgm_chineseaircrafttaiwan__7e7ddd51d14ffdcc403fe0e5086c8825
36 y-8,36 Shaanxi Y-8,Person,36 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,c3c8669b887fc5a6db1b924435cb4679,dgm_chineseaircrafttaiwan__c3c8669b887fc5a6db1b924435cb4679
37 y-8,37 Shaanxi Y-8,Organization,37 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,ed051663600dfdaace338be260a1b299,dgm_chineseaircrafttaiwan__ed051663600dfdaace338be260a1b299
38 y-8,38 Shaanxi Y-8,News,38 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,bd6fb85a31cae5f876f0623740275e71,dgm_chineseaircrafttaiwan__bd6fb85a31cae5f876f0623740275e71
39 y-8,39 Shaanxi Y-8,Keyphrase,39 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,5513f310fdbd4e2cd9662d5734642f99,dgm_chineseaircrafttaiwan__5513f310fdbd4e2cd9662d5734642f99
40 y-8,40 Shaanxi Y-8,Diplomat,40 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,6bc9b379fb8a1a3596c18830e967ebe2,dgm_chineseaircrafttaiwan__6bc9b379fb8a1a3596c18830e967ebe2
41 y-8,41 Shaanxi Y-8,AAEntity,41 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,46e5f00a9084a113491da3839a88a08e,dgm_chineseaircrafttaiwan__46e5f00a9084a113491da3839a88a08e
42 y-8,42 Shaanxi Y-8,Pipeline,42 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,4a3a4c4239d37ccf03d448a03cbd74ec,dgm_chineseaircrafttaiwan__4a3a4c4239d37ccf03d448a03cbd74ec
43 y-8,43 Shaanxi Y-8,space,43 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,98c8e5d22840cfe678daf5bd1c4c0505,dgm_chineseaircrafttaiwan__98c8e5d22840cfe678daf5bd1c4c0505
44 y-8,44 Shaanxi Y-8,Refinery,44 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,433f04129ce8c224bd4c9e5076f483b4,dgm_chineseaircrafttaiwan__433f04129ce8c224bd4c9e5076f483b4
45 y-8,45 Shaanxi Y-8,LegislativeCommittee,45 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,526bd9039431bbf68bee29f82c13f020,dgm_chineseaircrafttaiwan__526bd9039431bbf68bee29f82c13f020
46 y-8,46 Shaanxi Y-8,Wells,46 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,89ae4e21298879fba4259a56f06b2f39,dgm_chineseaircrafttaiwan__89ae4e21298879fba4259a56f06b2f39
47 y-8,47 Shaanxi Y-8,Keyphrase,47 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,89cd15b7888157e0e3b94683767916f2,dgm_chineseaircrafttaiwan__89cd15b7888157e0e3b94683767916f2
48 y-8,48 Shaanxi Y-8,space,48 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,a121c7840a8562e801be3aa112b7262e,dgm_chineseaircrafttaiwan__a121c7840a8562e801be3aa112b7262e
49 y-8,49 Shaanxi Y-8,AAEntity,49 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,cc04f8030fc0d8c1af42b3cf4b3fef5d,dgm_chineseaircrafttaiwan__cc04f8030fc0d8c1af42b3cf4b3fef5d
50 y-8,50 Shaanxi Y-8,CompanyKeyword,50 Shaanxi Y-8,,dgm_chineseaircrafttaiwan,85765541004843be44dd7f736be9e236,dgm_chineseaircrafttaiwan__85765541004843be44dd7f736be9e236
one su-30,one Sukhoi Su-30,ForeignMinistry,one Sukhoi Su-30,,dgm_chineseaircrafttaiwan,9fdb5295d4f885d122fd1eb547705898,dgm_chineseaircrafttaiwan__9fdb5295d4f885d122fd1eb547705898
two su-30,two Sukhoi Su-30,AAEntity,two Sukhoi Su-30,,dgm_chineseaircrafttaiwan,fee37841a545aa29ae31c0bb68091cdd,dgm_chineseaircrafttaiwan__fee37841a545aa29ae31c0bb68091cdd
three su-30,three Sukhoi Su-30,Person,three Sukhoi Su-30,,dgm_chineseaircrafttaiwan,5c9a11adabcc497dfd9ece3560a53319,dgm_chineseaircrafttaiwan__5c9a11adabcc497dfd9ece3560a53319
four su-30,four Sukhoi Su-30,space,four Sukhoi Su-30,,dgm_chineseaircrafttaiwan,32f32e9e30ca2ca0c34e2c4d7dba0b28,dgm_chineseaircrafttaiwan__32f32e9e30ca2ca0c34e2c4d7dba0b28
five su-30,five Sukhoi Su-30,Person,five Sukhoi Su-30,,dgm_chineseaircrafttaiwan,c96dac959a9f83590ac691931201f6b9,dgm_chineseaircrafttaiwan__c96dac959a9f83590ac691931201f6b9
six su-30,six Sukhoi Su-30,AAEntity,six Sukhoi Su-30,,dgm_chineseaircrafttaiwan,0c6ec921e5339ddddcf5ec8dd4a1e78f,dgm_chineseaircrafttaiwan__0c6ec921e5339ddddcf5ec8dd4a1e78f
seven su-30,seven Sukhoi Su-30,Keyphrase,seven Sukhoi Su-30,,dgm_chineseaircrafttaiwan,523b6cfac63a34e94d7c5a2e679768b9,dgm_chineseaircrafttaiwan__523b6cfac63a34e94d7c5a2e679768b9
eight su-30,eight Sukhoi Su-30,FTO,eight Sukhoi Su-30,,dgm_chineseaircrafttaiwan,cb458212157d561f74ee60555a5f3191,dgm_chineseaircrafttaiwan__cb458212157d561f74ee60555a5f3191
nine su-30,nine Sukhoi Su-30,Diplomat,nine Sukhoi Su-30,,dgm_chineseaircrafttaiwan,abe9c7d33a2b61efb756efcc36ba3ea9,dgm_chineseaircrafttaiwan__abe9c7d33a2b61efb756efcc36ba3ea9
ten su-30,ten Sukhoi Su-30,Shipping,ten Sukhoi Su-30,,dgm_chineseaircrafttaiwan,220ea58d7f4241d70240f2734898933e,dgm_chineseaircrafttaiwan__220ea58d7f4241d70240f2734898933e
eleven su-30,11 Sukhoi Su-30,ForeignMinistry,11 Sukhoi Su-30,,dgm_chineseaircrafttaiwan,dde35fccec7aa7caaf7498f5bca45a80,dgm_chineseaircrafttaiwan__dde35fccec7aa7caaf7498f5bca45a80
twelve su-30,12 Sukhoi Su-30,DiplomaticFacilities,12 Sukhoi Su-30,,dgm_chineseaircrafttaiwan,d8c18b7cdaa235d20627d1aff3e70b57,dgm_chineseaircrafttaiwan__d8c18b7cdaa235d20627d1aff3e70b57
thirteen su-30,13 Sukhoi Su-30,Keyphrase,13 Sukhoi Su-30,,dgm_chineseaircrafttaiwan,9abbe45168e70d52e6a5b20c1f13a3bb,dgm_chineseaircrafttaiwan__9abbe45168e70d52e6a5b20c1f13a3bb
fourteen su-30,14 Sukhoi Su-30,ForeignMinister,14 Sukhoi Su-30,,dgm_chineseaircrafttaiwan,0c8c48fc11e985d065aa6c049892a936,dgm_chineseaircrafttaiwan__0c8c48fc11e985d065aa6c049892a936
fifteen su-30,15 Sukhoi Su-30,LegislativeCommittee,15 Sukhoi Su-30,,dgm_chineseaircrafttaiwan,3f4513f46b5b11e7e65054972e9bb329,dgm_chineseaircrafttaiwan__3f4513f46b5b11e7e65054972e9bb329
sixteen su-30,16 Sukhoi Su-30,IndustryTerm,16 Sukhoi Su-30,,dgm_chineseaircrafttaiwan,79e6c5b62fc304b5a87594402db13826,dgm_chineseaircrafttaiwan__79e6c5b62fc304b5a87594402db13826
seventeen su-30,17 Sukhoi Su-30,ForeignMinister,17 Sukhoi Su-30,,dgm_chineseaircrafttaiwan,0946163933eaf2a40ed90d156a5d9893,dgm_chineseaircrafttaiwan__0946163933eaf2a40ed90d156a5d9893
eighteen su-30,18 Sukhoi Su-30,News,18 Sukhoi Su-30,,dgm_chineseaircrafttaiwan,32d20614cf9e0a1700ac8eb4f0a02f9f,dgm_chineseaircrafttaiwan__32d20614cf9e0a1700ac8eb4f0a02f9f
nineteen su-30,19 Sukhoi Su-30,Pipeline,19 Sukhoi Su-30,,dgm_chineseaircrafttaiwan,30ffa4fa753b94711450c74ee0a4667c,dgm_chineseaircrafttaiwan__30ffa4fa753b94711450c74ee0a4667c
twenty su-30,20 Sukhoi Su-30,Pipeline,20 Sukhoi Su-30,,dgm_chineseaircrafttaiwan,01648149066ad586f110a4f06366d9c5,dgm_chineseaircrafttaiwan__01648149066ad586f110a4f06366d9c5
twenty-one su-30,21 Sukhoi Su-30,Keyphrase,21 Sukhoi Su-30,,dgm_chineseaircrafttaiwan,3f0e8aafe4f1c74f7a7d92bd0c079ca1,dgm_chineseaircrafttaiwan__3f0e8aafe4f1c74f7a7d92bd0c079ca1
twenty-two su-30,22 Sukhoi Su-30,News,22 Sukhoi Su-30,,dgm_chineseaircrafttaiwan,90ba41bd60ed8e78f26910309570daf1,dgm_chineseaircrafttaiwan__90ba41bd60ed8e78f26910309570daf1
twenty-three su-30,23 Sukhoi Su-30,Keyphrase,23 Sukhoi Su-30,,dgm_chineseaircrafttaiwan,3f97d0eb1bd658a9b255f01a07793533,dgm_chineseaircrafttaiwan__3f97d0eb1bd658a9b255f01a07793533
twenty-four su-30,24 Sukhoi Su-30,Refinery,24 Sukhoi Su-30,,dgm_chineseaircrafttaiwan,817671e8e319187f79d82e856063829e,dgm_chineseaircrafttaiwan__817671e8e319187f79d82e856063829e
twenty-five su-30,25 Sukhoi Su-30,LegislativeCommittee,25 Sukhoi Su-30,,dgm_chineseaircrafttaiwan,667a5a5f407cf8c6617c3ff27384281a,dgm_chineseaircrafttaiwan__667a5a5f407cf8c6617c3ff27384281a
twenty-six su-30,26 Sukhoi Su-30,FTO,26 Sukhoi Su-30,,dgm_chineseaircrafttaiwan,7c1d1ad4934d46f58e9c758ac3e7dadc,dgm_chineseaircrafttaiwan__7c1d1ad4934d46f58e9c758ac3e7dadc
twenty-seven su-30,27 Sukhoi Su-30,FTO,27 Sukhoi Su-30,,dgm_chineseaircrafttaiwan,fba48638ff6f899efcac7b5028a29c07,dgm_chineseaircrafttaiwan__fba48638ff6f899efcac7b5028a29c07
twenty-eight su-30,28 Sukhoi Su-30,Person,28 Sukhoi Su-30,,dgm_chineseaircrafttaiwan,5a451266a915f1fe3f8167144c649b65,dgm_chineseaircrafttaiwan__5a451266a915f1fe3f8167144c649b65
twenty-nine su-30,29 Sukhoi Su-30,Organization,29 Sukhoi Su-30,,dgm_chineseaircrafttaiwan,c37fe81704b2066ed408cd9ab0f29942,dgm_chineseaircrafttaiwan__c37fe81704b2066ed408cd9ab0f29942
thirty su-30,30 Sukhoi Su-30,Pipeline,30 Sukhoi Su-30,,dgm_chineseaircrafttaiwan,a3997eb4be2a6135ea9c24041017fd58,dgm_chineseaircrafttaiwan__a3997eb4be2a6135ea9c24041017fd58
thirty-one su-30,31 Sukhoi Su-30,Legislator,31 Sukhoi Su-30,,dgm_chineseaircrafttaiwan,b204bdcab8ce9f5bae98ccf00a4b8504,dgm_chineseaircrafttaiwan__b204bdcab8ce9f5bae98ccf00a4b8504
thirty-two su-30,32 Sukhoi Su-30,Organization,32 Sukhoi Su-30,,dgm_chineseaircrafttaiwan,2f36c19e73a27550709d285b98bb7cda,dgm_chineseaircrafttaiwan__2f36c19e73a27550709d285b98bb7cda
thirty-three su-30,33 Sukhoi Su-30,Refinery,33 Sukhoi Su-30,,dgm_chineseaircrafttaiwan,ee8c9096da463ebfe927c290ec456a52,dgm_chineseaircrafttaiwan__ee8c9096da463ebfe927c290ec456a52
thirty-four su-30,34 Sukhoi Su-30,News,34 Sukhoi Su-30,,dgm_chineseaircrafttaiwan,5e4cfb82495183880dea741d2b69f7b0,dgm_chineseaircrafttaiwan__5e4cfb82495183880dea741d2b69f7b0
thirty-five su-30,35 Sukhoi Su-30,Person,35 Sukhoi Su-30,,dgm_chineseaircrafttaiwan,28a5a4306d378c171d8770b9f2c8c2fa,dgm_chineseaircrafttaiwan__28a5a4306d378c171d8770b9f2c8c2fa
thirty-six su-30,36 Sukhoi Su-30,Organization,36 Sukhoi Su-30,,dgm_chineseaircrafttaiwan,088de98e11fa4d097f994236ba4680bf,dgm_chineseaircrafttaiwan__088de98e11fa4d097f994236ba4680bf
thirty-seven su-30,37 Sukhoi Su-30,FTO,37 Sukhoi Su-30,,dgm_chineseaircrafttaiwan,e5a8393327e11d86e54742d04b0e356e,dgm_chineseaircrafttaiwan__e5a8393327e11d86e54742d04b0e356e
thirty-eight su-30,38 Sukhoi Su-30,Refinery,38 Sukhoi Su-30,,dgm_chineseaircrafttaiwan,db98fbd81e5d5bb91eb764873a108ad6,dgm_chineseaircrafttaiwan__db98fbd81e5d5bb91eb764873a108ad6
thirty-nine su-30,39 Sukhoi Su-30,ForeignMinister,39 Sukhoi Su-30,,dgm_chineseaircrafttaiwan,17b3ecbaa6532c285f580dfc05fa7fd0,dgm_chineseaircrafttaiwan__17b3ecbaa6532c285f580dfc05fa7fd0
forty su-30,40 Sukhoi Su-30,Legislator,40 Sukhoi Su-30,,dgm_chineseaircrafttaiwan,35b7892134fa68d446502dae8c114ef2,dgm_chineseaircrafttaiwan__35b7892134fa68d446502dae8c114ef2
forty-one su-30,41 Sukhoi Su-30,Organization,41 Sukhoi Su-30,,dgm_chineseaircrafttaiwan,61863f7700ecd0facad36d381f107080,dgm_chineseaircrafttaiwan__61863f7700ecd0facad36d381f107080
forty-two su-30,42 Sukhoi Su-30,Diplomat,42 Sukhoi Su-30,,dgm_chineseaircrafttaiwan,fc7942c34618dfd37920ebb51bab1052,dgm_chineseaircrafttaiwan__fc7942c34618dfd37920ebb51bab1052
