chinadc_identifier,dccaption_name,chinatagging_location,ENTITY_LABEL,name,description,source,source_identifier,global_identifier
安溪县,"Anxi county of Quanzhou, Fujian, China",anxiquanzhou,Media,"Anxi county of Quanzhou, Fujian, China",,dgm_chinadclocations,24e8dff1ff14e8d3b22df638db947396,dgm_chinadclocations__24e8dff1ff14e8d3b22df638db947396
永春县,"Yongchun county of Quanzhou, Fujian, China",yongchunquanzhou,AAEntity,"Yongchun county of Quanzhou, Fujian, China",,dgm_chinadclocations,748e67a4818045a0c10955708eddd79b,dgm_chinadclocations__748e67a4818045a0c10955708eddd79b
德化县,"Dehua county of Quanzhou, Fujian, China",dehuaquanzhou,Person,"Dehua county of Quanzhou, Fujian, China",,dgm_chinadclocations,e67a4aab20415c87170e8dfaa3e48268,dgm_chinadclocations__e67a4aab20415c87170e8dfaa3e48268
金门县,"Jinmen county of Quanzhou, Fujian, China",jinmenquanzhou,ForeignMinister,"Jinmen county of Quanzhou, Fujian, China",,dgm_chinadclocations,d0822de4e9682888195324fb007f08d6,dgm_chinadclocations__d0822de4e9682888195324fb007f08d6
云霄县,"Yunxiao county of Zhangzhou, Fujian, China",yunxiaozhangzhou,Refinery,"Yunxiao county of Zhangzhou, Fujian, China",,dgm_chinadclocations,6b38639603ba90f5f2e56565029cc1cf,dgm_chinadclocations__6b38639603ba90f5f2e56565029cc1cf
漳浦县,"Zhangpu county of Zhangzhou, Fujian, China",zhangpuzhangzhou,LegislativeCommittee,"Zhangpu county of Zhangzhou, Fujian, China",,dgm_chinadclocations,bb9192ab3d48f2a6fd2ea9d354049005,dgm_chinadclocations__bb9192ab3d48f2a6fd2ea9d354049005
诏安县,"Zhao'an county of Zhangzhou, Fujian, China",zhaoanzhangzhou,FTO,"Zhao'an county of Zhangzhou, Fujian, China",,dgm_chinadclocations,dc2b474b307a8381c7692c6f70d95df7,dgm_chinadclocations__dc2b474b307a8381c7692c6f70d95df7
东山县,"Dongshan county of Zhangzhou, Fujian, China",dongshanzhangzhou,ForeignMinistry,"Dongshan county of Zhangzhou, Fujian, China",,dgm_chinadclocations,df70da6e858dbcf95369c82d0bb09c0b,dgm_chinadclocations__df70da6e858dbcf95369c82d0bb09c0b
华安县,"Hua'an county of Zhangzhou, Fujian, China",huaanzhangzhou,space,"Hua'an county of Zhangzhou, Fujian, China",,dgm_chinadclocations,45d15872d7b39ea13efe61fcbd848e07,dgm_chinadclocations__45d15872d7b39ea13efe61fcbd848e07
南靖县,"Nanjing county of Zhangzhou, Fujian, China",nanjingzhangzhou,LegislativeCommittee,"Nanjing county of Zhangzhou, Fujian, China",,dgm_chinadclocations,85c69caed5e56849877cec1ae0c920a5,dgm_chinadclocations__85c69caed5e56849877cec1ae0c920a5
平和县,"Pinghe county of Zhangzhou, Fujian, China",pinghezhangzhou,Media,"Pinghe county of Zhangzhou, Fujian, China",,dgm_chinadclocations,7827a11b41ee6e46ed378dd97be6a620,dgm_chinadclocations__7827a11b41ee6e46ed378dd97be6a620
顺昌县,"Shunchang county of Nanping, Fujian, China",shunchangnanping,Refinery,"Shunchang county of Nanping, Fujian, China",,dgm_chinadclocations,19c5dddad7300af40d577042acf59657,dgm_chinadclocations__19c5dddad7300af40d577042acf59657
浦城县,"Pucheng county of Nanping, Fujian, China",puchengnanping,News,"Pucheng county of Nanping, Fujian, China",,dgm_chinadclocations,00cd805c7117885888ffa2957ad039e6,dgm_chinadclocations__00cd805c7117885888ffa2957ad039e6
光泽县,"Guangze county of Nanping, Fujian, China",guangzenanping,Shipping,"Guangze county of Nanping, Fujian, China",,dgm_chinadclocations,bd2a804584e88e52e88f0256e85d4835,dgm_chinadclocations__bd2a804584e88e52e88f0256e85d4835
松溪县,"Songxi county of Nanping, Fujian, China",songxinanping,Person,"Songxi county of Nanping, Fujian, China",,dgm_chinadclocations,61b78dbd2a70982a47113e4d1ff3ff6f,dgm_chinadclocations__61b78dbd2a70982a47113e4d1ff3ff6f
政和县,"Zhenghe county of Nanping, Fujian, China",zhenghenanping,Media,"Zhenghe county of Nanping, Fujian, China",,dgm_chinadclocations,f31bf155ef54ac88a8a4ab10db8a7921,dgm_chinadclocations__f31bf155ef54ac88a8a4ab10db8a7921
长汀县,"Changting county of Longyan, Fujian, China",changtinglongyan,Pipeline,"Changting county of Longyan, Fujian, China",,dgm_chinadclocations,1f5abb1428fdf155b9659851cce06545,dgm_chinadclocations__1f5abb1428fdf155b9659851cce06545
上杭县,"Shanghang county of Longyan, Fujian, China",shanghanglongyan,Person,"Shanghang county of Longyan, Fujian, China",,dgm_chinadclocations,e2e5fafce74bbc72aed41e21177d3342,dgm_chinadclocations__e2e5fafce74bbc72aed41e21177d3342
武平县,"Wuping county of Longyan, Fujian, China",wupinglongyan,space,"Wuping county of Longyan, Fujian, China",,dgm_chinadclocations,a60ec9edb315ac9998a6e38de2d5f90b,dgm_chinadclocations__a60ec9edb315ac9998a6e38de2d5f90b
连城县,"Liancheng county of Longyan, Fujian, China",lianchenglongyan,Legislator,"Liancheng county of Longyan, Fujian, China",,dgm_chinadclocations,c8711fe63b7393075b1a91aa3a7127a7,dgm_chinadclocations__c8711fe63b7393075b1a91aa3a7127a7
霞浦县,"Xiapu county of Ningde, Fujian, China",xiapuningde,Exec,"Xiapu county of Ningde, Fujian, China",,dgm_chinadclocations,2bc6b8a741d1debd9c64d790b9649185,dgm_chinadclocations__2bc6b8a741d1debd9c64d790b9649185
古田县,"Gutian county of Ningde, Fujian, China",gutianningde,IndustryTerm,"Gutian county of Ningde, Fujian, China",,dgm_chinadclocations,f933ebac10802a9139a0ce49e76ef838,dgm_chinadclocations__f933ebac10802a9139a0ce49e76ef838
屏南县,"Pingnan county of Ningde, Fujian, China",pingnanningde,Wells,"Pingnan county of Ningde, Fujian, China",,dgm_chinadclocations,790a56d00d78d2d370a8b69a4ebb33a7,dgm_chinadclocations__790a56d00d78d2d370a8b69a4ebb33a7
寿宁县,"Shouning county of Ningde, Fujian, China",shouningningde,Refinery,"Shouning county of Ningde, Fujian, China",,dgm_chinadclocations,a2ea0566b1012a7a930f4c0f10c8ad3c,dgm_chinadclocations__a2ea0566b1012a7a930f4c0f10c8ad3c
周宁县,"Zhouning county of Ningde, Fujian, China",zhouningningde,News,"Zhouning county of Ningde, Fujian, China",,dgm_chinadclocations,21363ca5d293fab1c5362d4af459d196,dgm_chinadclocations__21363ca5d293fab1c5362d4af459d196
柘荣县,"Zherong county of Ningde, Fujian, China",zherongningde,Media,"Zherong county of Ningde, Fujian, China",,dgm_chinadclocations,3fad682f33f061ce1e068b88887ea9fe,dgm_chinadclocations__3fad682f33f061ce1e068b88887ea9fe
南昌县,"Nanchang county of Nanchang, Jiangxi, China",nanchangnanchang,News,"Nanchang county of Nanchang, Jiangxi, China",,dgm_chinadclocations,c7d1122ada1a9296612b7df2e668d0c8,dgm_chinadclocations__c7d1122ada1a9296612b7df2e668d0c8
安义县,"Anyi county of Nanchang, Jiangxi, China",anyinanchang,DiplomaticFacilities,"Anyi county of Nanchang, Jiangxi, China",,dgm_chinadclocations,6fde1e896f2e48415bc2dde5dd7ed88d,dgm_chinadclocations__6fde1e896f2e48415bc2dde5dd7ed88d
进贤县,"Jinxian county of Nanchang, Jiangxi, China",jinxiannanchang,AAEntity,"Jinxian county of Nanchang, Jiangxi, China",,dgm_chinadclocations,b5102c435ac4c2b95bfccba59a03ca02,dgm_chinadclocations__b5102c435ac4c2b95bfccba59a03ca02
浮梁县,"Fuliang county of Jingdezhen, Jiangxi, China",fuliangjingdezhen,Exec,"Fuliang county of Jingdezhen, Jiangxi, China",,dgm_chinadclocations,858a671576cf093448aa1e4a43ffe120,dgm_chinadclocations__858a671576cf093448aa1e4a43ffe120
莲花县,"Lianhua county of Pingxiang, Jiangxi, China",lianhuapingxiang,Organization,"Lianhua county of Pingxiang, Jiangxi, China",,dgm_chinadclocations,b74121e604e0afb0e8ec5b199b999367,dgm_chinadclocations__b74121e604e0afb0e8ec5b199b999367
上栗县,"Shangli county of Pingxiang, Jiangxi, China",shanglipingxiang,Refinery,"Shangli county of Pingxiang, Jiangxi, China",,dgm_chinadclocations,a96d23fb185ef025b8969e369d6f07b0,dgm_chinadclocations__a96d23fb185ef025b8969e369d6f07b0
芦溪县,"Luxi county of Pingxiang, Jiangxi, China",luxipingxiang,Refinery,"Luxi county of Pingxiang, Jiangxi, China",,dgm_chinadclocations,2344ba34ba2ac4c2045fbd21eb50c9dc,dgm_chinadclocations__2344ba34ba2ac4c2045fbd21eb50c9dc
永修县,"Yongxiu county of Jiujiang, Jiangxi, China",yongxiujiujiang,Wells,"Yongxiu county of Jiujiang, Jiangxi, China",,dgm_chinadclocations,575c19e9130c5c3651603681a6815ab4,dgm_chinadclocations__575c19e9130c5c3651603681a6815ab4
德安县,"De'an county of Jiujiang, Jiangxi, China",deanjiujiang,ForeignMinistry,"De'an county of Jiujiang, Jiangxi, China",,dgm_chinadclocations,d473e921fb918d75a990e55580b3bcbc,dgm_chinadclocations__d473e921fb918d75a990e55580b3bcbc
都昌县,"Duchang county of Jiujiang, Jiangxi, China",duchangjiujiang,FTO,"Duchang county of Jiujiang, Jiangxi, China",,dgm_chinadclocations,ce948986ec6da0a641f991624780c923,dgm_chinadclocations__ce948986ec6da0a641f991624780c923
湖口县,"Hukou county of Jiujiang, Jiangxi, China",hukoujiujiang,Organization,"Hukou county of Jiujiang, Jiangxi, China",,dgm_chinadclocations,6620d5da4f5cfbaa6a4864ec91ae934c,dgm_chinadclocations__6620d5da4f5cfbaa6a4864ec91ae934c
彭泽县,"Pengze county of Jiujiang, Jiangxi, China",pengzejiujiang,Media,"Pengze county of Jiujiang, Jiangxi, China",,dgm_chinadclocations,e1663ce43f0566a4d33b13d8f29b19db,dgm_chinadclocations__e1663ce43f0566a4d33b13d8f29b19db
修水县,"Xiushui county of Jiujiang, Jiangxi, China",xiushuijiujiang,Media,"Xiushui county of Jiujiang, Jiangxi, China",,dgm_chinadclocations,77d9faf84af795778794427e9a405f82,dgm_chinadclocations__77d9faf84af795778794427e9a405f82
武宁县,"Wunning county of Jiujiang, Jiangxi, China",wunningjiujiang,CompanyKeyword,"Wunning county of Jiujiang, Jiangxi, China",,dgm_chinadclocations,4d212c7dca437320dcc516342343921e,dgm_chinadclocations__4d212c7dca437320dcc516342343921e
分宜县,"Fenyi county of Xinyu, Jiangxi, China",fenyixinyu,ForeignMinistry,"Fenyi county of Xinyu, Jiangxi, China",,dgm_chinadclocations,6748c6833d4ee408e47527ec4b4ee132,dgm_chinadclocations__6748c6833d4ee408e47527ec4b4ee132
信丰县,"Xinfeng county of Ganzhou, Jiangxi, China",xinfengganzhou,IndustryTerm,"Xinfeng county of Ganzhou, Jiangxi, China",,dgm_chinadclocations,f398fd9e8841366adb946d21197f297e,dgm_chinadclocations__f398fd9e8841366adb946d21197f297e
大余县,"Dayu county of Ganzhou, Jiangxi, China",dayuganzhou,Consulates,"Dayu county of Ganzhou, Jiangxi, China",,dgm_chinadclocations,41890e7b599fd31bbcea828c00fbd62b,dgm_chinadclocations__41890e7b599fd31bbcea828c00fbd62b
定南县,"Dingnan county of Ganzhou, Jiangxi, China",dingnanganzhou,Diplomat,"Dingnan county of Ganzhou, Jiangxi, China",,dgm_chinadclocations,54bb88f00edc7f839546f837c486da25,dgm_chinadclocations__54bb88f00edc7f839546f837c486da25
全南县,"Quannan county of Ganzhou, Jiangxi, China",quannanganzhou,Exec,"Quannan county of Ganzhou, Jiangxi, China",,dgm_chinadclocations,714b8579085b449f55b4a137887129df,dgm_chinadclocations__714b8579085b449f55b4a137887129df
崇义县,"Chongyi county of Ganzhou, Jiangxi, China",chongyiganzhou,Consulates,"Chongyi county of Ganzhou, Jiangxi, China",,dgm_chinadclocations,89dec445cde0435fca58e9e5711ef823,dgm_chinadclocations__89dec445cde0435fca58e9e5711ef823
寻乌县,"Xunwu county of Ganzhou, Jiangxi, China",xunwuganzhou,space,"Xunwu county of Ganzhou, Jiangxi, China",,dgm_chinadclocations,80917c92b1a387b0c4d5b9e39d1d4736,dgm_chinadclocations__80917c92b1a387b0c4d5b9e39d1d4736
安远县,"Anyuan county of Ganzhou, Jiangxi, China",anyuanganzhou,IndustryTerm,"Anyuan county of Ganzhou, Jiangxi, China",,dgm_chinadclocations,167e3b5ae6a072840828aa9502b85fad,dgm_chinadclocations__167e3b5ae6a072840828aa9502b85fad
宁都县,"Ningdu county of Ganzhou, Jiangxi, China",ningduganzhou,Pipeline,"Ningdu county of Ganzhou, Jiangxi, China",,dgm_chinadclocations,e8eac9d232520150a555c458bb4f84dd,dgm_chinadclocations__e8eac9d232520150a555c458bb4f84dd
于都县,"Yudu county of Ganzhou, Jiangxi, China",yuduganzhou,Keyphrase,"Yudu county of Ganzhou, Jiangxi, China",,dgm_chinadclocations,3d25f459fb6b3c5010bb050623939acf,dgm_chinadclocations__3d25f459fb6b3c5010bb050623939acf
会昌县,"Huichang county of Ganzhou, Jiangxi, China",huichangganzhou,Refinery,"Huichang county of Ganzhou, Jiangxi, China",,dgm_chinadclocations,146192fd5591fed2a7f4912df84dafc7,dgm_chinadclocations__146192fd5591fed2a7f4912df84dafc7
兴国县,"Xingguo county of Ganzhou, Jiangxi, China",xingguoganzhou,ForeignMinistry,"Xingguo county of Ganzhou, Jiangxi, China",,dgm_chinadclocations,ac4af85654951cccf23ac8b31a5fc8dc,dgm_chinadclocations__ac4af85654951cccf23ac8b31a5fc8dc
石城县,"Shicheng county of Ganzhou, Jiangxi, China",shichengganzhou,Person,"Shicheng county of Ganzhou, Jiangxi, China",,dgm_chinadclocations,6bc9c3ca343587d9452b1c373e8a9570,dgm_chinadclocations__6bc9c3ca343587d9452b1c373e8a9570
上犹县,"Shangyou county of Ganzhou, Jiangxi, China",shangyouganzhou,Shipping,"Shangyou county of Ganzhou, Jiangxi, China",,dgm_chinadclocations,d1a158d328bba21bd7ce835c7b9617a3,dgm_chinadclocations__d1a158d328bba21bd7ce835c7b9617a3
吉安县,"Ji'an county of Ji'an, Jiangxi, China",jianjian,Diplomat,"Ji'an county of Ji'an, Jiangxi, China",,dgm_chinadclocations,0b9e71dc386aa050fe7e57eb878504dc,dgm_chinadclocations__0b9e71dc386aa050fe7e57eb878504dc
吉水县,"Jishui county of Ji'an, Jiangxi, China",jishuijian,ForeignMinister,"Jishui county of Ji'an, Jiangxi, China",,dgm_chinadclocations,700c13827a9209bbb05a01233846dd7d,dgm_chinadclocations__700c13827a9209bbb05a01233846dd7d
新干县,"Xingan county of Ji'an, Jiangxi, China",xinganjian,Consulates,"Xingan county of Ji'an, Jiangxi, China",,dgm_chinadclocations,499929808fd680f37813353767f3c9ac,dgm_chinadclocations__499929808fd680f37813353767f3c9ac
永丰县,"Yongfeng county of Ji'an, Jiangxi, China",yongfengjian,FTO,"Yongfeng county of Ji'an, Jiangxi, China",,dgm_chinadclocations,bdf914a9a9dfd942f79a8a41d70c15ff,dgm_chinadclocations__bdf914a9a9dfd942f79a8a41d70c15ff
泰和县,"Taihe county of Ji'an, Jiangxi, China",taihejian,DiplomaticFacilities,"Taihe county of Ji'an, Jiangxi, China",,dgm_chinadclocations,148771968cc29868fa67173ca2277d28,dgm_chinadclocations__148771968cc29868fa67173ca2277d28
峡江县,"Xiajiang county of Ji'an, Jiangxi, China",xiajiangjian,DiplomaticFacilities,"Xiajiang county of Ji'an, Jiangxi, China",,dgm_chinadclocations,ac6b68d670be3e0c3a78df46c666d00f,dgm_chinadclocations__ac6b68d670be3e0c3a78df46c666d00f
遂川县,"Suichuan county of Ji'an, Jiangxi, China",suichuanjian,IndustryTerm,"Suichuan county of Ji'an, Jiangxi, China",,dgm_chinadclocations,7c87863f42ce7f53e89bd0e45901fffe,dgm_chinadclocations__7c87863f42ce7f53e89bd0e45901fffe
万安县,"Wan'an county of Ji'an, Jiangxi, China",wananjian,Person,"Wan'an county of Ji'an, Jiangxi, China",,dgm_chinadclocations,6cfe6b83ce5dca3917e2bbeb843f82d1,dgm_chinadclocations__6cfe6b83ce5dca3917e2bbeb843f82d1
安福县,"Anfu county of Ji'an, Jiangxi, China",anfujian,Diplomat,"Anfu county of Ji'an, Jiangxi, China",,dgm_chinadclocations,65ed388fcc848e79222f1e4c29048d66,dgm_chinadclocations__65ed388fcc848e79222f1e4c29048d66
永新县,"Yongxin county of Ji'an, Jiangxi, China",yongxinjian,LegislativeCommittee,"Yongxin county of Ji'an, Jiangxi, China",,dgm_chinadclocations,c5bcad9451ed3d2f161d71f5ac24cd57,dgm_chinadclocations__c5bcad9451ed3d2f161d71f5ac24cd57
奉新县,"Fengxin county of Yichun, Jiangxi, China",fengxinyichun,Pipeline,"Fengxin county of Yichun, Jiangxi, China",,dgm_chinadclocations,df983225802044a12f4147d1cb3815c8,dgm_chinadclocations__df983225802044a12f4147d1cb3815c8
万载县,"Wanzai county of Yichun, Jiangxi, China",wanzaiyichun,Exec,"Wanzai county of Yichun, Jiangxi, China",,dgm_chinadclocations,131f8fbcbf7ad85db488924844f98365,dgm_chinadclocations__131f8fbcbf7ad85db488924844f98365
上高县,"Shanggao county of Yichun, Jiangxi, China",shanggaoyichun,Media,"Shanggao county of Yichun, Jiangxi, China",,dgm_chinadclocations,7fed5e6faa959ac9ded22342183ae3c8,dgm_chinadclocations__7fed5e6faa959ac9ded22342183ae3c8
宜丰县,"Yifeng county of Yichun, Jiangxi, China",yifengyichun,Refinery,"Yifeng county of Yichun, Jiangxi, China",,dgm_chinadclocations,968493052492d24ba8150c3cabc2cc21,dgm_chinadclocations__968493052492d24ba8150c3cabc2cc21
靖安县,"Jing'an county of Yichun, Jiangxi, China",jinganyichun,ForeignMinister,"Jing'an county of Yichun, Jiangxi, China",,dgm_chinadclocations,5367c809e5d3d49120b0abcd4d43e7a9,dgm_chinadclocations__5367c809e5d3d49120b0abcd4d43e7a9
铜鼓县,"Tonggu county of Yichun, Jiangxi, China",tongguyichun,Person,"Tonggu county of Yichun, Jiangxi, China",,dgm_chinadclocations,79755a439bfbe3d1c95c8ec250518ed9,dgm_chinadclocations__79755a439bfbe3d1c95c8ec250518ed9
南城县,"Nancheng county of Fuzhou, Jiangxi, China",nanchengfuzhou,space,"Nancheng county of Fuzhou, Jiangxi, China",,dgm_chinadclocations,23735473f5d119478c7aec9f69e3e116,dgm_chinadclocations__23735473f5d119478c7aec9f69e3e116
黎川县,"Lichuan county of Fuzhou, Jiangxi, China",lichuanfuzhou,FTO,"Lichuan county of Fuzhou, Jiangxi, China",,dgm_chinadclocations,c90252f986ec2e12f8f20ccdcd2c834f,dgm_chinadclocations__c90252f986ec2e12f8f20ccdcd2c834f
南丰县,"Nanfeng county of Fuzhou, Jiangxi, China",nanfengfuzhou,IndustryTerm,"Nanfeng county of Fuzhou, Jiangxi, China",,dgm_chinadclocations,28b81fd33b725fc88522701c4fd857aa,dgm_chinadclocations__28b81fd33b725fc88522701c4fd857aa
崇仁县,"Chongren county of Fuzhou, Jiangxi, China",chongrenfuzhou,ForeignMinister,"Chongren county of Fuzhou, Jiangxi, China",,dgm_chinadclocations,d272f7ef271a56b8f300443275fc1720,dgm_chinadclocations__d272f7ef271a56b8f300443275fc1720
乐安县,"Le'an county of Fuzhou, Jiangxi, China",leanfuzhou,Exec,"Le'an county of Fuzhou, Jiangxi, China",,dgm_chinadclocations,ed99e062931523fb75ade9ade61ef8a2,dgm_chinadclocations__ed99e062931523fb75ade9ade61ef8a2
广昌县,"Guangchang county of Fuzhou, Jiangxi, China",guangchangfuzhou,ForeignMinistry,"Guangchang county of Fuzhou, Jiangxi, China",,dgm_chinadclocations,fdcdf68fbb7a989b14bfe144b253d28f,dgm_chinadclocations__fdcdf68fbb7a989b14bfe144b253d28f
宜黄县,"Yihuang county of Fuzhou, Jiangxi, China",yihuangfuzhou,ForeignMinister,"Yihuang county of Fuzhou, Jiangxi, China",,dgm_chinadclocations,9fbc13c20b0cbcfadfd057f35b153d42,dgm_chinadclocations__9fbc13c20b0cbcfadfd057f35b153d42
金溪县,"Jinxi county of Fuzhou, Jiangxi, China",jinxifuzhou,ForeignMinistry,"Jinxi county of Fuzhou, Jiangxi, China",,dgm_chinadclocations,63932f963122431246f7293d45e5f083,dgm_chinadclocations__63932f963122431246f7293d45e5f083
资溪县,"Zixi county of Fuzhou, Jiangxi, China",zixifuzhou,Wells,"Zixi county of Fuzhou, Jiangxi, China",,dgm_chinadclocations,f532966715eb8273f45a22808eaaab0d,dgm_chinadclocations__f532966715eb8273f45a22808eaaab0d
婺源县,"Wuyuan county of Shangrao, Jiangxi, China",wuyuanshangrao,Keyphrase,"Wuyuan county of Shangrao, Jiangxi, China",,dgm_chinadclocations,9a36b307a3dff4a27edf59325e222a6b,dgm_chinadclocations__9a36b307a3dff4a27edf59325e222a6b
玉山县,"Yushan county of Shangrao, Jiangxi, China",yushanshangrao,Media,"Yushan county of Shangrao, Jiangxi, China",,dgm_chinadclocations,96c6a1074f022b3846f3adab79d775b1,dgm_chinadclocations__96c6a1074f022b3846f3adab79d775b1
铅山县,"Yanshan county of Shangrao, Jiangxi, China",yanshanshangrao,Media,"Yanshan county of Shangrao, Jiangxi, China",,dgm_chinadclocations,6d07c9309f1121a90383fcaebcbb9d9d,dgm_chinadclocations__6d07c9309f1121a90383fcaebcbb9d9d
横峰县,"Hengfeng county of Shangrao, Jiangxi, China",hengfengshangrao,ForeignMinistry,"Hengfeng county of Shangrao, Jiangxi, China",,dgm_chinadclocations,00c0a5f5f9e68c585fe0a2d8c9940f9c,dgm_chinadclocations__00c0a5f5f9e68c585fe0a2d8c9940f9c
弋阳县,"Yiyang county of Shangrao, Jiangxi, China",yiyangshangrao,Pipeline,"Yiyang county of Shangrao, Jiangxi, China",,dgm_chinadclocations,2971c7a7e3ef369ec54e93c9ec787cd6,dgm_chinadclocations__2971c7a7e3ef369ec54e93c9ec787cd6
万年县,"Wannian county of Shangrao, Jiangxi, China",wannianshangrao,DiplomaticFacilities,"Wannian county of Shangrao, Jiangxi, China",,dgm_chinadclocations,ebdfbdca6a01f3d14210cebe2d8988a7,dgm_chinadclocations__ebdfbdca6a01f3d14210cebe2d8988a7
余干县,"Yugan county of Shangrao, Jiangxi, China",yuganshangrao,space,"Yugan county of Shangrao, Jiangxi, China",,dgm_chinadclocations,2e41ad31d5145cef5acf9341a001ef10,dgm_chinadclocations__2e41ad31d5145cef5acf9341a001ef10
鄱阳县,"Poyang county of Shangrao, Jiangxi, China",poyangshangrao,DiplomaticFacilities,"Poyang county of Shangrao, Jiangxi, China",,dgm_chinadclocations,df648bb9932392b7c04839ece244251b,dgm_chinadclocations__df648bb9932392b7c04839ece244251b
平阴县,"Pingyin county of Jinan, Jiangxi, China",pingyinjinan,FTO,"Pingyin county of Jinan, Jiangxi, China",,dgm_chinadclocations,2e90824a99ee4ee824b33e84f5925069,dgm_chinadclocations__2e90824a99ee4ee824b33e84f5925069
商河县,"Shanghe county of Jinan, Jiangxi, China",shanghejinan,ForeignMinister,"Shanghe county of Jinan, Jiangxi, China",,dgm_chinadclocations,f76f7378ea23d650ff02a6d5b0ed3507,dgm_chinadclocations__f76f7378ea23d650ff02a6d5b0ed3507
桓台县,"Huantai county of Zibo, Jiangxi, China",huantaizibo,DiplomaticFacilities,"Huantai county of Zibo, Jiangxi, China",,dgm_chinadclocations,36b43713b921b69ec7b51bc27702cbac,dgm_chinadclocations__36b43713b921b69ec7b51bc27702cbac
高青县,"Gaoqing county of Zibo, Jiangxi, China",gaoqingzibo,LegislativeCommittee,"Gaoqing county of Zibo, Jiangxi, China",,dgm_chinadclocations,2fe5799d0c5b4c96d7888209a551557b,dgm_chinadclocations__2fe5799d0c5b4c96d7888209a551557b
沂源县,"Yiyuan county of Zibo, Jiangxi, China",yiyuanzibo,Pipeline,"Yiyuan county of Zibo, Jiangxi, China",,dgm_chinadclocations,bbf7f938a54df89cc2e18fa25112e3b6,dgm_chinadclocations__bbf7f938a54df89cc2e18fa25112e3b6
广饶县,"Guangrao county of Dongying, Jiangxi, China",guangraodongying,Wells,"Guangrao county of Dongying, Jiangxi, China",,dgm_chinadclocations,f33c3fb381f9da5ab2f695709a7ead8e,dgm_chinadclocations__f33c3fb381f9da5ab2f695709a7ead8e
利津县,"Lijin county of Dongying, Jiangxi, China",lijindongying,Shipping,"Lijin county of Dongying, Jiangxi, China",,dgm_chinadclocations,c97373ced502dcb92367c389b569a238,dgm_chinadclocations__c97373ced502dcb92367c389b569a238
临朐县,"Linqu county of Weifang, Jiangxi, China",linquweifang,space,"Linqu county of Weifang, Jiangxi, China",,dgm_chinadclocations,cdf25fba87e55164bf84da6693c7c480,dgm_chinadclocations__cdf25fba87e55164bf84da6693c7c480
昌乐县,"Changle county of Weifang, Jiangxi, China",changleweifang,Wells,"Changle county of Weifang, Jiangxi, China",,dgm_chinadclocations,b7f55457422cb650eb83a351462fa390,dgm_chinadclocations__b7f55457422cb650eb83a351462fa390
嘉祥县,"Jiaxiang county of Jining, Shandong, China",jiaxiangjining,Pipeline,"Jiaxiang county of Jining, Shandong, China",,dgm_chinadclocations,ed064ffd85a5e8fda845a20552ea6637,dgm_chinadclocations__ed064ffd85a5e8fda845a20552ea6637
汶上县,"Wenshang county of Jining, Shandong, China",wenshangjining,LegislativeCommittee,"Wenshang county of Jining, Shandong, China",,dgm_chinadclocations,dca44d92f324eae4340958d6db2ea969,dgm_chinadclocations__dca44d92f324eae4340958d6db2ea969
梁山县,"Liangshan county of Jining, Shandong, China",liangshanjining,DiplomaticFacilities,"Liangshan county of Jining, Shandong, China",,dgm_chinadclocations,49dd1cdc1e5841813538aa96c7744ac8,dgm_chinadclocations__49dd1cdc1e5841813538aa96c7744ac8
微山县,"Weishan county of Jining, Shandong, China",weishanjining,Diplomat,"Weishan county of Jining, Shandong, China",,dgm_chinadclocations,a911ff4f5fb38d48a7d3597517d30dea,dgm_chinadclocations__a911ff4f5fb38d48a7d3597517d30dea
鱼台县,"Yutai county of Jining, Shandong, China",yutaijining,AAEntity,"Yutai county of Jining, Shandong, China",,dgm_chinadclocations,9e4caf293bfce288a3ddf52aaf7f1ece,dgm_chinadclocations__9e4caf293bfce288a3ddf52aaf7f1ece
金乡县,"Jinxiang county of Jining, Shandong, China",jinxiangjining,Refinery,"Jinxiang county of Jining, Shandong, China",,dgm_chinadclocations,2a7f9289773386fd989d72c71bc37629,dgm_chinadclocations__2a7f9289773386fd989d72c71bc37629
泗水县,"Sishui county of Jining, Shandong, China",sishuijining,DiplomaticFacilities,"Sishui county of Jining, Shandong, China",,dgm_chinadclocations,8a51470bd31a89cca8357e2279c64146,dgm_chinadclocations__8a51470bd31a89cca8357e2279c64146
宁阳县,"Ningyang county of Taian, Shandong, China",ningyangtaian,Person,"Ningyang county of Taian, Shandong, China",,dgm_chinadclocations,1049db2bea2cca3266b6b215efa52bce,dgm_chinadclocations__1049db2bea2cca3266b6b215efa52bce
东平县,"Dongping county of Taian, Shandong, China",dongpingtaian,LegislativeCommittee,"Dongping county of Taian, Shandong, China",,dgm_chinadclocations,d492f576402badecaba5ee154af3c7fc,dgm_chinadclocations__d492f576402badecaba5ee154af3c7fc
五莲县,"Wulian county of Rizhao, Shandong, China",wulianrizhao,Shipping,"Wulian county of Rizhao, Shandong, China",,dgm_chinadclocations,d75620829801d2f9fa2f90a84da955fa,dgm_chinadclocations__d75620829801d2f9fa2f90a84da955fa
莒县,"Ju county of Rizhao, Shandong, China",jurizhao,ForeignMinistry,"Ju county of Rizhao, Shandong, China",,dgm_chinadclocations,9c046692b41d8124cd81c4ed87bb210b,dgm_chinadclocations__9c046692b41d8124cd81c4ed87bb210b
